	SRR1795409_accepted_hits	SRR1795410_accepted_hits	SRR1795425_accepted_hits	SRR1795426_accepted_hits
ENSG00000059691	293	376	255	152
ENSG00000059728	27	34	77	60
ENSG00000059758	212	261	380	251
ENSG00000059769	85	97	19	9
ENSG00000059804	6	9	141	85
ENSG00000059915	7	8	3	0
ENSG00000060069	192	223	228	114
ENSG00000060138	1357	1571	2046	1227
ENSG00000060140	6	8	24	19
ENSG00000060237	2299	2536	1961	1187
ENSG00000060339	2157	2643	1558	916
ENSG00000060491	315	333	339	203
ENSG00000060558	1	0	0	0
ENSG00000060566	0	0	0	0
ENSG00000060642	38	46	26	11
ENSG00000060656	541	567	177	113
ENSG00000060688	1313	1540	1363	785
ENSG00000060709	0	0	0	0
ENSG00000060718	0	0	0	0
ENSG00000060749	2002	2353	610	398
ENSG00000060762	235	273	328	217
ENSG00000060971	236	299	321	188
ENSG00000060982	420	496	1125	696
ENSG00000061273	71	71	151	87
ENSG00000061337	3	5	5	6
ENSG00000061455	41	50	93	48
ENSG00000061492	0	0	2	2
ENSG00000061656	25	20	4	2
ENSG00000061676	2505	3033	2276	1346
ENSG00000061794	616	729	1483	863
ENSG00000061918	91	122	358	201
ENSG00000061936	674	730	639	328
ENSG00000061938	132	139	59	23
ENSG00000061987	1135	1311	1186	678
ENSG00000062038	4	7	95	54
ENSG00000062096	0	0	0	0
ENSG00000062194	885	1081	253	149
ENSG00000062282	11	20	9	8
ENSG00000062370	64	91	31	30
ENSG00000062485	1337	1573	2759	1586
ENSG00000062524	14	17	15	8
ENSG00000062582	552	584	713	421
ENSG00000062598	275	305	292	175
ENSG00000062650	1833	2205	1150	680
ENSG00000062716	427	485	805	531
ENSG00000062725	487	509	572	368
ENSG00000062822	922	988	559	384
ENSG00000063015	7	6	3	0
ENSG00000063046	3563	4030	841	474
ENSG00000063127	16	16	0	0
ENSG00000063169	48	48	61	43
ENSG00000063176	81	89	60	44
ENSG00000063177	7279	7729	5563	3270
ENSG00000063180	29	32	17	9
ENSG00000063241	217	261	307	159
ENSG00000063244	1924	2049	3371	1990
ENSG00000063245	348	353	527	304
ENSG00000063322	69	79	791	488
ENSG00000063438	0	0	0	0
ENSG00000063515	0	0	1	0
ENSG00000063587	141	155	120	85
ENSG00000063601	672	813	472	306
ENSG00000063660	66	73	114	64
ENSG00000063761	93	104	67	49
ENSG00000063854	229	235	374	262
ENSG00000064012	90	86	447	289
ENSG00000064042	75	95	83	43
ENSG00000064102	949	1147	695	447
ENSG00000064115	391	466	360	213
ENSG00000064195	0	1	6	4
ENSG00000064199	65	98	117	89
ENSG00000064201	1	3	0	0
ENSG00000064205	2	3	1	0
ENSG00000064218	0	3	73	35
ENSG00000064225	58	87	37	22
ENSG00000064270	10	10	0	0
ENSG00000064300	1	1	4	10
ENSG00000064309	337	404	134	77
ENSG00000064313	1284	1568	587	318
ENSG00000064393	217	256	176	92
ENSG00000064419	1273	1543	1218	705
ENSG00000064489	0	1	0	0
ENSG00000064490	237	236	162	91
ENSG00000064545	338	417	450	243
ENSG00000064547	8	6	12	6
ENSG00000064601	321	343	609	360
ENSG00000064607	1219	1382	607	339
ENSG00000064651	784	837	1170	700
ENSG00000064652	41	43	80	41
ENSG00000064655	25	43	136	82
ENSG00000064666	103	105	575	343
ENSG00000064687	148	151	65	50
ENSG00000064692	4	7	38	24
ENSG00000064703	961	1139	934	605
ENSG00000064726	782	933	557	348
ENSG00000064763	217	281	397	214
ENSG00000064787	1	0	0	1
ENSG00000064835	1	4	0	0
ENSG00000064886	0	0	0	0
ENSG00000064932	205	224	137	80
ENSG00000064933	529	618	364	225
ENSG00000064961	365	403	130	80
ENSG00000064989	9	6	2	7
ENSG00000064995	335	429	359	252
ENSG00000064999	296	316	344	211
ENSG00000065000	1303	1423	1670	989
ENSG00000065029	203	212	123	71
ENSG00000065054	57	65	112	68
ENSG00000065057	346	378	272	157
ENSG00000065060	461	510	301	187
ENSG00000065135	772	957	1731	1017
ENSG00000065150	6375	7739	4973	2791
ENSG00000065154	1879	2096	3729	2083
ENSG00000065183	2246	2661	1868	1123
ENSG00000065243	1391	1677	1257	811
ENSG00000065268	341	379	1101	655
ENSG00000065308	72	76	137	85
ENSG00000065320	48	43	210	150
ENSG00000065325	0	0	0	0
ENSG00000065328	1350	1479	1020	667
ENSG00000065357	37	42	45	30
ENSG00000065361	16	21	21	10
ENSG00000065371	1	0	0	0
ENSG00000065413	54	73	53	38
ENSG00000065427	2177	2522	1840	1067
ENSG00000065457	248	299	88	55
ENSG00000065485	210	211	90	71
ENSG00000065491	125	133	108	64
ENSG00000065518	479	507	876	551
ENSG00000065526	10882	12567	2178	1293
ENSG00000065534	79	89	29	8
ENSG00000065548	1630	1875	1057	645
ENSG00000065559	245	305	144	101
ENSG00000065600	235	290	117	87
ENSG00000065609	15	23	76	68
ENSG00000065613	1902	2224	1637	1056
ENSG00000065615	332	360	316	222
ENSG00000065618	7	8	3	2
ENSG00000065621	11	9	29	17
ENSG00000065665	195	185	265	164
ENSG00000065675	52	66	119	66
ENSG00000065717	12	10	17	13
ENSG00000065802	83	106	89	66
ENSG00000065809	59	69	198	109
ENSG00000065833	338	411	1579	995
ENSG00000065882	221	240	279	177
ENSG00000065883	1040	1185	359	225
ENSG00000065911	1362	1645	933	606
ENSG00000065923	143	179	205	113
ENSG00000065970	54	37	60	45
ENSG00000065978	4899	5636	1417	842
ENSG00000065989	33	39	37	19
ENSG00000066027	400	497	141	87
ENSG00000066032	0	0	0	0
ENSG00000066044	722	788	2590	1474
ENSG00000066056	1	0	0	0
ENSG00000066084	873	945	710	446
ENSG00000066117	728	850	886	545
ENSG00000066135	861	989	648	423
ENSG00000066136	271	305	707	392
ENSG00000066185	1	1	0	0
ENSG00000066230	37	35	12	8
ENSG00000066248	29	49	115	64
ENSG00000066279	5991	7399	1617	952
ENSG00000066294	0	0	0	0
ENSG00000066322	157	175	585	354
ENSG00000066336	0	0	3	0
ENSG00000066379	182	223	269	164
ENSG00000066382	10	12	15	19
ENSG00000066405	12	9	0	0
ENSG00000066422	1014	1239	463	296
ENSG00000066427	135	160	314	221
ENSG00000066455	417	463	435	235
ENSG00000066468	249	313	123	79
ENSG00000066557	833	1091	1047	647
ENSG00000066583	236	273	603	349
ENSG00000066629	257	285	387	233
ENSG00000066651	681	895	363	200
ENSG00000066654	332	346	201	122
ENSG00000066697	148	144	68	35
ENSG00000066735	246	261	160	92
ENSG00000066739	893	1075	737	426
ENSG00000066777	894	1103	527	314
ENSG00000066813	0	0	0	0
ENSG00000066827	212	265	92	65
ENSG00000066855	340	368	191	132
ENSG00000066923	33	28	3	0
ENSG00000066926	306	328	541	348
ENSG00000066933	1371	1565	281	209
ENSG00000067048	0	0	12	3
ENSG00000067057	574	616	3787	2224
ENSG00000067064	554	696	949	588
ENSG00000067066	0	0	1	0
ENSG00000067082	63	69	121	77
ENSG00000067113	65	76	90	60
ENSG00000067141	553	689	741	481
ENSG00000067167	922	1113	894	590
ENSG00000067177	704	749	600	323
ENSG00000067182	101	115	254	149
ENSG00000067191	11	11	11	6
ENSG00000067208	524	637	255	148
ENSG00000067221	51	48	53	34
ENSG00000067225	7806	8802	13816	8202
ENSG00000067248	1086	1341	639	375
ENSG00000067334	1972	2310	873	539
ENSG00000067365	107	136	20	17
ENSG00000067369	1404	1629	1180	732
ENSG00000067445	281	333	239	171
ENSG00000067533	788	927	465	324
ENSG00000067560	2669	3224	2711	1622
ENSG00000067596	1299	1405	1128	686
ENSG00000067606	171	193	154	113
ENSG00000067646	1	1	0	2
ENSG00000067704	3314	3767	843	487
ENSG00000067715	43	55	84	59
ENSG00000067798	0	1	21	12
ENSG00000067829	431	406	792	453
ENSG00000067836	43	38	43	15
ENSG00000067840	35	34	25	12
ENSG00000067842	8	3	34	25
ENSG00000067900	1017	1236	546	321
ENSG00000067955	243	260	485	263
ENSG00000067992	233	272	570	397
ENSG00000068001	321	371	82	43
ENSG00000068024	83	106	109	58
ENSG00000068028	79	91	85	53
ENSG00000068078	320	323	126	50
ENSG00000068079	11	12	16	11
ENSG00000068097	500	551	464	280
ENSG00000068120	363	392	385	230
ENSG00000068137	72	88	52	41
ENSG00000068305	215	278	199	120
ENSG00000068308	354	405	658	465
ENSG00000068323	85	128	191	115
ENSG00000068354	81	80	84	34
ENSG00000068366	605	716	1212	774
ENSG00000068383	171	206	65	38
ENSG00000068394	345	349	364	263
ENSG00000068400	399	407	337	182
ENSG00000068438	227	275	243	152
ENSG00000068489	140	137	387	252
ENSG00000068615	24	37	72	44
ENSG00000068650	233	250	170	91
ENSG00000068654	1501	1615	861	520
ENSG00000068697	320	392	1371	800
ENSG00000068724	84	106	39	23
ENSG00000068745	568	657	401	233
ENSG00000068781	0	0	0	1
ENSG00000068784	783	978	394	226
ENSG00000068796	775	986	824	469
ENSG00000068831	1	6	13	2
ENSG00000068878	2162	2518	1093	632
ENSG00000068885	93	115	31	18
ENSG00000068903	230	165	473	288
ENSG00000068912	304	385	247	139
ENSG00000068971	64	70	24	12
ENSG00000068976	4	5	1	0
ENSG00000068985	0	1	0	0
ENSG00000069011	120	117	188	115
ENSG00000069018	2	3	0	0
ENSG00000069020	66	109	85	40
ENSG00000069122	0	1	1	0
ENSG00000069188	147	152	230	129
ENSG00000069206	0	0	0	0
ENSG00000069248	4398	5106	2291	1452
ENSG00000069275	4756	5698	3018	1842
ENSG00000069329	1516	1920	1703	1015
ENSG00000069345	1079	1245	1387	856
ENSG00000069399	3	4	6	7
ENSG00000069424	18	13	32	25
ENSG00000069431	1	2	2	2
ENSG00000069482	131	130	7	1
ENSG00000069493	27	23	3	2
ENSG00000069509	110	129	217	159
ENSG00000069535	3	3	28	22
ENSG00000069667	53	64	37	22
ENSG00000069696	4	6	1	1
ENSG00000069702	246	280	182	88
ENSG00000069764	3	4	0	0
ENSG00000069812	0	0	0	0
ENSG00000069849	621	815	1177	792
ENSG00000069869	125	181	248	151
ENSG00000069943	77	101	67	47
ENSG00000069956	411	479	135	90
ENSG00000069966	56	94	193	105
ENSG00000069974	28	35	78	38
ENSG00000069998	505	598	457	313
ENSG00000070010	595	669	1127	690
ENSG00000070018	761	965	325	161
ENSG00000070019	0	0	0	0
ENSG00000070031	3	5	6	0
ENSG00000070047	805	863	489	283
ENSG00000070061	2261	2717	1334	816
ENSG00000070081	403	455	590	340
ENSG00000070087	294	352	754	448
ENSG00000070159	187	240	206	108
ENSG00000070182	114	148	67	44
ENSG00000070190	1	0	0	0
ENSG00000070193	0	0	0	0
ENSG00000070214	384	446	325	187
ENSG00000070269	103	126	67	39
ENSG00000070366	483	559	402	245
ENSG00000070367	651	894	365	222
ENSG00000070371	436	496	176	102
ENSG00000070388	0	1	1	1
ENSG00000070404	3	7	7	6
ENSG00000070413	404	419	234	153
ENSG00000070423	225	266	448	250
ENSG00000070444	33	34	97	54
ENSG00000070476	404	417	243	131
ENSG00000070495	251	274	453	282
ENSG00000070501	273	317	247	152
ENSG00000070526	3	1	1	0
ENSG00000070540	36	33	46	24
ENSG00000070601	6	8	9	4
ENSG00000070610	657	728	110	62
ENSG00000070614	330	370	121	75
ENSG00000070669	1319	1548	1770	1103
ENSG00000070718	259	321	232	153
ENSG00000070729	0	0	0	0
ENSG00000070731	16	9	0	0
ENSG00000070748	0	0	0	0
ENSG00000070756	5413	6303	2549	1568
ENSG00000070759	62	76	37	17
ENSG00000070761	289	304	610	331
ENSG00000070770	472	554	782	453
ENSG00000070778	91	108	29	12
ENSG00000070785	699	789	986	559
ENSG00000070808	0	0	0	0
ENSG00000070814	2949	3215	2722	1700
ENSG00000070831	966	1210	1007	649
ENSG00000070882	361	414	225	170
ENSG00000070886	29	29	26	23
ENSG00000070915	0	0	0	0
ENSG00000070950	525	622	767	419
ENSG00000070961	1181	1404	1169	645
ENSG00000070985	0	3	0	0
ENSG00000071051	115	139	91	62
ENSG00000071054	1235	1457	615	386
ENSG00000071073	99	100	77	39
ENSG00000071082	5228	5899	1871	1081
ENSG00000071127	945	1051	2130	1203
ENSG00000071189	605	765	145	87
ENSG00000071203	0	0	0	0
ENSG00000071205	260	319	170	114
ENSG00000071242	129	134	20	13
ENSG00000071243	310	311	358	200
ENSG00000071246	67	79	14	6
ENSG00000071282	4	7	177	117
ENSG00000071462	604	664	1046	589
ENSG00000071537	410	480	390	240
ENSG00000071539	558	630	1415	860
ENSG00000071553	552	594	1863	1095
ENSG00000071564	351	377	289	185
ENSG00000071575	9	11	140	67
ENSG00000071626	1035	1168	1629	934
ENSG00000071655	508	549	486	291
ENSG00000071677	0	0	0	0
ENSG00000071794	1434	1770	2077	1233
ENSG00000071859	691	741	1153	687
ENSG00000071889	170	181	95	50
ENSG00000071894	883	882	703	423
ENSG00000071909	14	18	1	0
ENSG00000071967	38	36	53	28
ENSG00000071991	0	0	0	0
ENSG00000071994	726	890	619	404
ENSG00000072041	904	1099	885	563
ENSG00000072042	340	406	416	242
ENSG00000072062	244	224	981	577
ENSG00000072071	405	425	162	111
ENSG00000072080	3	0	0	0
ENSG00000072110	668	793	1323	736
ENSG00000072121	791	896	199	108
ENSG00000072133	214	265	27	13
ENSG00000072134	209	226	113	76
ENSG00000072135	70	92	46	29
ENSG00000072163	1	3	2	2
ENSG00000072182	3	0	0	0
ENSG00000072195	36	53	56	30
ENSG00000072201	9	17	40	25
ENSG00000072210	873	1012	674	451
ENSG00000072274	2029	2401	1273	813
ENSG00000072310	458	523	356	213
ENSG00000072315	3	3	0	0
ENSG00000072364	1010	1194	1340	875
ENSG00000072401	69	82	291	188
ENSG00000072415	378	452	260	147
ENSG00000072422	89	117	85	64
ENSG00000072501	3671	4114	4889	3010
ENSG00000072506	890	974	1725	998
ENSG00000072518	456	459	258	181
ENSG00000072571	817	993	1116	780
ENSG00000072609	122	145	123	77
ENSG00000072657	14	9	0	0
ENSG00000072682	120	127	321	214
ENSG00000072694	0	0	0	0
ENSG00000072736	605	711	250	176
ENSG00000072756	252	322	177	112
ENSG00000072778	569	624	454	323
ENSG00000072786	256	279	171	98
ENSG00000072803	611	693	448	297
ENSG00000072818	5	5	0	0
ENSG00000072832	19	32	152	103
ENSG00000072840	237	266	35	21
ENSG00000072849	153	203	289	165
ENSG00000072858	9	8	5	5
ENSG00000072864	205	232	133	90
ENSG00000072952	3	5	1	0
ENSG00000072954	13	23	30	23
ENSG00000072958	337	410	1070	643
ENSG00000073008	193	218	261	150
ENSG00000073050	341	365	784	478
ENSG00000073060	312	349	911	562
ENSG00000073067	0	4	0	0
ENSG00000073111	3529	3858	4348	2563
ENSG00000073146	0	0	0	0
ENSG00000073150	4	11	22	9
ENSG00000073169	200	218	178	98
ENSG00000073282	0	0	0	0
ENSG00000073331	85	91	52	16
ENSG00000073350	98	92	148	90
ENSG00000073417	355	481	76	38
ENSG00000073464	0	2	0	0
ENSG00000073536	319	341	456	247
ENSG00000073578	609	717	452	274
ENSG00000073584	616	775	506	258
ENSG00000073598	15	17	0	0
ENSG00000073605	14	26	2	1
ENSG00000073614	1682	1957	796	430
ENSG00000073670	67	66	73	31
ENSG00000073711	130	183	129	79
ENSG00000073712	510	638	931	546
ENSG00000073734	0	1	0	0
ENSG00000073737	1	0	1	1
ENSG00000073754	0	0	0	0
ENSG00000073756	22	21	13	4
ENSG00000073792	265	313	454	280
ENSG00000073803	24	30	8	7
ENSG00000073849	25	45	34	27
ENSG00000073861	3	0	16	10
ENSG00000073910	82	83	38	31
ENSG00000073921	751	916	1102	632
ENSG00000073969	330	379	435	232
ENSG00000074047	26	28	58	30
ENSG00000074054	771	937	484	284
ENSG00000074071	643	723	879	550
ENSG00000074181	123	145	300	171
ENSG00000074201	1142	1399	1665	982
ENSG00000074211	13	8	25	17
ENSG00000074219	117	117	64	25
ENSG00000074266	465	514	330	202
ENSG00000074276	4	7	0	0
ENSG00000074317	3	3	15	13
ENSG00000074319	331	434	917	537
ENSG00000074356	622	658	655	392
ENSG00000074370	10	7	78	58
ENSG00000074410	13	18	60	30
ENSG00000074416	3	2	19	9
ENSG00000074527	5	9	54	28
ENSG00000074582	507	554	537	320
ENSG00000074590	75	113	78	41
ENSG00000074603	562	610	336	207
ENSG00000074621	128	127	23	15
ENSG00000074657	152	152	2	0
ENSG00000074660	0	1	1	0
ENSG00000074695	942	1072	1130	707
ENSG00000074696	1193	1441	2864	1737
ENSG00000074706	2	3	14	9
ENSG00000074755	1227	1489	764	476
ENSG00000074771	0	0	0	0
ENSG00000074800	20676	23425	33749	20248
ENSG00000074803	0	3	0	0
ENSG00000074842	264	326	526	322
ENSG00000074855	55	58	51	28
ENSG00000074935	246	270	152	97
ENSG00000074964	50	43	38	22
ENSG00000074966	3	7	3	3
ENSG00000075035	0	0	0	0
ENSG00000075043	106	122	11	8
ENSG00000075073	1	1	0	0
ENSG00000075089	488	562	913	524
ENSG00000075131	714	839	939	607
ENSG00000075142	638	712	1023	634
ENSG00000075151	1998	2361	2108	1277
ENSG00000075188	532	594	1076	703
ENSG00000075213	37	54	94	61
ENSG00000075218	434	491	738	456
ENSG00000075223	249	255	107	63
ENSG00000075234	278	345	252	173
ENSG00000075239	1171	1390	2086	1150
ENSG00000075240	96	134	100	46
ENSG00000075275	339	428	190	124
ENSG00000075290	2	5	14	5
ENSG00000075292	3491	4132	1046	611
ENSG00000075303	81	121	75	33
ENSG00000075336	155	157	282	162
ENSG00000075340	213	251	198	142
ENSG00000075388	0	0	0	0
ENSG00000075391	396	434	175	102
ENSG00000075399	152	184	144	80
ENSG00000075407	213	237	79	41
ENSG00000075413	932	1113	614	325
ENSG00000075415	4054	4497	4458	2713
ENSG00000075420	249	299	397	268
ENSG00000075426	5	6	32	23
ENSG00000075429	0	1	2	1
ENSG00000075461	0	0	1	1
ENSG00000075539	699	837	345	216
ENSG00000075568	709	814	377	218
ENSG00000075618	99	91	909	501
ENSG00000075624	9165	10093	23542	13892
ENSG00000075643	109	124	41	25
ENSG00000075651	53	51	145	78
ENSG00000075673	1	4	22	20
ENSG00000075702	558	593	646	329
ENSG00000075711	629	735	393	222
ENSG00000075785	316	414	1969	1154
ENSG00000075790	277	375	386	227
ENSG00000075826	130	156	6	2
ENSG00000075856	1137	1380	1028	593
ENSG00000075884	1	0	0	0
ENSG00000075886	7	13	1	0
ENSG00000075891	2	1	18	13
ENSG00000075914	541	640	364	203
ENSG00000075945	403	505	595	405
ENSG00000075975	505	620	464	247
ENSG00000076003	2776	3021	3612	2120
ENSG00000076043	386	389	542	390
ENSG00000076053	65	76	83	47
ENSG00000076067	40	29	63	29
ENSG00000076108	929	1051	1245	639
ENSG00000076201	291	340	308	201
ENSG00000076242	12	8	703	417
ENSG00000076248	643	764	1047	658
ENSG00000076258	17	25	21	17
ENSG00000076321	233	237	127	67
ENSG00000076344	0	0	0	0
ENSG00000076351	71	78	132	85
ENSG00000076356	75	95	54	31
ENSG00000076382	1307	1515	864	530
ENSG00000076513	322	391	317	183
ENSG00000076554	33	46	79	60
ENSG00000076555	248	238	40	30
ENSG00000076604	167	176	176	122
ENSG00000076641	76	113	80	44
ENSG00000076650	199	227	323	167
ENSG00000076662	48	45	37	30
ENSG00000076685	314	308	465	307
ENSG00000076706	80	95	99	59
ENSG00000076716	133	155	748	435
ENSG00000076770	95	106	195	107
ENSG00000076826	102	87	255	132
ENSG00000076864	26	29	78	38
ENSG00000076924	316	312	931	520
ENSG00000076928	200	212	415	242
ENSG00000076944	132	169	391	240
ENSG00000076984	158	169	390	239
ENSG00000077009	1	0	0	1
ENSG00000077044	400	440	163	110
ENSG00000077063	97	107	121	62
ENSG00000077080	1	0	2	0
ENSG00000077092	107	121	80	51
ENSG00000077097	5339	6704	2216	1322
ENSG00000077147	1254	1719	1725	1061
ENSG00000077150	74	91	185	105
ENSG00000077152	577	736	1026	619
ENSG00000077157	210	243	33	23
ENSG00000077232	1581	1762	417	263
ENSG00000077235	3206	3733	2362	1460
ENSG00000077238	46	53	31	10
ENSG00000077254	1517	1888	1354	854
ENSG00000077264	12	9	6	2
ENSG00000077274	0	1	1	1
ENSG00000077279	0	0	0	0
ENSG00000077312	502	540	1339	818
ENSG00000077327	1	0	0	0
ENSG00000077348	225	252	602	380
ENSG00000077380	781	876	663	364
ENSG00000077420	0	0	0	1
ENSG00000077454	80	98	130	83
ENSG00000077458	135	172	68	46
ENSG00000077463	59	60	105	72
ENSG00000077498	0	0	0	0
ENSG00000077514	475	512	322	191
ENSG00000077522	85	100	6	2
ENSG00000077549	507	600	2285	1353
ENSG00000077585	78	86	56	25
ENSG00000077616	45	36	36	22
ENSG00000077684	471	544	217	134
ENSG00000077713	32	34	2	0
ENSG00000077721	202	228	837	530
ENSG00000077782	276	316	213	157
ENSG00000077800	0	0	0	0
ENSG00000077935	9	15	1	0
ENSG00000077942	99	125	366	207
ENSG00000077943	95	102	216	125
ENSG00000077984	4	6	0	0
ENSG00000078018	4	4	55	48
ENSG00000078043	240	293	219	121
ENSG00000078053	49	48	83	49
ENSG00000078061	296	306	282	166
ENSG00000078070	195	236	298	196
ENSG00000078081	5	2	63	39
ENSG00000078098	0	0	0	0
ENSG00000078114	70	79	65	44
ENSG00000078124	65	71	94	54
ENSG00000078140	231	323	992	523
ENSG00000078142	375	435	558	302
ENSG00000078177	544	607	225	153
ENSG00000078237	161	205	444	246
ENSG00000078246	187	181	213	104
ENSG00000078269	190	220	193	108
ENSG00000078295	0	0	0	0
ENSG00000078304	822	1024	798	469
ENSG00000078328	0	0	0	0
ENSG00000078369	867	915	2586	1511
ENSG00000078399	93	109	377	253
ENSG00000078401	4	1	0	1
ENSG00000078403	356	442	192	121
ENSG00000078487	31	27	30	12
ENSG00000078549	11	14	7	5
ENSG00000078579	0	0	0	0
ENSG00000078589	0	0	0	0
ENSG00000078596	0	0	0	0
ENSG00000078618	2076	2419	2369	1514
ENSG00000078668	1339	1643	2213	1340
ENSG00000078674	2342	2821	1855	1066
ENSG00000078687	237	286	128	81
ENSG00000078699	65	78	116	81
ENSG00000078725	0	0	0	0
ENSG00000078747	944	1087	630	337
ENSG00000078795	10	10	0	0
ENSG00000078804	0	0	33	27
ENSG00000078808	383	414	631	370
ENSG00000078814	10	18	0	0
ENSG00000078898	0	0	0	0
ENSG00000078900	42	57	173	131
ENSG00000078902	64	89	192	120
ENSG00000078967	31	35	26	14
ENSG00000079101	10	17	3	2
ENSG00000079102	4	6	19	11
ENSG00000079112	0	0	0	0
ENSG00000079134	540	681	395	233
ENSG00000079150	87	87	64	41
ENSG00000079156	321	343	195	137
ENSG00000079215	316	316	205	125
ENSG00000079246	7397	8653	12501	7541
ENSG00000079257	16	23	300	163
ENSG00000079263	0	0	0	0
ENSG00000079277	137	173	171	96
ENSG00000079308	6	4	22	12
ENSG00000079313	243	260	101	65
ENSG00000079332	560	641	967	567
ENSG00000079335	47	72	150	75
ENSG00000079337	3	3	7	9
ENSG00000079385	19	24	1	1
ENSG00000079387	428	537	314	194
ENSG00000079393	0	0	0	0
ENSG00000079432	307	305	155	120
ENSG00000079435	57	71	4	5
ENSG00000079459	866	1020	1894	1146
ENSG00000079462	181	225	417	247
ENSG00000079482	123	137	51	35
ENSG00000079557	0	0	0	0
ENSG00000079616	1089	1379	1299	822
ENSG00000079689	0	0	0	0
ENSG00000079691	269	309	290	164
ENSG00000079739	700	784	714	424
ENSG00000079785	2814	3297	3115	1800
ENSG00000079805	1172	1282	1630	959
ENSG00000079819	1099	1304	1654	934
ENSG00000079841	17	14	5	1
ENSG00000079931	186	218	246	160
ENSG00000079950	143	156	813	445
ENSG00000079974	14	19	12	2
ENSG00000079999	458	527	425	230
ENSG00000080007	0	0	0	0
ENSG00000080031	2	0	1	0
ENSG00000080166	1	2	1	2
ENSG00000080189	222	186	172	123
ENSG00000080200	1296	1550	300	206
ENSG00000080224	252	265	86	61
ENSG00000080293	1	0	0	0
ENSG00000080298	31	38	57	33
ENSG00000080345	4692	5627	2115	1307
ENSG00000080371	193	235	838	533
ENSG00000080493	76	71	48	42
ENSG00000080503	381	425	550	341
ENSG00000080511	0	0	0	1
ENSG00000080546	272	319	751	467
ENSG00000080561	295	333	133	90
ENSG00000080572	0	0	0	0
ENSG00000080573	0	0	11	1
ENSG00000080603	66	84	52	31
ENSG00000080608	791	976	796	440
ENSG00000080618	11	14	0	0
ENSG00000080644	47	43	6	1
ENSG00000080709	11	8	1	0
ENSG00000080802	152	206	233	138
ENSG00000080815	220	270	258	143
ENSG00000080819	398	498	435	263
ENSG00000080822	368	391	291	160
ENSG00000080823	84	114	42	29
ENSG00000080824	18886	21812	21782	12982
ENSG00000080839	536	647	630	342
ENSG00000080845	54	76	144	77
ENSG00000080854	67	78	18	14
ENSG00000080910	1	1	0	0
ENSG00000080986	574	711	707	455
ENSG00000081014	301	397	202	125
ENSG00000081019	310	369	229	126
ENSG00000081026	743	827	207	142
ENSG00000081041	0	0	0	0
ENSG00000081051	0	0	0	0
