	SRR1795409_1	SRR1795425_1
ENSG00000183395	100	0
ENSG00000183396	4	1
ENSG00000183397	34	0
ENSG00000183401	8	7
ENSG00000183421	70	126
ENSG00000183423	12	1
ENSG00000183426	5	0
ENSG00000183431	1894	2331
ENSG00000183434	0	0
ENSG00000183439	6	0
ENSG00000183454	0	0
ENSG00000183463	0	1
ENSG00000183474	64	24
ENSG00000183475	117	58
ENSG00000183476	4	0
ENSG00000183479	11	1
ENSG00000183484	0	0
ENSG00000183486	1	0
ENSG00000183495	851	752
ENSG00000183496	23	35
ENSG00000183508	17	150
ENSG00000183513	41	91
ENSG00000183520	625	1307
ENSG00000183527	1032	1257
ENSG00000183530	2309	993
ENSG00000183542	0	0
ENSG00000183549	0	0
ENSG00000183559	0	0
ENSG00000183560	1	0
ENSG00000183569	35	2
ENSG00000183570	13	13
ENSG00000183571	1	0
ENSG00000183576	729	593
ENSG00000183578	9	4
ENSG00000183579	162	66
ENSG00000183580	1	0
ENSG00000183597	72	58
ENSG00000183598	495	622
ENSG00000183605	443	805
ENSG00000183607	0	0
ENSG00000183615	1	0
ENSG00000183617	240	208
ENSG00000183621	23	21
ENSG00000183624	427	1048
ENSG00000183625	0	0
ENSG00000183628	12	7
ENSG00000183629	1	0
ENSG00000183631	0	0
ENSG00000183632	0	0
ENSG00000183638	6	1
ENSG00000183640	0	0
ENSG00000183644	0	1
ENSG00000183647	62	62
ENSG00000183648	331	676
ENSG00000183654	0	5
ENSG00000183655	74	56
ENSG00000183662	0	0
ENSG00000183665	224	99
ENSG00000183668	0	0
ENSG00000183671	2	7
ENSG00000183682	7	1
ENSG00000183684	1493	3189
ENSG00000183688	35	123
ENSG00000183690	0	0
ENSG00000183691	5	21
ENSG00000183695	0	0
ENSG00000183696	37	98
ENSG00000183706	0	0
ENSG00000183709	0	0
ENSG00000183715	0	0
ENSG00000183718	111	27
ENSG00000183722	85	97
ENSG00000183723	73	77
ENSG00000183726	266	1040
ENSG00000183729	0	0
ENSG00000183733	0	0
ENSG00000183734	0	0
ENSG00000183735	494	567
ENSG00000183741	336	752
ENSG00000183742	1	0
ENSG00000183747	0	0
ENSG00000183751	496	717
ENSG00000183753	0	0
ENSG00000183760	0	0
ENSG00000183762	59	64
ENSG00000183763	262	131
ENSG00000183765	343	584
ENSG00000183770	0	0
ENSG00000183773	1	0
ENSG00000183775	1	0
ENSG00000183778	1	1
ENSG00000183779	327	1987
ENSG00000183780	2	1
ENSG00000183783	0	35
ENSG00000183784	0	13
ENSG00000183785	25	77
ENSG00000183791	0	0
ENSG00000183793	2	1
ENSG00000183795	0	0
ENSG00000183798	96	223
ENSG00000183801	2	0
ENSG00000183807	0	0
ENSG00000183808	672	344
ENSG00000183813	0	1
ENSG00000183814	580	482
ENSG00000183826	114	204
ENSG00000183828	40	66
ENSG00000183831	0	0
ENSG00000183833	0	0
ENSG00000183837	2	0
ENSG00000183840	37	3
ENSG00000183844	0	1
ENSG00000183850	0	24
ENSG00000183853	128	106
ENSG00000183856	752	365
ENSG00000183862	0	0
ENSG00000183864	76	176
ENSG00000183873	54	27
ENSG00000183876	0	1
ENSG00000183878	0	2
ENSG00000183888	0	0
ENSG00000183889	0	0
ENSG00000183891	73	112
ENSG00000183908	0	0
ENSG00000183914	2	1
ENSG00000183918	0	0
ENSG00000183921	0	0
ENSG00000183943	120	0
ENSG00000183955	257	212
ENSG00000183960	0	0
ENSG00000183963	131	92
ENSG00000183971	2	0
ENSG00000183977	19	0
ENSG00000183978	175	227
ENSG00000183979	3	0
ENSG00000184005	39	41
ENSG00000184007	840	186
ENSG00000184009	9462	15364
ENSG00000184012	0	2
ENSG00000184014	1191	114
ENSG00000184022	0	0
ENSG00000184032	0	0
ENSG00000184033	0	0
ENSG00000184047	0	0
ENSG00000184056	11	12
ENSG00000184058	114	183
ENSG00000184060	39	25
ENSG00000184076	399	1277
ENSG00000184083	100	158
ENSG00000184108	0	0
ENSG00000184110	41	24
ENSG00000184113	2	1
ENSG00000184117	309	727
ENSG00000184140	0	0
ENSG00000184144	5	0
ENSG00000184148	0	0
ENSG00000184154	0	0
ENSG00000184155	0	0
ENSG00000184156	0	2
ENSG00000184160	18	8
ENSG00000184162	105	114
ENSG00000184163	5	0
ENSG00000184164	238	132
ENSG00000184166	0	0
ENSG00000184178	456	273
ENSG00000184182	46	23
ENSG00000184185	17	0
ENSG00000184194	0	0
ENSG00000184203	173	248
ENSG00000184205	242	294
ENSG00000184206	11	1
ENSG00000184207	286	386
ENSG00000184208	38	19
ENSG00000184209	77	83
ENSG00000184210	0	0
ENSG00000184216	1523	537
ENSG00000184220	733	408
ENSG00000184221	0	15
ENSG00000184226	375	87
ENSG00000184227	22	14
ENSG00000184232	82	53
ENSG00000184254	13	6
ENSG00000184258	158	12
ENSG00000184260	2330	1939
ENSG00000184261	0	2
ENSG00000184270	861	1319
ENSG00000184271	22	18
ENSG00000184276	0	0
ENSG00000184277	302	319
ENSG00000184281	191	151
ENSG00000184292	0	0
ENSG00000184293	0	0
ENSG00000184302	1	0
ENSG00000184304	161	176
ENSG00000184305	136	16
ENSG00000184307	88	46
ENSG00000184313	0	0
ENSG00000184330	0	0
ENSG00000184343	41	0
ENSG00000184344	0	0
ENSG00000184345	0	0
ENSG00000184347	4	8
ENSG00000184349	64	266
ENSG00000184350	0	0
ENSG00000184351	4	0
ENSG00000184357	0	8
ENSG00000184361	0	0
ENSG00000184363	0	2
ENSG00000184368	196	227
ENSG00000184371	12	66
ENSG00000184374	0	0
ENSG00000184378	31	21
ENSG00000184381	72	37
ENSG00000184384	3	46
ENSG00000184388	0	0
ENSG00000184389	1	0
ENSG00000184394	0	0
ENSG00000184402	52	52
ENSG00000184408	2	4
ENSG00000184428	292	196
ENSG00000184432	2465	3421
ENSG00000184434	14	0
ENSG00000184436	255	159
ENSG00000184445	1990	982
ENSG00000184451	1	2
ENSG00000184454	1	0
ENSG00000184459	0	0
ENSG00000184465	219	17
ENSG00000184470	223	433
ENSG00000184471	0	0
ENSG00000184478	0	0
ENSG00000184481	50	39
ENSG00000184486	39	160
ENSG00000184489	16	5
ENSG00000184492	0	0
ENSG00000184497	2	0
ENSG00000184500	74	116
ENSG00000184502	0	0
ENSG00000184507	4	1
ENSG00000184508	141	69
ENSG00000184515	21	8
ENSG00000184517	158	95
ENSG00000184524	3	0
ENSG00000184530	0	0
ENSG00000184544	1	0
ENSG00000184545	12	8
ENSG00000184557	1	1
ENSG00000184560	1	0
ENSG00000184564	3	0
ENSG00000184571	0	0
ENSG00000184574	0	3
ENSG00000184575	2428	1306
ENSG00000184584	3	145
ENSG00000184588	5	20
ENSG00000184599	0	2
ENSG00000184601	0	0
ENSG00000184602	5	9
ENSG00000184611	1	0
ENSG00000184613	251	317
ENSG00000184619	16	10
ENSG00000184634	798	906
ENSG00000184635	0	40
ENSG00000184640	361	593
ENSG00000184647	0	0
ENSG00000184650	0	0
ENSG00000184659	0	0
ENSG00000184661	764	810
ENSG00000184672	0	0
ENSG00000184675	238	62
ENSG00000184677	595	246
ENSG00000184678	2065	1576
ENSG00000184697	0	0
ENSG00000184698	1	0
ENSG00000184702	0	7
ENSG00000184708	412	331
ENSG00000184709	2	29
ENSG00000184716	43	1
ENSG00000184719	0	1
ENSG00000184724	0	0
ENSG00000184730	1	0
ENSG00000184731	0	4
ENSG00000184735	1	0
ENSG00000184743	274	70
ENSG00000184752	546	1141
ENSG00000184785	6	65
ENSG00000184786	9	2
ENSG00000184787	412	666
ENSG00000184788	3	0
ENSG00000184792	66	68
ENSG00000184811	0	0
ENSG00000184814	0	0
ENSG00000184828	2	28
ENSG00000184831	120	353
ENSG00000184838	6	9
ENSG00000184840	590	1154
ENSG00000184845	0	0
ENSG00000184857	58	58
ENSG00000184860	0	0
ENSG00000184863	594	371
ENSG00000184867	8	312
ENSG00000184887	338	106
ENSG00000184895	0	0
ENSG00000184897	326	1460
ENSG00000184898	12	31
ENSG00000184900	286	253
ENSG00000184903	58	52
ENSG00000184905	0	3
ENSG00000184908	1	0
ENSG00000184911	0	0
ENSG00000184916	144	257
ENSG00000184922	9	15
ENSG00000184923	3	1
ENSG00000184924	119	228
ENSG00000184925	0	0
ENSG00000184933	4	0
ENSG00000184937	19	81
ENSG00000184939	218	101
ENSG00000184945	0	0
ENSG00000184949	59	6
ENSG00000184954	0	0
ENSG00000184956	7	1
ENSG00000184967	199	620
ENSG00000184979	95	61
ENSG00000184983	433	925
ENSG00000184984	3	1
ENSG00000184985	6	1
ENSG00000184986	15	66
ENSG00000184988	3	0
ENSG00000184990	566	674
ENSG00000184992	114	348
ENSG00000184995	1	0
ENSG00000184999	0	0
ENSG00000185000	110	109
ENSG00000185002	9	53
ENSG00000185008	145	88
ENSG00000185009	494	1272
ENSG00000185010	53	40
ENSG00000185013	0	0
ENSG00000185015	6	39
ENSG00000185019	74	156
ENSG00000185022	3	6
ENSG00000185024	220	241
ENSG00000185028	4	0
ENSG00000185033	40	63
ENSG00000185038	2	0
ENSG00000185040	2	0
ENSG00000185043	237	349
ENSG00000185046	22	33
ENSG00000185049	217	264
ENSG00000185052	0	1
ENSG00000185053	0	0
ENSG00000185055	21	14
ENSG00000185056	0	0
ENSG00000185069	0	0
ENSG00000185070	2	0
ENSG00000185085	314	289
ENSG00000185088	223	1565
ENSG00000185090	180	221
ENSG00000185100	6	4
ENSG00000185101	0	0
ENSG00000185104	1204	977
ENSG00000185105	3	0
ENSG00000185112	5	18
ENSG00000185115	131	248
ENSG00000185122	270	292
ENSG00000185127	112	241
ENSG00000185129	67	266
ENSG00000185130	1004	683
ENSG00000185133	63	38
ENSG00000185149	0	1
ENSG00000185155	9	0
ENSG00000185156	0	0
ENSG00000185158	90	5
ENSG00000185163	247	262
ENSG00000185164	73	53
ENSG00000185176	0	0
ENSG00000185177	0	15
ENSG00000185187	62	106
ENSG00000185189	27	12
ENSG00000185198	0	0
ENSG00000185201	3	103
ENSG00000185215	6	4
ENSG00000185219	551	197
ENSG00000185220	67	11
ENSG00000185222	313	210
ENSG00000185231	0	0
ENSG00000185236	43	638
ENSG00000185238	714	469
ENSG00000185245	27	2
ENSG00000185246	772	282
ENSG00000185247	0	0
ENSG00000185250	15	18
ENSG00000185252	239	85
ENSG00000185261	6	8
ENSG00000185262	25	189
ENSG00000185264	0	0
ENSG00000185267	4	4
ENSG00000185269	0	2
ENSG00000185271	0	0
ENSG00000185272	34	60
ENSG00000185274	0	0
ENSG00000185278	121	39
ENSG00000185290	0	0
ENSG00000185291	7	0
ENSG00000185294	0	0
ENSG00000185298	214	285
ENSG00000185303	0	0
ENSG00000185304	1	0
ENSG00000185305	90	149
ENSG00000185306	0	0
ENSG00000185313	0	0
ENSG00000185324	203	36
ENSG00000185338	0	0
ENSG00000185339	3	24
ENSG00000185340	16	14
ENSG00000185344	511	524
ENSG00000185345	13	1
ENSG00000185347	140	131
ENSG00000185352	19	17
ENSG00000185359	531	662
ENSG00000185361	5	13
ENSG00000185372	0	0
ENSG00000185379	29	38
ENSG00000185385	0	0
ENSG00000185386	13	16
ENSG00000185404	3	0
ENSG00000185414	0	0
ENSG00000185418	486	257
ENSG00000185420	163	107
ENSG00000185432	45	326
ENSG00000185436	45	33
ENSG00000185437	0	9
ENSG00000185442	2	15
ENSG00000185448	2	0
ENSG00000185453	22	38
ENSG00000185467	1	0
ENSG00000185475	196	308
ENSG00000185477	57	136
ENSG00000185479	0	0
ENSG00000185480	423	644
ENSG00000185482	12	3
ENSG00000185483	72	128
ENSG00000185499	3	0
ENSG00000185504	320	92
ENSG00000185507	39	0
ENSG00000185513	77	21
ENSG00000185515	319	358
ENSG00000185518	0	0
ENSG00000185519	2	4
ENSG00000185522	13	3
ENSG00000185523	1	0
ENSG00000185527	0	0
ENSG00000185532	95	183
ENSG00000185551	204	302
ENSG00000185559	0	0
ENSG00000185561	8	25
ENSG00000185565	1	20
ENSG00000185567	138	30
ENSG00000185585	2	28
ENSG00000185591	661	1189
ENSG00000185594	0	0
ENSG00000185608	374	753
ENSG00000185610	4	12
ENSG00000185614	1	2
ENSG00000185615	20	4
ENSG00000185619	141	87
ENSG00000185621	62	63
ENSG00000185624	2005	2412
ENSG00000185627	878	1379
ENSG00000185630	163	373
ENSG00000185633	0	0
ENSG00000185634	7	19
ENSG00000185640	0	0
ENSG00000185650	27	201
ENSG00000185651	484	738
ENSG00000185652	0	1
ENSG00000185658	1601	373
ENSG00000185662	0	0
ENSG00000185664	10	18
ENSG00000185666	8	8
ENSG00000185668	2	11
ENSG00000185669	9	7
ENSG00000185670	63	68
ENSG00000185674	9	0
ENSG00000185681	1	0
ENSG00000185686	222	234
ENSG00000185689	5	0
ENSG00000185697	220	50
ENSG00000185716	13	13
ENSG00000185721	1175	1099
ENSG00000185722	810	908
ENSG00000185728	559	524
ENSG00000185730	37	39
ENSG00000185736	0	0
ENSG00000185737	1	4
ENSG00000185739	1	0
ENSG00000185742	0	0
ENSG00000185745	27	124
ENSG00000185753	142	124
ENSG00000185758	0	0
ENSG00000185760	116	111
ENSG00000185761	5	3
ENSG00000185774	11	0
ENSG00000185775	0	0
ENSG00000185787	2172	1594
ENSG00000185792	1	0
ENSG00000185798	75	63
ENSG00000185800	144	103
ENSG00000185803	171	205
ENSG00000185808	81	269
ENSG00000185811	0	3
ENSG00000185813	117	120
ENSG00000185818	28	207
ENSG00000185821	0	0
ENSG00000185823	0	0
ENSG00000185825	1343	2634
ENSG00000185829	1	0
ENSG00000185838	104	176
ENSG00000185842	688	385
ENSG00000185860	0	0
ENSG00000185862	32	0
ENSG00000185863	0	0
ENSG00000185864	47	1
ENSG00000185869	55	235
ENSG00000185873	0	0
ENSG00000185875	205	265
ENSG00000185880	0	0
ENSG00000185883	73	824
ENSG00000185885	3	43
ENSG00000185888	0	0
ENSG00000185894	0	0
ENSG00000185896	387	1173
ENSG00000185897	0	0
ENSG00000185899	0	0
ENSG00000185900	554	413
ENSG00000185905	0	0
ENSG00000185909	45	17
ENSG00000185915	0	0
ENSG00000185917	228	141
ENSG00000185920	142	123
ENSG00000185924	2	11
ENSG00000185926	0	0
ENSG00000185933	0	1
ENSG00000185940	0	0
ENSG00000185942	0	0
ENSG00000185946	230	84
ENSG00000185947	373	166
ENSG00000185950	16	190
ENSG00000185955	2	1
ENSG00000185958	6	0
ENSG00000185960	0	0
ENSG00000185962	0	0
ENSG00000185963	494	347
ENSG00000185966	0	0
ENSG00000185972	3	1
ENSG00000185973	203	337
ENSG00000185974	0	0
ENSG00000185982	0	0
ENSG00000185985	0	0
ENSG00000185988	2	0
ENSG00000185989	33	80
ENSG00000186001	360	369
ENSG00000186007	0	0
ENSG00000186009	1	0
ENSG00000186010	242	440
ENSG00000186017	97	246
ENSG00000186020	155	283
ENSG00000186026	7	64
ENSG00000186038	0	0
ENSG00000186047	2	0
ENSG00000186049	0	5
ENSG00000186051	1	0
ENSG00000186063	170	61
ENSG00000186073	37	151
ENSG00000186074	0	0
ENSG00000186075	0	0
ENSG00000186081	0	0
ENSG00000186086	0	0
ENSG00000186088	3	12
ENSG00000186090	0	0
ENSG00000186092	0	0
ENSG00000186094	2	0
ENSG00000186103	0	0
ENSG00000186104	86	37
ENSG00000186105	46	0
ENSG00000186106	158	259
ENSG00000186111	79	101
ENSG00000186113	0	0
ENSG00000186115	0	0
ENSG00000186118	0	0
ENSG00000186119	0	0
ENSG00000186130	137	142
ENSG00000186132	60	92
ENSG00000186136	7	0
ENSG00000186141	535	648
ENSG00000186143	0	0
ENSG00000186146	0	0
ENSG00000186150	0	0
ENSG00000186153	129	156
ENSG00000186160	1	0
ENSG00000186166	109	27
ENSG00000186174	25	26
ENSG00000186184	331	364
ENSG00000186185	367	586
ENSG00000186187	25	41
ENSG00000186188	0	4
ENSG00000186190	0	0
ENSG00000186191	0	1
ENSG00000186193	65	127
ENSG00000186197	14	29
ENSG00000186198	0	2
ENSG00000186204	0	0
ENSG00000186205	101	56
ENSG00000186207	0	0
ENSG00000186212	1	13
ENSG00000186222	65	176
ENSG00000186226	0	0
ENSG00000186230	156	85
ENSG00000186231	14	18
ENSG00000186260	154	236
ENSG00000186265	0	0
ENSG00000186272	99	34
ENSG00000186280	31	42
ENSG00000186281	22	1
ENSG00000186283	351	177
ENSG00000186288	0	0
ENSG00000186297	0	16
ENSG00000186298	1918	2722
ENSG00000186300	67	41
ENSG00000186306	0	0
ENSG00000186310	187	74
ENSG00000186314	56	62
ENSG00000186318	131	61
ENSG00000186326	2	4
ENSG00000186329	0	0
ENSG00000186334	3	0
ENSG00000186335	0	0
ENSG00000186340	0	0
ENSG00000186350	55	141
ENSG00000186352	19	6
ENSG00000186364	32	19
ENSG00000186367	3	0
ENSG00000186376	110	13
ENSG00000186377	6	38
ENSG00000186393	0	1
ENSG00000186395	14	80
ENSG00000186399	11	0
ENSG00000186407	0	0
ENSG00000186409	8	1
ENSG00000186416	1023	1057
ENSG00000186417	7	0
ENSG00000186431	0	0
ENSG00000186432	656	596
ENSG00000186439	0	1
ENSG00000186440	0	0
ENSG00000186442	0	0
ENSG00000186446	16	15
ENSG00000186448	310	118
ENSG00000186451	5	0
ENSG00000186452	0	0
ENSG00000186453	0	0
ENSG00000186458	0	0
ENSG00000186462	51	46
ENSG00000186468	5101	5405
ENSG00000186469	0	18
ENSG00000186470	31	14
ENSG00000186471	2	0
ENSG00000186472	420	145
ENSG00000186474	0	0
ENSG00000186479	0	1
ENSG00000186480	371	476
ENSG00000186487	0	0
ENSG00000186493	0	0
ENSG00000186496	11	14
ENSG00000186501	76	267
ENSG00000186509	0	0
ENSG00000186510	0	0
ENSG00000186513	0	0
ENSG00000186517	9	2
ENSG00000186522	358	354
ENSG00000186523	6	4
ENSG00000186526	0	0
ENSG00000186529	0	0
ENSG00000186532	272	192
ENSG00000186562	0	0
ENSG00000186564	11	42
ENSG00000186566	768	679
ENSG00000186567	3	1
ENSG00000186572	0	0
ENSG00000186575	903	284
ENSG00000186577	27	18
ENSG00000186579	0	0
ENSG00000186583	0	0
ENSG00000186591	76	301
ENSG00000186599	0	0
ENSG00000186603	7	0
ENSG00000186625	461	519
ENSG00000186628	8	0
ENSG00000186635	411	317
ENSG00000186638	308	102
ENSG00000186642	4	1
ENSG00000186648	16	3
ENSG00000186652	0	0
ENSG00000186654	48	42
ENSG00000186660	114	20
ENSG00000186665	43	56
ENSG00000186666	69	101
ENSG00000186675	0	0
ENSG00000186684	6	5
ENSG00000186687	37	301
ENSG00000186710	1	0
ENSG00000186714	8	1
ENSG00000186716	865	278
ENSG00000186723	0	0
ENSG00000186732	2	2
ENSG00000186765	8	2
ENSG00000186766	0	0
ENSG00000186767	107	165
ENSG00000186777	1	0
ENSG00000186787	10	3
ENSG00000186788	0	0
ENSG00000186790	0	20
ENSG00000186792	28	25
ENSG00000186795	0	0
ENSG00000186803	0	0
ENSG00000186806	11	11
ENSG00000186810	3	0
ENSG00000186812	174	94
ENSG00000186814	65	45
ENSG00000186815	86	125
ENSG00000186818	0	0
ENSG00000186827	1	0
ENSG00000186832	1	0
ENSG00000186834	173	297
ENSG00000186838	0	0
ENSG00000186844	0	0
ENSG00000186847	0	0
ENSG00000186854	0	8
ENSG00000186860	0	1
ENSG00000186862	8	5
ENSG00000186866	120	129
ENSG00000186867	44	58
ENSG00000186868	14	77
ENSG00000186871	824	394
ENSG00000186881	0	0
ENSG00000186886	0	0
ENSG00000186889	8	42
ENSG00000186891	0	0
ENSG00000186895	0	0
ENSG00000186897	3	12
ENSG00000186907	11	22
ENSG00000186908	349	263
ENSG00000186910	0	0
ENSG00000186912	1	0
ENSG00000186918	63	168
ENSG00000186919	193	2
ENSG00000186924	0	0
ENSG00000186925	0	0
ENSG00000186930	0	0
ENSG00000186943	0	0
ENSG00000186951	39	22
ENSG00000186952	7	1
ENSG00000186965	0	0
ENSG00000186967	0	0
ENSG00000186970	0	0
ENSG00000186971	0	0
ENSG00000186973	3	3
ENSG00000186976	42	8
ENSG00000186977	0	0
ENSG00000186980	0	0
ENSG00000186994	17	15
ENSG00000186998	15	18
ENSG00000187003	4	2
ENSG00000187005	0	0
ENSG00000187010	1	0
ENSG00000187017	0	1
ENSG00000187021	5	0
ENSG00000187024	18	37
ENSG00000187026	0	0
ENSG00000187033	0	0
ENSG00000187037	0	0
ENSG00000187045	1	0
ENSG00000187048	0	0
ENSG00000187049	33	51
ENSG00000187051	412	421
ENSG00000187054	1	0
ENSG00000187066	4	0
ENSG00000187068	3	20
ENSG00000187079	165	250
ENSG00000187080	0	0
ENSG00000187082	0	0
ENSG00000187091	43	12
ENSG00000187094	0	0
ENSG00000187097	127	18
ENSG00000187098	47	37
ENSG00000187105	1	0
ENSG00000187109	4586	4255
ENSG00000187116	0	0
ENSG00000187118	103	158
ENSG00000187122	35	39
ENSG00000187123	9	17
ENSG00000187134	0	0
ENSG00000187135	0	6
ENSG00000187140	20	52
ENSG00000187144	6	0
ENSG00000187147	412	341
ENSG00000187151	0	0
ENSG00000187164	334	563
ENSG00000187166	0	0
ENSG00000187170	0	0
ENSG00000187173	0	0
ENSG00000187175	0	0
ENSG00000187180	0	0
ENSG00000187186	16	7
ENSG00000187187	118	54
ENSG00000187189	61	306
ENSG00000187191	0	0
ENSG00000187193	17	10
ENSG00000187210	69	28
ENSG00000187223	0	0
ENSG00000187231	257	247
ENSG00000187238	0	0
ENSG00000187239	219	539
ENSG00000187240	5103	1503
ENSG00000187242	0	0
ENSG00000187243	0	0
ENSG00000187244	30	99
ENSG00000187257	561	333
ENSG00000187258	0	0
ENSG00000187260	1	0
ENSG00000187266	21	34
ENSG00000187268	1	0
ENSG00000187272	0	0
ENSG00000187288	0	0
ENSG00000187323	0	0
ENSG00000187325	258	561
ENSG00000187372	1	1
ENSG00000187391	14	29
ENSG00000187398	0	0
ENSG00000187416	0	0
ENSG00000187446	106	266
ENSG00000187474	1	1
ENSG00000187475	12	12
ENSG00000187479	7	31
ENSG00000187486	20	22
ENSG00000187492	1	0
ENSG00000187498	409	689
ENSG00000187510	1	0
ENSG00000187513	0	0
ENSG00000187514	6979	4264
ENSG00000187516	0	0
ENSG00000187522	688	647
ENSG00000187527	2	0
ENSG00000187531	82	62
ENSG00000187533	0	0
ENSG00000187535	273	170
ENSG00000187537	0	0
ENSG00000187545	0	0
ENSG00000187546	0	1
ENSG00000187550	0	0
ENSG00000187553	2	3
ENSG00000187554	8	4
ENSG00000187555	1969	796
ENSG00000187556	1	0
ENSG00000187559	0	0
ENSG00000187566	0	0
ENSG00000187569	1	0
ENSG00000187581	0	0
ENSG00000187583	3	7
ENSG00000187595	4	0
ENSG00000187601	1	4
ENSG00000187605	244	83
ENSG00000187607	0	0
ENSG00000187608	21	4
ENSG00000187609	18	16
ENSG00000187612	0	0
ENSG00000187616	0	0
ENSG00000187624	7	15
ENSG00000187626	142	68
ENSG00000187627	0	0
ENSG00000187630	8	0
ENSG00000187634	423	321
ENSG00000187642	2	1
ENSG00000187650	1	8
ENSG00000187658	0	0
ENSG00000187664	0	0
ENSG00000187672	175	17
ENSG00000187676	192	184
ENSG00000187678	0	75
ENSG00000187682	0	0
ENSG00000187688	5	0
ENSG00000187689	0	0
ENSG00000187690	12	0
ENSG00000187699	10	11
ENSG00000187701	0	0
ENSG00000187713	77	96
ENSG00000187714	0	2
ENSG00000187715	3	0
ENSG00000187720	21	27
ENSG00000187726	4	0
ENSG00000187730	4	4
ENSG00000187733	0	0
ENSG00000187735	576	336
ENSG00000187736	131	226
ENSG00000187741	1106	661
ENSG00000187742	526	221
ENSG00000187747	0	0
ENSG00000187753	0	0
ENSG00000187754	0	0
ENSG00000187758	1	0
ENSG00000187764	128	106
ENSG00000187766	0	0
ENSG00000187772	214	210
ENSG00000187773	1	1
ENSG00000187775	40	5
ENSG00000187778	759	442
ENSG00000187783	1	0
ENSG00000187790	776	211
ENSG00000187791	0	0
ENSG00000187792	138	39
ENSG00000187796	9	0
ENSG00000187800	0	0
ENSG00000187801	41	19
ENSG00000187806	0	0
ENSG00000187808	0	11
ENSG00000187815	78	41
ENSG00000187821	0	4
ENSG00000187823	0	0
ENSG00000187824	8	19
ENSG00000187833	0	1
ENSG00000187837	14711	15298
ENSG00000187838	15	18
ENSG00000187840	298	508
ENSG00000187848	9	6
ENSG00000187855	0	0
ENSG00000187857	0	0
ENSG00000187860	44	14
ENSG00000187862	0	0
ENSG00000187866	75	116
ENSG00000187867	11	30
ENSG00000187871	0	0
ENSG00000187889	3	0
ENSG00000187902	0	1
ENSG00000187905	1	0
ENSG00000187908	0	0
ENSG00000187912	0	0
ENSG00000187918	0	0
ENSG00000187922	0	0
ENSG00000187942	0	0
ENSG00000187944	1	0
ENSG00000187950	2	1
ENSG00000187954	93	123
ENSG00000187955	103	531
ENSG00000187957	0	3
ENSG00000187959	0	0
ENSG00000187961	129	89
ENSG00000187969	0	0
ENSG00000187980	0	0
ENSG00000187987	70	16
ENSG00000187994	2	24
ENSG00000187997	0	0
ENSG00000188000	0	2
ENSG00000188001	0	0
ENSG00000188010	63	33
ENSG00000188011	0	0
ENSG00000188015	0	0
ENSG00000188021	321	797
ENSG00000188026	71	148
ENSG00000188032	2	0
ENSG00000188033	65	83
ENSG00000188037	0	0
ENSG00000188038	0	1
ENSG00000188039	2	1
ENSG00000188042	33	78
ENSG00000188050	3	0
ENSG00000188051	1	11
ENSG00000188056	0	0
ENSG00000188060	4	0
ENSG00000188064	0	11
ENSG00000188070	75	48
ENSG00000188076	0	0
ENSG00000188086	0	0
ENSG00000188089	0	0
ENSG00000188092	10	1
ENSG00000188095	1	1
ENSG00000188100	0	0
ENSG00000188107	44	0
ENSG00000188112	1	121
ENSG00000188120	0	0
ENSG00000188124	1	0
ENSG00000188130	254	127
ENSG00000188133	0	0
ENSG00000188152	10	0
ENSG00000188153	522	173
ENSG00000188155	0	0
ENSG00000188157	326	672
ENSG00000188158	20	71
ENSG00000188162	4	6
ENSG00000188163	18	0
ENSG00000188167	69	51
ENSG00000188171	0	4
ENSG00000188175	0	0
ENSG00000188176	4	15
ENSG00000188177	58	35
ENSG00000188186	259	455
ENSG00000188191	167	298
ENSG00000188199	7	0
ENSG00000188211	266	236
ENSG00000188215	34	17
ENSG00000188219	0	11
ENSG00000188223	0	0
ENSG00000188227	11	92
ENSG00000188229	2568	5527
ENSG00000188234	6	1
ENSG00000188243	122	238
ENSG00000188257	0	0
ENSG00000188263	0	0
ENSG00000188266	137	65
ENSG00000188269	0	0
ENSG00000188277	13	0
ENSG00000188282	0	0
ENSG00000188283	59	60
ENSG00000188290	338	408
ENSG00000188293	0	0
ENSG00000188295	57	39
ENSG00000188305	8	0
ENSG00000188306	2	0
ENSG00000188312	119	85
ENSG00000188313	238	348
ENSG00000188315	49	3
ENSG00000188316	18	25
ENSG00000188321	157	52
ENSG00000188322	5	12
ENSG00000188324	0	1
ENSG00000188334	0	0
ENSG00000188338	14	26
ENSG00000188340	0	0
ENSG00000188342	355	697
ENSG00000188343	234	217
ENSG00000188352	1475	604
ENSG00000188368	3	5
ENSG00000188372	17	6
ENSG00000188373	0	0
ENSG00000188375	1	1
ENSG00000188379	0	0
ENSG00000188385	2	1
ENSG00000188386	0	0
ENSG00000188389	0	0
ENSG00000188393	0	0
ENSG00000188394	16	0
ENSG00000188396	0	0
ENSG00000188404	1	1
ENSG00000188408	0	0
ENSG00000188419	236	237
ENSG00000188425	0	0
ENSG00000188428	38	66
ENSG00000188452	14	9
ENSG00000188467	46	0
ENSG00000188483	10	28
ENSG00000188486	511	2160
ENSG00000188487	4	0
ENSG00000188488	0	0
ENSG00000188493	36	309
ENSG00000188501	55	0
ENSG00000188505	0	0
ENSG00000188508	1	0
ENSG00000188517	109	130
ENSG00000188522	167	143
ENSG00000188523	0	0
ENSG00000188529	984	962
