	SRR1795409merged_dedupRemoved	SRR1795411merged_dedupRemoved	SRR1795413merged_dedupRemoved	SRR1795415merged_dedupRemoved	SRR1795417merged_dedupRemoved	SRR1795419merged_dedupRemoved	SRR1795421merged_dedupRemoved	SRR1795423merged_dedupRemoved	SRR1795425merged_dedupRemoved	SRR1795427merged_dedupRemoved	SRR1795429merged_dedupRemoved	SRR1795431merged_dedupRemoved	SRR1795433merged_dedupRemoved	SRR1795435merged_dedupRemoved	SRR1795437merged_dedupRemoved	SRR1795439merged_dedupRemoved
ENSG00000115604	34	29	24	21	25	17	39	56	2	1	1	0	0	0	0	1
ENSG00000115607	2	1	2	1	1	1	4	11	0	0	0	0	0	0	0	0
ENSG00000115616	32	34	28	23	18	32	34	67	1	0	0	0	0	0	1	1
ENSG00000115641	96	84	94	59	84	97	125	181	14	7	4	4	4	6	10	5
ENSG00000115648	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000115649	68	66	75	49	56	73	113	145	8	15	8	7	6	4	15	13
ENSG00000115652	204	179	204	167	171	179	268	317	10	10	4	8	2	1	15	11
ENSG00000115657	10	4	13	6	12	18	16	22	2	1	0	0	1	0	0	2
ENSG00000115661	129	134	128	86	102	118	193	210	3	7	1	3	1	1	4	2
ENSG00000115665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115677	1953	1794	2061	1803	1892	2043	2409	2608	223	173	86	107	93	70	171	166
ENSG00000115685	268	261	258	197	211	265	380	375	40	32	25	24	11	14	26	32
ENSG00000115687	243	219	226	196	200	246	335	430	13	23	13	7	9	1	15	15
ENSG00000115694	638	592	655	517	568	654	798	911	26	42	20	13	16	10	18	23
ENSG00000115705	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115718	3	2	1	2	2	2	1	6	0	0	0	0	0	0	0	0
ENSG00000115738	218	188	232	191	224	250	316	342	36	36	20	18	22	14	35	41
ENSG00000115750	262	241	246	189	214	223	316	382	22	15	9	7	8	5	20	23
ENSG00000115756	70	56	55	41	51	68	86	119	6	2	1	3	1	1	5	3
ENSG00000115758	1041	973	1020	868	978	1053	1206	1322	96	93	47	56	34	23	77	95
ENSG00000115760	3029	2627	3001	2446	2466	2832	3711	4285	125	86	58	44	56	50	108	90
ENSG00000115761	531	510	489	398	432	512	629	745	32	36	18	26	19	9	56	34
ENSG00000115762	139	132	130	107	113	116	165	199	19	17	5	14	13	4	17	15
ENSG00000115806	400	356	432	326	372	427	578	630	38	32	15	16	10	12	24	36
ENSG00000115808	452	438	421	363	350	396	547	702	19	14	11	5	9	5	20	22
ENSG00000115816	686	642	681	512	581	678	792	912	46	42	23	28	16	16	42	42
ENSG00000115825	884	799	821	699	681	806	1113	1280	23	24	9	10	14	4	13	17
ENSG00000115827	282	258	286	214	205	242	375	456	8	5	1	3	0	4	3	4
ENSG00000115828	29	33	42	32	53	54	76	106	28	25	19	16	10	5	15	20
ENSG00000115839	696	615	680	516	557	628	875	973	43	47	18	36	21	13	37	46
ENSG00000115840	58	45	41	28	38	41	71	70	3	5	0	1	2	3	2	3
ENSG00000115841	17	19	20	11	9	21	22	33	0	0	0	1	0	0	0	0
ENSG00000115844	147	111	133	99	88	116	155	224	36	34	16	18	34	25	35	26
ENSG00000115850	4	8	9	8	3	4	9	14	0	0	0	0	0	0	0	0
ENSG00000115866	528	499	573	424	499	549	683	725	64	68	25	27	23	22	66	49
ENSG00000115875	894	897	865	744	810	899	1046	1102	125	119	84	78	66	60	111	109
ENSG00000115884	66	68	58	36	44	62	89	105	14	21	5	11	11	4	13	9
ENSG00000115896	18	22	22	32	16	20	43	44	0	0	0	0	1	1	1	1
ENSG00000115902	114	85	107	89	80	97	144	215	14	11	5	4	3	8	8	2
ENSG00000115904	546	451	414	426	301	416	520	732	15	11	9	3	3	6	10	10
ENSG00000115919	1	2	0	1	1	2	1	1	0	0	0	0	0	0	0	0
ENSG00000115935	57	47	33	44	30	39	62	74	3	3	1	3	3	2	3	0
ENSG00000115942	479	437	470	385	399	477	599	695	51	41	21	18	16	18	34	28
ENSG00000115944	0	2	2	3	0	0	2	3	0	0	0	0	0	0	0	0
ENSG00000115946	232	208	232	226	218	259	310	347	22	19	11	11	9	8	17	18
ENSG00000115947	400	356	425	307	348	370	552	668	27	19	15	6	12	6	21	25
ENSG00000115956	2	1	0	3	0	0	5	1	0	0	0	0	0	0	0	0
ENSG00000115963	40	43	35	28	29	40	58	63	4	7	3	3	3	2	5	7
ENSG00000115966	451	420	497	333	385	469	606	666	10	16	3	7	4	0	8	3
ENSG00000115970	751	705	703	635	594	675	907	1053	41	41	24	23	13	15	33	34
ENSG00000115977	65	69	45	61	27	35	68	113	11	10	4	4	9	3	8	12
ENSG00000115993	316	269	344	277	273	333	466	621	5	3	0	1	0	1	6	6
ENSG00000115998	21	27	14	26	13	19	37	37	0	0	0	0	0	1	1	0
ENSG00000116001	534	468	550	437	507	532	754	835	36	35	21	21	12	14	34	27
ENSG00000116005	367	346	373	274	287	375	475	590	35	23	12	13	13	9	30	25
ENSG00000116014	2	0	0	0	0	0	2	0	1	0	1	0	0	0	1	1
ENSG00000116016	53	44	34	40	29	40	60	78	6	3	2	3	0	2	2	1
ENSG00000116017	58	45	69	56	30	47	74	107	5	9	5	2	5	6	5	6
ENSG00000116030	163	144	177	155	174	166	214	236	17	11	8	9	9	4	5	11
ENSG00000116031	3	2	1	2	7	2	6	16	0	0	0	0	0	0	0	0
ENSG00000116032	5	8	6	2	4	4	11	11	0	0	0	1	0	1	0	0
ENSG00000116035	12	17	5	6	8	8	12	11	0	0	0	0	0	0	0	1
ENSG00000116039	0	2	3	2	0	1	3	6	0	0	0	1	0	0	0	0
ENSG00000116044	276	224	234	198	187	210	296	386	27	37	13	20	14	12	20	20
ENSG00000116062	84	59	77	67	73	74	91	114	14	15	11	14	12	5	27	10
ENSG00000116095	374	347	317	260	231	294	419	558	7	10	3	7	4	2	6	7
ENSG00000116096	149	120	107	89	112	111	164	200	5	8	3	8	3	2	7	3
ENSG00000116106	363	318	343	279	287	360	478	641	19	27	12	15	10	8	24	18
ENSG00000116117	142	122	124	129	91	115	170	276	3	5	2	2	0	2	9	3
ENSG00000116120	505	423	517	434	402	480	614	736	116	79	43	49	41	43	69	112
ENSG00000116127	1488	1262	1434	1207	1102	1369	1790	2263	31	22	14	14	15	11	36	32
ENSG00000116128	189	179	149	185	94	135	158	260	8	9	3	5	7	4	8	5
ENSG00000116132	19	22	21	16	15	25	28	47	3	3	2	3	6	0	5	5
ENSG00000116133	859	750	894	732	779	905	1094	1245	64	72	45	49	41	29	67	57
ENSG00000116138	127	109	113	102	105	104	153	186	10	15	8	5	9	1	6	8
ENSG00000116141	303	251	263	220	198	263	411	481	11	3	7	7	4	2	5	6
ENSG00000116147	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000116151	49	61	59	44	40	56	51	99	3	6	0	1	5	1	7	6
ENSG00000116157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116161	357	344	378	282	324	358	490	533	28	23	19	18	18	12	26	27
ENSG00000116171	297	241	271	183	221	298	361	401	43	48	18	25	30	19	39	42
ENSG00000116176	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
ENSG00000116183	3	1	0	3	2	3	0	2	0	0	0	0	0	0	0	1
ENSG00000116191	453	399	438	350	341	418	551	662	10	16	5	9	3	0	7	12
ENSG00000116194	26	24	19	25	8	22	29	38	0	0	0	0	0	0	1	0
ENSG00000116198	327	321	328	279	243	306	414	563	16	15	11	7	4	4	20	12
ENSG00000116199	694	664	739	616	664	729	958	1158	11	11	4	7	6	2	11	9
ENSG00000116205	112	110	98	77	77	96	129	157	10	8	4	7	6	4	13	11
ENSG00000116209	323	291	308	262	307	343	423	501	50	41	19	23	26	19	39	40
ENSG00000116212	178	134	157	134	139	149	220	272	40	30	17	19	10	9	34	14
ENSG00000116213	184	164	194	151	152	208	268	332	19	30	13	9	11	6	22	18
ENSG00000116218	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000116221	305	293	342	298	324	342	400	413	43	33	17	16	11	10	38	25
ENSG00000116237	805	764	855	678	764	831	1065	1195	17	11	5	8	9	4	12	10
ENSG00000116251	1	1	1	2	2	5	0	4	0	2	0	1	0	1	0	0
ENSG00000116254	11	13	17	14	8	12	22	35	2	1	0	0	0	1	3	2
ENSG00000116260	168	153	162	143	136	167	218	314	23	20	11	13	14	6	15	15
ENSG00000116266	390	400	366	307	299	383	491	541	29	20	13	10	12	12	19	19
ENSG00000116273	301	260	184	160	155	196	241	333	20	20	8	6	9	6	15	7
ENSG00000116285	11	5	11	6	11	7	16	22	3	0	0	1	1	1	1	0
ENSG00000116288	389	382	370	331	358	384	428	451	89	87	51	52	48	42	82	79
ENSG00000116299	1	4	0	0	1	1	0	4	0	0	0	0	0	0	2	0
ENSG00000116329	18	20	24	18	11	7	19	31	0	1	0	1	0	0	1	1
ENSG00000116337	355	325	360	265	261	302	410	534	18	21	4	16	18	6	16	17
ENSG00000116350	668	623	696	558	610	668	796	903	57	57	32	38	30	19	52	40
ENSG00000116353	276	237	214	201	175	207	308	369	10	8	3	2	2	2	8	9
ENSG00000116396	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116406	683	641	679	551	578	682	894	1020	10	17	5	3	6	2	10	13
ENSG00000116455	309	302	332	262	291	304	406	419	29	49	14	21	18	13	36	29
ENSG00000116459	376	376	390	329	379	362	444	488	81	66	54	49	49	39	71	88
ENSG00000116473	193	175	170	160	136	158	206	234	21	14	8	16	12	4	18	13
ENSG00000116478	837	758	880	707	776	861	1009	1138	131	93	51	74	61	51	105	101
ENSG00000116489	618	566	640	530	578	646	780	839	80	60	43	50	41	38	61	60
ENSG00000116497	331	311	310	251	233	281	380	472	11	6	3	2	4	3	7	2
ENSG00000116514	171	141	180	154	147	178	272	306	6	10	6	3	1	2	9	7
ENSG00000116521	270	239	318	265	269	298	384	454	41	39	17	26	26	5	35	28
ENSG00000116525	66	59	52	59	40	41	62	147	3	3	3	1	1	2	1	2
ENSG00000116539	1479	1333	1318	1236	968	1190	1599	2066	43	27	17	15	24	13	42	26
ENSG00000116544	2	0	0	3	1	2	3	3	0	0	0	1	1	0	0	0
ENSG00000116560	555	521	529	527	506	520	602	693	86	83	53	65	51	50	87	91
ENSG00000116574	133	122	121	73	104	138	189	260	5	2	1	0	2	0	2	4
ENSG00000116580	539	457	462	407	362	410	567	713	28	13	4	12	12	9	16	19
ENSG00000116584	13	11	13	10	5	9	14	19	0	0	0	0	0	0	0	0
ENSG00000116586	119	107	110	78	87	108	156	163	12	14	10	5	6	5	10	8
ENSG00000116604	58	50	62	64	36	44	60	99	8	3	2	5	3	3	4	4
ENSG00000116641	1134	1053	1103	880	928	1095	1370	1662	52	57	25	30	29	15	42	42
ENSG00000116649	393	351	358	314	241	311	370	460	54	77	38	37	23	14	61	54
ENSG00000116661	4	1	1	1	4	4	1	3	0	1	0	0	0	0	1	0
ENSG00000116663	5	11	5	5	7	3	7	12	3	3	2	3	2	0	2	1
ENSG00000116667	268	257	280	226	244	267	391	504	7	5	0	1	3	0	4	1
ENSG00000116668	104	93	111	94	99	108	153	225	4	1	2	1	1	1	2	4
ENSG00000116670	231	218	223	158	202	226	307	361	36	42	21	24	19	12	20	28
ENSG00000116675	220	165	240	154	150	177	273	360	20	20	11	11	9	8	23	17
ENSG00000116678	93	90	85	76	64	92	111	163	12	29	8	15	10	4	26	14
ENSG00000116679	807	774	793	640	684	781	986	1102	30	25	9	4	7	12	22	21
ENSG00000116685	166	160	185	126	134	178	246	281	8	10	4	4	5	1	6	5
ENSG00000116688	889	806	821	753	700	795	1089	1293	65	63	37	33	30	26	55	36
ENSG00000116690	21	22	14	16	11	13	20	31	0	0	0	0	0	0	0	0
ENSG00000116691	83	83	88	77	74	118	138	200	8	17	3	5	6	3	15	4
ENSG00000116698	537	395	410	506	265	345	508	706	26	10	11	11	5	2	16	20
ENSG00000116701	9	2	5	6	3	3	8	13	0	0	0	0	0	0	0	0
ENSG00000116703	6	1	8	8	5	9	7	15	0	0	0	0	0	0	0	0
ENSG00000116704	398	426	439	337	309	401	577	656	3	1	2	0	1	3	1	3
ENSG00000116711	173	138	165	127	156	156	249	295	2	2	1	2	5	1	2	2
ENSG00000116717	74	84	78	58	54	93	103	134	14	13	8	14	15	9	17	15
ENSG00000116721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116729	386	364	381	317	333	382	477	522	61	76	37	46	34	25	65	65
ENSG00000116731	31	36	32	26	32	32	40	66	0	0	0	0	0	1	1	1
ENSG00000116741	56	51	66	44	51	74	110	136	1	3	2	0	2	2	7	2
ENSG00000116745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116747	919	866	946	760	804	903	1202	1345	36	38	18	12	14	16	32	36
ENSG00000116748	1	0	0	1	0	0	1	3	0	0	1	0	0	0	0	0
ENSG00000116750	557	542	542	422	423	526	694	778	52	41	23	22	15	9	30	37
ENSG00000116752	246	241	242	190	206	255	293	318	36	27	18	15	22	19	27	27
ENSG00000116754	1067	987	1064	911	972	982	1239	1355	51	55	21	26	23	15	44	49
ENSG00000116761	112	88	91	93	78	91	133	183	8	7	5	3	11	1	11	11
ENSG00000116771	39	30	30	27	22	36	45	59	0	0	0	0	0	0	0	0
ENSG00000116774	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116785	0	0	3	0	0	1	0	4	0	0	0	0	0	0	0	0
ENSG00000116786	272	268	272	229	234	243	376	496	9	16	10	8	4	0	13	9
ENSG00000116791	190	140	188	136	173	179	244	310	27	19	11	10	12	15	26	13
ENSG00000116793	226	210	223	164	191	238	303	404	8	4	3	0	1	2	7	4
ENSG00000116809	117	119	137	107	104	131	205	271	3	5	3	3	3	2	4	4
ENSG00000116815	47	31	51	39	33	57	60	77	6	4	1	1	2	0	3	5
ENSG00000116819	3	6	9	5	3	4	5	12	0	0	0	0	0	0	0	0
ENSG00000116824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116830	1042	960	951	853	776	867	1193	1445	56	56	30	38	28	18	59	43
ENSG00000116833	23	22	26	15	15	25	22	35	0	2	0	0	1	1	1	1
ENSG00000116852	38	26	31	32	18	36	44	81	1	0	1	0	0	1	0	1
ENSG00000116857	272	228	276	205	226	268	344	408	14	23	11	13	21	9	33	19
ENSG00000116863	190	194	188	148	152	191	289	333	19	19	12	13	13	1	17	12
ENSG00000116871	245	204	221	188	165	199	268	368	18	28	7	10	10	6	15	13
ENSG00000116874	350	319	338	280	290	338	470	583	9	13	6	6	7	4	6	12
ENSG00000116882	2	1	3	2	1	0	1	1	0	0	0	0	0	0	0	0
ENSG00000116885	52	47	33	31	34	44	66	100	5	3	1	2	1	1	3	4
ENSG00000116898	274	248	265	204	254	287	338	391	53	44	21	29	22	13	48	33
ENSG00000116903	589	546	547	467	450	519	689	799	26	30	17	18	19	10	24	15
ENSG00000116906	563	456	522	408	470	541	674	783	26	16	16	13	8	6	23	21
ENSG00000116918	251	260	287	220	246	258	338	366	15	24	9	14	7	8	18	18
ENSG00000116922	290	251	231	205	210	238	336	371	10	13	7	4	4	3	4	9
ENSG00000116954	122	116	111	104	85	102	126	196	5	1	1	1	1	1	4	1
ENSG00000116962	619	538	509	564	408	504	614	901	37	39	16	17	16	10	54	24
ENSG00000116977	280	245	239	205	193	203	291	426	5	12	4	2	3	4	3	10
ENSG00000116981	13	8	7	3	2	7	14	15	0	1	0	1	0	0	1	0
ENSG00000116983	29	24	32	26	20	25	48	74	0	0	1	1	1	0	0	0
ENSG00000116984	1934	1796	1916	1580	1566	1740	2236	2639	54	75	24	30	52	34	70	56
ENSG00000116985	79	60	59	70	59	52	103	141	2	2	0	0	0	1	1	3
ENSG00000116990	15	14	23	19	21	25	32	37	1	2	0	1	0	1	1	0
ENSG00000116991	294	277	294	218	213	266	371	570	8	5	2	6	7	5	9	9
ENSG00000116996	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000117000	644	588	606	482	524	630	876	1006	17	23	9	10	16	8	18	18
ENSG00000117009	10	8	10	5	3	3	8	20	0	0	0	0	0	0	0	0
ENSG00000117010	39	38	48	14	33	35	41	52	4	0	1	4	4	1	2	1
ENSG00000117013	19	9	9	9	8	14	12	18	1	0	0	0	1	0	1	1
ENSG00000117016	74	68	59	53	53	69	90	141	1	0	0	0	0	0	2	2
ENSG00000117020	271	249	219	208	199	230	308	347	6	4	2	1	0	2	11	3
ENSG00000117036	335	285	331	287	230	292	403	527	9	11	4	4	3	4	11	8
ENSG00000117054	414	405	437	334	385	441	559	565	56	43	30	20	16	18	46	33
ENSG00000117069	6	7	10	8	4	5	9	16	0	0	0	0	0	0	0	0
ENSG00000117090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117114	823	751	846	655	709	857	1100	1309	29	25	13	14	11	7	23	23
ENSG00000117115	14	11	16	16	6	11	19	21	1	2	0	1	0	1	1	1
ENSG00000117118	296	274	262	220	245	285	347	377	58	60	29	38	25	19	81	48
ENSG00000117122	16	17	22	7	11	17	25	42	5	5	3	2	4	2	7	4
ENSG00000117133	277	266	273	226	258	300	377	415	57	64	31	34	28	31	46	61
ENSG00000117139	828	752	674	583	562	685	862	1112	55	47	25	26	29	16	46	49
ENSG00000117143	461	459	456	357	413	480	572	637	42	28	13	21	16	13	40	27
ENSG00000117148	6	7	10	3	4	4	12	11	1	2	2	2	1	0	1	2
ENSG00000117151	77	68	73	49	53	59	66	101	5	2	2	0	3	0	4	5
ENSG00000117152	17	10	15	9	10	9	22	33	0	2	0	1	0	1	0	2
ENSG00000117153	442	414	431	319	366	449	577	689	5	5	1	3	4	2	6	3
ENSG00000117154	0	0	0	0	0	0	0	0	2	2	0	1	1	1	4	2
ENSG00000117155	437	404	443	338	374	401	567	693	38	35	24	26	20	11	30	32
ENSG00000117174	367	352	347	271	256	306	402	520	38	29	25	26	29	18	39	30
ENSG00000117215	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000117222	422	389	424	363	376	442	550	648	29	22	14	16	10	12	32	25
ENSG00000117226	5	3	1	2	0	2	3	6	0	0	0	1	0	0	0	0
ENSG00000117228	0	2	1	0	1	1	1	3	0	0	0	1	0	0	0	0
ENSG00000117245	50	57	53	30	31	47	71	93	3	2	1	0	0	0	0	2
ENSG00000117262	33	28	37	20	26	26	41	58	5	0	0	1	0	1	0	0
ENSG00000117266	54	50	36	51	37	39	57	96	2	3	2	3	0	2	4	1
ENSG00000117280	157	149	132	119	121	157	183	253	10	4	2	5	7	1	9	2
ENSG00000117281	19	19	19	25	15	12	22	28	0	0	0	0	0	0	0	0
ENSG00000117298	172	124	155	170	105	152	173	307	31	50	23	19	28	21	40	34
ENSG00000117305	106	104	79	65	92	103	134	201	6	5	3	3	2	3	5	5
ENSG00000117308	97	92	97	85	86	97	131	172	25	25	14	13	8	7	12	15
ENSG00000117318	240	199	217	173	197	220	285	319	36	23	21	23	22	10	34	29
ENSG00000117322	46	46	38	29	30	45	57	61	1	3	1	0	0	0	3	8
ENSG00000117335	637	599	601	496	513	597	790	878	23	40	12	16	22	12	25	26
ENSG00000117360	556	535	555	462	470	514	698	754	32	33	15	20	8	10	24	30
ENSG00000117362	486	464	507	410	473	538	650	701	16	24	12	17	8	6	16	13
ENSG00000117385	424	397	397	340	345	369	530	632	22	24	14	17	5	8	19	23
ENSG00000117394	259	217	276	233	204	264	341	446	59	65	29	34	48	29	66	57
ENSG00000117395	108	105	89	75	84	95	125	122	5	14	1	3	5	6	7	8
ENSG00000117399	478	453	458	400	398	444	546	609	84	91	41	45	38	26	68	61
ENSG00000117400	2	0	0	0	1	1	0	2	0	0	0	0	1	1	0	0
ENSG00000117407	2	0	6	8	2	2	3	10	0	0	0	0	0	1	0	0
ENSG00000117408	316	261	299	259	242	272	406	542	20	21	13	8	15	8	13	14
ENSG00000117410	193	128	193	158	177	195	270	309	57	50	27	35	30	16	52	50
ENSG00000117411	270	235	271	202	260	294	405	438	5	6	4	3	6	1	8	3
ENSG00000117419	314	272	298	239	264	289	389	452	34	33	19	19	26	15	29	36
ENSG00000117425	11	7	11	7	9	7	11	20	0	1	0	0	0	0	1	1
ENSG00000117448	279	244	253	225	240	236	377	411	31	42	10	14	17	10	23	24
ENSG00000117450	308	299	305	272	307	311	356	391	152	157	99	93	100	84	148	143
ENSG00000117461	293	295	299	251	241	317	437	487	0	1	0	1	0	1	1	2
ENSG00000117472	1	1	2	1	0	0	1	2	0	0	0	0	0	0	0	1
ENSG00000117475	257	247	253	170	187	213	296	373	25	27	15	10	20	18	17	28
ENSG00000117477	83	77	87	75	65	93	132	144	7	5	3	1	2	2	5	6
ENSG00000117479	223	193	237	147	184	231	290	345	15	13	7	5	6	1	4	6
ENSG00000117480	10	16	14	11	6	12	25	27	3	0	5	2	0	1	4	1
ENSG00000117481	208	182	207	187	191	182	298	353	11	6	4	1	2	5	8	6
ENSG00000117500	685	631	732	572	615	678	899	1086	10	17	7	7	7	3	13	10
ENSG00000117501	12	18	12	13	6	11	15	25	0	0	0	0	0	0	0	0
ENSG00000117505	652	606	673	551	547	636	829	969	18	22	11	12	11	4	18	17
ENSG00000117519	547	512	556	465	528	570	718	775	101	81	54	58	52	34	79	95
ENSG00000117523	2788	2296	2505	2414	1948	2227	2812	3427	270	277	157	144	135	93	244	276
ENSG00000117525	20	22	19	12	16	16	28	38	4	3	0	3	0	0	2	3
ENSG00000117528	778	779	784	616	726	782	1005	1101	58	43	18	31	23	24	57	50
ENSG00000117533	104	107	95	84	76	93	117	179	3	4	2	0	3	1	5	1
ENSG00000117543	186	179	171	127	157	169	222	268	23	22	8	4	7	6	15	13
ENSG00000117560	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000117569	569	529	501	423	375	503	651	813	32	31	15	20	20	11	33	29
ENSG00000117586	9	5	14	6	3	14	8	17	0	0	0	0	0	0	0	0
ENSG00000117592	562	542	583	513	567	620	667	762	74	69	33	57	42	28	68	67
ENSG00000117593	693	595	676	593	604	701	873	1037	78	66	39	37	52	29	73	58
ENSG00000117594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117595	2	2	1	0	1	0	1	4	0	0	0	0	0	0	0	0
ENSG00000117597	606	543	604	562	497	606	830	1025	16	22	12	7	17	6	14	16
ENSG00000117598	0	1	2	0	0	1	0	5	0	0	0	0	0	0	0	0
ENSG00000117600	8	4	7	3	3	20	18	18	0	0	0	0	0	0	0	0
ENSG00000117601	2	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000117602	221	189	209	169	168	181	275	373	7	7	2	2	4	2	4	5
ENSG00000117614	191	188	177	120	144	181	218	255	38	41	21	30	16	14	28	32
ENSG00000117616	289	269	280	270	237	283	396	454	11	6	2	4	5	5	4	7
ENSG00000117620	233	210	229	222	168	206	309	370	3	3	1	0	1	0	3	2
ENSG00000117625	251	208	241	212	181	242	306	399	2	5	2	3	1	2	4	3
ENSG00000117632	188	169	169	139	147	158	188	221	104	110	55	56	59	53	97	84
ENSG00000117640	180	180	240	160	182	200	289	350	5	7	2	3	6	1	5	7
ENSG00000117643	22	11	25	11	13	12	20	35	1	4	0	0	0	3	0	0
ENSG00000117650	250	276	254	197	207	242	307	356	26	19	14	11	14	5	31	16
ENSG00000117676	228	194	202	185	186	232	313	402	11	12	6	5	8	4	20	12
ENSG00000117682	142	128	174	129	122	166	234	299	24	17	8	13	5	4	13	14
ENSG00000117691	203	206	187	148	156	191	231	267	5	8	5	5	5	5	2	5
ENSG00000117697	112	118	106	87	92	100	141	160	8	4	0	2	2	1	10	5
ENSG00000117707	20	23	22	18	16	25	22	50	2	0	0	0	1	0	4	1
ENSG00000117713	442	332	296	417	180	237	370	557	54	55	18	37	23	16	47	48
ENSG00000117724	2428	2338	2404	2051	1987	2341	2824	2959	152	133	73	77	86	69	152	127
ENSG00000117748	518	447	490	410	463	522	634	676	53	43	17	23	27	16	44	40
ENSG00000117751	494	456	532	401	489	567	688	738	25	16	9	5	10	7	22	16
ENSG00000117758	409	373	398	316	340	365	499	593	23	16	6	7	2	7	16	16
ENSG00000117791	116	104	79	78	76	93	120	160	8	8	2	2	3	1	5	7
ENSG00000117834	6	3	3	5	2	2	3	8	0	0	0	0	0	0	0	0
ENSG00000117859	477	419	496	371	471	447	598	698	57	52	21	35	20	15	44	43
ENSG00000117862	55	50	35	26	29	38	60	73	9	6	2	4	3	3	3	6
ENSG00000117868	534	474	576	466	450	513	728	897	29	31	15	15	10	10	35	23
ENSG00000117877	38	39	37	32	40	40	63	65	1	2	0	2	0	0	2	4
ENSG00000117899	222	191	194	168	177	214	272	320	18	18	8	7	9	6	14	19
ENSG00000117906	310	285	330	261	296	311	399	469	39	32	13	13	16	6	45	29
ENSG00000117971	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000117983	3	2	2	2	2	5	5	5	2	0	0	0	1	0	1	1
ENSG00000117984	118	125	130	113	127	130	170	193	2	4	2	3	2	1	4	2
ENSG00000118004	12	11	5	5	2	6	3	12	0	0	0	0	0	0	0	0
ENSG00000118007	752	666	748	620	586	687	919	1031	30	28	9	20	19	11	30	26
ENSG00000118017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118046	57	54	55	40	56	51	59	76	1	3	1	2	2	0	1	1
ENSG00000118058	1346	1104	980	1135	682	949	1216	1687	16	19	6	9	10	9	24	14
ENSG00000118094	3	1	0	1	0	4	1	4	0	0	0	0	0	0	0	0
ENSG00000118096	161	141	163	134	138	165	247	286	18	19	7	7	7	5	10	9
ENSG00000118113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118137	0	1	0	3	0	2	1	2	0	0	0	0	0	0	0	0
ENSG00000118156	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000118160	2	4	1	0	2	1	2	2	0	0	0	0	0	0	0	0
ENSG00000118162	102	73	80	73	53	86	134	165	11	17	5	9	4	4	13	6
ENSG00000118181	255	251	243	160	190	246	298	344	44	36	20	27	26	17	40	44
ENSG00000118193	766	734	721	597	596	734	933	1056	36	27	7	15	19	10	30	28
ENSG00000118194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118197	140	117	133	123	132	137	197	251	5	11	3	3	1	0	10	6
ENSG00000118200	801	736	750	632	606	709	938	1129	11	9	9	5	4	4	13	10
ENSG00000118217	520	492	580	425	471	572	771	920	55	45	25	38	30	20	46	39
ENSG00000118231	15	14	16	10	13	13	22	23	0	0	0	0	0	0	0	0
ENSG00000118242	34	27	30	22	18	28	35	59	1	1	0	0	0	1	0	1
ENSG00000118245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118246	448	368	378	304	356	417	520	626	38	26	19	27	26	9	48	34
ENSG00000118257	111	83	98	75	75	81	131	169	9	9	3	3	0	1	3	7
ENSG00000118260	381	375	406	331	325	392	525	616	12	13	5	6	9	8	12	11
ENSG00000118263	56	45	58	54	31	47	81	105	0	0	0	1	0	0	0	1
ENSG00000118271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118276	99	99	99	82	69	85	109	151	2	2	3	2	1	2	0	3
ENSG00000118292	29	21	30	12	23	20	32	52	2	3	3	0	0	0	2	0
