	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
SLC16A2	333	451	156	98	20	24	20	16
SLC16A4	14	9	7	3	271	207	89	123
SLC16A6	64	65	29	18	30	21	17	19
SLC16A7	209	254	101	59	84	55	54	73
SLC16A8	2	1	4	1	38	16	10	12
SLC16A9	214	285	117	60	211	141	141	179
SLC17A5	375	377	193	106	232	199	180	239
SLC18A2	2	0	1	1	25	23	22	29
SLC18B1	398	472	203	124	808	757	543	774
SLC19A1	1158	1846	639	321	501	403	344	429
SLC19A2	252	309	133	69	319	283	245	290
SLC19A3	85	69	33	21	25	16	10	26
SLC1A1	183	201	59	34	91	83	79	103
SLC1A3	329	394	191	103	620	566	408	533
SLC1A4	257	359	140	74	120	82	67	81
SLC1A5	4390	6258	2478	1393	2325	2017	1816	2221
SLC20A1	614	728	312	172	2985	2653	2036	2741
SLC20A2	188	184	68	45	352	315	309	371
SLC22A15	18	35	11	6	93	79	49	60
SLC22A17	52	56	41	21	45	27	27	39
SLC22A23	129	176	82	28	205	150	108	136
SLC22A5	245	297	96	63	255	209	159	229
SLC23A2	865	1080	433	230	403	360	271	370
SLC24A1	39	25	31	18	252	221	172	245
SLC24A5	0	2	0	0	112	112	92	125
SLC25A1	2001	2543	1059	632	1374	1357	1041	1270
SLC25A10	125	145	64	33	262	245	240	302
SLC25A11	2157	2503	1004	611	1036	953	877	1113
SLC25A12	385	416	183	113	563	473	420	500
SLC25A13	1949	2190	889	572	2036	1829	1436	1833
SLC25A14	449	556	348	177	459	354	307	376
SLC25A15	252	334	125	65	433	430	368	446
SLC25A16	185	226	94	66	358	265	181	240
SLC25A17	843	1041	539	387	927	788	667	808
SLC25A19	354	358	241	116	392	313	354	354
SLC25A20	191	218	100	66	234	198	144	190
SLC25A21	199	188	107	84	99	87	84	93
SLC25A22	262	311	117	63	188	189	139	143
SLC25A23	62	86	55	21	447	386	240	320
SLC25A24	848	989	405	240	901	871	661	841
SLC25A25	155	214	102	70	218	235	179	272
SLC25A26	106	107	64	37	367	345	322	343
SLC25A27	27	22	13	6	158	158	104	151
SLC25A28	167	196	102	48	304	246	187	238
SLC25A29	162	197	89	61	65	50	30	61
SLC25A3	7126	9956	3265	2074	8404	7844	6323	7847
SLC25A30	185	222	85	72	197	212	143	203
SLC25A32	95	161	55	39	113	91	87	91
SLC25A33	87	65	32	11	176	145	144	184
SLC25A36	226	271	111	84	737	648	410	551
SLC25A37	88	101	42	28	151	152	130	154
SLC25A38	170	219	116	51	787	644	563	734
SLC25A39	766	999	300	195	1600	1308	1253	1467
SLC25A4	891	1157	410	241	613	519	472	627
SLC25A40	108	104	73	48	196	227	155	177
SLC25A42	41	54	37	16	34	29	27	26
SLC25A43	2	0	0	0	65	50	46	56
SLC25A44	197	208	149	87	242	201	165	210
SLC25A46	1228	1266	589	409	943	862	730	954
SLC25A5	7554	9034	2964	1770	8668	8000	7330	9671
SLC25A51	20	35	9	8	185	143	160	189
SLC25A6	2731	4056	1088	699	3042	2712	2191	2993
SLC26A1	4	3	5	1	35	28	19	12
SLC26A10	3	0	1	0	58	61	41	47
SLC26A11	126	165	73	40	112	89	76	97
SLC26A2	641	676	277	203	545	442	366	504
SLC26A4	4	19	7	5	16	16	12	11
SLC26A6	188	212	79	57	559	425	365	543
SLC27A1	15	29	14	4	31	41	19	37
SLC27A2	644	768	303	184	260	243	181	208
SLC27A3	137	152	82	39	90	110	80	78
SLC27A4	360	450	191	109	860	766	683	826
SLC27A5	24	35	25	9	81	80	52	53
SLC27A6	58	47	23	7	56	40	31	40
SLC29A1	1294	1685	674	322	518	403	514	673
SLC29A2	264	275	131	64	223	172	132	173
SLC29A3	55	81	32	23	28	23	22	29
SLC29A4	12	30	8	3	27	14	23	24
SLC2A1	1665	2280	1211	606	461	367	360	461
SLC2A10	0	1	0	0	26	18	11	21
SLC2A11	9	14	10	7	51	43	28	39
SLC2A12	123	99	46	21	95	51	72	66
SLC2A13	263	283	121	69	263	235	195	272
SLC2A4RG	252	364	138	80	165	141	106	127
SLC2A6	175	240	96	62	84	72	67	60
SLC2A8	114	121	63	49	177	129	154	157
SLC30A1	230	346	176	103	326	286	270	342
SLC30A4	65	92	30	22	86	82	57	60
SLC30A5	346	437	172	84	1438	1281	1260	1479
SLC30A6	490	532	308	165	540	469	390	540
SLC30A7	838	996	413	275	672	581	496	638
SLC30A9	687	728	391	262	2246	1993	1815	2183
SLC31A1	327	414	162	96	302	269	209	286
SLC31A2	35	45	15	14	37	25	30	43
SLC33A1	208	234	108	82	342	302	286	327
SLC35A1	349	365	163	113	248	199	154	211
SLC35A2	375	552	250	120	164	144	152	164
SLC35A3	103	121	56	32	110	112	81	93
SLC35A4	22	34	55	38	263	219	151	218
SLC35A5	160	134	92	47	527	474	484	572
SLC35B1	670	1000	395	229	998	889	861	1014
SLC35B2	394	592	242	111	442	367	371	485
SLC35B3	157	192	89	65	345	357	257	309
SLC35B4	349	427	192	110	482	406	360	469
SLC35C1	59	74	45	20	58	41	24	29
SLC35C2	290	406	217	137	405	331	376	420
SLC35D1	103	143	67	44	376	376	249	323
SLC35E1	239	328	128	63	238	187	218	277
SLC35E2A	6	16	2	1	24	15	14	17
SLC35E2B	65	85	36	17	107	105	100	116
SLC35E3	257	311	167	86	203	150	136	182
SLC35E4	26	37	20	7	35	26	18	29
SLC35F1	258	316	102	62	247	218	163	210
SLC35F2	469	622	285	151	616	517	504	571
SLC35F5	502	616	199	112	983	933	715	830
SLC35F6	432	575	225	153	315	221	234	284
SLC35G1	272	261	111	71	178	162	143	182
SLC35G2	389	457	183	104	228	188	132	150
SLC36A1	123	173	78	35	171	143	118	157
SLC36A4	128	187	92	58	525	551	331	441
SLC37A1	74	93	31	19	64	43	36	63
SLC37A3	451	598	264	172	636	610	460	571
SLC37A4	379	434	184	121	645	528	495	592
SLC38A1	1876	2049	884	586	1831	1568	1522	1945
SLC38A10	268	442	191	101	796	749	499	682
SLC38A2	3294	3886	1980	1163	2505	2161	2052	2538
SLC38A3	40	40	16	11	20	18	14	22
SLC38A6	63	88	36	35	184	171	141	174
SLC38A7	70	81	55	26	157	118	86	121
SLC38A9	338	404	195	122	483	455	458	558
SLC39A1	973	1372	583	335	827	696	630	710
SLC39A10	1493	1126	511	308	1303	1145	1021	1378
SLC39A11	112	132	64	36	107	107	65	81
SLC39A13	127	163	61	29	98	100	96	98
SLC39A14	1132	1353	542	330	546	494	459	487
SLC39A3	165	172	76	52	214	216	169	180
SLC39A4	127	126	92	41	123	89	60	70
SLC39A6	920	963	368	240	880	696	750	953
SLC39A7	1440	1717	739	449	1161	1101	939	1194
SLC39A8	477	565	261	144	650	550	470	561
SLC39A9	287	354	171	82	445	364	340	421
SLC3A1	1	4	4	0	291	246	214	261
SLC3A2	1797	2509	1436	748	2884	2621	2563	3138
SLC40A1	45	50	13	4	25	30	22	20
SLC41A1	128	196	81	36	373	306	209	253
SLC41A2	345	453	157	105	231	218	201	212
SLC41A3	326	413	175	97	308	290	273	325
SLC43A1	156	141	83	32	169	123	97	147
SLC43A2	253	300	143	89	81	87	85	84
SLC44A1	495	508	230	118	780	625	589	772
SLC44A2	582	599	214	132	255	193	149	243
SLC44A3	48	44	17	10	33	29	22	31
SLC44A5	120	130	73	49	672	608	503	627
SLC45A3	43	59	22	9	67	55	45	36
SLC45A4	48	70	33	27	124	112	94	105
SLC46A1	223	285	125	66	142	108	123	149
SLC46A3	195	210	90	75	72	64	47	79
SLC47A1	132	155	77	33	379	284	227	279
SLC49A3	1	2	0	0	25	17	20	21
SLC49A4	279	313	126	83	214	214	160	205
SLC4A11	88	116	63	37	125	79	71	124
SLC4A1AP	682	875	476	304	1089	1118	860	1036
SLC4A2	883	1194	596	339	1211	1078	882	1144
SLC4A3	17	20	13	3	42	35	21	32
SLC4A4	84	107	36	18	144	110	98	121
SLC4A7	796	803	452	279	1715	1616	1150	1486
SLC4A8	28	49	20	10	53	59	41	48
SLC50A1	318	346	157	101	264	191	266	283
SLC52A2	354	569	192	104	343	281	278	327
SLC5A10	3	3	0	1	75	77	50	65
SLC5A2	0	1	1	0	70	55	70	72
SLC5A3	554	811	304	171	906	745	618	823
SLC5A4	0	1	0	0	68	67	27	44
SLC5A6	502	753	311	150	1143	960	971	1203
SLC6A11	5	7	0	1	131	106	78	100
SLC6A15	1471	1624	634	377	1988	1738	1714	2077
SLC6A16	0	1	0	0	33	32	15	22
SLC6A4	1	1	2	0	168	146	81	130
SLC6A6	367	407	253	143	352	282	194	267
SLC6A8	237	339	215	115	1098	916	701	836
SLC6A9	88	77	32	28	74	61	67	88
SLC7A1	1815	2432	999	582	1477	1159	806	1051
SLC7A11	419	461	203	123	678	562	467	593
SLC7A2	703	875	348	215	574	490	387	502
SLC7A3	3	0	2	0	69	57	52	42
SLC7A5	365	400	167	86	667	553	445	690
SLC7A6	349	428	199	117	573	476	465	552
SLC7A6OS	106	152	72	53	308	283	213	244
SLC7A7	2	4	0	0	37	25	12	17
SLC7A8	188	192	97	47	46	25	16	25
SLC8A1	4	0	0	0	195	199	131	193
SLC8B1	78	104	34	24	88	88	75	71
SLC9A1	335	524	175	89	161	111	65	81
SLC9A2	28	31	10	11	51	43	31	44
SLC9A3	18	26	14	1	68	69	50	65
SLC9A3R1	546	815	293	189	240	224	112	187
SLC9A3R2	177	243	88	51	120	107	89	86
SLC9A5	19	30	8	9	88	70	48	67
SLC9A6	216	327	139	88	516	419	375	489
SLC9A7	275	337	131	72	323	252	227	290
SLC9A8	147	163	56	44	174	139	100	121
SLC9A9	12	17	6	5	66	45	23	59
SLC9B2	148	202	87	54	292	256	191	250
SLCO4A1	370	492	208	110	166	185	133	149
SLCO4C1	149	145	60	35	28	27	19	32
SLCO5A1	44	36	36	18	104	101	77	94
SLCO6A1	0	0	0	0	86	95	50	52
SLF1	538	623	254	192	1087	910	716	941
SLF2	645	727	471	308	2164	1859	1556	1894
SLFN5	60	71	29	18	36	49	21	32
SLFNL1	0	0	0	0	83	89	55	57
SLIRP	2528	2761	1330	931	1927	1804	1240	1818
SLIT1	64	60	31	17	54	51	21	38
SLIT2	2085	2576	1114	646	5770	5080	3306	4240
SLITRK3	52	39	34	17	78	80	47	50
SLITRK5	128	162	67	41	374	331	205	263
SLK	2688	3162	1335	970	4110	3906	2921	3753
SLMAP	326	368	136	99	1864	1667	1256	1523
SLTM	1255	1560	601	452	2211	2160	1718	2127
SLU7	1249	1555	1071	685	1281	1313	1037	1261
SLX4	140	153	69	38	459	445	235	316
SLX4IP	93	92	55	37	125	131	86	120
SMAD1	270	341	165	104	197	179	166	209
SMAD2	771	831	292	231	913	831	687	794
SMAD3	353	404	174	111	105	88	72	84
SMAD4	714	851	459	269	667	593	565	693
SMAD5	1355	1571	661	435	1106	942	936	1089
SMAD6	66	66	40	28	160	151	108	152
SMAD7	96	114	64	38	163	154	137	189
SMAD9	563	552	224	142	157	159	115	177
SMAGP	89	93	53	28	16	26	16	35
SMAP1	900	1135	428	300	573	497	417	487
SMAP2	804	1052	480	305	508	491	319	395
SMARCA1	2652	2981	1422	937	1790	1925	1233	1520
SMARCA2	872	1071	557	380	789	802	478	668
SMARCA4	4404	5443	2456	1623	4012	3486	1823	2608
SMARCA5	4801	5430	2668	1893	7557	7097	4930	6410
SMARCAD1	1257	1465	761	547	2025	1969	1426	1794
SMARCAL1	454	516	163	123	651	620	457	641
SMARCB1	2181	3029	1060	674	2033	2018	1550	1948
SMARCC1	3517	4016	1879	1218	7421	6662	4505	6045
SMARCC2	1847	2114	860	587	1388	1195	755	992
SMARCD1	1437	1672	769	467	1574	1421	851	1120
SMARCD2	1747	2022	824	495	1297	1121	1151	1361
SMARCD3	92	101	39	19	224	244	160	245
SMARCE1	395	504	255	180	1159	1271	1078	1351
SMC1A	7843	10625	4725	3058	7660	7180	4918	6100
SMC2	3046	3399	1557	1139	4489	4410	3172	4023
SMC3	4781	5375	2331	1778	5933	5764	4003	5343
SMC4	6265	7341	3747	2696	10415	10010	6807	8989
SMC5	678	742	347	271	2346	2186	1636	2181
SMC6	809	918	414	284	2365	2307	1738	2166
SMCHD1	2604	2816	1388	975	3634	3436	2573	3237
SMCO4	34	50	27	14	26	21	11	18
SMCR8	238	358	134	76	1596	1349	1001	1392
SMDT1	450	550	184	112	123	122	61	80
SMG1	921	988	594	361	7003	6143	3416	4572
SMG5	946	1092	392	212	3891	3278	3006	3802
SMG6	653	912	414	259	1024	900	541	620
SMG7	642	678	202	187	1522	1098	674	990
SMG8	993	1335	704	465	1330	1132	1140	1344
SMG9	1025	1616	727	451	402	352	314	385
SMIM10	114	121	60	44	16	12	20	14
SMIM10L1	180	200	125	77	99	72	49	83
SMIM12	219	329	174	121	185	164	113	144
SMIM13	163	177	94	41	107	129	67	96
SMIM14	41	43	31	22	20	12	11	19
SMIM15	146	203	83	57	291	271	232	254
SMIM19	93	103	73	34	137	118	114	160
SMIM20	104	163	50	41	50	31	39	53
SMIM26	860	996	396	267	337	365	238	297
SMIM27	14	16	7	8	40	27	18	29
SMIM29	27	27	14	7	48	38	39	28
SMIM30	154	215	89	65	173	155	127	170
SMIM4	307	389	211	148	288	255	196	275
SMIM7	123	194	104	69	68	69	48	84
SMIM8	219	185	108	68	82	69	66	85
SMN1	59	31	16	24	33	34	46	56
SMNDC1	1180	1277	578	421	629	599	289	355
SMO	145	250	108	39	635	529	465	550
SMOC1	483	667	270	147	403	407	208	336
SMOX	74	92	58	33	105	93	78	105
SMPD1	157	207	97	52	88	73	57	96
SMPD2	201	235	99	65	180	168	139	181
SMPD4	653	854	370	215	994	858	722	978
SMPDL3A	208	223	93	58	84	77	82	90
SMPDL3B	161	201	87	52	178	174	115	130
SMS	658	710	269	173	1002	1068	821	1096
SMTN	168	247	182	86	291	204	152	228
SMU1	1931	2055	1139	712	2106	1913	1760	2014
SMUG1	153	177	114	74	197	198	172	185
SMURF1	241	262	148	60	622	535	307	433
SMURF2	189	215	61	31	1061	934	795	920
SMYD2	386	391	153	106	891	825	625	773
SMYD3	182	194	94	51	343	321	227	276
SMYD4	282	349	195	105	539	470	368	433
SMYD5	419	488	228	133	544	494	320	472
SNAI2	6	8	10	5	174	146	173	267
SNAP23	903	1020	443	291	350	295	317	438
SNAP29	543	622	245	156	299	272	244	298
SNAP47	571	693	361	213	1472	1263	1190	1417
SNAP91	146	164	85	41	38	35	31	35
SNAPC1	410	416	193	134	294	311	219	279
SNAPC2	131	194	74	45	58	63	28	53
SNAPC3	599	737	333	192	455	402	271	385
SNAPC4	538	630	350	190	824	606	403	527
SNAPC5	194	188	114	73	114	109	101	123
SNAPIN	401	475	194	117	345	306	253	283
SNCA	381	451	216	152	134	132	143	167
SNCAIP	60	44	15	10	11	13	19	11
SND1	5101	6543	2550	1678	4759	4387	3671	4369
SNED1	18	28	9	1	52	35	25	25
SNF8	1198	1575	567	361	1385	1348	855	1165
SNIP1	343	432	237	146	327	268	253	316
SNN	9	5	7	2	27	28	24	27
SNPH	69	84	26	17	39	31	33	23
SNRK	214	215	88	66	623	631	468	563
SNRNP200	8575	10606	4893	3082	10040	8895	5697	8386
SNRNP25	202	286	103	84	534	504	345	461
SNRNP27	405	554	226	182	537	548	307	403
SNRNP35	126	237	91	69	198	208	137	197
SNRNP40	1920	2501	1009	686	2793	2592	2091	2615
SNRNP48	303	305	128	95	812	749	547	717
SNRNP70	3197	4715	1917	1238	3408	3146	2706	3727
SNRPA	2145	2574	985	669	1040	868	998	1298
SNRPA1	730	726	379	194	548	585	323	520
SNRPB	10453	13282	7124	4038	5984	5385	4974	5958
SNRPB2	1104	1304	635	434	1319	1333	1101	1230
SNRPC	2278	2741	1246	921	1137	968	952	1284
SNRPD1	1277	1285	768	614	1485	1533	938	1352
SNRPD2	4196	4691	2038	1302	3634	3220	2906	3618
SNRPD3	4372	5340	2280	1698	2560	2479	2187	2752
SNRPE	34	47	45	24	307	294	157	290
SNRPF	1586	2619	1193	682	1317	1365	921	1347
SNRPG	96	98	90	52	476	366	444	544
SNTA1	74	72	38	17	202	165	152	205
SNTB1	95	128	43	34	76	75	48	64
SNTB2	443	482	220	127	318	330	199	265
SNU13	2914	3226	1602	952	1096	885	925	1232
SNUPN	539	767	296	198	569	522	402	500
SNW1	1316	1687	817	514	2112	1979	1463	1835
SNX1	1170	1406	581	359	859	814	549	674
SNX10	287	277	104	71	79	89	69	73
SNX11	147	194	119	69	207	171	142	219
SNX12	603	788	370	252	341	341	200	285
SNX13	223	200	94	74	1319	1158	983	1139
SNX14	1258	1222	543	377	1217	1181	924	1152
SNX15	156	210	84	64	148	150	137	149
SNX16	42	41	19	23	95	96	53	63
SNX17	1312	1783	557	352	1952	1721	1284	1646
SNX18	222	270	139	85	153	152	131	168
SNX2	3061	3265	1505	997	2153	1857	1755	2193
SNX21	65	94	40	28	76	90	52	81
SNX22	57	82	67	28	35	34	24	41
SNX24	110	98	43	28	83	76	47	44
SNX25	132	114	41	32	921	842	632	779
SNX27	1101	1286	515	332	791	648	455	613
SNX29	32	39	21	14	263	208	168	208
SNX3	1749	2211	871	522	673	688	519	686
SNX30	184	213	86	54	219	214	124	196
SNX33	77	77	31	23	66	46	29	63
SNX4	755	869	363	236	827	812	625	751
SNX5	516	631	266	175	3920	3767	2777	3531
SNX6	1366	1466	622	429	1656	1589	1228	1578
SNX7	288	336	153	82	528	482	390	477
SNX8	192	223	120	68	232	185	163	210
SNX9	851	911	426	275	1141	1029	808	1045
SOAT1	973	1145	556	318	1048	970	963	1174
SOBP	91	117	46	24	201	165	114	142
SOCS2	31	19	7	7	71	69	62	61
SOCS4	188	180	73	68	532	450	355	541
SOCS5	83	74	47	31	227	215	147	188
SOCS6	90	141	68	34	231	219	180	234
SOCS7	49	93	45	15	179	150	108	123
SOD1	6822	9286	3706	2324	5609	5394	4049	5231
SOD2	402	545	280	187	206	180	168	215
SOGA1	190	258	106	78	419	338	151	222
SON	8164	9902	6015	4111	18157	14860	9027	11327
SORBS1	92	131	68	44	62	69	38	61
SORBS3	461	527	344	174	90	63	35	47
SORCS1	1	12	12	11	49	42	31	31
SORD	261	317	132	95	308	300	208	254
SORL1	220	233	94	57	403	329	249	305
SORT1	1212	1420	607	325	1119	987	755	984
SOS1	465	492	188	154	1140	1006	580	785
SOS2	201	198	105	63	753	664	444	596
SOWAHA	40	44	25	8	18	19	22	22
SOWAHC	113	138	50	31	34	40	22	46
SOX12	324	344	139	77	167	152	42	81
SOX13	129	157	84	52	70	53	31	57
SOX2	193	241	157	87	35	30	21	40
SOX4	1169	1665	687	458	298	250	200	281
SOX5	125	131	61	33	42	39	23	50
SOX6	38	47	19	9	56	56	39	48
SOX9	170	236	96	77	28	24	12	18
SP1	1933	2098	898	622	1393	1088	1054	1478
SP2	337	419	200	113	80	62	27	49
SP3	916	1010	508	306	1962	1687	1578	2037
SP4	291	308	161	114	359	317	323	392
SP9	139	211	92	59	69	49	41	55
SPA17	198	180	81	63	158	160	159	172
SPACA9	63	93	33	20	37	53	36	47
SPAG1	333	374	161	110	288	271	173	222
SPAG16	471	538	183	131	331	311	209	279
SPAG17	1	3	1	0	13	11	10	24
SPAG4	6	5	4	2	45	32	18	37
SPAG5	1393	1732	921	605	2774	2449	1980	2533
SPAG7	480	669	309	173	463	475	332	397
SPAG8	5	8	0	3	13	10	14	17
SPAG9	2581	2997	1235	863	4113	3695	2989	3972
SPARCL1	1	2	1	2	31	23	19	29
SPART	3312	4109	1851	1247	2335	2114	1811	2195
SPAST	358	395	169	123	667	636	447	543
SPATA1	1	1	0	0	26	16	14	13
SPATA13	26	42	19	17	42	25	22	23
SPATA17	16	30	11	7	66	43	39	58
SPATA18	48	68	22	12	62	67	45	49
SPATA2	124	151	66	42	67	67	39	53
SPATA20	145	170	59	30	267	240	220	269
SPATA24	71	118	47	32	61	64	39	62
SPATA2L	134	205	87	59	76	72	51	51
SPATA33	45	53	39	20	56	58	46	62
SPATA5	479	603	288	210	1262	1336	865	1053
SPATA5L1	531	643	345	214	421	352	266	330
SPATA6	127	136	46	41	98	90	55	65
SPATA7	84	74	16	22	209	136	157	169
SPATC1L	4	2	1	1	186	174	141	178
SPATS2	460	461	158	108	457	424	317	384
SPATS2L	562	667	268	178	481	437	417	471
SPC24	820	985	461	281	353	372	256	310
SPC25	1196	1371	711	429	646	644	358	533
SPCS1	1164	1334	740	460	884	781	734	999
SPCS2	91	83	77	48	113	96	64	75
SPCS3	1152	1252	495	332	937	970	637	832
SPDL1	1691	1841	876	613	2485	2498	1697	2152
SPDYA	0	1	1	0	51	38	50	55
SPECC1	332	345	215	110	1359	1302	893	1163
SPECC1L	155	206	90	49	537	461	369	474
SPEF2	59	71	30	29	107	87	79	93
SPEG	83	64	44	21	91	73	34	43
SPEN	3507	3854	2464	1508	23474	19882	9037	12114
SPG11	848	897	450	303	1727	1417	1193	1480
SPG21	665	681	294	174	765	673	497	667
SPG7	311	357	166	97	1104	1005	638	855
SPHAR	0	0	0	0	31	44	19	29
SPHK1	53	48	34	15	89	74	55	63
SPHK2	103	142	67	33	169	147	77	120
SPIDR	380	477	216	138	1089	1115	721	873
SPIN1	354	398	206	111	618	613	381	465
SPIN2B	3	10	2	3	17	11	15	21
SPIN3	21	36	17	8	65	79	53	65
SPIN4	276	381	162	124	203	193	127	163
SPINDOC	294	420	113	79	437	443	342	441
SPINK5	2	2	2	2	41	62	29	39
SPINT2	1672	1881	789	394	254	237	200	249
SPIRE1	271	339	113	80	590	513	391	511
SPIRE2	75	58	17	22	111	112	65	98
SPNS1	385	495	139	94	503	402	407	573
SPOCK3	0	0	0	0	33	33	23	31
SPON1	418	576	221	106	172	154	129	161
SPOP	580	667	315	186	1010	1046	732	1006
SPOPL	146	163	66	45	302	263	192	237
SPOUT1	494	644	316	171	432	462	313	329
SPPL2A	478	650	222	124	517	480	338	402
SPPL2B	105	171	66	36	224	199	135	168
SPPL3	448	557	190	110	260	203	192	250
SPR	260	338	113	72	259	199	127	166
SPRED1	115	129	54	36	169	143	103	165
SPRED2	116	132	61	41	88	67	38	68
SPRTN	649	814	432	325	1570	1386	1049	1333
SPRY1	95	117	55	40	154	122	66	82
SPRY2	221	321	176	101	56	61	30	61
SPRYD3	233	341	171	102	132	121	76	133
SPRYD4	375	487	199	127	149	134	115	123
SPRYD7	605	686	313	187	204	209	151	188
SPSB1	80	97	51	20	52	39	44	66
SPSB2	21	21	17	20	49	45	45	56
SPSB3	145	230	110	61	275	258	212	240
SPSB4	7	8	5	1	23	13	12	25
SPTAN1	3185	4345	2104	1331	8225	7575	4657	6094
SPTB	112	151	94	43	260	261	138	189
SPTBN1	1311	2073	1263	677	7534	6897	5260	6774
SPTBN2	619	777	390	235	1789	1556	1042	1266
SPTBN4	81	111	49	44	16	36	27	24
SPTLC1	848	1064	405	243	906	760	730	874
SPTLC2	708	920	378	232	913	866	581	743
SPTSSA	249	294	195	112	56	62	40	73
SPTY2D1	403	528	247	241	735	602	574	697
SQLE	2138	2498	1104	651	1983	1736	1557	1936
SQSTM1	2008	3374	1530	911	1886	1773	1404	1538
SRA1	565	729	358	219	405	393	331	385
SRBD1	605	688	337	264	1739	1631	1236	1544
SRC	449	559	144	112	163	120	93	94
SRCAP	84	110	54	23	147	77	48	82
SRD5A1	57	67	34	13	79	85	55	55
SRD5A3	236	336	138	60	374	308	316	409
SREBF1	571	691	343	203	973	733	528	647
SREBF2	1192	1382	559	334	1232	955	640	858
SREK1	742	854	386	278	2067	2167	1798	2216
SREK1IP1	149	166	115	69	508	400	429	439
SRF	375	503	214	107	342	301	356	473
SRFBP1	689	817	366	287	797	780	475	704
SRGAP1	178	232	85	52	129	138	80	75
SRGAP2	225	297	118	87	443	394	243	323
SRGAP2B	15	13	7	11	53	53	38	38
SRGAP2C	40	45	16	9	69	58	33	56
SRGAP3	43	38	31	11	57	71	47	78
SRI	1600	1478	770	487	1235	1027	981	1228
SRM	2391	3147	850	500	1322	1105	651	959
SRP14	2869	3496	1881	1132	712	738	600	894
SRP19	735	827	351	242	540	507	401	525
SRP54	2033	2259	1023	785	1450	1447	1362	1510
SRP68	1589	1976	850	545	1634	1622	1032	1348
SRP72	1528	1807	684	491	2770	2558	1997	2552
SRP9	82	90	39	32	80	77	56	79
SRPK1	3618	3858	1882	1323	4018	3621	2895	3754
SRPK2	986	1274	590	385	906	850	567	712
SRPK3	0	0	1	3	77	65	25	41
SRPRA	1651	2073	877	607	1617	1349	888	1117
SRPRB	1532	1850	707	462	1371	1265	1129	1376
SRPX	104	134	39	28	46	27	23	27
SRR	177	221	101	60	516	434	431	543
SRRD	331	349	175	96	641	558	501	624
SRRM1	2503	2775	1429	1045	1938	1788	915	1142
SRRM2	12013	14520	7005	4686	15460	11389	5083	6767
SRRM5	36	78	23	16	61	47	23	27
SRRT	2157	3324	1349	885	3023	2947	1922	2801
SRSF1	1569	2086	837	572	2882	2974	1911	2434
SRSF10	1406	1620	716	563	2067	1935	1559	2088
SRSF11	1919	2415	1014	840	5237	4722	4030	4741
SRSF12	219	197	85	45	135	107	100	138
SRSF2	4022	6181	3141	2077	3836	3787	2774	3497
SRSF3	3371	5016	2113	1570	6177	6424	4317	5441
SRSF4	1878	2595	1041	739	2630	2655	2048	2680
SRSF5	2524	2996	1535	1172	4522	4630	3326	4134
SRSF6	1484	2170	1008	697	2630	2636	2231	2717
SRSF7	4980	6406	2677	2002	5750	5862	4252	5595
SRSF8	346	453	233	138	192	160	171	204
SRSF9	3407	4460	1848	1136	3741	3837	2455	3080
SRXN1	202	278	129	58	52	62	53	45
SS18	793	1006	513	369	550	438	499	689
SS18L1	69	108	33	26	108	88	67	89
SS18L2	138	118	83	63	114	126	79	106
SSB	3092	3642	1568	1060	5596	5532	4401	5693
SSBP1	5014	5566	2724	2056	2836	2742	2202	2896
SSBP2	188	226	119	81	89	66	73	101
SSBP3	155	223	75	44	93	57	56	75
SSBP4	201	216	104	54	234	195	206	234
SSH1	81	99	30	24	273	240	153	192
SSH2	236	277	110	66	408	336	193	305
SSH3	45	62	29	15	101	73	41	53
SSNA1	296	380	189	112	455	377	237	343
SSR1	2335	2761	1255	740	1565	1501	978	1283
SSR2	1666	2375	963	591	1321	1168	1223	1500
SSR3	1531	1732	792	455	1743	1454	1239	1561
SSR4	3676	4341	1588	888	1932	1819	1707	2000
SSRP1	6610	8525	3017	1926	10766	10058	8087	10148
SSSCA1	635	717	342	164	469	443	381	515
SSTR2	13	12	5	5	29	30	26	20
SSU72	1361	1518	644	425	1171	1217	750	999
SSX2IP	1250	1244	519	342	1151	1122	811	984
ST13	274	335	118	56	1045	976	738	945
ST20	3	1	3	0	46	54	29	35
ST3GAL1	22	34	16	5	49	42	35	34
ST3GAL2	33	44	14	4	156	159	125	110
ST3GAL3	15	12	13	7	136	115	85	116
ST3GAL4	76	87	25	22	189	177	144	195
ST3GAL5	72	61	38	21	88	77	64	71
ST3GAL6	60	77	32	20	145	151	118	159
ST5	64	58	31	12	164	113	83	118
ST6GAL1	62	60	33	21	72	61	47	66
ST6GALNAC2	0	0	1	0	23	27	17	25
ST6GALNAC3	65	64	35	21	67	73	76	73
ST6GALNAC4	77	83	31	14	124	114	91	88
ST6GALNAC6	6	9	8	6	102	83	83	110
ST7	389	403	199	115	435	385	315	440
ST7L	330	441	190	142	348	297	274	342
ST8SIA4	65	68	28	22	22	23	22	18
STAB2	0	0	0	0	28	28	15	28
STAC3	3	3	3	0	22	18	10	24
STAG1	475	512	270	160	2949	2833	1963	2615
STAG2	5742	6223	3104	2056	9500	9239	7251	8847
STAG3	4	6	3	4	60	46	28	37
STAM	808	991	471	296	517	505	409	523
STAM2	478	507	217	161	437	410	330	393
STAMBP	598	582	319	204	870	781	649	807
