	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
FERMT1	57	48	63	117
FERMT2	1134	1073	1862	2653
FEZ1	66	60	99	142
FEZ2	470	483	616	870
FGD1	417	351	374	645
FGD4	106	107	174	273
FGD6	251	203	342	498
FGF2	81	68	80	108
FGF9	14	22	20	19
FGFR1	581	453	695	1147
FGFR1OP	1076	1000	1292	1886
FGFR1OP2	555	523	915	1254
FGFR2	546	449	680	1057
FGFR3	638	545	822	1293
FGFR4	221	171	276	402
FGFRL1	196	173	250	406
FGGY	117	106	115	167
FH	2190	1934	3719	5272
FHAD1	49	41	55	97
FHDC1	24	29	26	63
FHIT	47	49	51	97
FHL1	811	747	1129	1649
FHL2	146	148	200	333
FHL3	47	39	46	76
FHOD1	637	599	733	1168
FHOD3	205	208	242	416
FIBP	797	744	1196	1713
FICD	72	66	98	149
FIG4	601	588	935	1339
FIGN	219	174	181	293
FIGNL1	1829	1630	3006	4142
FILIP1L	466	446	478	777
FIP1L1	594	532	1176	1596
FIS1	669	649	879	1374
FITM2	108	87	99	162
FIZ1	20	24	25	41
FJX1	135	104	170	236
FKBP10	1058	982	1700	2347
FKBP11	97	76	79	154
FKBP14	350	319	391	616
FKBP15	1093	908	1507	2133
FKBP1A	101	96	112	159
FKBP1B	33	28	53	75
FKBP3	1783	1805	2564	3781
FKBP4	6809	6262	9953	13877
FKBP5	591	605	663	1027
FKBP7	174	140	256	339
FKBP8	1506	1499	1983	2598
FKBP9	220	201	274	377
FKBPL	323	254	417	619
FKRP	120	103	197	233
FKTN	456	422	642	935
FLAD1	1196	1079	1889	2593
FLCN	758	615	948	1390
FLII	5389	4836	7980	11389
FLNA	11470	9636	13642	22956
FLNB	5470	4887	6735	10756
FLNC	1110	911	1115	1807
FLOT1	544	537	796	1105
FLOT2	453	396	498	796
FLRT3	127	94	195	332
FLT1	146	122	156	285
FLT4	479	442	743	1030
FLVCR1	607	520	821	1290
FLVCR2	34	10	28	44
FLYWCH1	474	462	494	683
FLYWCH2	220	238	372	484
FMC1	131	159	229	320
FMN2	232	226	222	347
FMNL2	1052	974	1288	2178
FMNL3	189	178	189	311
FMO3	30	34	19	42
FMO4	43	53	72	103
FMO5	22	21	19	41
FMR1	2082	2055	2482	3556
FN1	635	546	664	1185
FN3KRP	311	314	451	608
FNBP1	449	381	506	786
FNBP1L	464	444	708	945
FNBP4	2169	1940	2509	4039
FNDC1	53	30	33	66
FNDC3A	2369	2035	3215	4650
FNDC3B	534	484	683	1107
FNDC4	32	40	62	106
FNDC8	32	37	44	88
FNIP1	1240	1090	1591	2494
FNIP2	811	652	952	1391
FNTA	663	674	969	1422
FNTB	27	14	36	48
FOCAD	3172	2763	4624	6708
FOPNL	450	452	623	893
FOSL2	10	17	20	33
FOXA1	64	42	69	110
FOXB1	26	24	28	48
FOXC1	672	635	1003	1682
FOXD1	123	121	156	265
FOXD3	41	42	53	63
FOXF2	86	76	109	199
FOXG1	106	76	147	277
FOXI3	17	20	29	39
FOXJ2	89	59	94	135
FOXJ3	476	386	635	946
FOXK1	296	217	318	609
FOXK2	1071	898	1470	2144
FOXM1	1481	1160	1723	2818
FOXN2	306	260	343	522
FOXN3	216	212	286	404
FOXO1	294	219	290	480
FOXO3	174	165	203	352
FOXO4	82	81	137	192
FOXP2	237	178	360	533
FOXP4	153	118	82	192
FOXRED1	553	491	827	1094
FOXRED2	1698	1413	1493	2845
FP565260.1	108	85	211	307
FPGS	549	498	846	1131
FPGT	424	377	810	1108
FRA10AC1	481	488	611	786
FRAS1	1264	1039	1227	2203
FRAT2	55	65	84	77
FREM2	1081	900	1331	2049
FRG1	274	329	454	634
FRK	33	28	41	63
FRMD3	25	29	51	74
FRMD4A	138	128	149	226
FRMD4B	85	63	109	132
FRMD5	115	121	126	182
FRMD6	305	252	512	763
FRMD8	176	169	185	303
FRMPD1	15	22	19	32
FRMPD3	30	37	29	47
FRRS1	387	309	560	763
FRRS1L	31	19	30	44
FRS2	445	365	641	1040
FRS3	28	33	45	57
FRY	160	153	180	285
FRYL	1521	1402	2234	3169
FSCN1	186	157	217	347
FSD1	287	274	433	594
FSD1L	205	170	174	293
FSD2	15	25	27	60
FSIP1	26	21	28	40
FSIP2	758	754	1022	1475
FSTL1	572	509	868	1220
FTH1	819	804	1032	1485
FTL	2135	1602	3947	5510
FTO	1012	955	1238	1862
FTSJ1	499	454	822	1100
FTSJ3	3090	3024	4652	6250
FUBP1	5344	4627	8637	11660
FUBP3	986	907	1787	2360
FUCA1	339	371	658	898
FUCA2	1539	1412	2480	3446
FUK	203	174	258	340
FUNDC1	217	248	306	426
FUNDC2	439	423	724	1036
FUOM	139	144	216	278
FURIN	429	381	494	791
FUS	2923	2316	2439	4396
FUT10	261	205	295	511
FUT11	151	171	198	254
FUT4	45	23	61	91
FUT8	596	506	703	1093
FUZ	389	339	667	956
FXN	350	321	461	662
FXR1	2201	2218	3165	4246
FXR2	1113	1097	1751	2440
FXYD5	76	60	144	269
FYCO1	956	793	778	1266
FYN	1095	1066	1642	2339
FYTTD1	541	467	877	1157
FZD1	84	72	115	184
FZD2	63	48	86	121
FZD3	446	406	614	920
FZD4	111	78	114	172
FZD5	77	67	106	163
FZD6	820	707	1170	1728
FZD7	121	110	213	277
FZD8	89	107	112	185
FZD9	80	66	136	157
FZR1	418	365	567	816
G2E3	1414	1262	1822	2653
G3BP1	6887	6430	10365	14513
G3BP2	3412	3516	5123	6950
G6PC3	264	228	345	535
G6PD	594	518	729	1172
GAA	748	629	903	1406
GAB1	215	188	316	477
GAB2	53	30	75	100
GABARAP	475	422	656	957
GABARAPL1	73	79	84	111
GABARAPL2	612	595	934	1252
GABBR1	212	158	113	245
GABBR2	39	39	50	76
GABPA	440	412	668	951
GABPB1	558	459	845	1145
GABPB2	250	226	339	458
GABRB3	235	199	362	520
GAD1	189	133	217	304
GADD45A	65	83	104	158
GADD45B	54	47	161	227
GADD45GIP1	883	965	1485	1959
GAK	1138	997	1619	2309
GAL	256	210	454	672
GALC	66	44	80	107
GALE	252	228	382	526
GALK1	305	298	541	707
GALK2	336	295	399	654
GALM	292	247	412	578
GALNS	147	151	190	311
GALNT1	1130	1030	1635	2459
GALNT10	120	129	179	258
GALNT11	736	696	1111	1470
GALNT12	90	85	137	207
GALNT13	886	842	982	1554
GALNT16	90	78	91	162
GALNT18	281	226	384	625
GALNT2	1197	1107	1497	2098
GALNT3	71	46	55	79
GALNT5	16	16	29	30
GALNT6	84	69	90	151
GALNT7	724	646	947	1366
GALT	213	189	274	480
GAMT	130	137	268	374
GAN	631	615	712	1101
GANAB	6693	5916	7342	11417
GANC	197	163	240	351
GAPDH	25435	21677	44081	62765
GAPDHS	233	201	260	415
GAPVD1	4045	3623	5317	7980
GAR1	301	317	434	588
GAREM1	140	123	184	248
GAREM2	80	69	99	148
GARNL3	312	280	349	522
GARS	5200	5058	7117	10338
GART	6541	6250	9493	13592
GAS1	103	90	132	167
GAS2L1	27	13	31	44
GAS2L3	333	289	536	717
GAS6	87	80	109	172
GAS7	21	13	24	33
GAS8	308	313	347	499
GASK1A	106	103	145	236
GATA2	121	95	142	226
GATA4	66	62	79	117
GATA6	187	126	207	329
GATAD1	244	207	380	555
GATAD2A	1194	1135	1770	2534
GATAD2B	523	451	372	770
GATB	662	573	1025	1481
GATD1	393	307	455	623
GBA	382	270	640	833
GBA2	1379	1252	1960	2752
GBE1	1019	848	1491	2127
GBF1	2715	2205	2944	5028
GBX2	34	38	32	59
GCA	244	252	448	562
GCAT	477	361	809	1058
GCC1	526	519	850	1037
GCC2	1883	1770	2353	3093
GCDH	537	468	778	1040
GCFC2	1448	1356	2362	3294
GCH1	121	131	251	322
GCHFR	54	45	82	123
GCLC	807	742	1199	1645
GCLM	661	611	890	1296
GCN1	7549	6811	8265	13612
GCNA	88	62	106	171
GCNT1	138	118	173	216
GCNT7	62	38	62	84
GCSAM	29	18	39	54
GDAP1	375	360	508	712
GDAP2	685	596	954	1434
GDE1	878	744	1356	2019
GDF11	82	81	153	213
GDF7	18	18	20	51
GDI1	1107	1025	1824	2570
GDI2	4275	4040	6982	9968
GDPD1	131	107	171	243
GDPD3	22	22	24	34
GDPD5	52	22	59	72
GDPGP1	32	34	55	110
GEMIN2	646	585	843	1196
GEMIN4	2387	2104	3265	4630
GEMIN5	3691	3351	4721	7185
GEMIN6	640	562	898	1322
GEMIN7	214	193	310	431
GEMIN8	115	95	205	244
GEN1	1173	1058	1556	2338
GET4	431	413	636	902
GFER	141	140	241	380
GFI1	53	52	66	99
GFM1	2439	2285	3670	5256
GFM2	1735	1509	2424	3634
GFOD1	84	117	150	202
GFOD2	212	217	294	376
GFPT1	1179	1152	1489	2127
GFPT2	210	182	294	432
GFRA1	24	21	37	51
GGA1	654	591	905	1346
GGA2	1453	1418	1993	2688
GGA3	431	351	468	785
GGCT	381	338	582	675
GGCX	763	668	1020	1393
GGH	753	747	1201	1713
GGNBP2	1189	1043	1334	1999
GGPS1	996	891	1513	2107
GGT7	235	216	306	502
GHDC	199	162	258	394
GHITM	3661	3420	6183	8484
GHR	28	21	31	75
GHRL	40	33	24	64
GID4	207	197	190	321
GID8	528	535	827	1185
GIGYF1	932	808	1039	1499
GIGYF2	2888	2657	3835	5375
GIN1	159	124	227	346
GINM1	656	617	826	1218
GINS1	498	529	644	958
GINS2	1234	1227	1836	2544
GINS3	392	336	725	942
GINS4	459	466	720	1002
GIPC1	603	531	1039	1420
GIT1	328	304	392	582
GIT2	625	553	779	1149
GJA1	427	376	713	942
GJC1	385	406	462	751
GK	83	85	130	177
GK5	447	450	482	702
GKAP1	164	185	197	276
GLA	4120	3552	7121	10574
GLB1	1216	1038	1981	2879
GLB1L	108	74	141	200
GLB1L2	404	369	621	866
GLB1L3	46	27	36	61
GLCCI1	177	146	245	418
GLCE	476	380	668	1024
GLDC	444	385	579	805
GLE1	1288	1171	1920	2723
GLG1	2400	2211	2751	4143
GLI2	53	48	49	120
GLI3	334	266	291	514
GLI4	78	50	85	125
GLIPR1	236	230	383	533
GLIPR2	41	40	71	87
GLIS2	35	18	31	31
GLMN	1410	1325	2088	2756
GLMP	430	350	783	1097
GLO1	5074	4855	7698	11005
GLOD4	1124	1094	1551	2134
GLRA1	18	17	39	50
GLRA2	24	25	19	43
GLRB	116	120	211	303
GLRX	28	26	55	63
GLRX2	343	283	458	688
GLRX3	2101	2070	3091	4334
GLRX5	293	292	499	595
GLS	1762	1695	2280	3186
GLS2	221	173	232	408
GLT8D1	841	826	1400	2084
GLT8D2	52	53	81	127
GLTP	239	208	315	468
GLUD1	1404	1254	1997	2897
GLUL	5074	4964	8147	11177
GLYCTK	130	124	165	284
GLYR1	1547	1429	1948	2871
GM2A	215	196	299	392
GMCL1	517	481	596	919
GMDS	479	425	521	836
GMEB1	544	530	690	1060
GMEB2	229	200	334	440
GMFB	553	557	801	1107
GMIP	95	63	73	121
GMNN	2124	2036	3000	4284
GMPPA	540	441	897	1188
GMPPB	605	588	890	1257
GMPR	25	19	37	56
GMPR2	937	928	1353	1881
GMPS	3453	3167	4722	6876
GNA11	503	456	734	1045
GNA12	211	184	275	383
GNA13	613	564	795	1142
GNAI1	370	347	519	722
GNAI2	553	518	916	1353
GNAI3	1710	1689	3021	4204
GNAL	149	172	204	313
GNAQ	273	246	396	589
GNAS	7603	6715	8643	13625
GNAT2	67	55	66	140
GNAZ	149	133	256	395
GNB1	1718	1604	2512	3323
GNB1L	218	175	313	422
GNB2	1028	858	1408	2219
GNB3	47	45	61	72
GNB4	593	515	836	1157
GNB5	149	149	206	272
GNE	927	911	1284	1901
GNG11	19	12	27	47
GNG12	171	128	193	293
GNG4	39	34	70	109
GNG5	142	155	276	403
GNL1	803	752	1103	1639
GNL2	4289	3917	6569	8736
GNL3	10693	10213	16091	22168
GNL3L	1997	1835	1829	3132
GNPAT	2460	2154	3432	4969
GNPDA1	659	552	1084	1534
GNPDA2	184	163	253	394
GNPNAT1	617	572	844	1145
GNPTAB	1208	1081	1651	2404
GNPTG	224	206	311	431
GNRHR	36	34	32	43
GNS	1206	1018	1539	2402
GOLGA1	437	355	476	723
GOLGA2	564	506	670	997
GOLGA3	1731	1635	2254	3271
GOLGA4	5814	5728	8008	9317
GOLGA5	874	772	1441	2000
GOLGA6L9	25	14	27	35
GOLGA7	302	265	481	592
GOLGB1	5870	5711	8179	10429
GOLIM4	1417	1327	2036	2688
GOLM1	1279	1372	1910	2590
GOLPH3	565	476	764	1063
GOLPH3L	346	300	455	713
GOLT1B	227	202	327	431
GON4L	2067	1857	2325	3550
GON7	107	100	116	188
GOPC	691	639	905	1275
GORAB	178	147	281	430
GORASP1	360	287	580	791
GORASP2	745	614	1437	1892
GOSR1	343	341	475	694
GOT1	976	847	1476	2118
GOT2	2451	2077	3237	4981
GP1BA	56	53	45	99
GPAA1	814	714	1163	1649
GPALPP1	773	682	1094	1493
GPAM	1070	993	1573	2293
GPANK1	170	164	261	339
GPAT2	43	28	58	83
GPAT3	110	77	169	227
GPAT4	1031	941	1384	2069
GPATCH1	420	401	548	848
GPATCH11	283	283	363	485
GPATCH2	887	802	1140	1631
GPATCH2L	751	735	930	1490
GPATCH3	322	340	419	602
GPATCH4	1841	1708	2807	3109
GPATCH8	1703	1309	1387	2553
GPBP1	1944	1838	2941	4476
GPBP1L1	1322	1225	1934	2720
GPC1	137	116	127	250
GPC2	28	27	30	37
GPC3	654	588	631	1150
GPC4	285	285	227	428
GPC5	29	30	33	62
GPC6	213	207	241	385
GPCPD1	573	528	752	1099
GPD1L	402	373	561	791
GPD2	1041	1050	1261	1812
GPER1	49	35	19	52
GPHN	661	648	790	1373
GPI	4990	4156	7232	11093
GPKOW	680	562	898	1259
GPLD1	151	146	212	277
GPM6A	55	40	58	113
GPM6B	190	139	225	356
GPN1	739	695	1138	1736
GPN2	370	323	557	744
GPN3	798	806	1229	1623
GPR107	578	454	861	1316
GPR108	270	246	509	652
GPR135	49	44	50	71
GPR137	159	131	153	248
GPR137B	161	124	199	273
GPR137C	89	81	80	144
GPR153	31	37	41	52
GPR155	146	155	208	323
GPR156	34	35	43	82
GPR157	31	43	45	62
GPR160	185	173	338	512
GPR161	152	140	225	320
GPR162	37	35	33	42
GPR171	58	66	48	93
GPR176	85	57	121	165
GPR18	88	83	55	135
GPR180	499	436	852	1294
GPR183	79	79	91	136
GPR21	36	32	48	55
GPR22	102	119	92	139
GPR27	81	64	89	101
GPR34	41	23	22	44
GPR37	15	14	20	27
GPR39	68	57	80	102
GPR52	50	35	44	94
GPR63	107	92	157	236
GPR75	129	65	125	202
GPR75-ASB3	27	14	45	49
GPR82	41	31	30	47
GPR87	21	27	17	46
GPRASP1	286	261	239	425
GPRASP2	1478	1302	1977	2840
GPRC5B	49	36	70	84
GPRC5C	33	29	63	65
GPRIN1	722	696	886	1369
GPRIN3	109	100	136	231
GPS1	1784	1493	2581	3842
GPS2	528	437	990	1292
GPSM1	222	171	254	431
GPSM2	936	917	1290	1829
GPT	79	64	71	101
GPT2	552	534	746	1072
GPX1	1269	1157	1986	2723
GPX3	131	98	105	191
GPX4	2293	2173	3554	5143
GPX8	324	294	453	662
GRAMD1A	513	460	555	791
GRAMD1B	73	84	99	156
GRAMD1C	78	86	126	192
GRAMD4	229	235	289	440
GRB10	897	807	1029	1619
GRB14	219	178	263	377
GRB2	771	750	1172	1769
GREB1	205	160	195	319
GREB1L	1030	876	1237	2053
GRHL1	94	80	163	241
GRHPR	1127	998	1581	2346
GRIA1	43	72	75	87
GRID1	186	111	174	326
GRID2	21	21	16	25
GRIK1	46	19	37	61
GRIK4	20	15	16	31
GRIN2D	39	32	34	67
GRINA	546	390	573	960
GRIP1	186	160	271	414
GRIP2	31	20	33	68
GRIPAP1	772	724	938	1389
GRK2	793	770	1158	1729
GRK3	601	548	798	1213
GRK4	64	70	79	125
GRK5	115	98	185	290
GRK6	1627	1538	2322	3225
GRN	1080	997	1194	1873
GRPEL1	1168	1127	1961	2653
GRPEL2	402	441	548	808
GRSF1	2928	2793	4089	5893
GRTP1	109	97	110	180
GRWD1	1595	1478	2314	3085
GSC	27	31	23	27
GSDMB	36	23	26	52
GSDME	91	57	84	162
GSE1	593	499	438	808
GSK3A	283	254	425	629
GSK3B	857	781	998	1653
GSKIP	181	157	296	414
GSN	150	131	215	330
GSPT1	4488	4516	5396	7969
GSR	1493	1448	2172	3002
GSS	994	959	1566	2229
GSTA4	439	425	609	902
GSTCD	914	760	1282	1846
GSTK1	550	521	823	1147
GSTM2	157	125	188	318
GSTM3	774	756	1193	1720
GSTM4	22	18	25	43
GSTO1	1399	1358	2082	2964
GSTO2	20	10	22	36
GSTP1	5247	4365	7953	11445
GSTZ1	202	193	348	525
GTDC1	130	101	179	281
GTF2A1	481	471	789	1056
GTF2A2	372	348	661	815
GTF2B	773	762	1364	1984
GTF2E1	306	270	371	481
GTF2E2	477	471	733	1169
GTF2F1	1420	1340	2329	3217
GTF2F2	706	709	1245	1606
GTF2H1	1067	942	1583	2277
GTF2H2	190	154	219	329
GTF2H2C	145	163	198	238
GTF2H3	892	815	1323	1873
GTF2H4	318	227	422	568
GTF2H5	360	327	529	799
GTF2I	2502	2535	2973	4864
GTF2IRD1	369	331	457	706
GTF3A	2102	1861	3455	4774
GTF3C1	6788	6168	8629	13248
GTF3C2	1638	1329	2327	3447
GTF3C3	2256	2109	3318	4753
GTF3C4	1974	1683	2354	3661
GTF3C5	1478	1298	2338	3313
GTF3C6	1268	1315	1787	2464
GTPBP1	1351	1100	1465	2349
GTPBP10	581	620	828	1190
GTPBP2	594	548	722	1141
GTPBP3	964	875	1371	1925
GTPBP4	3770	3753	5966	8107
GTPBP6	745	621	1113	1507
GTPBP8	557	598	933	1278
GTSE1	914	757	1115	1594
GUCD1	418	364	678	950
GUCY1A1	231	210	318	488
GUCY1A2	43	46	72	89
GUCY1B1	212	193	292	442
GUF1	1185	1151	1690	2389
GUK1	1634	1480	2499	3487
GULP1	139	134	263	424
GUSB	769	747	1072	1448
GVQW2	21	18	21	31
GVQW3	46	37	63	90
GXYLT1	349	341	487	760
GXYLT2	426	371	556	858
GYG1	469	411	753	1131
GYG2	165	143	220	335
GYPC	48	45	87	93
GYS1	965	715	1107	1672
GZF1	413	412	715	968
H1F0	372	317	675	967
H1FX	691	667	1119	1563
H2AFJ	47	47	63	88
H2AFV	587	484	917	1150
H2AFX	1020	781	1896	2606
H2AFY	3809	3555	5045	7292
H2AFY2	1184	1133	1756	2406
H2AFZ	6920	6599	11000	15091
H3F3A	16	24	35	53
H3F3B	2255	2368	3714	4845
H6PD	175	142	169	288
HAAO	15	14	30	54
HABP4	290	253	361	466
HACD1	135	123	189	310
HACD2	289	257	538	729
HACD3	2591	2172	4157	5945
HACD4	19	20	38	62
HACE1	769	796	991	1518
HACL1	1226	1065	1615	2457
HADH	984	841	1163	1770
HADHA	3354	3202	4869	6875
HADHB	1749	1546	2645	3911
HAGH	450	380	576	887
HAGHL	27	25	55	74
HAL	33	26	39	70
HAND1	18	15	23	21
HAP1	35	33	46	70
HAPLN3	87	74	110	141
HARBI1	58	50	127	126
HARS	1989	1918	2547	3944
HARS2	678	601	932	1282
HAS3	48	37	47	72
HASPIN	826	641	1014	1598
HAT1	2661	2604	4066	5505
HAUS1	737	712	1215	1688
HAUS2	290	309	459	640
HAUS3	1305	1263	1836	2517
HAUS4	308	271	385	634
HAUS5	527	461	726	970
HAUS6	1950	1729	2718	3999
HAUS7	909	837	1239	1749
HAUS8	343	355	477	719
HAX1	1892	1728	3260	4606
HBEGF	16	10	35	63
HBP1	333	276	482	658
HBQ1	40	22	25	52
HBS1L	3759	3528	5970	8114
HCCS	634	580	965	1290
HCFC1	4046	2946	2879	6555
HCFC1R1	43	33	59	77
HCFC2	395	354	520	687
HCLS1	62	60	85	110
HCN2	83	48	63	123
HCN3	78	56	93	134
HDAC1	4410	3904	7408	9775
HDAC10	193	158	196	335
HDAC11	68	50	73	97
HDAC2	6329	6025	8092	11397
HDAC3	1414	1277	2406	3546
HDAC4	185	128	170	298
HDAC5	503	473	778	1097
HDAC6	758	636	1089	1514
HDAC7	138	89	163	246
HDAC9	20	31	44	40
HDDC2	1588	1507	2378	3593
HDDC3	278	242	390	467
HDGF	3849	3958	4928	6799
HDGFL2	1989	2024	2844	3756
HDGFL3	796	696	1185	1574
HDHD2	285	262	393	562
HDHD3	174	112	236	367
HDHD5	1108	1037	1824	2480
HDLBP	12436	10785	20206	28843
HDX	281	192	323	431
HEATR1	16435	15272	23742	34585
HEATR3	1902	1693	2771	3832
HEATR5A	1666	1597	2343	3352
HEATR5B	2101	1974	2930	4170
HEATR6	1034	877	1338	2010
HEBP1	138	126	105	179
HEBP2	1119	1133	1746	2574
HECA	323	263	417	572
HECTD1	8489	7946	11660	17023
HECTD2	326	276	406	652
HECTD3	367	326	378	661
HECTD4	2771	2333	2308	4546
HECW2	127	134	191	322
HEG1	243	191	221	337
HELB	622	557	709	1145
HELLS	6641	6156	7077	11361
HELQ	648	589	889	1254
HELZ	2877	2489	3325	5241
HELZ2	166	185	186	306
HEMK1	229	158	360	456
HERC1	3822	3369	4861	7365
HERC2	3510	3034	3351	5630
HERC3	490	415	518	808
HERC4	931	825	1157	1738
HERC5	917	904	1290	1822
HERC6	99	105	181	217
HERPUD1	458	389	806	1201
HERPUD2	234	179	301	472
HES1	293	252	491	703
HES4	705	722	888	1329
HES6	91	76	137	177
HESX1	21	24	31	39
HEXA	944	801	1512	2141
HEXB	1400	1232	2381	3458
HEXD	224	216	383	546
HEXIM1	329	316	620	895
HEXIM2	52	56	52	99
HEY1	1574	1580	3136	4115
HEY2	57	42	52	97
HFM1	294	258	345	531
HGF	126	145	201	352
HGH1	215	203	252	403
HGS	1025	878	1490	2042
HGSNAT	331	275	376	567
HHAT	59	42	68	84
HHEX	63	59	83	113
HHIP	63	69	65	116
HHIPL2	19	21	21	37
HHLA3	44	47	53	72
HIBADH	489	516	744	1074
HIBCH	699	658	996	1421
HIC2	302	249	414	644
HID1	58	43	73	108
HIF1A	2451	2228	3741	5312
HIF1AN	453	427	606	865
HIGD1A	478	411	890	1276
HIGD2A	539	408	864	1214
HIKESHI	524	441	806	1097
HILPDA	66	78	71	131
HINFP	305	291	410	558
HINT1	3496	2918	5831	8161
HINT2	362	316	451	618
HINT3	289	265	314	462
HIP1	502	466	547	850
HIP1R	552	550	688	1010
HIPK1	1262	973	1690	2448
HIPK2	471	387	424	788
HIPK3	1448	1298	2026	3016
HIRA	1959	1790	2325	3513
HIRIP3	486	478	767	919
HIST1H1C	31168	28560	54132	74789
HIST1H1D	4584	4307	6397	9458
HIST1H1E	26867	26967	38873	54110
HIST1H2AB	1706	1302	3606	4961
HIST1H2AC	5243	4778	8698	12281
HIST1H2AD	1024	633	3007	4488
HIST1H2AE	43	29	91	115
HIST1H2AG	7382	5666	14383	20779
HIST1H2AH	9881	8433	20319	30012
HIST1H2AI	3152	2784	5101	7310
HIST1H2AK	723	573	1251	1847
HIST1H2AL	680	499	1219	1776
HIST1H2AM	5254	4509	9166	12866
HIST1H2BC	5668	4354	10988	16558
HIST1H2BD	6796	5050	13432	19671
HIST1H2BF	1576	1327	2703	4081
HIST1H2BG	39	18	51	85
HIST1H2BJ	8965	6558	18739	26975
HIST1H2BK	4859	4127	9546	13694
HIST1H2BL	2112	1690	4234	6780
HIST1H2BN	986	950	1640	2219
HIST1H2BO	4626	4019	9084	12923
HIST1H3A	2747	2114	5636	8501
HIST1H3B	13340	12233	23198	33151
HIST1H3D	16	27	74	82
HIST1H3E	84	65	161	218
HIST1H3F	366	287	566	803
HIST1H3H	8701	7127	15464	22102
HIST1H3J	1471	1122	2828	4123
HIST1H4A	1190	1141	1671	2206
HIST1H4B	10016	9315	14029	20775
HIST1H4C	10570	9903	15738	22585
HIST1H4D	5300	4887	9418	13266
HIST1H4E	5972	6017	8991	11993
HIST1H4H	3284	2687	6003	7933
HIST1H4J	131	113	268	397
HIST2H2AB	1763	1429	2858	4146
HIST2H2AC	4952	3631	11755	17735
HIST2H2BE	4146	3093	7907	12935
HIST2H2BF	3015	2821	4646	7228
HIST2H3D	1362	1102	2825	3908
HIST3H2A	1949	1610	3331	5042
HIST3H2BB	2066	1550	5588	8598
HIST4H4	1262	1006	2824	3969
HIVEP1	994	979	1257	1967
HIVEP2	465	407	609	934
HJURP	969	825	1400	1968
HK1	2004	1899	2852	3930
HK2	896	824	1080	1467
HKR1	280	228	330	492
HLA-A	764	760	1182	1662
HLA-B	633	587	916	1276
HLA-C	1452	1310	2034	2887
HLA-DPA1	42	27	54	67
HLA-DQB1	68	49	84	149
HLA-E	421	426	709	931
HLA-F	127	106	159	214
HLCS	712	616	943	1432
HLTF	3119	2925	4678	6466
HLX	96	79	112	165
HM13	992	795	1802	2320
HMBOX1	259	219	274	427
HMBS	458	453	604	782
HMCES	840	785	1209	1669
HMCN1	171	153	245	334
HMG20A	834	692	1159	1647
HMG20B	780	741	1147	1550
HMGA1	530	480	538	909
HMGA2	123	120	131	196
HMGB1	1197	1167	1849	2308
HMGB2	5144	5512	7583	9703
HMGB3	1809	1835	2818	3603
HMGCL	216	198	290	448
HMGCR	2409	2118	3770	5122
HMGCS1	1212	1068	1882	2452
HMGN1	1820	1789	2391	3722
HMGN2	1176	1228	1805	2298
HMGN3	970	1017	1280	1859
HMGN4	450	527	645	920
HMGN5	323	313	294	323
HMGXB3	2180	2036	2620	4156
HMGXB4	1052	932	1318	1863
HMMR	1778	1788	2714	3709
HMOX1	267	213	473	670
HMOX2	1044	1008	1497	2195
HMX1	38	58	40	77
HNRNPA0	858	972	1315	1627
HNRNPA1	646	700	1673	1814
HNRNPA1L2	42	44	69	85
HNRNPA2B1	12321	13231	15483	17308
HNRNPA3	144	180	168	206
HNRNPAB	5327	5638	7836	10247
HNRNPC	7500	7022	13705	18770
HNRNPD	4690	4328	3322	6214
HNRNPDL	6757	6947	10715	14129
HNRNPF	5100	4673	8674	11565
HNRNPH1	14385	14911	21916	28277
HNRNPH2	2507	2763	3842	4756
HNRNPH3	825	869	1041	1348
HNRNPK	11052	9564	18797	25713
HNRNPL	3115	2905	5057	6668
HNRNPLL	1131	1047	1598	2229
HNRNPM	7817	8026	9244	12645
HNRNPR	6973	6778	9776	12822
HNRNPU	27985	28815	35587	46722
HNRNPUL1	3869	3249	4281	6844
HNRNPUL2	43	25	62	107
HOMER1	536	457	767	1135
HOMER2	538	553	873	1105
HOMER3	42	36	68	92
HOMEZ	394	322	514	771
HOOK1	1278	1130	1617	2284
HOOK2	172	153	163	263
HOOK3	848	744	786	1222
HOXA1	48	44	66	99
HOXA10	461	375	744	1034
HOXA11	181	193	328	457
HOXA13	85	93	124	240
HOXA2	60	63	59	100
HOXA3	90	69	68	133
HOXA4	64	44	55	113
HOXA5	547	462	873	1379
HOXA6	275	207	346	538
HOXA7	30	25	35	52
HOXA9	202	182	231	373
HOXB13	111	86	95	154
HOXB2	57	48	100	123
HOXB3	153	118	213	261
HOXB4	67	55	90	114
HOXB5	68	42	57	117
HOXB6	347	299	436	657
HOXB7	87	62	143	218
HOXB8	125	101	147	210
HOXB9	616	545	612	1065
HOXC10	119	112	128	212
HOXC11	47	44	38	80
HOXC13	33	26	32	70
HOXC4	129	95	169	251
HOXC6	90	75	79	139
HOXC8	50	53	54	64
HOXC9	231	224	248	407
HOXD10	966	808	1066	1821
HOXD11	418	345	447	695
HOXD13	430	361	675	923
HOXD3	38	29	44	64
HOXD4	39	34	47	82
HOXD8	62	88	96	140
HOXD9	173	184	185	352
HP1BP3	2601	2398	3027	4729
HPCAL1	88	67	117	170
HPF1	678	685	988	1489
HPGD	41	36	49	75
HPRT1	1450	1608	1362	2215
HPS1	473	454	639	937
