	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
FAM98A	1291	1217	916	1215
FAM98B	515	334	233	294
FAM98C	79	69	44	79
FAN1	836	766	609	666
FANCA	2265	1765	1210	1544
FANCB	1286	1240	817	992
FANCC	421	364	293	329
FANCD2	4285	3867	2872	3608
FANCE	431	333	262	293
FANCG	733	633	560	647
FANCI	6473	5999	4782	5879
FANCL	837	868	613	819
FANCM	1700	1667	1128	1566
FAR1	2069	1937	1427	1851
FAR2	496	458	436	539
FARP1	506	390	285	435
FARP2	749	618	450	608
FARS2	449	428	329	436
FARSA	2304	2176	1609	1994
FARSB	2136	1738	1613	1996
FAS	82	73	63	60
FASN	12103	8956	4566	5923
FASTK	865	813	707	828
FASTKD1	1137	1055	941	1137
FASTKD2	1681	1505	1223	1419
FASTKD3	431	421	403	480
FASTKD5	1106	803	765	900
FAT1	5781	5042	3908	4954
FAT2	110	83	55	73
FAT3	405	352	287	365
FAT4	662	597	432	571
FAU	3797	3386	3228	4182
FAXC	187	183	111	164
FAXDC2	69	54	27	34
FBF1	400	343	272	351
FBH1	1821	1669	1332	1692
FBL	3417	3380	2503	3143
FBLIM1	40	40	32	29
FBLN1	219	191	118	144
FBLN2	22	16	19	11
FBLN5	43	43	20	30
FBN1	1055	902	621	866
FBN2	3808	3296	2200	2804
FBRS	374	265	168	195
FBRSL1	346	278	155	184
FBXL12	158	136	105	149
FBXL13	76	58	35	38
FBXL14	163	130	150	173
FBXL15	177	147	93	108
FBXL17	180	159	112	132
FBXL18	175	158	101	139
FBXL19	862	689	497	617
FBXL2	201	164	135	161
FBXL20	239	207	164	232
FBXL3	1246	1130	863	1073
FBXL4	629	589	458	550
FBXL5	1302	1161	879	1111
FBXL6	263	234	183	225
FBXL8	43	36	29	33
FBXO10	476	322	276	361
FBXO11	1313	1067	666	772
FBXO16	48	54	28	33
FBXO17	63	50	32	45
FBXO21	1180	1048	898	1023
FBXO22	1392	1278	892	1126
FBXO25	218	191	176	216
FBXO27	13	17	11	22
FBXO28	1233	1051	925	1114
FBXO3	824	759	663	768
FBXO30	1152	961	695	960
FBXO31	228	240	154	191
FBXO32	78	69	48	66
FBXO33	416	483	399	476
FBXO34	724	606	519	717
FBXO36	11	18	18	10
FBXO38	877	758	659	749
FBXO4	177	175	150	178
FBXO41	43	40	24	18
FBXO42	628	583	477	619
FBXO44	103	84	57	72
FBXO45	154	129	126	137
FBXO46	148	140	99	104
FBXO48	25	16	16	23
FBXO5	1762	1661	1302	1696
FBXO7	1955	1560	1439	1749
FBXO8	230	218	157	226
FBXO9	1694	1469	1171	1312
FBXW11	1245	1240	896	1053
FBXW2	957	909	616	811
FBXW4	253	208	178	214
FBXW5	833	725	715	861
FBXW7	635	558	497	603
FBXW8	310	301	181	217
FBXW9	197	216	168	232
FCF1	486	461	309	379
FCGRT	73	81	44	79
FCHO1	34	39	30	36
FCHO2	440	416	332	419
FCHSD1	111	94	67	82
FCHSD2	490	430	276	364
FDFT1	1811	1682	1453	1777
FDPS	2939	2608	2271	2872
FDX1	241	280	150	167
FDX2	135	108	88	104
FDXACB1	146	115	109	161
FDXR	296	300	226	224
FECH	635	525	486	584
FEM1A	813	778	694	904
FEM1B	2104	1826	1629	1895
FEM1C	578	489	322	409
FEN1	2140	2063	1799	1997
FER	592	527	405	525
FER1L5	39	50	26	21
FERMT1	57	48	40	48
FERMT2	1134	1073	914	1158
FEZ1	66	60	58	54
FEZ2	470	483	349	405
FGD1	417	351	177	261
FGD4	106	107	100	107
FGD6	251	203	194	202
FGF2	81	68	44	50
FGF9	14	22	11	10
FGFR1	581	453	382	533
FGFR1OP	1076	1000	632	894
FGFR1OP2	555	523	430	558
FGFR2	546	449	337	450
FGFR3	638	545	450	563
FGFR4	221	171	145	183
FGFRL1	196	173	134	157
FGGY	117	106	58	87
FH	2190	1934	1774	2296
FHAD1	49	41	29	45
FHDC1	24	29	17	23
FHIT	47	49	29	39
FHL1	811	747	584	752
FHL2	146	148	121	147
FHL3	47	39	25	34
FHOD1	637	599	341	497
FHOD3	205	208	139	160
FIBP	797	744	678	790
FICD	72	66	42	70
FIG4	601	588	507	573
FIGN	219	174	97	112
FIGNL1	1829	1630	1443	1821
FILIP1L	466	446	268	292
FIP1L1	594	532	625	734
FIS1	669	649	445	589
FITM2	108	87	60	57
FIZ1	20	24	16	20
FJX1	135	104	77	97
FKBP10	1058	982	857	1063
FKBP11	97	76	50	54
FKBP14	350	319	200	286
FKBP15	1093	908	735	966
FKBP1A	101	96	44	75
FKBP1B	33	28	23	22
FKBP3	1783	1805	1301	1682
FKBP4	6809	6262	5284	6322
FKBP5	591	605	346	515
FKBP7	174	140	119	140
FKBP8	1506	1499	996	1230
FKBP9	220	201	140	178
FKBPL	323	254	251	276
FKRP	120	103	79	95
FKTN	456	422	291	405
FLAD1	1196	1079	930	1150
FLCN	758	615	519	663
FLII	5389	4836	4282	5364
FLNA	11470	9636	7256	9822
FLNB	5470	4887	3589	4775
FLNC	1110	911	622	784
FLOT1	544	537	392	498
FLOT2	453	396	243	314
FLRT3	127	94	121	156
FLT1	146	122	106	123
FLT4	479	442	369	465
FLVCR1	607	520	429	512
FLVCR2	34	10	20	18
FLYWCH1	474	462	261	303
FLYWCH2	220	238	174	232
FMC1	131	159	115	123
FMN2	232	226	97	141
FMNL2	1052	974	710	863
FMNL3	189	178	108	142
FMO3	30	34	13	22
FMO4	43	53	31	48
FMO5	22	21	13	24
FMR1	2082	2055	1211	1711
FN1	635	546	357	514
FN3KRP	311	314	256	252
FNBP1	449	381	235	333
FNBP1L	464	444	378	449
FNBP4	2169	1940	1350	1725
FNDC1	53	30	22	23
FNDC3A	2369	2035	1709	2115
FNDC3B	534	484	376	480
FNDC4	32	40	41	31
FNDC8	32	37	24	28
FNIP1	1240	1090	857	1008
FNIP2	811	652	503	564
FNTA	663	674	455	606
FNTB	27	14	14	27
FOCAD	3172	2763	2450	2967
FOPNL	450	452	259	371
FOSL2	10	17	17	17
FOXA1	64	42	41	47
FOXB1	26	24	21	34
FOXC1	672	635	471	638
FOXD1	123	121	86	111
FOXD3	41	42	29	29
FOXF2	86	76	61	85
FOXG1	106	76	81	126
FOXI3	17	20	10	14
FOXJ2	89	59	52	59
FOXJ3	476	386	319	379
FOXK1	296	217	179	257
FOXK2	1071	898	746	960
FOXM1	1481	1160	931	1200
FOXN2	306	260	222	271
FOXN3	216	212	152	186
FOXO1	294	219	138	184
FOXO3	174	165	98	158
FOXO4	82	81	89	83
FOXP2	237	178	181	236
FOXP4	153	118	60	57
FOXRED1	553	491	416	496
FOXRED2	1698	1413	818	1090
FP565260.1	108	85	90	131
FPGS	549	498	401	444
FPGT	424	377	380	518
FRA10AC1	481	488	319	423
FRAS1	1264	1039	612	875
FRAT2	55	65	31	37
FREM2	1081	900	710	941
FRG1	274	329	244	262
FRK	33	28	17	27
FRMD3	25	29	19	25
FRMD4A	138	128	105	106
FRMD4B	85	63	66	76
FRMD5	115	121	74	93
FRMD6	305	252	293	329
FRMD8	176	169	97	125
FRMPD1	15	22	13	18
FRMPD3	30	37	14	22
FRRS1	387	309	286	330
FRRS1L	31	19	17	16
FRS2	445	365	318	443
FRS3	28	33	20	30
FRY	160	153	104	151
FRYL	1521	1402	1178	1353
FSCN1	186	157	109	166
FSD1	287	274	199	256
FSD1L	205	170	89	128
FSD2	15	25	18	14
FSIP1	26	21	25	17
FSIP2	758	754	423	656
FSTL1	572	509	417	546
FTH1	819	804	454	667
FTL	2135	1602	1949	2461
FTO	1012	955	653	834
FTSJ1	499	454	426	509
FTSJ3	3090	3024	2412	3021
FUBP1	5344	4627	4427	5582
FUBP3	986	907	841	1195
FUCA1	339	371	336	377
FUCA2	1539	1412	1224	1494
FUK	203	174	162	160
FUNDC1	217	248	142	215
FUNDC2	439	423	346	456
FUOM	139	144	88	137
FURIN	429	381	269	315
FUS	2923	2316	1220	1797
FUT10	261	205	199	207
FUT11	151	171	88	130
FUT4	45	23	16	34
FUT8	596	506	397	479
FUZ	389	339	337	402
FXN	350	321	250	295
FXR1	2201	2218	1559	2085
FXR2	1113	1097	892	1118
FXYD5	76	60	96	108
FYCO1	956	793	485	523
FYN	1095	1066	848	1064
FYTTD1	541	467	434	510
FZD1	84	72	60	71
FZD2	63	48	42	51
FZD3	446	406	331	405
FZD4	111	78	79	65
FZD5	77	67	59	82
FZD6	820	707	648	767
FZD7	121	110	81	124
FZD8	89	107	51	103
FZD9	80	66	64	68
FZR1	418	365	279	373
G2E3	1414	1262	941	1207
G3BP1	6887	6430	5254	6316
G3BP2	3412	3516	2610	3289
G6PC3	264	228	196	231
G6PD	594	518	389	501
GAA	748	629	467	610
GAB1	215	188	170	224
GAB2	53	30	37	41
GABARAP	475	422	338	415
GABARAPL1	73	79	46	53
GABARAPL2	612	595	426	544
GABBR1	212	158	71	92
GABBR2	39	39	25	34
GABPA	440	412	343	440
GABPB1	558	459	368	496
GABPB2	250	226	148	219
GABRB3	235	199	189	248
GAD1	189	133	93	132
GADD45A	65	83	56	87
GADD45B	54	47	73	72
GADD45GIP1	883	965	733	910
GAK	1138	997	814	1097
GAL	256	210	225	319
GALC	66	44	36	49
GALE	252	228	222	242
GALK1	305	298	282	312
GALK2	336	295	195	287
GALM	292	247	179	279
GALNS	147	151	124	137
GALNT1	1130	1030	833	1077
GALNT10	120	129	127	127
GALNT11	736	696	494	686
GALNT12	90	85	70	87
GALNT13	886	842	448	702
GALNT16	90	78	55	69
GALNT18	281	226	233	279
GALNT2	1197	1107	712	906
GALNT3	71	46	23	35
GALNT5	16	16	14	14
GALNT6	84	69	42	47
GALNT7	724	646	480	597
GALT	213	189	170	196
GAMT	130	137	142	164
GAN	631	615	352	431
GANAB	6693	5916	3967	5037
GANC	197	163	124	141
GAPDH	25435	21677	22535	27592
GAPDHS	233	201	144	198
GAPVD1	4045	3623	2862	3495
GAR1	301	317	232	291
GAREM1	140	123	82	126
GAREM2	80	69	55	88
GARNL3	312	280	188	234
GARS	5200	5058	3527	4617
GART	6541	6250	4942	6002
GAS1	103	90	40	80
GAS2L1	27	13	16	19
GAS2L3	333	289	280	329
GAS6	87	80	74	77
GAS7	21	13	16	16
GAS8	308	313	163	222
GASK1A	106	103	76	93
GATA2	121	95	85	105
GATA4	66	62	44	63
GATA6	187	126	110	110
GATAD1	244	207	172	228
GATAD2A	1194	1135	897	1184
GATAD2B	523	451	199	304
GATB	662	573	502	631
GATD1	393	307	227	278
GBA	382	270	296	406
GBA2	1379	1252	1057	1340
GBE1	1019	848	787	894
GBF1	2715	2205	1553	2081
GBX2	34	38	13	21
GCA	244	252	234	237
GCAT	477	361	392	495
GCC1	526	519	400	521
GCC2	1883	1770	948	1452
GCDH	537	468	406	504
GCFC2	1448	1356	1206	1474
GCH1	121	131	103	148
GCHFR	54	45	49	49
GCLC	807	742	622	781
GCLM	661	611	467	577
GCN1	7549	6811	4401	5846
GCNA	88	62	48	64
GCNT1	138	118	69	103
GCNT7	62	38	26	32
GCSAM	29	18	17	27
GDAP1	375	360	252	314
GDAP2	685	596	497	647
GDE1	878	744	690	873
GDF11	82	81	62	94
GDF7	18	18	14	17
GDI1	1107	1025	918	1173
GDI2	4275	4040	3502	4289
GDPD1	131	107	81	110
GDPD3	22	22	19	18
GDPD5	52	22	27	32
GDPGP1	32	34	30	46
GEMIN2	646	585	414	515
GEMIN4	2387	2104	1658	2214
GEMIN5	3691	3351	2444	3150
GEMIN6	640	562	473	598
GEMIN7	214	193	163	179
GEMIN8	115	95	108	97
GEN1	1173	1058	792	966
GET4	431	413	291	357
GFER	141	140	98	126
GFI1	53	52	40	43
GFM1	2439	2285	1847	2345
GFM2	1735	1509	1263	1533
GFOD1	84	117	79	111
GFOD2	212	217	146	193
GFPT1	1179	1152	754	951
GFPT2	210	182	134	197
GFRA1	24	21	16	24
GGA1	654	591	451	635
GGA2	1453	1418	1035	1415
GGA3	431	351	248	346
GGCT	381	338	255	347
GGCX	763	668	522	646
GGH	753	747	567	713
GGNBP2	1189	1043	718	905
GGPS1	996	891	730	952
GGT7	235	216	174	246
GHDC	199	162	131	165
GHITM	3661	3420	2951	3755
GHR	28	21	24	32
GHRL	40	33	18	23
GID4	207	197	117	136
GID8	528	535	422	506
GIGYF1	932	808	510	599
GIGYF2	2888	2657	2095	2669
GIN1	159	124	123	175
GINM1	656	617	415	544
GINS1	498	529	336	459
GINS2	1234	1227	901	1107
GINS3	392	336	319	387
GINS4	459	466	379	524
GIPC1	603	531	533	631
GIT1	328	304	202	264
GIT2	625	553	397	506
GJA1	427	376	354	464
GJC1	385	406	231	332
GK	83	85	61	89
GK5	447	450	241	308
GKAP1	164	185	98	114
GLA	4120	3552	3687	4409
GLB1	1216	1038	980	1221
GLB1L	108	74	76	73
GLB1L2	404	369	317	428
GLB1L3	46	27	23	27
GLCCI1	177	146	142	152
GLCE	476	380	350	445
GLDC	444	385	317	400
GLE1	1288	1171	977	1158
GLG1	2400	2211	1472	1833
GLI2	53	48	33	46
GLI3	334	266	155	223
GLI4	78	50	47	64
GLIPR1	236	230	190	226
GLIPR2	41	40	31	33
GLIS2	35	18	16	18
GLMN	1410	1325	931	1236
GLMP	430	350	427	457
GLO1	5074	4855	3759	4494
GLOD4	1124	1094	808	931
GLRA1	18	17	14	23
GLRA2	24	25	16	16
GLRB	116	120	107	116
GLRX	28	26	17	42
GLRX2	343	283	240	320
GLRX3	2101	2070	1549	1937
GLRX5	293	292	187	261
GLS	1762	1695	1116	1427
GLS2	221	173	107	147
GLT8D1	841	826	707	912
GLT8D2	52	53	43	66
GLTP	239	208	142	208
GLUD1	1404	1254	1037	1233
GLUL	5074	4964	4176	5154
GLYCTK	130	124	95	106
GLYR1	1547	1429	947	1224
GM2A	215	196	140	199
GMCL1	517	481	319	460
GMDS	479	425	314	379
GMEB1	544	530	360	438
GMEB2	229	200	179	216
GMFB	553	557	367	496
GMIP	95	63	38	49
GMNN	2124	2036	1444	1834
GMPPA	540	441	448	550
GMPPB	605	588	449	545
GMPR	25	19	16	32
GMPR2	937	928	720	819
GMPS	3453	3167	2424	2968
GNA11	503	456	405	480
GNA12	211	184	126	161
GNA13	613	564	397	498
GNAI1	370	347	256	312
GNAI2	553	518	459	555
GNAI3	1710	1689	1570	1854
GNAL	149	172	105	133
GNAQ	273	246	198	282
GNAS	7603	6715	4501	5763
GNAT2	67	55	43	46
GNAZ	149	133	139	159
GNB1	1718	1604	1337	1600
GNB1L	218	175	185	189
GNB2	1028	858	750	1027
GNB3	47	45	31	30
GNB4	593	515	421	546
GNB5	149	149	82	126
GNE	927	911	652	841
GNG11	19	12	13	20
GNG12	171	128	95	165
GNG4	39	34	30	42
GNG5	142	155	128	172
GNL1	803	752	611	755
GNL2	4289	3917	3280	3994
GNL3	10693	10213	7830	9949
GNL3L	1997	1835	939	1272
GNPAT	2460	2154	1780	2205
GNPDA1	659	552	542	682
GNPDA2	184	163	128	140
GNPNAT1	617	572	423	508
GNPTAB	1208	1081	815	1076
GNPTG	224	206	147	170
GNRHR	36	34	14	22
GNS	1206	1018	783	971
GOLGA1	437	355	232	307
GOLGA2	564	506	348	498
GOLGA3	1731	1635	1122	1470
GOLGA4	5814	5728	3400	5209
GOLGA5	874	772	716	861
GOLGA6L9	25	14	10	17
GOLGA7	302	265	225	333
GOLGB1	5870	5711	3693	5320
GOLIM4	1417	1327	1035	1427
GOLM1	1279	1372	989	1390
GOLPH3	565	476	372	503
GOLPH3L	346	300	233	321
GOLT1B	227	202	169	179
GON4L	2067	1857	1238	1580
GON7	107	100	59	64
GOPC	691	639	441	573
GORAB	178	147	129	167
GORASP1	360	287	291	377
GORASP2	745	614	705	952
GOSR1	343	341	234	316
GOT1	976	847	793	960
GOT2	2451	2077	1761	2073
GP1BA	56	53	17	26
GPAA1	814	714	595	711
GPALPP1	773	682	586	680
GPAM	1070	993	815	1024
GPANK1	170	164	125	147
GPAT2	43	28	33	32
GPAT3	110	77	92	104
GPAT4	1031	941	732	947
GPATCH1	420	401	278	351
GPATCH11	283	283	206	222
GPATCH2	887	802	593	727
GPATCH2L	751	735	480	571
GPATCH3	322	340	224	282
GPATCH4	1841	1708	1474	1891
GPATCH8	1703	1309	709	958
GPBP1	1944	1838	1509	1853
GPBP1L1	1322	1225	969	1184
GPC1	137	116	83	96
GPC2	28	27	11	20
GPC3	654	588	341	493
GPC4	285	285	99	159
GPC5	29	30	17	27
GPC6	213	207	136	192
GPCPD1	573	528	388	485
GPD1L	402	373	283	366
GPD2	1041	1050	643	789
GPER1	49	35	12	17
GPHN	661	648	395	550
GPI	4990	4156	3759	5140
GPKOW	680	562	451	537
GPLD1	151	146	121	132
GPM6A	55	40	29	34
GPM6B	190	139	118	146
GPN1	739	695	609	702
GPN2	370	323	280	346
GPN3	798	806	614	742
GPR107	578	454	427	555
GPR108	270	246	221	299
GPR135	49	44	17	21
GPR137	159	131	98	100
GPR137B	161	124	106	121
GPR137C	89	81	42	62
GPR153	31	37	19	21
GPR155	146	155	115	144
GPR156	34	35	18	31
GPR157	31	43	22	30
GPR160	185	173	171	239
GPR161	152	140	126	153
GPR162	37	35	14	14
GPR171	58	66	23	46
GPR176	85	57	60	70
GPR18	88	83	39	42
GPR180	499	436	446	521
GPR183	79	79	52	44
GPR21	36	32	26	26
GPR22	102	119	44	68
GPR27	81	64	34	49
GPR34	41	23	13	20
GPR37	15	14	14	14
GPR39	68	57	31	55
GPR52	50	35	24	33
GPR63	107	92	68	111
GPR75	129	65	68	63
GPR75-ASB3	27	14	23	15
GPR82	41	31	10	11
GPR87	21	27	18	15
GPRASP1	286	261	131	204
GPRASP2	1478	1302	984	1220
GPRC5B	49	36	39	50
GPRC5C	33	29	31	48
GPRIN1	722	696	467	593
GPRIN3	109	100	84	107
GPS1	1784	1493	1312	1645
GPS2	528	437	517	645
GPSM1	222	171	130	193
GPSM2	936	917	682	840
GPT	79	64	37	52
GPT2	552	534	415	473
GPX1	1269	1157	987	1210
GPX3	131	98	54	70
GPX4	2293	2173	1714	2189
GPX8	324	294	223	319
GRAMD1A	513	460	314	379
GRAMD1B	73	84	32	67
GRAMD1C	78	86	54	70
GRAMD4	229	235	163	205
GRB10	897	807	575	709
GRB14	219	178	128	165
GRB2	771	750	602	716
GREB1	205	160	110	161
GREB1L	1030	876	622	862
GRHL1	94	80	83	92
GRHPR	1127	998	767	978
GRIA1	43	72	35	33
GRID1	186	111	106	135
GRID2	21	21	11	13
GRIK1	46	19	16	25
GRIK4	20	15	12	12
GRIN2D	39	32	18	22
GRINA	546	390	321	434
GRIP1	186	160	121	176
GRIP2	31	20	21	34
GRIPAP1	772	724	474	663
GRK2	793	770	568	759
GRK3	601	548	445	560
GRK4	64	70	43	48
GRK5	115	98	91	132
GRK6	1627	1538	1161	1427
GRN	1080	997	668	895
GRPEL1	1168	1127	1045	1241
GRPEL2	402	441	285	354
GRSF1	2928	2793	2040	2494
GRTP1	109	97	68	79
GRWD1	1595	1478	1153	1389
GSC	27	31	12	22
GSDMB	36	23	14	29
GSDME	91	57	45	55
GSE1	593	499	238	311
GSK3A	283	254	212	284
GSK3B	857	781	513	705
GSKIP	181	157	136	198
GSN	150	131	102	155
GSPT1	4488	4516	2709	3509
GSR	1493	1448	1029	1368
GSS	994	959	762	964
GSTA4	439	425	270	358
GSTCD	914	760	662	820
GSTK1	550	521	402	479
GSTM2	157	125	106	148
GSTM3	774	756	594	716
GSTM4	22	18	16	13
GSTO1	1399	1358	1148	1291
GSTO2	20	10	14	14
GSTP1	5247	4365	4147	4805
GSTZ1	202	193	200	242
GTDC1	130	101	110	133
GTF2A1	481	471	387	526
GTF2A2	372	348	286	441
GTF2B	773	762	693	832
GTF2E1	306	270	181	244
GTF2E2	477	471	386	482
GTF2F1	1420	1340	1178	1504
GTF2F2	706	709	585	678
GTF2H1	1067	942	847	997
GTF2H2	190	154	131	143
GTF2H2C	145	163	100	137
GTF2H3	892	815	704	797
GTF2H4	318	227	208	248
GTF2H5	360	327	271	320
GTF2I	2502	2535	1487	2087
GTF2IRD1	369	331	258	333
GTF3A	2102	1861	1738	2140
GTF3C1	6788	6168	4405	5967
GTF3C2	1638	1329	1245	1534
GTF3C3	2256	2109	1735	2133
GTF3C4	1974	1683	1200	1465
GTF3C5	1478	1298	1140	1544
GTF3C6	1268	1315	887	1137
GTPBP1	1351	1100	811	1051
GTPBP10	581	620	389	527
GTPBP2	594	548	424	501
GTPBP3	964	875	634	778
GTPBP4	3770	3753	2936	3646
GTPBP6	745	621	564	689
GTPBP8	557	598	415	589
GTSE1	914	757	540	658
GUCD1	418	364	371	419
GUCY1A1	231	210	174	247
GUCY1A2	43	46	37	39
GUCY1B1	212	193	181	153
GUF1	1185	1151	793	1016
GUK1	1634	1480	1257	1511
GULP1	139	134	129	154
GUSB	769	747	588	714
GVQW2	21	18	14	18
GVQW3	46	37	42	42
GXYLT1	349	341	227	312
GXYLT2	426	371	256	351
GYG1	469	411	406	495
GYG2	165	143	118	151
GYPC	48	45	45	52
GYS1	965	715	536	743
GZF1	413	412	345	438
H1F0	372	317	304	474
H1FX	691	667	451	657
H2AFJ	47	47	31	40
H2AFV	587	484	404	531
H2AFX	1020	781	953	1040
H2AFY	3809	3555	2692	3198
H2AFY2	1184	1133	832	1115
H2AFZ	6920	6599	5334	6786
H3F3A	16	24	29	33
H3F3B	2255	2368	1759	2263
H6PD	175	142	98	131
HAAO	15	14	11	10
HABP4	290	253	173	227
HACD1	135	123	97	125
HACD2	289	257	242	322
HACD3	2591	2172	2171	2617
HACD4	19	20	19	22
HACE1	769	796	495	591
HACL1	1226	1065	806	960
HADH	984	841	603	765
HADHA	3354	3202	2451	3058
HADHB	1749	1546	1409	1622
HAGH	450	380	295	407
HAGHL	27	25	26	38
HAL	33	26	18	29
HAND1	18	15	12	14
HAP1	35	33	18	32
HAPLN3	87	74	58	66
HARBI1	58	50	54	63
HARS	1989	1918	1341	1729
HARS2	678	601	468	576
HAS3	48	37	23	18
HASPIN	826	641	579	715
HAT1	2661	2604	2068	2601
HAUS1	737	712	564	801
HAUS2	290	309	237	260
HAUS3	1305	1263	830	1149
HAUS4	308	271	236	257
HAUS5	527	461	364	511
HAUS6	1950	1729	1464	1779
HAUS7	909	837	666	796
HAUS8	343	355	225	315
HAX1	1892	1728	1687	2009
HBEGF	16	10	15	24
HBP1	333	276	242	285
HBQ1	40	22	17	13
HBS1L	3759	3528	2878	3769
HCCS	634	580	478	645
HCFC1	4046	2946	1600	2123
HCFC1R1	43	33	32	41
HCFC2	395	354	274	323
HCLS1	62	60	57	41
HCN2	83	48	34	55
HCN3	78	56	37	68
HDAC1	4410	3904	3697	4884
HDAC10	193	158	117	139
HDAC11	68	50	47	49
HDAC2	6329	6025	4145	5226
HDAC3	1414	1277	1187	1502
HDAC4	185	128	101	116
HDAC5	503	473	432	494
HDAC6	758	636	517	677
HDAC7	138	89	92	124
HDAC9	20	31	19	19
HDDC2	1588	1507	1213	1435
HDDC3	278	242	190	225
HDGF	3849	3958	2588	3092
HDGFL2	1989	2024	1409	1857
HDGFL3	796	696	605	740
HDHD2	285	262	214	273
HDHD3	174	112	119	150
HDHD5	1108	1037	888	1093
HDLBP	12436	10785	10249	12885
HDX	281	192	170	196
HEATR1	16435	15272	11955	14706
HEATR3	1902	1693	1377	1644
HEATR5A	1666	1597	1241	1431
HEATR5B	2101	1974	1571	1881
HEATR6	1034	877	698	874
HEBP1	138	126	55	67
HEBP2	1119	1133	818	1008
HECA	323	263	188	254
HECTD1	8489	7946	6059	7668
HECTD2	326	276	187	285
HECTD3	367	326	193	265
HECTD4	2771	2333	1295	1696
HECW2	127	134	110	128
HEG1	243	191	123	161
HELB	622	557	367	453
HELLS	6641	6156	3564	4593
HELQ	648	589	419	533
HELZ	2877	2489	1645	2148
HELZ2	166	185	102	123
HEMK1	229	158	189	214
HERC1	3822	3369	2446	3134
HERC2	3510	3034	1776	2453
HERC3	490	415	282	376
HERC4	931	825	572	779
HERC5	917	904	666	809
HERC6	99	105	78	81
HERPUD1	458	389	399	520
HERPUD2	234	179	163	203
HES1	293	252	250	295
HES4	705	722	381	495
HES6	91	76	56	67
HESX1	21	24	13	23
HEXA	944	801	748	893
HEXB	1400	1232	1175	1449
HEXD	224	216	164	251
HEXIM1	329	316	261	401
HEXIM2	52	56	28	37
HEY1	1574	1580	1393	1895
HEY2	57	42	34	58
HFM1	294	258	161	210
HGF	126	145	115	154
HGH1	215	203	124	151
HGS	1025	878	697	885
HGSNAT	331	275	189	249
HHAT	59	42	32	29
HHEX	63	59	38	45
HHIP	63	69	29	37
HHIPL2	19	21	10	20
HHLA3	44	47	23	28
HIBADH	489	516	372	462
HIBCH	699	658	481	630
HIC2	302	249	196	273
HID1	58	43	37	42
HIF1A	2451	2228	1825	2296
HIF1AN	453	427	298	414
HIGD1A	478	411	405	552
HIGD2A	539	408	407	537
HIKESHI	524	441	399	495
HILPDA	66	78	48	54
HINFP	305	291	219	281
HINT1	3496	2918	2822	3556
HINT2	362	316	210	234
HINT3	289	265	175	206
HIP1	502	466	283	362
HIP1R	552	550	358	444
HIPK1	1262	973	873	1116
HIPK2	471	387	201	327
HIPK3	1448	1298	1038	1246
HIRA	1959	1790	1178	1428
HIRIP3	486	478	402	516
HIST1H1C	31168	28560	27619	32846
HIST1H1D	4584	4307	3263	3946
HIST1H1E	26867	26967	18482	22261
HIST1H2AB	1706	1302	1760	2230
HIST1H2AC	5243	4778	4377	5152
HIST1H2AD	1024	633	1424	1781
HIST1H2AE	43	29	44	69
HIST1H2AG	7382	5666	7490	8440
HIST1H2AH	9881	8433	9867	12271
HIST1H2AI	3152	2784	2457	2905
HIST1H2AK	723	573	711	819
HIST1H2AL	680	499	601	745
HIST1H2AM	5254	4509	4406	5461
HIST1H2BC	5668	4354	5203	6991
HIST1H2BD	6796	5050	6582	8319
HIST1H2BF	1576	1327	1353	1751
HIST1H2BG	39	18	37	40
HIST1H2BJ	8965	6558	9540	12150
HIST1H2BK	4859	4127	4856	5752
HIST1H2BL	2112	1690	2138	2765
HIST1H2BN	986	950	784	998
HIST1H2BO	4626	4019	4557	5651
HIST1H3A	2747	2114	2919	3384
HIST1H3B	13340	12233	11289	13671
HIST1H3D	16	27	37	39
HIST1H3E	84	65	83	96
HIST1H3F	366	287	266	316
HIST1H3H	8701	7127	8016	9026
HIST1H3J	1471	1122	1420	1747
HIST1H4A	1190	1141	848	1054
HIST1H4B	10016	9315	7355	9187
HIST1H4C	10570	9903	7399	9695
HIST1H4D	5300	4887	4808	5503
HIST1H4E	5972	6017	4369	5685
HIST1H4H	3284	2687	3015	3852
HIST1H4J	131	113	129	164
HIST2H2AB	1763	1429	1459	1712
HIST2H2AC	4952	3631	5539	6916
HIST2H2BE	4146	3093	3674	5027
HIST2H2BF	3015	2821	2034	3024
HIST2H3D	1362	1102	1456	1595
HIST3H2A	1949	1610	1739	1934
HIST3H2BB	2066	1550	3012	3537
HIST4H4	1262	1006	1278	1613
HIVEP1	994	979	634	869
HIVEP2	465	407	341	427
HJURP	969	825	667	934
HK1	2004	1899	1388	1937
HK2	896	824	499	679
HKR1	280	228	159	204
HLA-A	764	760	564	700
HLA-B	633	587	481	507
HLA-C	1452	1310	1045	1249
HLA-DPA1	42	27	31	42
HLA-DQB1	68	49	46	63
HLA-E	421	426	333	436
HLA-F	127	106	79	92
HLCS	712	616	503	630
HLTF	3119	2925	2312	2958
HLX	96	79	57	75
HM13	992	795	868	992
HMBOX1	259	219	155	195
HMBS	458	453	283	397
HMCES	840	785	545	777
HMCN1	171	153	104	153
HMG20A	834	692	577	784
HMG20B	780	741	505	697
HMGA1	530	480	251	361
HMGA2	123	120	67	88
HMGB1	1197	1167	836	1189
HMGB2	5144	5512	3673	4772
