	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
GFPT2	229	222	105	58
GFRA1	134	130	59	24
GGA1	505	675	276	179
GGA2	1084	1440	664	442
GGA3	389	494	236	132
GGCT	537	767	364	239
GGCX	693	968	369	216
GGH	1495	1584	774	406
GGNBP2	887	1160	604	378
GGPS1	262	273	128	124
GGT7	161	217	88	47
GHDC	109	116	55	31
GHITM	7058	8098	3415	2312
GHR	10	9	4	3
GHRL	0	0	0	0
GID4	110	161	45	27
GID8	650	873	314	214
GIGYF1	250	299	172	70
GIGYF2	1804	2502	1144	831
GIN1	290	294	144	94
GINM1	551	550	217	159
GINS1	751	906	470	311
GINS2	812	940	446	229
GINS3	356	442	231	159
GINS4	526	681	369	240
GIPC1	1146	1470	562	379
GIT1	470	618	178	131
GIT2	757	812	323	230
GJA1	863	1009	501	270
GJC1	359	423	198	107
GK	31	41	19	13
GK5	204	231	94	76
GKAP1	170	182	84	34
GLA	2998	3507	1630	955
GLB1	546	768	382	211
GLB1L	51	56	21	16
GLB1L2	415	467	228	132
GLB1L3	27	29	16	13
GLCCI1	139	197	81	48
GLCE	235	239	108	75
GLDC	176	216	110	75
GLE1	849	965	465	305
GLG1	1751	2331	992	544
GLI2	87	106	64	33
GLI3	351	408	151	103
GLI4	57	69	28	19
GLIPR1	31	26	9	7
GLIPR2	81	63	24	15
GLIS2	18	39	9	7
GLMN	987	1110	531	368
GLMP	536	615	273	131
GLO1	9354	10762	4591	2923
GLOD4	1395	1869	835	514
GLRA1	0	0	0	0
GLRA2	0	0	0	0
GLRB	204	209	63	25
GLRX	333	350	163	95
GLRX2	243	268	135	78
GLRX3	2814	3369	1480	1028
GLRX5	493	791	281	176
GLS	758	1121	493	358
GLS2	89	85	32	24
GLT8D1	243	251	99	63
GLT8D2	109	97	42	25
GLTP	209	251	100	63
GLUD1	1271	1644	655	402
GLUL	3510	4642	2177	1407
GLYCTK	74	82	37	24
GLYR1	1309	1686	775	475
GM2A	408	511	229	84
GMCL1	115	126	68	35
GMDS	571	690	272	179
GMEB1	273	338	164	100
GMEB2	298	368	162	99
GMFB	586	703	335	195
GMIP	89	97	56	26
GMNN	2638	2917	1243	956
GMPPA	556	728	296	197
GMPPB	331	499	189	125
GMPR	306	327	140	78
GMPR2	551	624	315	176
GMPS	3321	3587	1512	941
GNA11	511	714	237	162
GNA12	123	157	73	37
GNA13	406	509	213	123
GNAI1	880	1007	424	290
GNAI2	882	1160	446	252
GNAI3	2718	3106	1355	877
GNAL	167	155	60	41
GNAQ	198	244	83	56
GNAS	15912	19124	6367	3731
GNAT2	7	9	9	1
GNAZ	71	85	19	11
GNB1	3977	5197	1830	1116
GNB1L	284	363	140	80
GNB2	2879	3527	1285	774
GNB3	6	9	0	1
GNB4	1314	1495	647	437
GNB5	285	403	147	105
GNE	744	846	357	244
GNG11	262	277	158	106
GNG12	677	774	455	321
GNG4	48	63	27	11
GNG5	653	805	549	264
GNL1	611	1002	361	241
GNL2	2902	3299	1544	997
GNL3	3316	3931	1734	1242
GNL3L	2029	2493	1196	706
GNPAT	657	746	325	188
GNPDA1	1176	1409	616	365
GNPDA2	310	300	172	100
GNPNAT1	636	643	421	233
GNPTAB	308	304	113	77
GNPTG	97	123	47	27
GNRHR	1	0	0	1
GNS	1312	1491	732	408
GOLGA1	173	258	97	70
GOLGA2	439	503	241	156
GOLGA3	867	1036	526	304
GOLGA4	888	938	388	288
GOLGA5	654	675	287	185
GOLGA6L9	0	0	1	0
GOLGA7	688	775	388	258
GOLGB1	1994	2376	1036	711
GOLIM4	702	762	325	201
GOLM1	1300	1737	701	387
GOLPH3	852	1055	502	268
GOLPH3L	429	558	254	183
GOLT1B	277	318	153	106
GON4L	452	498	291	188
GON7	168	198	113	59
GOPC	495	647	312	188
GORAB	91	133	64	33
GORASP1	251	344	151	99
GORASP2	1632	1830	751	543
GOSR1	395	443	254	158
GOT1	1644	1953	964	629
GOT2	3861	4790	2180	1353
GP1BA	3	1	0	1
GPAA1	796	1107	417	209
GPALPP1	673	724	377	253
GPAM	411	553	252	145
GPANK1	176	239	97	49
GPAT2	2	4	2	1
GPAT3	343	470	146	81
GPAT4	362	536	238	148
GPATCH1	486	617	291	190
GPATCH11	299	318	149	105
GPATCH2	334	355	162	132
GPATCH2L	349	416	219	134
GPATCH3	181	272	152	82
GPATCH4	923	1264	664	411
GPATCH8	1074	1350	666	484
GPBP1	401	397	221	145
GPBP1L1	186	236	147	87
GPC1	176	241	95	70
GPC2	18	16	12	5
GPC3	357	391	168	86
GPC4	1185	1404	518	312
GPC5	11	14	4	4
GPC6	141	179	56	39
GPCPD1	451	535	260	199
GPD1L	420	495	179	112
GPD2	883	1159	455	337
GPER1	0	0	1	1
GPHN	463	696	318	194
GPI	25538	32752	12309	7905
GPKOW	633	849	423	237
GPLD1	22	26	11	11
GPM6A	233	251	109	73
GPM6B	375	451	183	94
GPN1	661	779	380	200
GPN2	611	752	440	210
GPN3	1335	1559	746	490
GPR107	809	898	454	257
GPR108	258	310	162	77
GPR135	0	0	2	0
GPR137	67	110	33	19
GPR137B	77	102	29	21
GPR137C	38	62	28	9
GPR153	27	21	8	3
GPR155	79	74	36	12
GPR156	3	1	0	0
GPR157	59	52	22	11
GPR160	18	5	4	4
GPR161	105	144	45	30
GPR162	4	9	5	3
GPR171	0	0	0	0
GPR176	17	29	19	10
GPR18	0	1	1	0
GPR180	253	274	149	73
GPR183	2	1	0	0
GPR21	0	0	0	0
GPR22	0	0	0	0
GPR27	56	84	39	13
GPR34	0	0	0	0
GPR37	190	238	93	55
GPR39	3	10	2	2
GPR52	0	0	0	0
GPR63	53	50	45	19
GPR75	0	0	0	0
GPR75-ASB3	41	31	26	9
GPR82	0	0	0	0
GPR87	1	1	1	0
GPRASP1	2	4	4	0
GPRASP2	301	380	194	118
GPRC5B	82	108	60	28
GPRC5C	149	228	83	45
GPRIN1	284	317	142	77
GPRIN3	252	262	108	83
GPS1	2175	2841	1176	717
GPS2	513	603	271	169
GPSM1	598	707	309	169
GPSM2	364	438	186	116
GPT	0	1	1	0
GPT2	450	480	205	130
GPX1	686	1069	511	242
GPX3	253	326	135	77
GPX4	1127	1208	651	368
GPX8	241	256	110	56
GRAMD1A	1794	2113	685	417
GRAMD1B	79	96	26	41
GRAMD1C	50	42	23	16
GRAMD4	147	176	73	34
GRB10	427	464	195	130
GRB14	89	79	39	22
GRB2	1469	1863	870	475
GREB1	24	28	11	10
GREB1L	336	394	141	77
GRHL1	96	116	44	31
GRHPR	826	981	456	266
GRIA1	0	0	0	0
GRID1	131	163	60	42
GRID2	1	4	2	1
GRIK1	0	0	0	0
GRIK4	6	5	4	0
GRIN2D	8	8	3	3
GRINA	1295	1670	594	386
GRIP1	231	250	110	62
GRIP2	4	6	5	4
GRIPAP1	513	672	298	177
GRK2	358	427	127	72
GRK3	92	97	35	24
GRK4	11	7	6	2
GRK5	35	46	11	14
GRK6	567	869	332	160
GRN	1954	2791	1175	549
GRPEL1	1155	1388	663	462
GRPEL2	606	777	375	271
GRSF1	3034	3462	1492	1013
GRTP1	121	130	68	37
GRWD1	1197	1670	715	470
GSC	84	111	46	35
GSDMB	5	5	7	5
GSDME	122	127	55	34
GSE1	919	1221	575	304
GSK3A	814	1022	426	266
GSK3B	502	557	262	206
GSKIP	298	327	173	114
GSN	407	476	196	120
GSPT1	2217	2445	1016	681
GSR	3092	3676	1498	1007
GSS	944	1148	471	309
GSTA4	661	703	301	187
GSTCD	327	348	220	126
GSTK1	566	650	236	145
GSTM2	69	103	34	22
GSTM3	852	1023	437	277
GSTM4	2	0	0	0
GSTO1	3123	4067	1590	997
GSTO2	43	45	11	9
GSTP1	1327	1694	712	430
GSTZ1	221	229	114	56
GTDC1	38	40	17	11
GTF2A1	952	1289	553	385
GTF2A2	977	1031	581	373
GTF2B	1185	1512	773	525
GTF2E1	200	279	133	75
GTF2E2	920	1011	396	257
GTF2F1	1832	2445	1042	644
GTF2F2	1066	1114	488	333
GTF2H1	348	326	121	71
GTF2H2	38	34	15	10
GTF2H2C	41	46	15	22
GTF2H3	955	1061	504	367
GTF2H4	388	411	230	124
GTF2H5	409	524	212	167
GTF2I	1139	1316	597	388
GTF2IRD1	226	268	105	79
GTF3A	412	529	276	169
GTF3C1	3799	4793	2160	1380
GTF3C2	918	1135	500	343
GTF3C3	1784	1941	839	615
GTF3C4	1430	1591	813	520
GTF3C5	1660	1911	921	548
GTF3C6	337	373	162	120
GTPBP1	886	1067	470	291
GTPBP10	593	692	302	244
GTPBP2	353	429	209	109
GTPBP3	887	1205	607	360
GTPBP4	3854	4347	1919	1382
GTPBP6	382	566	248	146
GTPBP8	364	415	201	138
GTSE1	1199	1672	831	538
GUCD1	296	404	200	110
GUCY1A1	131	166	68	66
GUCY1A2	84	102	48	19
GUCY1B1	563	583	264	158
GUF1	680	735	330	237
GUK1	476	597	269	179
GULP1	191	172	66	55
GUSB	458	575	210	116
GVQW2	6	4	7	5
GVQW3	14	17	5	3
GXYLT1	475	630	315	171
GXYLT2	25	45	13	6
GYG1	719	818	316	209
GYG2	1	0	0	0
GYPC	0	1	0	0
GYS1	1098	1400	643	404
GZF1	197	228	115	72
H1F0	510	524	218	158
H1FX	2363	3312	1542	907
H2AFJ	139	155	51	34
H2AFV	1149	1338	607	389
H2AFX	3354	3922	1810	991
H2AFY	5641	7110	2981	1882
H2AFY2	793	926	337	258
H2AFZ	4196	5198	2647	1522
H3F3A	2	6	0	1
H3F3B	1439	2176	1282	673
H6PD	162	223	85	58
HAAO	31	26	13	6
HABP4	193	217	79	39
HACD1	195	252	116	70
HACD2	564	711	243	156
HACD3	4495	4951	2077	1330
HACD4	18	24	14	6
HACE1	226	221	80	61
HACL1	1315	1473	708	491
HADH	921	1136	432	303
HADHA	1802	2193	921	616
HADHB	2054	2255	1065	661
HAGH	639	858	332	220
HAGHL	56	47	27	19
HAL	4	0	0	0
HAND1	29	37	17	13
HAP1	5	14	4	5
HAPLN3	83	110	52	34
HARBI1	49	80	19	16
HARS	2157	2909	1200	792
HARS2	547	679	305	216
HAS3	29	44	21	14
HASPIN	584	696	279	188
HAT1	3651	4057	1754	1351
HAUS1	688	798	281	227
HAUS2	447	388	201	127
HAUS3	602	581	290	231
HAUS4	181	206	70	62
HAUS5	1279	1695	674	445
HAUS6	389	392	203	143
HAUS7	685	929	416	239
HAUS8	321	452	217	125
HAX1	790	1087	435	252
HBEGF	41	72	26	20
HBP1	406	392	239	173
HBQ1	0	0	0	1
HBS1L	1665	1802	589	407
HCCS	238	267	118	73
HCFC1	3382	4523	1668	1057
HCFC1R1	206	263	119	50
HCFC2	172	205	78	41
HCLS1	53	153	44	18
HCN2	184	162	119	40
HCN3	25	25	22	5
HDAC1	4473	5394	2198	1433
HDAC10	52	82	32	25
HDAC11	72	96	45	23
HDAC2	6640	7840	3132	2203
HDAC3	1015	1202	516	337
HDAC4	168	214	104	71
HDAC5	175	168	82	45
HDAC6	359	416	197	141
HDAC7	240	330	110	70
HDAC9	23	23	9	6
HDDC2	1871	2088	1148	669
HDDC3	115	126	62	41
HDGF	2469	3236	1050	721
HDGFL2	1552	2170	855	532
HDGFL3	236	263	70	62
HDHD2	438	484	241	151
HDHD3	70	112	51	26
HDHD5	754	944	412	265
HDLBP	7438	8602	3048	1925
HDX	0	0	0	0
HEATR1	3724	4257	2006	1383
HEATR3	618	757	320	204
HEATR5A	595	695	345	217
HEATR5B	864	1048	449	272
HEATR6	731	850	383	275
HEBP1	466	586	288	152
HEBP2	959	1002	350	216
HECA	266	302	85	54
HECTD1	2301	2801	1315	888
HECTD2	155	191	67	39
HECTD3	595	670	301	189
HECTD4	1189	1258	733	368
HECW2	83	103	42	15
HEG1	214	252	121	69
HELB	396	445	234	148
HELLS	4569	5259	2540	1933
HELQ	135	163	74	53
HELZ	1656	1779	1198	746
HELZ2	98	150	63	37
HEMK1	71	94	39	23
HERC1	1164	1337	757	498
HERC2	1012	1231	636	370
HERC3	333	353	157	122
HERC4	729	729	361	225
HERC5	937	1095	549	310
HERC6	238	271	126	84
HERPUD1	436	505	259	161
HERPUD2	246	233	106	57
HES1	972	1427	832	533
HES4	669	871	401	234
HES6	118	168	82	38
HESX1	5	0	1	1
HEXA	453	450	170	106
HEXB	1010	1107	434	307
HEXD	51	70	41	16
HEXIM1	481	918	393	275
HEXIM2	45	66	40	26
HEY1	307	414	300	156
HEY2	190	274	127	59
HFM1	34	28	16	12
HGF	18	20	14	8
HGH1	226	378	127	83
HGS	1002	1322	585	366
HGSNAT	199	271	109	71
HHAT	50	54	30	19
HHEX	128	209	76	44
HHIP	57	58	28	19
HHIPL2	1	5	2	0
HHLA3	127	142	69	48
HIBADH	728	897	397	230
HIBCH	725	765	354	220
HIC2	161	251	102	54
HID1	234	283	129	93
HIF1A	4174	4609	2317	1587
HIF1AN	719	931	363	238
HIGD1A	245	277	148	84
HIGD2A	568	731	323	195
HIKESHI	224	256	105	79
HILPDA	111	103	65	16
HINFP	133	173	80	69
HINT1	4607	6809	2850	1442
HINT2	225	322	143	84
HINT3	330	387	153	119
HIP1	390	424	163	107
HIP1R	483	569	227	133
HIPK1	907	1104	384	263
HIPK2	268	354	112	75
HIPK3	407	445	202	121
HIRA	485	583	221	156
HIRIP3	424	631	271	186
HIST1H1C	25029	33667	12998	8301
HIST1H1D	4225	5369	2049	1369
HIST1H1E	24669	32292	12279	7735
HIST1H2AB	3451	4310	2240	1271
HIST1H2AC	4327	6217	3044	1667
HIST1H2AD	615	868	254	161
HIST1H2AE	1740	2120	870	638
HIST1H2AG	6762	8462	4560	2319
HIST1H2AH	6049	8047	3878	1954
HIST1H2AI	1454	1987	644	487
HIST1H2AK	529	710	328	176
HIST1H2AL	69	52	32	16
HIST1H2AM	1731	2176	1126	641
HIST1H2BC	4972	6183	2923	1720
HIST1H2BD	3601	4092	2079	1206
HIST1H2BF	1099	1461	866	512
HIST1H2BG	735	841	359	241
HIST1H2BJ	6939	8583	4874	2480
HIST1H2BK	1471	1828	1007	498
HIST1H2BL	999	1624	599	348
HIST1H2BN	467	664	349	193
HIST1H2BO	1430	1659	909	474
HIST1H3A	1945	2532	1347	747
HIST1H3B	18905	23209	11056	6456
HIST1H3D	3569	4335	2149	1168
HIST1H3E	101	102	59	34
HIST1H3F	1060	1232	695	365
HIST1H3H	4996	5853	2708	1704
HIST1H3J	38	29	22	7
HIST1H4A	2481	3234	1444	896
HIST1H4B	7264	9831	4512	2901
HIST1H4C	13148	15995	7885	4877
HIST1H4D	5883	7360	3286	1941
HIST1H4E	5629	7354	3921	1869
HIST1H4H	7784	11237	5282	3053
HIST1H4J	0	0	0	0
HIST2H2AB	1885	2734	1255	771
HIST2H2AC	2764	3432	1642	903
HIST2H2BE	2390	2249	1451	728
HIST2H2BF	236	497	225	107
HIST2H3D	919	1014	321	198
HIST3H2A	2018	2683	1297	704
HIST3H2BB	596	692	525	293
HIST4H4	1650	1994	987	588
HIVEP1	412	502	255	157
HIVEP2	261	271	114	88
HJURP	1229	1464	724	506
HK1	3303	4007	1572	983
HK2	583	827	363	217
HKR1	356	410	255	190
HLA-A	1713	2508	1047	526
HLA-B	878	1275	557	277
HLA-C	2691	3616	1586	830
HLA-DPA1	281	438	198	132
HLA-DQB1	235	270	140	97
HLA-E	430	596	259	169
HLA-F	173	201	88	59
HLCS	463	559	240	146
HLTF	3248	3404	1553	1079
HLX	87	133	64	38
HM13	2113	2711	956	553
HMBOX1	179	174	69	44
HMBS	550	631	299	155
HMCES	1629	1906	814	582
HMCN1	97	107	62	18
HMG20A	414	512	207	175
HMG20B	206	315	103	67
HMGA1	874	1222	440	241
HMGA2	483	571	239	156
HMGB1	1068	1017	580	430
HMGB2	3632	5222	2501	1650
HMGB3	436	596	391	213
HMGCL	318	330	189	119
HMGCR	2001	2431	1027	619
HMGCS1	2479	3128	1555	1010
HMGN1	947	1316	558	348
HMGN2	798	1359	961	478
HMGN3	1190	1710	851	556
HMGN4	313	387	152	94
HMGN5	377	492	217	152
HMGXB3	544	610	347	209
HMGXB4	457	491	279	201
HMMR	1882	1971	1038	671
HMOX1	324	380	197	145
HMOX2	575	730	334	215
HMX1	133	229	86	37
HNRNPA0	3582	4730	1985	1244
HNRNPA1	749	1200	468	274
HNRNPA1L2	15	15	9	4
HNRNPA2B1	30885	41565	17904	12558
HNRNPA3	11	22	5	9
HNRNPAB	6520	9111	3879	2454
HNRNPC	3067	3943	2290	1292
HNRNPD	6919	9865	3869	2701
HNRNPDL	5819	7265	3131	2268
HNRNPF	6712	9445	3811	2466
HNRNPH1	9026	12658	5455	3530
HNRNPH2	1826	2282	1214	842
HNRNPH3	3459	4772	1908	1159
HNRNPK	5780	8055	3865	2233
HNRNPL	4929	7040	3205	1859
HNRNPLL	929	1110	404	273
HNRNPM	10960	16111	7009	4243
HNRNPR	7551	9143	4260	2954
HNRNPU	22664	30197	13509	9349
HNRNPUL1	4772	5593	2491	1682
HNRNPUL2	110	153	65	37
HOMER1	326	307	143	84
HOMER2	81	91	39	18
HOMER3	68	56	35	20
HOMEZ	206	255	147	89
HOOK1	955	972	396	314
HOOK2	162	209	115	72
HOOK3	1065	1129	512	347
HOXA1	130	196	101	65
HOXA10	713	906	473	301
HOXA11	531	617	364	234
HOXA13	651	889	352	224
HOXA2	14	13	18	4
HOXA3	52	77	47	26
HOXA4	57	50	29	17
HOXA5	426	580	300	186
HOXA6	47	92	83	48
HOXA7	57	94	48	28
HOXA9	638	940	534	256
HOXB13	86	124	58	34
HOXB2	162	229	180	114
HOXB3	44	63	35	28
HOXB4	54	58	47	27
HOXB5	122	209	123	78
HOXB6	354	451	262	170
HOXB7	142	218	125	79
HOXB8	69	94	54	31
HOXB9	821	1019	587	347
HOXC10	130	184	77	45
HOXC11	349	348	217	132
HOXC13	232	309	156	102
HOXC4	104	119	66	44
HOXC6	100	145	89	54
HOXC8	95	162	80	58
HOXC9	393	536	282	167
HOXD10	83	74	50	37
HOXD11	407	455	286	172
HOXD13	416	501	220	135
HOXD3	40	54	26	12
HOXD4	3	5	2	3
HOXD8	51	66	27	21
HOXD9	21	15	9	2
HP1BP3	2065	2469	1210	869
HPCAL1	131	176	42	30
HPF1	409	469	212	144
HPGD	113	137	54	37
HPRT1	3779	4243	1777	1169
HPS1	190	253	104	53
HPS3	505	492	230	151
HPS4	199	195	114	56
HPS5	304	327	162	112
HPS6	482	678	308	193
HPSE	128	115	59	27
HRAS	264	381	152	106
HRASLS	48	47	40	20
HS1BP3	243	281	122	71
HS2ST1	149	162	71	62
HS3ST3A1	36	37	24	13
HS3ST3B1	28	45	17	16
HS6ST1	18	33	16	11
HS6ST2	719	1050	539	275
HS6ST3	28	41	10	12
HSBP1	1076	1486	665	387
HSBP1L1	105	88	55	24
HSCB	337	443	202	130
HSD17B1	82	119	63	27
HSD17B10	2641	3343	1293	746
HSD17B11	338	400	157	120
HSD17B12	1826	2091	861	588
HSD17B4	3739	4333	1818	1206
HSD17B6	45	49	20	9
HSD17B7	77	99	63	36
HSD17B8	69	66	28	16
HSD3B7	4	9	4	2
HSDL1	440	451	216	133
HSDL2	929	1079	417	270
HSF1	430	494	172	99
HSF2	1054	1119	482	321
HSF2BP	1	2	8	1
HSF4	5	1	2	1
HSP90AA1	26618	34528	15510	10803
HSP90AB1	14261	21853	7825	5270
HSP90B1	10673	14520	5593	3214
HSPA12A	262	302	125	85
HSPA13	773	904	433	257
HSPA14	1056	1153	445	297
HSPA1B	894	1804	410	265
HSPA2	126	127	44	26
HSPA4	12611	14137	6137	4208
HSPA4L	2243	2487	1145	804
HSPA5	6112	7836	3806	2155
HSPA8	22161	33120	10536	6984
HSPA9	11241	14147	6389	3959
HSPB1	223	382	186	110
HSPB11	1018	1360	635	399
HSPBAP1	92	135	55	33
HSPBP1	888	1329	586	294
HSPD1	5975	7616	3247	2041
HSPE1	9	16	7	5
HSPG2	510	625	287	134
HSPH1	5585	7162	3011	2063
HTATIP2	530	649	279	173
HTATSF1	1967	2509	867	540
HTD2	104	101	66	47
HTR2B	0	0	0	0
HTRA1	64	73	23	8
HTRA2	471	556	224	131
HTRA3	2	0	0	0
HTT	1431	1717	712	396
HUNK	127	156	77	44
HUS1	377	505	225	120
HUWE1	9343	10707	5243	3340
HYAL2	126	213	80	46
HYAL3	37	40	26	14
HYI	206	332	151	80
HYKK	100	126	53	29
HYLS1	54	56	25	22
HYOU1	1812	2604	963	522
HYPK	1486	2057	925	594
IAH1	451	497	214	108
IARS	7083	6957	2449	1715
IARS2	1313	1567	828	499
IBA57	185	300	131	85
IBTK	1421	1331	722	443
ICA1	67	48	23	20
ICA1L	55	78	28	21
ICAM3	68	84	43	25
ICAM5	40	62	30	9
ICE1	619	715	341	199
ICE2	514	540	274	190
ICK	69	93	49	40
ICMT	897	1066	464	241
ID1	206	284	145	96
ID2	1161	1495	834	451
ID3	1245	1670	1061	601
ID4	909	1297	662	341
IDE	2006	2184	1056	704
IDH1	1396	1540	666	448
IDH2	532	709	295	163
IDH3A	1366	1719	613	450
IDH3B	3625	4224	1898	1138
IDH3G	1247	1577	651	434
IDI1	1357	1737	1007	685
IDI2	1	1	0	0
IDNK	6	8	4	3
IDS	29	19	16	12
IDUA	50	64	47	21
IER2	375	582	371	198
IER5	211	349	158	113
IER5L	48	65	27	18
IFFO1	274	350	177	98
IFI27L1	35	74	13	7
IFI27L2	293	463	198	111
IFI30	797	950	389	217
IFI35	28	34	22	11
IFIH1	233	202	119	76
IFIT1	205	191	102	68
IFIT5	1046	1173	492	370
IFNAR1	373	406	216	136
IFNGR1	637	750	308	187
IFNGR2	220	243	93	54
IFNLR1	56	86	35	22
IFRD1	516	488	648	347
IFRD2	422	597	335	186
IFT122	332	383	168	104
IFT140	289	300	123	104
IFT172	524	554	254	145
IFT20	106	143	73	46
IFT22	284	434	179	122
IFT27	337	468	195	114
IFT43	171	184	105	61
IFT46	217	319	121	93
IFT52	409	447	200	136
IFT57	675	722	293	189
IFT74	448	403	228	166
IFT80	48	48	25	25
IFT81	651	636	249	189
IFT88	327	305	115	84
IGBP1	384	470	199	149
IGDCC3	5	10	4	2
IGDCC4	29	34	16	5
IGF1R	398	527	225	126
IGF2BP1	2701	3554	1385	947
IGF2BP2	538	690	245	158
IGF2BP3	780	954	453	312
IGF2R	2449	3073	1420	758
IGFBP2	1162	1663	495	295
IGFBP5	302	360	166	79
IGFLR1	185	159	106	66
IGHMBP2	320	412	203	101
IGSF10	82	61	41	27
IGSF3	192	195	83	64
IGSF6	0	1	0	0
IGSF8	267	325	143	62
IGSF9	11	9	8	6
IGSF9B	37	45	29	6
IK	1584	2182	1059	690
IKBIP	754	1034	479	275
IKBKB	334	413	217	114
IKBKG	73	84	62	32
IKZF2	26	28	18	3
IKZF4	15	30	12	5
IKZF5	182	213	177	87
IL10RB	211	231	96	82
IL11RA	17	12	8	4
IL12A	15	17	8	6
IL12RB2	90	109	63	47
IL13RA1	429	428	194	150
IL17RA	214	298	134	73
IL17RB	99	110	38	30
IL17RC	73	73	45	19
IL17RD	45	59	28	13
IL18BP	0	2	0	0
IL18R1	33	41	15	8
IL1RAP	71	77	39	22
IL20RB	3	2	1	2
IL27RA	64	111	45	21
IL4R	43	60	26	15
IL6ST	394	513	188	117
ILDR2	71	72	51	20
ILF2	10325	13092	5907	3630
ILF3	8010	11283	4411	2877
ILK	481	594	216	156
ILKAP	797	1003	413	261
ILVBL	694	972	397	202
IMMP1L	92	105	70	20
IMMP2L	82	116	51	37
IMMT	2917	3451	1574	1020
IMP3	941	1181	590	347
IMP4	626	814	369	209
IMPA1	632	643	337	196
IMPA2	87	91	45	26
IMPACT	212	254	99	72
IMPAD1	612	814	271	174
IMPDH1	699	919	508	234
IMPDH2	4570	5238	1977	1231
IMPG2	0	0	200	39
INA	503	795	376	215
INAVA	13	13	4	3
INCA1	13	28	18	7
INCENP	1443	2144	1018	697
INF2	890	1151	499	269
ING1	109	182	86	58
ING2	80	106	37	27
ING3	556	736	398	275
ING4	325	429	228	147
ING5	187	275	121	80
INIP	114	130	78	50
INKA2	54	83	45	28
INO80	294	389	180	132
INO80C	230	294	131	68
INO80D	139	181	95	66
INO80E	687	848	405	267
INPP1	182	287	104	61
INPP4A	305	304	128	77
INPP4B	172	135	94	73
INPP5A	100	137	45	32
INPP5B	307	392	184	110
INPP5E	122	139	68	39
INPP5F	590	658	251	156
INPP5J	59	85	34	33
INPP5K	374	501	196	160
INPPL1	547	660	220	145
INSIG1	785	877	355	193
INSIG2	99	103	49	23
INSR	426	500	262	146
INSYN1	4	7	1	0
INSYN2	1	2	0	2
INTS1	1583	1997	751	407
INTS10	710	767	294	224
INTS11	1051	1334	647	391
INTS12	330	388	216	140
INTS13	1154	1189	419	275
INTS14	1099	1195	477	335
INTS2	985	1233	647	402
INTS3	1677	2177	915	562
INTS4	389	352	207	127
INTS5	486	698	307	175
INTS6	415	603	264	176
INTS6L	138	136	80	52
INTS7	1309	1490	606	433
INTS8	1150	1098	569	356
INTS9	611	725	392	248
INTU	180	209	81	47
INVS	130	119	64	32
IP6K1	511	691	303	176
IP6K2	642	810	459	318
IPMK	119	134	42	31
IPO11	1825	2002	792	525
IPO13	311	358	194	125
IPO4	1966	2727	1116	697
IPO5	7772	9441	3451	2267
IPO7	4008	4507	1842	1240
IPO8	1933	2302	1194	819
IPO9	1649	1923	948	528
IPP	333	359	174	122
IPPK	235	258	109	59
IQCA1	1	0	1	0
IQCB1	582	643	261	167
IQCC	74	85	44	68
IQCD	21	27	16	10
IQCE	88	126	53	32
IQCG	55	51	21	13
IQCH	28	14	15	9
IQCJ-SCHIP1	79	105	45	30
IQCK	48	56	31	20
IQGAP1	1630	2508	1255	725
IQGAP2	1045	1059	622	386
IQGAP3	589	800	384	231
IQSEC1	376	422	173	102
IQSEC2	101	163	62	50
IQUB	24	23	12	2
IRAK1	885	1227	434	223
IRAK1BP1	247	208	122	74
IRAK2	40	66	24	20
IRAK4	170	177	85	65
IREB2	1503	1557	759	556
IRF1	101	115	79	39
IRF2	124	139	77	55
IRF2BP1	746	998	365	251
IRF2BP2	934	1263	536	325
IRF2BPL	459	590	232	157
IRF3	327	447	205	117
IRF7	11	11	3	1
IRF8	87	123	46	28
IRF9	12	8	12	5
IRGQ	676	1072	453	248
IRS1	152	147	74	40
IRS2	356	420	226	138
IRS4	14742	18020	9505	6025
IRX3	161	266	101	57
IRX5	75	124	51	40
ISCA2	190	277	115	60
ISCU	419	662	197	119
ISG15	13	11	11	8
ISG20L2	456	542	287	158
ISL1	40	63	30	14
ISL2	201	202	115	71
ISM1	35	44	16	8
ISOC1	962	1144	421	274
ISOC2	482	606	298	170
ISPD	24	42	20	16
IST1	615	723	354	248
ISY1-RAB43	39	49	9	16
ISYNA1	3057	4150	1824	1032
ITCH	973	1009	371	263
ITFG1	369	454	205	139
ITFG2	138	190	101	57
ITGA1	171	193	113	68
ITGA2	291	372	141	79
ITGA2B	26	41	21	18
ITGA3	52	89	44	18
ITGA4	354	338	190	103
ITGA5	498	597	241	132
ITGA6	465	541	239	126
ITGA7	163	162	71	48
ITGA8	335	413	179	107
ITGA9	39	36	10	16
ITGAD	2	0	2	1
ITGAE	292	467	272	170
ITGAV	939	1045	504	262
ITGB1	4065	4412	1918	1259
ITGB1BP1	182	267	125	74
ITGB1BP2	1	1	1	0
ITGB3BP	825	856	463	319
ITGB5	180	230	81	54
ITGB7	0	0	0	0
ITIH4	2	3	2	0
ITM2B	4572	5079	2195	1213
ITM2C	1965	2324	938	480
ITPA	971	1398	608	390
ITPK1	492	651	270	160
ITPKA	33	66	20	9
ITPKB	121	171	94	45
ITPKC	220	307	132	74
ITPR1	591	687	295	190
ITPR2	930	1010	435	307
ITPR3	841	1069	396	236
