	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
SNTB1	76	75	84	67
SNTB2	318	330	300	232
SNU13	1096	885	1170	773
SNUPN	569	522	491	406
SNW1	2112	1979	2061	1368
SNX1	859	814	763	717
SNX10	79	89	86	57
SNX11	207	171	194	144
SNX12	341	341	295	183
SNX13	1319	1158	1228	901
SNX14	1217	1181	1081	789
SNX15	148	150	180	122
SNX16	95	96	75	62
SNX17	1952	1721	1591	1297
SNX18	153	152	160	114
SNX2	2153	1857	2161	1460
SNX21	76	90	68	61
SNX22	35	34	39	29
SNX24	83	76	46	56
SNX25	921	842	770	652
SNX27	791	648	654	663
SNX29	263	208	230	220
SNX3	673	688	672	435
SNX30	219	214	181	159
SNX33	66	46	61	48
SNX4	827	812	761	569
SNX5	3920	3767	3602	2923
SNX6	1656	1589	1504	1032
SNX7	528	482	441	323
SNX8	232	185	253	164
SNX9	1141	1029	982	792
SOAT1	1048	970	1234	879
SOBP	201	165	147	151
SOCS2	71	69	72	55
SOCS4	532	450	530	400
SOCS5	227	215	202	158
SOCS6	231	219	228	168
SOCS7	179	150	148	138
SOD1	5609	5394	5204	3415
SOD2	206	180	226	136
SOGA1	419	338	243	325
SON	18157	14860	12836	14252
SORBS1	62	69	49	65
SORBS3	90	63	55	80
SORCS1	49	42	32	43
SORD	308	300	270	219
SORL1	403	329	319	300
SORT1	1119	987	1046	882
SOS1	1140	1006	799	912
SOS2	753	664	619	541
SOWAHA	18	19	11	13
SOWAHC	34	40	42	25
SOX12	167	152	81	74
SOX13	70	53	47	72
SOX2	35	30	29	15
SOX4	298	250	297	199
SOX5	42	39	52	44
SOX6	56	56	51	55
SOX9	28	24	27	22
SP1	1393	1088	1521	1158
SP2	80	62	54	118
SP3	1962	1687	2180	1498
SP4	359	317	432	312
SP9	69	49	43	52
SPA17	158	160	185	134
SPACA9	37	53	65	35
SPAG1	288	271	217	186
SPAG16	331	311	244	205
SPAG17	13	11	11	15
SPAG4	45	32	38	29
SPAG5	2774	2449	2561	1930
SPAG7	463	475	447	305
SPAG8	13	10	17	14
SPAG9	4113	3695	4030	2919
SPARCL1	31	23	32	29
SPART	2335	2114	2197	1567
SPAST	667	636	574	424
SPATA1	26	16	16	24
SPATA13	42	25	24	19
SPATA17	66	43	55	42
SPATA18	62	67	55	42
SPATA2	67	67	63	71
SPATA20	267	240	270	197
SPATA24	61	64	56	51
SPATA2L	76	72	69	61
SPATA33	56	58	58	53
SPATA5	1262	1336	1118	928
SPATA5L1	421	352	356	287
SPATA6	98	90	79	83
SPATA7	209	136	169	137
SPATC1L	186	174	190	147
SPATS2	457	424	371	367
SPATS2L	481	437	484	345
SPC24	353	372	346	247
SPC25	646	644	560	424
SPCS1	884	781	1002	526
SPCS2	113	96	97	88
SPCS3	937	970	804	574
SPDL1	2485	2498	2152	1681
SPDYA	51	38	53	47
SPECC1	1359	1302	1233	1122
SPECC1L	537	461	521	403
SPEF2	107	87	92	92
SPEG	91	73	56	51
SPEN	23474	19882	14008	19579
SPG11	1727	1417	1517	1245
SPG21	765	673	616	529
SPG7	1104	1005	868	853
SPHAR	31	44	29	21
SPHK1	89	74	69	48
SPHK2	169	147	116	89
SPIDR	1089	1115	901	811
SPIN1	618	613	511	427
SPIN2B	17	11	15	15
SPIN3	65	79	69	44
SPIN4	203	193	155	186
SPINDOC	437	443	415	336
SPINK5	41	62	36	27
SPINT2	254	237	225	157
SPIRE1	590	513	526	369
SPIRE2	111	112	115	79
SPNS1	503	402	535	453
SPOCK3	33	33	28	23
SPON1	172	154	140	141
SPOP	1010	1046	989	747
SPOPL	302	263	246	204
SPOUT1	432	462	444	362
SPPL2A	517	480	396	354
SPPL2B	224	199	190	181
SPPL3	260	203	270	223
SPR	259	199	170	120
SPRED1	169	143	149	114
SPRED2	88	67	67	82
SPRTN	1570	1386	1339	1053
SPRY1	154	122	100	109
SPRY2	56	61	47	54
SPRYD3	132	121	96	71
SPRYD4	149	134	151	132
SPRYD7	204	209	199	121
SPSB1	52	39	64	51
SPSB2	49	45	37	42
SPSB3	275	258	266	220
SPSB4	23	13	20	14
SPTAN1	8225	7575	6569	6468
SPTB	260	261	186	230
SPTBN1	7534	6897	7021	5918
SPTBN2	1789	1556	1338	1293
SPTBN4	16	36	21	19
SPTLC1	906	760	865	658
SPTLC2	913	866	725	576
SPTSSA	56	62	85	43
SPTY2D1	735	602	681	650
SQLE	1983	1736	1916	1467
SQSTM1	1886	1773	1678	1306
SRA1	405	393	410	277
SRBD1	1739	1631	1622	1185
SRC	163	120	125	148
SRCAP	147	77	130	170
SRD5A1	79	85	57	57
SRD5A3	374	308	357	259
SREBF1	973	733	685	707
SREBF2	1232	955	937	970
SREK1	2067	2167	2413	1473
SREK1IP1	508	400	481	406
SRF	342	301	500	376
SRFBP1	797	780	759	562
SRGAP1	129	138	114	124
SRGAP2	443	394	368	442
SRGAP2B	53	53	31	36
SRGAP2C	69	58	60	48
SRGAP3	57	71	54	70
SRI	1235	1027	1168	862
SRM	1322	1105	1064	1152
SRP14	712	738	796	514
SRP19	540	507	576	335
SRP54	1450	1447	1535	1080
SRP68	1634	1622	1405	1453
SRP72	2770	2558	2681	2311
SRP9	80	77	63	57
SRPK1	4018	3621	3841	2842
SRPK2	906	850	795	710
SRPK3	77	65	43	46
SRPRA	1617	1349	1273	1280
SRPRB	1371	1265	1329	968
SRPX	46	27	29	21
SRR	516	434	536	455
SRRD	641	558	601	456
SRRM1	1938	1788	1428	1744
SRRM2	15460	11389	8134	16028
SRRM5	61	47	37	41
SRRT	3023	2947	3025	2492
SRSF1	2882	2974	2577	1903
SRSF10	2067	1935	2169	1510
SRSF11	5237	4722	5499	3937
SRSF12	135	107	140	83
SRSF2	3836	3787	3563	2637
SRSF3	6177	6424	5295	3785
SRSF4	2630	2655	2959	1952
SRSF5	4522	4630	4233	2985
SRSF6	2630	2636	2831	2217
SRSF7	5750	5862	5472	3801
SRSF8	192	160	193	144
SRSF9	3741	3837	3255	2502
SRXN1	52	62	50	36
SS18	550	438	715	466
SS18L1	108	88	88	80
SS18L2	114	126	144	65
SSB	5596	5532	5870	3998
SSBP1	2836	2742	2729	1850
SSBP2	89	66	96	72
SSBP3	93	57	82	77
SSBP4	234	195	255	157
SSH1	273	240	233	231
SSH2	408	336	309	353
SSH3	101	73	62	60
SSNA1	455	377	348	259
SSR1	1565	1501	1418	1256
SSR2	1321	1168	1456	937
SSR3	1743	1454	1630	1110
SSR4	1932	1819	1968	1351
SSRP1	10766	10058	10234	8304
SSSCA1	469	443	501	340
SSTR2	29	30	18	21
SSU72	1171	1217	1011	807
SSX2IP	1151	1122	1034	830
ST13	1045	976	988	659
ST20	46	54	32	33
ST3GAL1	49	42	27	27
ST3GAL2	156	159	150	111
ST3GAL3	136	115	105	114
ST3GAL4	189	177	186	135
ST3GAL5	88	77	58	48
ST3GAL6	145	151	139	85
ST5	164	113	114	126
ST6GAL1	72	61	63	45
ST6GALNAC2	23	27	31	31
ST6GALNAC3	67	73	78	57
ST6GALNAC4	124	114	101	80
ST6GALNAC6	102	83	135	65
ST7	435	385	410	323
ST7L	348	297	372	316
ST8SIA4	22	23	34	18
STAB2	28	28	32	30
STAC3	22	18	21	21
STAG1	2949	2833	2613	2221
STAG2	9500	9239	8823	6272
STAG3	60	46	44	42
STAM	517	505	507	421
STAM2	437	410	467	303
STAMBP	870	781	800	650
STAMBPL1	165	168	147	100
STAP2	38	25	29	21
STARD10	144	106	150	109
STARD13	156	127	141	112
STARD3	233	231	273	186
STARD3NL	583	457	598	432
STARD4	187	175	149	100
STARD5	35	40	52	36
STARD7	3509	3168	3272	2432
STARD8	19	25	36	26
STARD9	1105	936	792	855
STAT1	1023	1045	942	753
STAT2	506	403	393	378
STAT3	771	686	737	590
STAT4	30	21	22	15
STAT5B	489	438	462	419
STAT6	135	90	127	106
STAU1	1484	1337	1158	1208
STAU2	643	616	575	445
STBD1	66	54	70	36
STC2	423	347	290	244
STEAP1	76	67	86	57
STEAP2	100	84	89	52
STEAP3	286	219	271	214
STIL	1644	1329	1509	1362
STIM1	459	374	369	344
STIM2	319	275	324	253
STIMATE	21	23	13	14
STIP1	7628	6914	8372	5967
STK10	534	403	418	366
STK11	995	1023	980	742
STK11IP	286	225	255	243
STK16	245	245	266	164
STK17A	515	478	476	385
STK17B	420	395	501	361
STK19	115	124	110	71
STK24	1141	995	871	749
STK25	1785	1457	1969	1476
STK26	1129	1117	1216	858
STK3	578	480	464	396
STK32C	137	125	134	86
STK33	370	350	312	279
STK35	420	400	319	304
STK36	670	534	573	514
STK38	462	455	414	361
STK38L	598	593	532	412
STK39	610	654	541	446
STK4	923	836	807	690
STK40	395	382	376	336
STKLD1	32	31	35	36
STMN1	2561	2562	2460	1753
STMN3	76	72	94	54
STMP1	53	55	40	27
STN1	201	185	187	133
STOM	216	216	226	140
STOML1	99	79	73	45
STOML2	3275	3005	3636	2402
STON2	308	263	305	300
STOX1	231	178	208	185
STOX2	279	229	226	205
STPG1	104	89	111	91
STRADA	242	209	218	188
STRADB	387	351	376	247
STRAP	3066	2910	2577	2056
STRBP	1550	1512	1561	1164
STRIP1	1349	1129	1217	1056
STRIP2	384	329	330	264
STRN	904	845	773	625
STRN3	1258	1082	1098	801
STRN4	1294	1234	1098	967
STS	37	40	53	36
STT3A	3484	2811	4290	2747
STT3B	4413	4037	4240	3009
STUB1	1920	1810	1974	1352
STX10	433	390	363	267
STX12	678	606	594	460
STX16	88	89	71	88
STX17	338	303	249	228
STX18	402	422	338	291
STX19	39	44	36	32
STX1A	83	69	70	59
STX2	305	291	240	232
STX3	243	235	213	165
STX4	434	394	330	328
STX5	346	296	416	254
STX6	365	354	341	273
STX7	299	288	283	243
STX8	239	226	211	161
STXBP1	198	155	149	187
STXBP2	293	338	287	282
STXBP3	1239	1266	1195	841
STXBP4	611	566	494	451
STXBP5	1033	961	1039	718
STXBP5L	188	225	187	154
STXBP6	21	21	14	13
STYX	165	177	174	139
STYXL1	330	328	383	281
SUB1	2811	2974	2429	1614
SUCLA2	1137	1145	1072	771
SUCLG1	1211	1172	1300	854
SUCLG2	503	522	453	349
SUCO	1425	1282	1438	1167
SUDS3	497	422	436	297
SUFU	146	105	86	131
SUGCT	196	173	150	132
SUGP2	2604	2294	2220	2082
SUGT1	1153	1102	1094	826
SULF1	132	125	153	113
SULF2	397	388	436	401
SULT1A1	43	35	46	23
SULT4A1	66	65	41	56
SUMF1	290	284	240	182
SUMF2	937	882	855	666
SUMO1	272	279	345	219
SUMO2	936	954	790	431
SUMO3	569	573	617	412
SUN1	1174	979	1087	902
SUN2	706	598	628	507
SUOX	264	238	228	195
SUPT16H	9438	9224	9027	6929
SUPT20H	985	876	895	751
SUPT3H	180	173	125	160
SUPT4H1	475	469	459	296
SUPT5H	1696	1560	1801	1446
SUPT6H	2718	2433	2327	2269
SUPT7L	622	615	739	490
SUPV3L1	1727	1590	1623	1148
SURF1	258	237	233	188
SURF2	458	455	386	293
SURF4	1002	845	1084	734
SURF6	522	654	516	410
SUSD1	230	167	202	160
SUSD4	19	18	17	12
SUSD5	450	347	408	313
SUSD6	40	31	24	28
SUV39H1	346	332	329	271
SUV39H2	953	890	848	692
SUZ12	1273	1078	1005	938
SV2A	194	155	123	122
SVBP	99	106	112	74
SVEP1	64	68	59	48
SVIL	290	262	238	247
SVIP	216	185	237	128
SWAP70	433	416	352	319
SWI5	167	150	184	131
SWSAP1	56	54	63	41
SWT1	227	171	179	152
SYAP1	1900	1863	1868	1360
SYBU	295	253	278	202
SYCE2	39	32	20	20
SYCP2	105	118	88	88
SYCP2L	335	309	275	225
SYCP3	60	48	41	36
SYDE1	239	229	215	148
SYDE2	748	745	660	591
SYF2	604	642	547	343
SYK	333	356	299	263
SYMPK	1772	1540	1316	1453
SYN2	94	81	93	100
SYN3	18	24	12	25
SYNC	135	108	112	86
SYNCRIP	4516	4428	3825	3341
SYNE1	857	745	729	658
SYNE2	5827	5546	5164	4377
SYNE3	50	54	37	36
SYNGAP1	99	73	59	67
SYNGR1	132	99	97	80
SYNGR2	302	227	325	228
SYNJ1	606	561	455	438
SYNJ2	408	348	327	257
SYNJ2BP	49	44	44	28
SYNM	231	228	209	182
SYNRG	649	557	540	573
SYP	87	86	117	78
SYPL1	478	365	388	335
SYPL2	39	21	25	32
SYS1	37	35	54	33
SYT1	95	97	113	106
SYT14	30	28	23	17
SYT16	18	16	22	16
SYT2	25	14	18	21
SYT3	28	25	13	24
SYT7	24	32	20	32
SYTL1	35	14	16	22
SYTL2	24	19	38	21
SYTL3	16	15	31	13
SYTL4	146	136	140	122
SYTL5	83	67	72	49
SYVN1	207	178	185	194
SZRD1	327	365	340	273
SZT2	884	707	667	760
TAB1	457	394	389	371
TAB2	588	536	586	640
TAB3	240	227	246	241
TACC1	562	457	502	462
TACC2	85	91	54	80
TACC3	2528	2345	1991	2158
TACO1	594	582	573	429
TACR1	34	25	23	32
TADA1	510	457	500	325
TADA2A	331	255	354	251
TADA2B	305	286	236	206
TADA3	707	648	542	508
TAF1	1759	1566	1262	1300
TAF10	537	509	452	299
TAF11	763	714	653	444
TAF12	332	281	315	212
TAF13	295	354	278	141
TAF15	1328	1154	1149	1211
TAF1A	459	487	407	314
TAF1B	1102	1052	991	775
TAF1C	463	371	371	335
TAF1D	1393	1350	1144	955
TAF2	2776	2368	2547	1947
TAF3	389	364	341	303
TAF4	372	306	193	293
TAF4B	607	483	586	477
TAF5	747	730	703	550
TAF5L	1155	895	1203	836
TAF6	463	372	337	350
TAF6L	518	471	553	393
TAF7	1181	1108	1259	914
TAF7L	29	30	23	24
TAF8	268	208	295	224
TAF9	928	795	1146	711
TAF9B	540	490	580	356
TAGLN2	1091	1131	940	660
TALDO1	2159	2011	2035	1467
TAMM41	417	337	269	294
TANC1	1320	1080	1149	1023
TANC2	641	493	456	514
TANGO2	132	119	105	105
TANGO6	975	821	825	703
TANK	359	298	430	279
TAOK1	1611	1365	1478	1208
TAOK2	1813	1599	1570	1387
TAOK3	314	326	324	247
TAP1	176	151	178	130
TAP2	16	19	13	12
TAPBP	100	91	82	69
TAPT1	324	330	305	258
TARBP1	4302	3974	3515	3094
TARBP2	490	406	537	344
TARDBP	250	201	392	165
TARS	7973	7759	7599	5490
TARS2	1447	1211	1410	1012
TARSL2	984	956	973	712
TAS1R3	53	46	31	29
TAS2R10	16	25	28	18
TAS2R13	66	67	74	54
TAS2R14	108	81	107	96
TAS2R19	140	142	138	128
TAS2R20	99	82	115	76
TAS2R3	49	43	52	40
TAS2R30	214	202	153	122
TAS2R31	101	106	90	81
TAS2R4	48	31	34	48
TAS2R43	76	51	44	41
TAS2R46	123	124	106	69
TAS2R5	26	23	44	18
TAS2R50	67	81	65	62
TASOR	4402	3981	3852	2871
TASOR2	9402	8462	8625	6950
TASP1	467	427	341	285
TATDN1	406	409	372	238
TATDN2	254	265	240	202
TATDN3	378	319	312	230
TAX1BP1	2555	2409	2342	1733
TAX1BP3	147	157	167	135
TAZ	337	289	284	208
TBC1D1	456	418	440	314
TBC1D10A	58	51	49	42
TBC1D10B	1023	1019	805	802
TBC1D12	315	300	310	230
TBC1D13	312	267	264	247
TBC1D14	1131	982	1026	694
TBC1D15	1061	1023	963	886
TBC1D16	472	471	473	412
TBC1D17	138	118	107	104
TBC1D19	150	151	144	122
TBC1D2	36	41	32	24
TBC1D20	343	292	328	278
TBC1D22A	274	263	249	189
TBC1D22B	253	184	199	160
TBC1D23	1108	1004	1068	758
TBC1D24	112	105	102	101
TBC1D25	160	123	120	118
TBC1D2B	739	676	582	490
TBC1D30	196	157	155	131
TBC1D31	1064	971	984	710
TBC1D32	1119	1007	967	812
TBC1D4	1903	1769	1688	1320
TBC1D5	346	261	315	277
TBC1D7	548	528	482	385
TBC1D8	423	362	362	361
TBC1D8B	143	127	112	120
TBC1D9	549	544	509	456
TBC1D9B	2974	2661	2689	2247
TBCA	1082	1190	1000	680
TBCB	675	608	695	463
TBCC	283	294	266	192
TBCCD1	279	213	287	206
TBCD	1444	1299	1173	1130
TBCEL	104	83	92	82
TBCK	555	497	495	418
TBK1	1050	1042	1028	725
TBKBP1	127	97	103	72
TBL1X	556	478	417	475
TBL1XR1	984	915	1043	695
TBL2	547	489	560	436
TBL3	1012	870	851	820
TBP	283	242	340	257
TBPL1	290	256	258	201
TBRG1	437	413	411	338
TBRG4	1769	1495	1880	1308
TBX1	237	200	157	176
TBX18	240	202	257	183
TBX2	156	130	131	99
TBX20	114	87	109	77
TBX3	434	388	428	389
TC2N	312	271	294	201
TCAF1	460	384	391	304
TCAIM	553	515	559	439
TCEA1	354	379	329	265
TCEA2	129	122	97	80
TCEAL1	256	181	219	141
TCEAL4	1046	955	1254	726
TCEAL8	1026	1022	820	560
TCEAL9	690	728	677	426
TCEANC	59	52	54	55
TCEANC2	173	172	144	104
TCERG1	3541	3235	3451	2595
TCF12	603	477	608	503
TCF19	451	457	502	341
TCF20	2076	1719	1934	1699
TCF25	1527	1322	1496	1207
TCF3	710	643	629	519
TCF4	301	270	271	250
TCF7	49	44	34	43
TCF7L1	14	16	10	15
TCF7L2	188	175	144	174
TCFL5	590	536	537	427
TCHP	225	247	250	169
TCIRG1	105	76	81	61
TCOF1	6125	5653	5330	5153
TCP1	15100	15227	14116	9532
TCP11L1	414	396	295	319
TCP11L2	105	92	88	65
TCTA	46	28	49	44
TCTE3	19	21	18	15
TCTEX1D2	22	14	32	16
TCTN1	421	363	407	289
TCTN2	402	312	356	281
TCTN3	1001	840	969	694
TDG	1000	869	976	783
TDP1	934	840	846	694
TDP2	857	769	725	502
TDRD3	483	491	531	351
TDRD6	99	83	69	58
TDRD7	505	399	464	359
TDRKH	301	289	299	231
TEAD1	364	294	355	299
TEAD2	234	207	215	166
TEAD3	39	34	36	45
TEAD4	332	315	345	278
TEC	75	54	45	35
TECPR1	329	319	255	241
TECPR2	508	406	375	406
TECR	353	332	466	311
TECTA	51	43	36	47
TEDC1	337	327	235	194
TEDC2	391	307	369	292
TEF	40	41	37	52
TEFM	306	264	297	219
TELO2	1006	937	883	716
TENM1	296	220	243	199
TENM3	1224	1059	1017	967
TENM4	37	42	23	35
TENT2	742	672	671	548
TENT4A	554	490	460	413
TENT4B	539	530	547	447
TENT5A	151	125	129	100
TENT5C	39	36	51	51
TEP1	467	420	348	356
TEPSIN	154	149	153	139
TERF1	395	432	327	328
TERF2	471	382	338	328
TERF2IP	804	800	720	516
TERT	91	64	65	61
TES	589	600	526	363
TESC	56	56	42	37
TESK1	171	149	185	137
TESK2	137	123	118	96
TESMIN	39	46	41	24
TET1	1767	1500	1283	1308
TET2	966	792	851	836
TET3	475	349	295	346
TEX10	2609	2178	2615	1839
TEX14	48	45	59	70
TEX15	1194	1041	1080	855
TEX2	903	838	862	640
TEX261	75	45	118	97
TEX264	537	455	605	421
TEX30	243	227	252	150
TEX9	194	181	200	139
TFAM	2235	2215	1991	1380
TFAP2A	173	154	134	159
TFAP2C	58	36	42	37
TFAP4	257	230	279	210
TFB1M	693	624	587	450
TFB2M	534	506	460	340
TFCP2	747	541	533	587
TFCP2L1	48	42	52	32
TFDP1	1564	1475	1552	1334
TFDP2	980	834	829	689
TFE3	209	168	180	171
TFEB	15	21	24	19
TFG	1584	1303	1622	1141
TFIP11	1716	1516	1746	1319
TFPI	42	24	37	20
TFPI2	43	54	36	35
TFPT	159	177	171	119
TFRC	4391	4142	4185	3075
TGDS	436	413	408	272
TGFB1I1	21	11	14	17
TGFB2	12	20	23	16
TGFB3	34	22	35	27
TGFBR1	656	618	557	476
TGFBR2	130	98	81	84
TGFBR3	523	493	490	388
TGFBRAP1	692	590	664	549
TGIF1	92	84	116	73
TGIF2	147	128	177	129
TGIF2-RAB5IF	236	228	285	180
TGM1	36	23	31	38
TGM2	16	10	11	11
TGOLN2	779	702	591	625
TGS1	2133	1937	1796	1487
THADA	3003	2753	2508	2169
THAP1	159	156	146	107
THAP10	56	45	50	33
THAP11	316	293	274	161
THAP12	609	616	581	374
THAP2	27	23	40	24
THAP3	152	158	147	106
THAP4	998	864	931	724
THAP5	439	392	392	293
THAP6	180	177	123	106
THAP7	536	456	551	385
THAP8	17	12	14	12
THAP9	309	299	299	223
THBS3	139	111	131	115
THBS4	46	49	39	40
THEM4	167	139	164	143
THEM6	44	32	23	20
THEMIS2	71	92	84	76
THG1L	362	353	351	243
THNSL1	455	444	409	356
THOC1	1209	1141	1097	795
THOC2	7851	7459	7786	6036
THOC3	238	249	232	146
THOC5	2088	1953	1984	1691
THOC6	840	771	751	642
THOC7	1269	1224	1084	728
THOP1	1769	1727	1768	1304
THRA	153	152	121	123
THRAP3	5299	4690	5557	4598
THRB	101	80	85	77
THSD1	74	45	72	54
THSD4	46	45	43	42
THSD7A	24	14	23	16
THTPA	113	112	134	105
THUMPD1	675	649	706	528
THUMPD2	791	705	644	546
THUMPD3	1639	1662	1570	1136
THYN1	493	408	491	330
TIA1	1110	996	1106	812
TIAL1	1659	1573	1182	1357
TIAM1	1730	1440	1645	1384
TIAM2	261	216	184	227
TICRR	2930	2564	2233	2414
TIFA	93	88	72	44
TIGAR	355	393	346	304
TIGD1	256	266	215	183
TIGD2	222	244	168	158
TIGD3	23	21	22	17
TIGD4	26	23	18	12
TIGD5	231	199	157	128
TIGD6	100	93	104	91
TIGD7	115	109	96	81
TIMELESS	2529	2425	2360	2206
TIMM10	610	555	520	314
TIMM13	861	887	741	461
TIMM17A	1254	1243	1423	884
TIMM17B	752	669	700	488
TIMM21	321	333	387	249
TIMM22	506	535	359	340
TIMM23	777	741	804	550
TIMM23B	160	161	144	122
TIMM29	168	155	126	80
TIMM44	1560	1362	1452	1093
TIMM50	1585	1665	1532	1107
TIMM8A	148	155	108	99
TIMM8B	463	480	297	189
TIMM9	183	133	157	116
TIMMDC1	1398	1375	1081	878
TIMP1	436	442	481	346
TIMP2	69	53	44	59
TIMP3	79	64	98	73
TINF2	406	338	403	304
TIPARP	564	476	705	542
TIPIN	1470	1427	1296	937
TIPRL	1326	1230	1237	824
TIRAP	35	41	38	47
TJAP1	324	315	300	271
TJP1	1971	1873	1713	1589
TK1	823	765	825	614
TK2	84	81	76	60
TKFC	313	263	296	260
TKT	5976	5131	6518	4951
TLCD1	139	121	132	102
TLE1	639	588	675	557
TLE2	22	16	14	36
TLE3	1008	706	855	872
TLE4	871	731	781	756
TLK1	914	789	693	710
TLK2	621	515	542	423
TLL1	65	38	49	33
TLL2	25	21	18	16
TLN1	5876	5102	4304	4859
TLN2	622	547	505	463
TLNRD1	100	76	52	44
TLR5	17	20	16	19
TM2D1	488	446	414	323
TM2D2	276	253	284	183
TM2D3	661	575	563	411
TM6SF1	71	62	74	55
TM7SF2	189	157	193	141
TM7SF3	849	784	877	626
TM9SF2	3544	3097	3360	2334
TM9SF3	2889	3143	2757	2115
TM9SF4	1001	809	765	754
TMA16	695	709	763	529
TMA7	378	396	318	171
TMBIM1	36	26	30	31
TMBIM4	182	132	183	119
TMBIM6	2806	2437	2778	1779
TMC3	33	23	16	24
TMC4	35	21	27	23
TMC5	29	31	30	36
TMC6	82	72	84	64
TMC7	69	53	55	54
TMCC1	190	163	135	167
TMCC2	65	47	63	55
TMCC3	46	39	25	11
TMCO1	1373	1403	1274	919
TMCO3	479	375	423	270
TMCO4	95	79	72	65
TMCO6	244	208	212	185
TMED1	314	272	299	250
TMED10	1478	1504	1291	952
TMED2	1934	1814	1937	1461
TMED3	739	646	790	518
TMED4	707	642	641	462
TMED5	1110	1190	1040	851
TMED6	25	22	19	14
TMED7	177	162	203	108
TMED7-TICAM2	68	74	108	56
TMED8	452	403	335	314
TMED9	1309	1389	1141	956
TMEM101	197	182	177	114
TMEM102	54	65	57	41
TMEM104	143	97	116	110
TMEM106B	556	498	582	376
TMEM106C	1627	1407	1751	1070
TMEM107	28	29	29	16
TMEM108	49	41	42	35
TMEM109	529	484	556	422
TMEM11	262	268	298	215
TMEM110-MUSTN1	44	38	39	33
TMEM115	666	634	550	472
TMEM116	63	53	68	50
TMEM117	175	137	156	115
TMEM120A	101	81	120	100
TMEM120B	227	211	227	164
TMEM121	30	39	25	22
TMEM123	730	549	991	674
TMEM126A	384	267	349	230
TMEM126B	801	768	792	521
TMEM127	73	60	69	57
TMEM128	132	143	135	103
TMEM129	243	200	238	159
TMEM131	1510	1310	1274	1254
TMEM131L	923	819	734	671
TMEM132A	413	354	357	313
TMEM134	51	40	37	30
TMEM135	369	291	405	273
TMEM136	55	61	71	46
TMEM138	186	137	186	162
TMEM140	55	37	68	40
TMEM141	213	194	187	136
TMEM143	54	56	31	60
TMEM144	119	96	92	75
TMEM145	38	39	24	34
TMEM147	1059	938	1161	733
TMEM14A	281	234	256	159
TMEM14B	323	239	328	213
TMEM14C	374	358	349	203
TMEM150A	45	28	50	37
TMEM150C	38	27	29	26
TMEM159	32	23	30	20
TMEM160	139	128	100	68
TMEM161A	760	650	713	502
TMEM161B	451	387	453	345
TMEM164	185	151	184	134
TMEM165	855	769	844	552
TMEM167A	223	211	177	99
TMEM167B	74	71	57	42
TMEM168	533	510	524	382
TMEM170A	65	42	61	60
TMEM170B	89	95	56	47
TMEM171	16	11	17	10
TMEM175	131	111	130	121
TMEM177	402	337	376	293
TMEM178B	35	34	36	33
TMEM179B	398	374	417	308
TMEM18	464	385	391	243
TMEM181	761	640	713	554
TMEM182	30	33	25	26
TMEM183A	531	464	499	322
TMEM184B	447	316	404	395
TMEM184C	551	432	474	368
TMEM185A	130	115	106	79
TMEM185B	171	134	170	133
TMEM186	140	143	103	80
TMEM187	27	16	43	16
TMEM189	30	37	23	16
TMEM19	365	296	386	259
TMEM192	383	387	419	284
TMEM198	36	23	25	23
TMEM199	197	182	148	124
TMEM201	267	221	201	226
TMEM203	174	149	126	111
TMEM205	370	319	369	256
TMEM206	518	436	453	357
TMEM208	328	328	351	231
TMEM209	824	655	796	619
TMEM214	537	462	462	445
TMEM216	71	78	81	54
TMEM218	107	91	113	70
TMEM219	304	266	283	197
TMEM222	162	163	184	140
TMEM223	190	111	168	119
TMEM230	252	179	291	140
TMEM231	53	45	46	26
TMEM232	12	12	19	12
TMEM234	53	54	67	47
TMEM237	991	863	901	660
TMEM241	139	103	136	115
TMEM242	201	196	183	115
TMEM243	242	215	246	154
TMEM245	1118	993	1014	809
TMEM246	272	212	213	174
TMEM248	541	423	592	411
TMEM25	108	90	132	86
TMEM250	94	72	91	57
TMEM251	98	86	102	65
TMEM254	42	34	34	35
TMEM255A	17	11	11	13
TMEM256	261	194	221	151
TMEM258	519	421	682	327
TMEM259	890	781	1015	769
TMEM260	231	206	229	149
TMEM263	278	307	304	222
TMEM265	60	37	19	48
TMEM266	75	78	59	42
TMEM267	117	96	131	81
TMEM268	122	98	99	97
TMEM30A	901	801	805	567
TMEM33	1130	986	1049	755
TMEM35B	54	51	54	24
TMEM38A	35	31	38	24
TMEM38B	717	664	747	509
TMEM39A	464	332	591	422
TMEM39B	387	336	347	313
TMEM41A	148	135	145	93
TMEM41B	389	334	383	268
TMEM42	70	59	64	33
TMEM43	835	724	720	573
TMEM44	50	47	62	35
TMEM45A	113	94	101	76
TMEM47	57	48	54	46
TMEM50A	563	532	627	342
TMEM50B	237	205	211	161
TMEM51	31	38	45	27
TMEM53	27	13	14	11
TMEM54	60	35	78	42
TMEM56	64	63	51	42
TMEM59	1518	1303	1353	1015
TMEM60	127	120	99	81
TMEM62	233	207	237	155
TMEM63A	343	280	261	259
TMEM63B	328	255	325	260
TMEM63C	32	25	39	32
TMEM64	194	156	181	114
TMEM65	298	258	223	170
TMEM67	527	471	494	371
TMEM68	177	169	163	137
TMEM69	306	261	336	222
TMEM70	629	603	641	402
TMEM74	26	21	41	24
TMEM74B	41	46	37	24
