	tmisrib_a_hek	tmisrib_b_hek	untr_a_hek	untr_b_hek
INPP5J	89	196	112	69
INPP5K	328	447	216	163
INPPL1	1685	2518	1170	1062
INSIG1	905	1237	524	423
INSIG2	117	150	108	94
INSR	508	875	483	398
INTS1	2343	4252	2348	2059
INTS10	1803	2640	1277	1148
INTS12	730	1116	486	382
INTS2	1830	2651	1343	1209
INTS3	2160	3162	1837	1616
INTS4	1588	2224	1148	938
INTS5	744	1215	578	497
INTS6	1284	1805	841	814
INTS7	3466	4942	2400	2191
INTS8	3378	4819	2189	1980
INTS9	427	604	241	225
INTU	727	1159	617	597
INVS	755	1212	601	538
IP6K1	725	1108	585	526
IP6K2	1659	2179	1018	880
IPCEF1	307	416	207	175
IPMK	284	395	177	173
IPO11	3522	5023	2450	2150
IPO13	959	1420	696	629
IPO4	3913	6063	3460	3031
IPO5	18283	26356	12368	11306
IPO7	10093	15068	7658	6623
IPO8	1934	2992	1875	1785
IPO9	3623	5471	2812	2507
IPP	273	407	238	204
IPPK	386	546	257	243
IQCB1	1688	2305	1153	1121
IQCC	284	443	256	214
IQCE	305	441	199	205
IQCG	103	158	62	64
IQCH	195	320	128	102
IQCJ-SCHIP1	254	293	149	161
IQCK	67	93	49	33
IQGAP1	5443	8285	4243	3914
IQGAP2	1176	1754	910	765
IQGAP3	1633	2441	1269	1076
IQSEC1	383	762	500	398
IRAK1	4563	6027	2804	2538
IRAK1BP1	103	146	90	77
IRAK2	83	140	59	58
IRAK4	149	256	143	129
IREB2	3998	5931	3289	3208
IRF1	53	91	56	37
IRF2BP1	521	737	353	376
IRF2BP2	1178	1758	753	706
IRF2BPL	133	197	124	99
IRF3	655	971	506	434
IRF9	33	62	29	26
IRGQ	233	365	234	238
IRS1	56	122	65	41
IRS4	23842	35000	17427	15617
IRX3	51	67	42	37
IRX5	73	82	35	35
ISCA1	425	619	225	252
ISCA2	275	362	179	173
ISCU	588	791	418	385
ISG20L2	802	1183	629	476
ISL1	86	139	62	71
ISL2	118	177	90	94
ISOC1	853	1043	438	425
ISOC2	488	640	324	288
ISPD	69	112	68	60
IST1	1319	1919	917	945
ISY1-RAB43	1347	1955	960	1005
ISYNA1	915	1387	597	483
ITCH	2440	3631	1680	1521
ITFG1	1133	1727	715	598
ITFG2	277	428	272	239
ITFG3	335	524	271	244
ITGA1	300	447	207	181
ITGA2	266	399	187	175
ITGA3	45	95	42	36
ITGA4	314	457	230	234
ITGA5	291	451	234	212
ITGA6	537	791	420	372
ITGA7	115	123	64	67
ITGA8	234	333	161	157
ITGA9	44	94	29	42
ITGAE	317	489	209	209
ITGAV	1390	1934	851	795
ITGB1	3284	4629	2144	2095
ITGB1BP1	621	880	460	460
ITGB3BP	1297	1907	761	594
ITGB5	480	689	345	318
ITIH4	78	145	61	57
ITM2B	1482	2149	879	686
ITM2C	411	456	223	177
ITPA	798	1107	484	555
ITPK1	403	567	195	178
ITPKB	127	167	102	88
ITPKC	150	227	143	114
ITPR1	908	1301	691	582
ITPR2	1650	2443	1215	1073
ITPR3	866	1483	860	678
ITPRIP	56	117	70	40
ITPRIPL1	383	614	341	313
ITPRIPL2	132	163	127	115
ITSN1	1481	1951	974	890
ITSN2	1157	1649	832	802
IVD	563	898	515	427
IVNS1ABP	3152	4495	2479	2427
IWS1	2706	3569	1973	1981
JAG1	63	120	42	48
JAG2	250	364	246	199
JAGN1	551	747	252	237
JAK1	3427	4919	2461	2331
JAK2	227	319	178	191
JAKMIP1	67	92	40	49
JAM3	652	930	436	471
JARID2	1121	1647	803	698
JAZF1	57	72	33	28
JHDM1D	317	475	209	236
JKAMP	505	812	350	318
JMJD1C	2178	3237	1600	1486
JMJD4	1404	2138	952	867
JMJD6	576	779	407	404
JMJD7-PLA2G4B	143	218	113	80
JMJD8	333	454	216	180
JMY	614	980	563	481
JOSD1	455	585	231	181
JOSD2	96	113	75	38
JPH1	340	497	304	221
JPH3	101	147	101	75
JRK	286	380	219	236
JRKL	100	149	120	111
JTB	1677	2485	1259	1191
JUN	645	1012	424	402
JUND	227	367	110	109
JUP	228	365	210	158
KALRN	98	186	95	88
KANK1	338	541	274	217
KANK2	176	294	138	152
KANSL1	1197	2147	1263	977
KANSL1L	231	377	198	189
KANSL2	1190	1672	808	795
KANSL3	1245	1915	1004	862
KARS	6891	9378	4113	3879
KAT2A	1134	1639	880	777
KAT2B	347	542	244	225
KAT5	1166	1641	577	496
KAT6A	2999	4736	2652	2141
KAT6B	1036	1713	893	747
KAT7	1631	2527	1278	1111
KAT8	656	943	494	486
KATNA1	1119	1640	871	794
KATNAL1	368	558	327	353
KATNB1	1093	1650	715	561
KATNBL1	553	788	354	300
KAZN	40	62	42	42
KBTBD2	617	1117	628	574
KBTBD3	62	65	34	38
KBTBD4	468	684	256	276
KBTBD6	1104	1522	787	704
KBTBD7	474	659	316	281
KBTBD8	669	935	396	384
KCMF1	840	1126	491	511
KCNB2	178	246	140	135
KCNC4	84	131	69	66
KCNG1	174	263	111	90
KCNG3	107	182	88	92
KCNJ11	37	62	32	32
KCNJ12	98	107	87	74
KCNJ8	260	394	219	178
KCNK1	47	63	40	33
KCNK5	85	98	56	48
KCNMB4	101	121	69	58
KCNQ2	284	412	191	182
KCNQ5	253	403	226	184
KCNRG	84	163	72	60
KCNT2	169	263	178	135
KCTD1	159	256	128	102
KCTD10	417	577	296	275
KCTD12	153	240	125	113
KCTD13	94	122	92	71
KCTD15	244	360	170	155
KCTD17	306	394	166	159
KCTD18	219	275	167	130
KCTD2	120	228	105	100
KCTD20	1067	1538	766	730
KCTD21	54	71	43	28
KCTD3	3248	4801	2388	2238
KCTD5	476	654	295	221
KCTD6	234	335	134	113
KCTD7	49	79	65	56
KCTD9	435	709	390	398
KDELC1	532	801	315	295
KDELC2	1169	1625	838	796
KDELR1	910	1202	575	402
KDELR2	1325	1778	721	563
KDELR3	100	151	55	59
KDM1A	6408	8832	4413	4182
KDM1B	808	1153	565	492
KDM2A	1324	2165	1291	1215
KDM2B	916	1292	637	544
KDM3A	1542	2462	1214	1054
KDM3B	3927	6085	3157	2812
KDM4A	2225	3462	1946	1765
KDM4B	479	698	353	342
KDM4C	621	913	408	369
KDM4D	89	171	75	68
KDM5A	3965	5789	3134	2971
KDM5B	2380	3774	2161	1952
KDM5C	5019	7817	4264	3858
KDM6A	2424	3758	1700	1436
KDM6B	49	104	89	72
KDM8	101	164	94	79
KDSR	379	504	287	249
KEAP1	1296	1780	846	831
KHDRBS1	3590	5690	3295	3020
KHDRBS3	416	603	229	279
KHK	234	361	197	178
KHNYN	458	637	313	321
KHSRP	5064	8703	4791	3810
KIAA0020	2203	3147	1547	1456
KIAA0100	6822	10437	5047	4443
KIAA0101	715	958	456	478
KIAA0141	471	672	298	243
KIAA0146	1237	1799	957	978
KIAA0195	444	839	513	365
KIAA0196	2090	3011	1275	1120
KIAA0226	218	367	216	171
KIAA0232	1398	2227	1099	1038
KIAA0319L	1271	1872	927	826
KIAA0355	444	672	286	256
KIAA0368	7822	11624	5542	5239
KIAA0391	1106	1697	760	716
KIAA0408	292	471	277	242
KIAA0430	642	1011	651	507
KIAA0513	85	116	62	69
KIAA0556	443	726	371	334
KIAA0586	1653	2603	1310	1078
KIAA0753	484	751	456	408
KIAA0754	1012	1932	1149	955
KIAA0825	49	90	34	32
KIAA0895	255	434	236	197
KIAA0895L	87	136	48	44
KIAA0907	1171	1761	970	860
KIAA0922	937	1494	798	719
KIAA0930	628	878	448	392
KIAA0947	4488	6545	3073	2651
KIAA1009	752	978	606	555
KIAA1024	140	228	120	83
KIAA1033	2533	3581	1598	1490
KIAA1107	129	193	91	102
KIAA1109	3600	5278	2777	2401
KIAA1143	548	849	368	336
KIAA1147	450	635	289	267
KIAA1191	1235	1714	776	725
KIAA1211	189	326	177	160
KIAA1217	33	73	47	32
KIAA1244	408	739	385	326
KIAA1279	1061	1686	911	842
KIAA1324L	622	786	376	316
KIAA1328	139	219	113	108
KIAA1377	85	133	77	78
KIAA1407	76	103	73	64
KIAA1429	3951	5698	2789	2393
KIAA1430	1156	1557	653	546
KIAA1432	890	1389	710	591
KIAA1462	252	359	233	232
KIAA1467	516	772	432	401
KIAA1468	1158	1670	835	757
KIAA1522	84	224	132	113
KIAA1524	4356	6371	3128	2949
KIAA1549	397	652	437	271
KIAA1549L	96	184	93	89
KIAA1551	1262	1831	900	759
KIAA1586	1604	2136	931	922
KIAA1598	706	1074	613	570
KIAA1671	1039	1853	1227	1064
KIAA1704	899	1271	653	554
KIAA1715	1002	1474	717	605
KIAA1731	4247	5852	2803	2482
KIAA1737	305	427	208	178
KIAA1804	1259	1917	1076	1002
KIAA1841	280	390	246	219
KIAA1919	503	776	465	398
KIAA1958	300	478	314	232
KIAA1967	1915	2738	1330	1221
KIAA2013	866	1049	463	384
KIAA2018	746	1251	720	528
KIAA2022	49	76	35	17
KIAA2026	650	1010	562	496
KIDINS220	3531	4971	2286	2136
KIF11	6101	8960	4524	4294
KIF13A	1259	1807	918	815
KIF13B	298	487	298	256
KIF14	3309	4668	2696	2535
KIF15	2101	2940	1624	1434
KIF16B	740	989	545	535
KIF17	130	197	105	113
KIF18A	1530	2131	1036	917
KIF18B	533	861	491	388
KIF1A	853	1488	710	608
KIF1B	1732	2832	1659	1500
KIF1C	3261	4630	2351	2171
KIF20A	3198	4573	1945	1721
KIF20B	4083	5209	2950	2991
KIF21A	1871	2566	1305	1178
KIF21B	61	110	52	46
KIF22	3529	4690	2131	1931
KIF23	4250	6057	3000	2838
KIF24	610	997	521	409
KIF26A	511	773	431	374
KIF26B	42	113	63	51
KIF27	286	472	293	260
KIF2A	1544	2523	1460	1398
KIF2C	2175	3056	1322	1201
KIF3A	1218	1579	897	919
KIF3B	952	1445	750	709
KIF3C	124	201	104	79
KIF4A	3494	5068	2656	2425
KIF4B	256	341	216	194
KIF5A	152	279	140	133
KIF5B	6238	8656	4147	4012
KIF5C	564	772	416	389
KIF6	40	73	35	27
KIF7	1040	1439	852	804
KIF9	145	162	72	69
KIFAP3	1125	1624	736	749
KIFC1	1499	2060	1007	994
KIFC2	182	242	123	133
KIFC3	84	172	80	51
KIN	504	696	343	340
KIRREL	283	457	239	211
KIT	232	332	188	173
KITLG	190	294	113	96
KLC1	2361	3512	1907	1924
KLC2	539	848	500	457
KLC3	109	172	91	75
KLC4	475	569	296	274
KLF10	476	596	237	185
KLF11	193	234	123	141
KLF12	183	285	128	107
KLF15	118	162	87	67
KLF16	32	81	45	35
KLF3	128	164	89	93
KLF5	116	165	52	46
KLF6	90	131	87	81
KLF9	73	112	48	45
KLHDC10	560	764	331	360
KLHDC2	1324	1987	837	829
KLHDC3	2103	3084	1281	1162
KLHDC4	627	903	536	496
KLHDC8B	112	149	70	63
KLHL11	1370	1985	1042	1009
KLHL12	1327	1783	927	838
KLHL13	869	1237	533	473
KLHL15	1507	2198	846	775
KLHL17	251	380	198	156
KLHL18	601	880	464	446
KLHL2	347	529	269	229
KLHL20	485	722	359	314
KLHL21	353	547	277	219
KLHL22	491	791	365	316
KLHL23	1360	1914	999	956
KLHL24	409	569	312	275
KLHL25	192	259	144	113
KLHL26	88	123	70	61
KLHL28	377	491	225	227
KLHL29	133	204	95	87
KLHL36	190	259	136	123
KLHL41	66	79	35	57
KLHL42	396	565	264	242
KLHL5	616	878	497	436
KLHL7	762	1109	551	501
KLHL8	900	1280	695	670
KLHL9	2025	2829	1662	1584
KLRG2	86	125	90	64
KMT2A	3658	6481	4247	3464
KMT2B	334	858	682	501
KMT2C	4164	7307	4129	3397
KMT2D	1642	4348	3256	2406
KMT2E	915	1457	861	800
KNOP1	1619	2103	1046	1065
KNSTRN	1023	1498	769	767
KNTC1	5158	7675	3817	3420
KPNA1	1557	2320	1288	1149
KPNA2	13317	18668	8049	6861
KPNA3	1103	1792	791	657
KPNA4	1695	2457	1196	1133
KPNA5	1153	1618	776	731
KPNA6	2662	3999	2080	1751
KPNB1	17655	25086	12310	11115
KPTN	182	248	122	110
KRAS	196	304	146	148
KRBA1	231	340	228	214
KRBOX4	143	235	118	104
KRCC1	175	298	99	76
KREMEN1	114	212	83	84
KRI1	1411	1799	1105	1106
KRIT1	1419	2186	1077	910
KRR1	2576	3510	1703	1658
KRT18	1480	1905	907	872
KRT8	368	542	213	172
KRTCAP2	1435	2085	746	536
KSR1	58	88	51	45
KTI12	226	332	139	106
KTN1	9537	11709	6503	6398
KXD1	635	835	349	340
L2HGDH	501	716	385	364
L3HYPDH	289	475	261	229
L3MBTL1	102	165	106	83
L3MBTL2	1635	2388	1153	1149
L3MBTL3	485	763	434	390
L3MBTL4	34	60	30	30
LACC1	56	92	40	41
LACE1	223	314	139	160
LACTB	352	401	218	203
LACTB2	701	942	411	398
LAGE3	671	915	467	465
LAMA1	501	905	484	379
LAMA3	957	1452	816	689
LAMA4	481	657	346	334
LAMA5	291	539	325	277
LAMB1	1233	1950	1046	890
LAMB2	1063	1601	846	751
LAMC1	4404	6923	3745	3351
LAMC3	58	105	36	53
LAMP1	1070	1599	692	656
LAMP2	1980	2887	1214	986
LAMTOR1	257	350	132	115
LAMTOR2	579	816	370	360
LAMTOR3	330	413	116	99
LAMTOR4	742	1031	467	395
LAMTOR5	421	590	287	325
LANCL1	921	1314	740	636
LANCL2	537	766	339	314
LAP3	2854	4124	1977	1902
LAPTM4A	910	1249	591	500
LAPTM4B	2367	3458	1486	1289
LARGE	397	634	332	288
LARP1	3688	5965	3477	2983
LARP1B	1327	1913	874	818
LARP4	2520	3622	1715	1478
LARP4B	1225	2056	1132	1002
LARP6	192	279	141	147
LARP7	2495	3316	1689	1681
LARS	8855	12649	6193	5661
LARS2	3242	4749	2253	2035
LAS1L	2762	3573	1827	1756
LASP1	75	139	56	45
LATS1	1242	2292	1224	1083
LATS2	103	174	110	107
LAYN	195	275	124	102
LBR	6516	8817	4241	3995
LCA5	90	148	80	80
LCLAT1	757	1282	620	499
LCMT1	665	955	415	405
LCMT2	694	918	477	417
LCORL	387	553	263	303
LDB1	753	999	435	344
LDHA	13726	19987	10041	9734
LDHB	39423	55025	26796	26392
LDHC	116	175	85	85
LDLR	792	1310	715	634
LDLRAD3	151	210	124	108
LDLRAP1	230	377	153	140
LDOC1	37	59	47	35
LDOC1L	149	171	82	58
LEF1	237	359	172	135
LEMD2	359	581	349	320
LEMD3	1377	2072	1052	904
LENG1	178	251	116	123
LENG8	644	1232	754	574
LENG9	51	70	30	23
LEO1	884	1147	636	622
LEPR	296	490	236	222
LEPRE1	1111	1769	845	787
LEPREL4	368	519	282	289
LEPROT	170	211	86	83
LEPROTL1	73	110	50	38
LETM1	2371	3471	1780	1764
LETMD1	455	591	254	280
LGALS3BP	149	231	108	103
LGALSL	95	128	68	104
LGMN	1367	2053	921	905
LGR4	995	1609	673	506
LGR5	59	87	40	32
LHFP	146	196	126	111
LHFPL2	47	75	60	26
LHPP	53	60	24	31
LIAS	209	280	150	134
LIFR	757	1110	460	447
LIG1	1676	2427	1280	1218
LIG3	1442	1953	995	948
LIG4	312	458	239	239
LIMA1	672	1029	501	419
LIMCH1	170	220	127	113
LIMD1	873	1375	843	686
LIMD2	53	77	30	29
LIME1	51	80	44	41
LIMK1	365	532	299	234
LIMK2	461	657	330	335
