	ribo_tmisrib_a	ribo_tmisrib_b	ribo_untr_a	ribo_untr_b
FARSA	1699	1811	2417	3611
FARSB	2121	2385	2941	3667
FAS	120	135	168	223
FASN	8050	8391	10401	17780
FASTK	94	74	105	200
FASTKD1	183	226	302	329
FASTKD2	598	742	792	1066
FASTKD3	133	184	216	283
FASTKD5	514	600	708	995
FAT1	1463	1446	1379	2085
FAT3	171	174	152	248
FAT4	256	236	249	353
FAU	2869	2905	3724	6065
FAXC	38	42	42	52
FBF1	28	30	23	28
FBL	3809	4114	5114	8703
FBLIM1	97	89	147	196
FBLN1	339	379	383	602
FBN1	310	281	191	426
FBN2	3024	3048	2333	3839
FBRS	109	126	172	250
FBRSL1	139	168	250	415
FBXL12	51	70	76	154
FBXL14	87	79	166	231
FBXL15	60	59	85	126
FBXL17	102	132	147	249
FBXL18	101	120	147	242
FBXL19	63	72	91	123
FBXL2	25	33	36	49
FBXL20	84	109	117	150
FBXL3	197	234	280	441
FBXL4	98	118	170	198
FBXL5	184	218	255	309
FBXL6	55	44	54	75
FBXO10	92	62	82	120
FBXO11	382	483	555	759
FBXO16	38	37	62	77
FBXO18	466	489	650	858
FBXO21	516	618	747	1057
FBXO22	252	275	315	436
FBXO25	137	152	196	259
FBXO28	289	315	373	518
FBXO3	334	438	534	645
FBXO30	259	278	353	444
FBXO31	66	82	125	166
FBXO32	106	116	166	188
FBXO33	143	173	195	284
FBXO34	88	83	144	212
FBXO38	316	372	475	612
FBXO4	60	61	83	124
FBXO42	206	226	240	397
FBXO44	83	72	84	173
FBXO45	65	50	97	121
FBXO46	49	61	85	123
FBXO5	365	521	604	803
FBXO7	701	747	985	1276
FBXO8	63	78	88	140
FBXO9	160	152	188	251
FBXW11	382	445	529	737
FBXW2	86	82	138	160
FBXW4	55	74	104	115
FBXW5	104	125	153	226
FBXW7	56	81	80	102
FBXW8	100	101	95	206
FBXW9	122	133	182	274
FCF1	254	302	366	529
FCGBP	23	26	18	8
FCGRT	158	188	216	249
FCHO2	208	243	292	391
FCHSD1	25	19	28	38
FCHSD2	113	129	132	183
FDFT1	1342	1516	2022	2773
FDPS	1457	1806	2304	3094
FDX1	348	318	446	694
FDX1L	79	103	104	193
FDXACB1	30	23	32	53
FDXR	219	212	214	350
FECH	322	345	481	605
FEM1A	292	300	417	560
FEM1B	467	472	593	789
FEM1C	203	261	317	366
FEN1	1001	1168	1463	2356
FER	145	169	191	249
FERMT1	85	96	125	197
FERMT2	635	756	913	1188
FEZ1	28	28	45	53
FEZ2	204	235	248	353
FGD1	96	98	142	193
FGD4	54	65	71	95
FGD6	51	62	76	120
FGF2	33	30	63	72
FGFR1	173	190	234	321
FGFR1OP	260	291	334	512
FGFR1OP2	165	171	221	317
FGFR2	96	107	119	181
FGFR3	93	112	102	126
FGFR4	32	27	47	63
FGFRL1	109	95	158	207
FGGY	20	24	12	18
FH	992	1092	1412	1833
FHAD1	21	18	14	16
FHL1	1369	1429	1819	2655
FHL2	208	214	285	427
FHOD1	208	251	329	486
FHOD3	77	63	73	107
FIBP	212	218	311	423
FICD	18	26	44	45
FIG4	392	408	526	642
FIGN	34	46	55	80
FIGNL1	270	334	387	600
FIP1L1	160	212	267	320
FIS1	246	272	354	497
FITM2	96	94	119	201
FJX1	39	39	78	95
FKBP10	459	479	484	715
FKBP11	143	147	200	293
FKBP14	68	114	98	150
FKBP15	197	209	264	398
FKBP1A	1374	1513	1935	2857
FKBP2	90	106	147	240
FKBP3	1469	1703	2092	2606
FKBP4	3936	4124	5846	8373
FKBP5	420	491	648	853
FKBP7	62	56	67	75
FKBP8	873	939	1300	1760
FKBP9	290	209	265	322
FKBPL	55	55	73	117
FKRP	50	46	33	90
FKTN	40	44	45	74
FLAD1	274	343	455	563
FLCN	75	92	104	165
FLII	892	884	1230	1734
FLJ00285	91	28	30	13
FLJ00322	71	23	26	12
FLJ14346	1	0	0	1
FLJ44955	2	2	0	1
FLNA	6456	6978	8329	13554
FLNB	802	803	700	1448
FLNC	50	41	63	113
FLOT1	376	377	555	633
FLOT2	408	469	605	887
FLRT3	28	47	30	35
FLT1	337	363	411	555
FLT4	161	159	224	340
FLVCR1	138	140	188	278
FLYWCH1	117	101	151	237
FLYWCH2	41	61	59	114
FMN2	133	116	119	188
FMNL2	241	269	288	381
FMNL3	73	71	96	147
FMO4	22	22	16	28
FMR1	687	764	910	1264
FN1	1489	1545	1451	2237
FN3KRP	159	181	217	324
FNBP1	342	361	503	611
FNBP1L	170	247	294	418
FNBP4	300	330	315	522
FNDC3A	524	711	781	1129
FNDC3B	281	382	404	560
FNDC4	2	1	3	1
FNIP2	107	156	157	217
FNTA	463	543	709	929
FOCAD	480	497	622	757
FOPNL	201	236	255	326
FOXA1	107	166	201	279
FOXC1	691	951	1173	2067
FOXD1	46	61	62	130
FOXF2	79	105	149	270
FOXG1	78	92	84	156
FOXJ2	41	26	59	112
FOXJ3	442	537	583	755
FOXK1	219	274	344	527
FOXK2	225	228	334	504
FOXM1	274	285	385	522
FOXN2	85	84	139	178
FOXN3	36	34	44	75
FOXO1	233	278	350	504
FOXO3	335	337	478	766
FOXO4	23	29	44	59
FOXP1	202	206	319	379
FOXP2	69	91	142	149
FOXP4	175	155	229	376
FOXRED1	209	294	301	499
FOXRED2	459	481	589	853
FPGS	237	256	297	487
FPGT-TNNI3K	46	36	47	62
FRA10AC1	237	224	305	412
FRAS1	474	442	376	678
FRAT2	33	61	62	107
FREM2	607	611	547	828
FRG1	298	355	474	628
FRMD4A	67	75	145	146
FRMD4B	75	71	81	107
FRMD5	34	47	55	82
FRMD6	135	159	207	237
FRMD8	78	92	107	167
FRRS1	105	134	146	134
FRS2	111	125	126	186
FRY	37	39	38	44
FRYL	326	366	378	592
FSBP	29	31	23	28
FSCN1	696	838	1153	1483
FSD1	156	149	178	285
FSD1L	18	28	24	24
FSIP2	2	0	0	0
FSTL1	1380	1392	1487	2501
FTH1	629	669	905	1399
FTL	281	329	459	706
FTO	413	450	525	661
FTSJ1	206	187	232	397
FTSJ2	189	220	247	425
FTSJ3	1023	1093	1498	2247
FTSJD1	112	125	170	219
FTSJD2	751	816	975	1381
FUBP1	1638	2084	2272	3592
FUBP3	936	1082	1183	1864
FUCA1	180	201	206	304
FUCA2	670	715	967	1287
FUK	41	50	56	99
FUNDC1	191	233	276	393
FUNDC2	320	354	423	629
FUOM	26	23	21	40
FURIN	115	117	172	242
FUS	5241	6443	7677	11842
FUT10	44	65	55	84
FUT11	75	83	110	196
FUT4	6	10	17	27
FUT8	68	77	105	122
FUZ	86	103	158	234
FXN	174	180	220	336
FXR1	1129	1268	1621	2105
FXR2	522	554	713	1128
FXYD5	849	1208	1560	2139
FYCO1	150	176	247	296
FYN	243	225	323	478
FYTTD1	284	382	499	596
FZD1	101	131	129	162
FZD2	120	112	160	215
FZD3	198	208	230	328
FZD4	35	53	39	63
FZD5	98	118	140	223
FZD6	204	239	237	331
FZD7	167	196	210	261
FZD8	209	216	299	503
FZD9	25	20	22	50
FZR1	237	231	341	494
G2E3	296	355	482	602
G3BP1	3223	3892	4249	7545
G3BP2	692	745	947	1344
G6PC3	629	579	682	1177
G6PD	743	837	1294	1777
GAA	186	193	194	297
GAB1	86	118	149	215
GABARAP	816	926	1218	1534
GABARAPL1	143	141	179	305
GABARAPL2	572	577	743	1047
GABBR1	20	11	27	16
GABBR2	3	6	3	13
GABPA	580	651	852	1085
GABPB1	171	223	245	334
GABPB2	63	62	96	109
GABRB3	157	121	141	244
GAD1	29	23	64	69
GADD45A	143	138	149	219
GADD45B	20	32	26	63
GADD45GIP1	907	984	1316	2182
GAK	384	379	514	729
GAL	2	1	7	2
GALC	48	56	47	93
GALE	230	238	362	482
GALK1	266	242	368	500
GALK2	123	125	196	273
GALM	163	175	216	343
GALNS	58	71	91	123
GALNT1	254	284	287	375
GALNT10	43	49	73	94
GALNT11	87	97	110	131
GALNT12	21	33	33	56
GALNT13	89	71	71	98
GALNT16	56	62	58	74
GALNT18	59	62	87	103
GALNT2	339	371	417	688
GALNT3	151	166	210	205
GALNT4	101	89	108	159
GALNT6	66	72	91	121
GALNT7	416	464	502	731
GALT	68	79	97	113
GAMT	126	137	177	286
GAN	129	131	144	196
GANAB	4077	4138	4954	7439
GANC	48	54	71	94
GAPDH	28884	33060	41922	62612
GAPVD1	1039	1163	1490	1908
GAR1	321	414	533	735
GAREM	26	20	26	29
GAREML	26	33	46	39
GARNL3	5	10	8	6
GARS	1486	1718	2195	2791
GART	3167	3452	4332	6036
GAS1	77	76	112	193
GAS2L3	145	198	231	261
GAS6	38	37	40	56
GAS8	46	40	62	90
GATA2	194	249	260	358
GATA4	112	95	187	264
GATA6	294	299	431	745
GATAD1	80	95	138	163
GATAD2A	314	369	519	791
GATAD2B	713	809	1016	1388
GATC	312	256	372	491
GATS	89	129	156	228
GATSL1	125	143	149	234
GATSL2	147	182	190	302
GBA	428	475	522	784
GBA2	100	100	121	186
GBAS	542	582	730	845
GBE1	200	214	234	413
GBF1	1254	1342	1626	2429
GCA	197	198	236	357
GCAT	98	127	177	281
GCC1	132	145	196	296
GCC2	568	643	867	892
GCDH	271	319	418	623
GCFC2	269	360	381	539
GCH1	109	130	172	268
GCHFR	74	74	106	160
GCLC	407	465	548	791
GCLM	380	445	533	803
GCN1L1	3130	3118	3745	5748
GCNT1	22	43	39	46
GCOM1	72	97	115	158
GCSH	443	406	513	719
GDAP1	188	160	238	284
GDAP2	213	244	324	425
GDE1	127	168	164	255
GDF11	93	92	105	135
GDI1	1037	1044	1367	2040
GDI2	3840	4509	5204	7555
GDPD1	89	108	121	164
GDPD5	11	8	5	15
GDPGP1	17	29	32	58
GEMIN2	209	249	329	452
GEMIN4	1059	1245	1470	2078
GEMIN5	1206	1340	1742	2361
GEMIN6	197	184	251	374
GEMIN7	104	120	151	212
GEMIN8	116	140	226	255
GEN1	128	146	153	232
GET4	298	329	443	681
GFER	79	68	97	210
GFI1	73	69	98	134
GFM1	458	555	624	895
GFM2	352	324	391	499
GFOD1	19	21	32	53
GFOD2	39	25	46	66
GFPT1	874	895	1192	1562
GFPT2	118	111	141	165
GGA1	254	253	357	502
GGA2	611	650	701	1087
GGA3	202	183	241	343
GGCT	419	449	579	768
GGCX	332	330	433	703
GGH	725	853	981	1170
GGNBP2	408	555	580	867
GGPS1	113	157	157	210
GGT7	80	95	87	154
GHDC	35	35	54	73
GHITM	3125	3699	4537	6093
GID4	42	51	67	122
GID8	317	375	423	632
GIGYF1	185	105	153	211
GIGYF2	837	1029	1167	1906
GIN1	103	119	190	213
GINM1	311	396	380	433
GINS1	366	373	420	583
GINS2	384	474	547	821
GINS3	155	148	199	289
GINS4	281	267	342	507
GIPC1	464	524	740	1013
GIT1	224	232	281	425
GIT2	279	363	482	599
GJA1	667	770	925	1219
GJC1	149	165	221	313
GK	192	257	242	312
GK5	108	121	133	166
GKAP1	61	84	124	137
GLA	1480	1601	1798	2574
GLB1	364	323	365	600
GLB1L	20	19	28	49
GLB1L2	250	257	301	425
GLB1L3	43	46	41	88
GLCCI1	63	81	80	137
GLCE	110	132	140	167
GLDC	231	213	249	362
GLE1	363	421	539	733
GLG1	1056	1163	1140	1742
GLI2	44	56	50	76
GLI3	85	136	138	217
GLI4	8	44	40	49
GLIPR2	28	31	41	44
GLMN	468	564	598	776
GLO1	4347	4444	5678	7248
GLOD4	705	696	829	1355
GLRB	87	110	138	156
GLRX	133	180	227	249
GLRX2	133	135	153	225
GLRX3	1893	2021	2615	3426
GLRX5	285	285	374	662
GLS	380	430	470	842
GLS2	43	43	49	73
GLT8D1	158	128	163	187
GLT8D2	46	62	61	74
GLTP	100	103	144	219
GLTSCR1	65	54	55	124
GLTSCR1L	27	33	51	47
GLTSCR2	350	378	444	732
GLUD1	1655	1813	2253	3063
GLUD2	814	869	1035	1416
GLUL	2427	2718	2950	4602
GLYCTK	14	23	51	58
GLYR1	638	727	903	1313
GM2A	195	199	253	399
GMCL1	78	65	103	141
GMDS	254	310	338	500
GMEB1	133	153	177	228
GMEB2	109	130	186	243
GMFB	343	362	435	566
GMIP	43	51	57	73
GMNN	1022	1161	1514	2070
GMPPA	250	278	354	560
GMPPB	148	170	210	347
GMPR2	253	232	328	442
GMPS	1980	2182	2607	3396
GNA11	274	293	394	616
GNA12	62	73	85	134
GNA13	163	186	267	398
GNAI1	352	439	576	786
GNAI2	415	433	588	884
GNAI3	1301	1458	1783	2500
GNAL	83	65	107	119
GNAQ	170	202	228	339
GNAS	7961	8080	10333	14370
GNAZ	39	18	32	57
GNB1	1956	2080	2844	4231
GNB1L	140	110	186	250
GNB2	1397	1419	2121	2998
GNB2L1	17621	19981	23726	36548
GNB4	553	567	710	1022
GNB5	177	176	267	368
GNE	360	381	450	638
GNG12	176	242	381	487
GNG5	586	773	1074	1299
GNL1	258	322	337	660
GNL2	1384	1587	1797	2429
GNL3	1766	1900	2197	3071
GNL3L	1057	1154	1506	2029
GNPAT	375	389	428	610
GNPDA1	496	470	698	991
GNPDA2	102	154	195	197
GNPNAT1	306	285	430	495
GNPTAB	153	171	201	225
GNPTG	74	55	69	83
GNS	753	859	836	1094
GOLGA1	99	109	118	191
GOLGA2	260	257	348	458
GOLGA3	476	466	541	749
GOLGA4	376	449	583	707
GOLGA5	284	361	440	524
GOLGA6L10	14	14	3	11
GOLGA6L4	4	9	3	6
GOLGA6L9	20	18	4	14
GOLGA7	363	416	557	629
GOLGA8A	88	44	50	42
GOLGA8B	88	44	50	42
GOLGB1	1044	1202	1253	1764
GOLIM4	378	452	467	582
GOLM1	689	749	850	1278
GOLPH3	412	453	540	745
GOLPH3L	160	210	240	425
GOLT1B	138	128	155	210
GON4L	495	452	534	760
GORAB	39	44	63	90
GORASP1	109	119	164	244
GORASP2	622	748	936	1198
GOSR1	195	231	296	366
GOSR2	167	188	247	365
GOT1	689	717	959	1350
GOT2	2160	2227	3092	4125
GPAA1	477	536	528	861
GPAM	208	260	264	409
GPANK1	56	59	119	152
GPATCH1	201	249	316	463
GPATCH11	115	169	191	281
GPATCH2	156	175	204	258
GPATCH2L	123	210	238	317
GPATCH3	114	105	120	188
GPATCH4	360	411	554	829
GPATCH8	503	601	666	1001
GPBP1	176	182	244	270
GPBP1L1	115	111	112	171
GPC1	105	90	118	182
GPC3	231	262	224	278
GPC4	596	580	721	1005
GPC6	96	104	95	133
GPCPD1	359	403	406	550
GPD1L	199	206	258	377
GPD2	602	650	706	1059
GPHN	313	321	317	553
GPI	12243	13679	17668	25584
GPKOW	266	283	405	605
GPLD1	11	11	11	19
GPM6A	144	120	141	178
GPM6B	206	179	251	368
GPN1	298	370	414	586
GPN2	234	264	366	518
GPN3	641	706	768	1079
GPR107	451	490	512	729
GPR108	136	128	156	208
GPR124	19	7	16	26
GPR125	99	114	151	168
GPR126	214	231	223	278
GPR137	23	30	37	74
GPR137B	37	44	52	89
GPR137C	18	16	23	46
GPR155	44	42	48	54
GPR160	7	7	9	5
GPR161	46	39	64	104
GPR176	8	13	7	23
GPR180	116	153	137	200
GPR27	41	26	34	60
GPR52	0	0	0	0
GPR63	15	22	34	36
GPR75	1	1	0	0
GPR89A	368	340	402	518
GPR89B	368	340	402	518
GPR89C	239	225	250	320
GPR98	489	381	342	462
GPRASP1	9	6	17	22
GPRC5B	46	40	46	86
GPRC5C	76	89	78	155
GPRIN1	145	131	182	232
GPRIN3	101	112	168	182
GPS1	993	1006	1407	2083
GPS2	287	342	389	568
GPSM1	321	292	398	535
GPSM2	190	206	238	315
GPT2	180	188	301	357
GPX1	363	362	462	794
GPX3	106	135	165	235
GPX4	367	448	640	859
GPX8	94	117	128	183
GRAMD1A	784	855	1167	1590
GRAMD1B	56	55	57	71
GRAMD1C	19	21	29	31
GRAMD4	80	46	93	131
GRB10	178	160	276	310
GRB14	34	32	52	53
GRB2	652	629	847	1266
GREB1	13	15	16	24
GREB1L	179	186	209	317
GRHL1	41	42	64	81
GRHPR	369	366	516	666
GRID1	69	73	94	127
GRINA	518	570	779	1243
GRIP1	107	137	149	183
GRIPAP1	243	287	358	484
GRK4	0	1	3	3
GRK5	23	28	29	31
GRK6	355	381	460	778
GRN	1166	1136	1329	2241
GRPEL1	508	560	776	1035
GRPEL2	336	374	477	644
GRSF1	1350	1409	1956	2504
GRTP1	57	56	74	79
GRWD1	539	618	731	1198
GSE1	431	479	592	931
GSG2	182	229	328	490
GSK3A	515	590	789	1115
GSK3B	279	355	345	456
GSKIP	117	102	186	241
GSN	170	170	271	355
GSPT1	1099	1132	1599	1954
GSR	1512	1573	2118	2897
GSS	419	444	605	815
GSTA4	268	298	397	523
GSTCD	145	173	196	252
GSTK1	288	273	342	475
GSTM1	5	15	12	21
GSTM3	382	403	560	779
GSTM4	7	13	14	23
GSTO1	1816	1926	2455	3626
GSTP1	626	582	808	1226
GSTZ1	92	117	131	144
GTDC1	8	19	22	29
GTDC2	75	105	97	175
GTF2A1	383	538	605	906
GTF2A2	375	436	550	722
GTF2B	533	612	748	1099
GTF2E1	88	105	137	201
GTF2E2	347	426	574	707
GTF2F1	713	850	1083	1748
GTF2F2	491	614	742	856
GTF2H1	169	183	289	299
GTF2H2	745	834	1012	1308
GTF2H2C	750	843	1003	1309
GTF2H3	512	618	616	816
GTF2H4	185	173	243	314
GTF2H5	188	237	266	367
GTF2I	2131	2510	2925	4246
GTF2IRD1	113	108	150	222
GTF2IRD2	44	50	54	83
GTF2IRD2B	44	50	54	84
GTF3A	168	192	245	379
GTF3C1	1835	2097	2470	3540
GTF3C2	420	416	568	800
GTF3C3	803	878	1093	1412
GTF3C4	673	673	892	1181
GTF3C5	748	760	1037	1463
GTF3C6	328	341	418	529
GTPBP1	417	410	584	805
GTPBP10	284	306	373	524
GTPBP2	187	175	228	295
GTPBP3	338	361	503	815
GTPBP4	1810	2057	2573	3352
GTPBP6	186	212	294	416
GTPBP8	166	190	232	303
GTSE1	531	612	773	1268
GUCD1	89	89	129	189
GUCY1A2	47	39	59	75
GUCY1A3	50	56	79	128
GUCY1B3	216	256	364	448
GUF1	300	345	445	559
GUK1	209	204	300	413
GULP1	55	85	130	130
GUSB	318	296	320	475
GXYLT1	231	329	329	505
GXYLT2	21	31	15	33
GYG1	467	547	667	855
GYG2	0	0	1	0
GYLTL1B	19	22	22	24
GYPC	0	0	0	0
GYS1	506	565	713	1044
GZF1	82	102	115	162
H1F0	158	183	308	373
H1FX	938	1145	1392	2276
H2AFJ	131	165	216	346
H2AFV	777	895	1173	1614
H2AFX	2160	2563	3532	5153
H2AFY	2215	2535	3338	4967
H2AFY2	347	365	520	702
H2AFZ	3181	3662	4895	5982
H3F3A	4928	6306	8301	10387
H3F3B	1219	1372	1795	2802
H3F3C	590	705	882	1338
H6PD	84	92	100	153
HABP4	117	96	124	165
HACE1	111	126	140	165
HACL1	584	690	805	1042
HADH	441	532	609	888
HADHA	1331	1582	1802	2495
HADHB	1069	1132	1512	2056
HAGH	303	321	397	634
HAPLN3	41	39	49	67
HARBI1	10	22	21	51
HARS	1064	1138	1353	2232
HARS2	280	303	355	494
HAT1	1686	1971	2395	3177
HAUS1	541	641	765	998
HAUS2	168	221	255	279
HAUS3	262	331	399	431
HAUS4	168	164	167	271
HAUS5	652	637	871	1316
HAUS6	526	591	720	883
HAUS8	171	212	201	342
HAX1	465	418	595	1024
HBP1	200	180	253	308
HBS1L	728	883	1075	1412
HCCS	87	103	154	201
HCFC1	1647	1764	2237	3458
HCFC2	70	84	118	167
HCN2	46	31	57	76
HCN3	16	21	13	16
HDAC1	2533	2755	3227	4540
HDAC10	32	20	31	55
HDAC11	20	35	51	65
HDAC2	3224	3841	4201	5884
HDAC3	504	553	651	891
HDAC4	84	98	102	155
HDAC5	62	74	112	120
HDAC6	164	188	230	324
HDAC7	127	123	167	254
HDAC8	124	127	193	213
HDDC2	883	987	1179	1436
HDDC3	25	35	49	61
HDGF	1143	1210	1636	2493
HDGFRP2	704	788	1009	1636
HDGFRP3	102	93	146	181
HDHD1	3	7	3	7
HDHD2	167	174	255	313
HDHD3	32	25	42	72
HDLBP	3461	3823	4838	6453
HDX	0	0	0	0
HEATR1	1704	1968	2419	3144
HEATR2	915	901	1259	2050
HEATR3	345	360	398	572
HEATR5A	281	300	340	522
HEATR5B	450	488	552	798
HEATR6	329	391	466	645
HEBP1	213	230	304	435
HEBP2	461	487	612	742
HECA	113	134	160	226
HECTD1	1250	1363	1481	2149
HECTD2	85	86	98	143
HECTD3	254	276	383	491
HECTD4	778	618	669	900
HECW2	45	49	48	70
HEG1	122	129	123	186
HELB	170	181	247	340
HELLS	2227	2612	3078	4047
HELQ	52	59	82	116
HELZ	711	834	1044	1350
HELZ2	80	58	61	110
HEMK1	43	38	54	71
HERC1	647	643	761	1004
HERC2	1202	1102	1123	1587
HERC3	174	217	244	329
HERC4	295	333	457	549
HERC5	493	602	591	849
HERC6	127	139	164	205
HERPUD1	207	198	277	377
HERPUD2	97	92	145	160
HES1	550	549	636	1044
HES4	139	182	219	329
HES6	40	49	66	88
HEXA	429	405	457	600
HEXB	557	600	640	840
HEXDC	30	32	36	50
HEXIM1	187	272	274	640
HEXIM2	13	30	22	52
HEY1	258	329	198	315
HEY2	89	102	130	205
HFM1	13	20	15	21
HGS	459	548	680	1035
HGSNAT	116	128	120	210
HHAT	29	17	23	35
HHEX	52	77	83	151
HHIP	23	25	40	49
HIAT1	223	256	260	369
HIATL1	188	187	234	348
HIBADH	369	381	460	637
HIBCH	334	434	584	679
HIC2	74	97	94	186
HID1	98	125	138	205
HIF1A	1959	2389	2760	3579
HIF1AN	347	379	477	711
HIGD1A	639	856	1022	1295
HIGD2A	254	254	370	574
HILPDA	25	25	58	77
HINFP	68	59	85	132
HINT1	1923	1902	2324	3507
HINT2	133	112	140	209
HINT3	131	161	216	276
HIP1	176	223	247	350
HIP1R	214	218	315	445
HIPK1	409	489	584	852
HIPK2	125	115	172	268
HIPK3	181	231	261	325
HIRA	282	231	323	456
HIRIP3	171	196	230	446
HIST1H1C	11662	12256	16128	24273
HIST1H1D	1657	1823	2458	3421
HIST1H1E	10109	11064	15756	23416
HIST1H2AB	1692	1756	2632	4007
HIST1H2AC	2126	2317	3073	5117
HIST1H2AD	2651	3018	4176	5525
HIST1H2AE	586	823	1106	1564
HIST1H2AG	3801	4294	6052	8665
HIST1H2AH	4124	4257	5961	8863
HIST1H2AJ	4042	4579	6158	7721
HIST1H2AK	1121	1259	2067	2240
HIST1H2AL	972	1031	1571	2103
HIST1H2AM	1314	1482	2167	2891
HIST1H2BC	4288	5310	7670	14974
HIST1H2BD	3953	4948	7221	14028
HIST1H2BE	3049	4154	6127	12243
HIST1H2BF	1570	2173	2952	6543
HIST1H2BI	1552	1817	2871	3703
HIST1H2BJ	5648	6950	9965	17824
HIST1H2BK	7479	8916	13187	22083
HIST1H2BL	4126	4671	7118	9866
HIST1H2BN	4133	5361	7756	14193
HIST1H2BO	2925	3886	5481	11665
HIST1H3A	810	940	1234	1822
HIST1H3B	9317	10506	14665	21222
HIST1H3E	37	57	76	90
HIST1H3F	1093	1227	1600	2166
HIST1H3H	2225	2413	3299	4479
HIST1H3J	2	10	25	23
HIST1H4A	1093	1201	1661	2524
HIST1H4B	3286	3601	4888	7850
HIST1H4C	4855	5515	6740	10167
HIST1H4D	2547	2768	3779	5537
HIST1H4E	2656	2749	3489	5644
HIST1H4H	3420	3697	4637	7955
HIST1H4I	527	465	650	1061
HIST1H4J	1119	1386	1932	3134
HIST1H4K	1119	1386	1932	3134
HIST2H2AA4	25392	30022	40436	58294
HIST2H2AB	2057	2399	3252	4741
HIST2H2AC	7009	8219	11593	16304
HIST2H2BE	5654	6523	9783	14358
HIST2H2BF	6372	7371	10989	15435
HIST2H3C	26354	28542	36936	63234
HIST2H3D	7861	8019	9973	16924
HIST2H4A	26644	29366	39644	57438
HIST3H2A	1842	2061	2681	3946
HIST3H2BB	2348	2541	3905	4739
HIST4H4	760	860	1282	1662
HIVEP1	180	225	240	382
HIVEP2	121	130	177	203
HJURP	507	588	759	1050
HK1	1584	1679	2068	2911
HK2	449	473	621	1012
HKR1	156	211	207	295
HLA-A	2358	2289	2598	4190
HLA-C	2540	2468	2753	4249
HLA-DPA1	145	182	166	274
HLA-DQB1	105	96	159	192
HLA-E	586	584	587	1128
HLA-F	337	306	317	615
HLA-G	429	407	513	767
HLCS	214	246	286	415
HLTF	1387	1737	2092	2542
HLX	33	44	55	98
HM13	1015	1104	1343	2068
HMBOX1	87	79	102	123
HMBS	275	269	335	482
HMCN1	74	59	59	82
HMG20A	176	216	259	360
HMG20B	76	111	105	203
HMGA1	460	599	726	1403
HMGA2	204	281	379	490
HMGB1	6022	7314	8483	13652
HMGB2	1708	2020	2266	4023
HMGB3	1010	1032	1172	1797
HMGCL	119	130	196	222
HMGCR	1034	1197	1345	1901
HMGCS1	1138	1323	1529	2264
HMGN1	782	919	1102	1736
HMGN2	3839	4734	5499	9625
HMGN3	271	401	436	738
HMGN4	96	113	167	234
HMGN5	171	194	214	329
HMGXB3	270	216	333	452
HMGXB4	186	241	293	351
HMMR	838	1004	1198	1491
HMOX1	124	139	170	265
HMOX2	224	252	299	445
HN1	1264	1434	1627	2708
HN1L	516	649	776	1222
HNRNPA0	1573	1807	2323	3525
HNRNPA1	12953	14326	16727	26842
HNRNPA1L2	6886	7148	8356	13434
HNRNPA2B1	14571	15988	19289	29989
HNRNPA3	5254	5807	6150	10951
HNRNPAB	3657	3824	4573	7341
HNRNPC	5809	6712	7895	12315
HNRNPD	3779	4391	5094	8493
HNRNPF	3133	3626	4374	6928
HNRNPH1	6317	7392	8276	12555
HNRNPH2	1100	1234	1436	2240
HNRNPH3	1730	1742	2128	3441
HNRNPK	9486	10743	12060	19357
HNRNPL	7047	7605	9786	14928
HNRNPM	5478	6109	7130	12081
HNRNPR	4405	4715	6041	8229
HNRNPU	11939	13623	14657	23379
HNRNPUL1	2104	2350	3033	4080
HNRNPUL2	1310	1365	1561	2677
HNRPDL	2912	3560	4029	5884
HNRPLL	403	469	608	859
HOMER1	139	118	195	235
HOMER2	59	35	50	67
HOMER3	15	29	38	41
HOMEZ	68	101	132	188
HOOK1	441	498	634	790
HOOK2	83	69	103	158
HOOK3	458	613	712	838
HOXA1	67	60	78	131
HOXA10	266	293	471	680
HOXA11	157	192	291	381
HOXA13	162	227	412	646
HOXA2	3	2	2	4
HOXA3	28	13	24	48
HOXA5	149	192	257	416
HOXA6	39	33	36	66
HOXA9	277	333	487	775
HOXB13	29	42	52	88
HOXB2	72	92	95	167
HOXB3	20	20	22	42
HOXB4	32	24	27	38
HOXB5	70	65	75	154
HOXB6	233	238	287	394
HOXB7	109	121	116	213
HOXB8	16	36	45	72
HOXB9	251	285	389	565
HOXC10	51	78	102	144
HOXC4	29	51	61	76
HOXC6	29	44	62	91
HOXC8	47	62	64	124
HOXC9	147	178	236	353
HOXD10	43	36	36	46
HOXD11	136	162	245	317
HOXD13	163	196	255	362
HOXD4	3	2	3	11
HOXD8	26	31	31	45
HOXD9	22	25	32	16
HP1BP3	1061	1148	1316	1874
HPCAL1	72	71	85	136
HPGD	46	49	67	82
HPRT1	1613	2009	2401	3168
HPS1	68	48	88	136
HPS3	199	216	318	374
HPS4	82	102	107	141
HPS5	128	172	195	226
HPS6	204	227	311	503
HPSE	63	74	85	81
HRAS	126	113	163	300
HRASLS	27	24	34	35
HRSP12	133	161	218	251
HS1BP3	84	125	141	190
HS2ST1	248	257	232	396
HS3ST3A1	37	44	57	81
HS3ST3B1	47	43	56	91
HS6ST1	36	54	55	69
HS6ST2	393	417	478	786
HS6ST3	8	7	13	24
HSBP1	498	511	712	1052
HSCB	130	151	217	308
HSD17B10	1238	1253	1651	2438
HSD17B11	153	208	185	274
