	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
STARD4	387	380	155	206
STARD5	14	19	9	9
STARD7	996	1273	485	625
STARD9	85	34	14	26
STAT1	1369	1606	681	834
STAT2	328	368	162	220
STAT3	1268	1573	668	857
STAT5B	435	428	180	241
STAT6	25	32	13	7
STAU1	3307	3806	1574	2113
STAU2	449	469	177	252
STBD1	72	89	35	34
STC2	594	673	218	338
STEAP1	101	120	56	59
STEAP2	315	346	147	181
STEAP3	505	636	249	314
STIL	915	1021	423	509
STIM1	428	534	221	290
STIM2	316	335	155	177
STIP1	4602	6317	2413	3281
STK10	260	335	125	166
STK11	105	135	44	66
STK11IP	443	594	248	316
STK16	81	105	45	65
STK17A	571	696	268	333
STK17B	438	428	208	274
STK19	220	289	111	173
STK24	868	983	416	533
STK25	862	917	330	459
STK26	2327	2760	1194	1500
STK3	434	518	212	300
STK32C	92	107	58	72
STK33	162	193	102	121
STK35	366	443	196	249
STK36	229	309	115	164
STK38	456	516	216	285
STK38L	586	627	264	309
STK39	523	651	279	314
STK4	923	1101	443	567
STK40	149	186	70	86
STKLD1	2	3	0	0
STMN1	6737	8559	3314	4285
STMN3	410	628	215	332
STMP1	215	287	96	163
STN1	123	150	78	79
STOM	470	578	231	320
STOML1	120	165	106	87
STOML2	2685	3560	1310	1836
STON2	158	209	60	97
STOX1	131	139	47	78
STOX2	160	151	63	93
STPG1	149	178	76	115
STRADA	350	419	150	207
STRADB	55	63	35	43
STRAP	4271	5262	2128	2652
STRBP	741	867	376	440
STRIP1	757	937	372	465
STRIP2	153	210	78	120
STRN	616	662	287	307
STRN3	869	975	419	514
STRN4	810	996	356	506
STS	0	3	0	1
STT3A	3081	3853	1447	1894
STT3B	1932	2185	923	1181
STUB1	1775	2441	869	1226
STX10	249	314	110	158
STX12	751	905	356	490
STX16	42	39	19	22
STX17	238	286	129	162
STX18	230	261	119	144
STX1A	30	26	12	16
STX2	138	152	72	94
STX3	179	212	75	114
STX4	219	258	105	136
STX5	359	493	185	218
STX6	241	303	106	134
STX7	1144	1163	498	592
STX8	216	217	104	124
STXBP1	438	470	203	263
STXBP2	638	769	301	424
STXBP3	1146	1334	611	731
STXBP4	346	413	211	264
STXBP5	287	333	158	176
STXBP5L	53	63	25	34
STYX	177	151	79	84
STYXL1	350	377	124	188
SUB1	2779	3096	1357	1705
SUCLA2	1146	1389	585	723
SUCLG1	1622	1834	758	969
SUCLG2	280	293	104	152
SUCO	280	283	132	154
SUDS3	246	276	121	136
SUFU	560	593	234	304
SUGCT	36	32	14	14
SUGP2	958	1141	463	624
SUGT1	913	1163	519	573
SULF1	25	24	8	8
SULF2	788	1143	419	610
SULT4A1	55	64	21	26
SUMF1	110	136	46	58
SUMF2	566	658	271	382
SUMO1	369	357	176	219
SUMO2	459	620	278	352
SUMO3	316	420	147	258
SUN1	1546	1799	746	986
SUN2	832	1137	367	575
SUOX	171	213	77	102
SUPT16H	3970	4950	2009	2706
SUPT20H	1919	2067	904	1117
SUPT3H	199	241	119	152
SUPT4H1	591	944	366	533
SUPT5H	3770	4882	1884	2628
SUPT6H	1896	2506	998	1244
SUPT7L	430	500	215	249
SUPV3L1	1330	1334	593	733
SURF1	288	320	115	147
SURF2	373	560	191	293
SURF4	2347	3057	1179	1523
SURF6	698	1023	388	470
SUSD1	123	175	66	101
SUSD5	213	319	123	219
SUV39H1	505	653	262	362
SUV39H2	473	514	216	255
SUZ12	798	920	394	481
SV2A	735	903	355	457
SVBP	87	122	49	61
SVEP1	201	215	108	135
SVIL	339	502	192	274
SVIP	96	84	51	61
SWAP70	496	613	243	331
SWI5	171	233	79	110
SWSAP1	113	168	63	76
SWT1	85	73	46	58
SYAP1	2903	3336	1338	1808
SYBU	127	206	82	115
SYCP2	2	3	3	0
SYCP2L	123	149	55	63
SYCP3	3	2	3	4
SYDE1	297	356	150	203
SYDE2	319	323	142	154
SYF2	972	1388	537	770
SYK	223	278	142	143
SYMPK	917	1093	399	567
SYN2	160	205	75	107
SYNC	4	17	4	5
SYNCRIP	3730	4285	1845	2398
SYNE1	779	820	355	448
SYNE2	961	1295	567	690
SYNE3	84	131	43	63
SYNGAP1	41	48	19	18
SYNGR1	368	424	166	233
SYNGR2	478	607	222	346
SYNJ1	413	526	187	224
SYNJ2	293	375	141	165
SYNM	40	34	12	14
SYNRG	788	896	354	486
SYP	64	87	33	55
SYPL1	2123	2565	1138	1372
SYS1	72	121	38	58
SYT1	138	133	57	80
SYT14	95	78	46	53
SYTL4	58	76	21	33
SYTL5	85	68	27	38
SYVN1	471	708	240	389
SZRD1	382	573	223	322
SZT2	369	371	177	213
TAB1	454	530	189	307
TAB2	650	688	272	392
TAB3	120	136	52	72
TACC1	760	910	379	445
TACC2	247	242	99	110
TACC3	2845	3818	1345	1953
TACO1	1120	1175	553	699
TADA1	487	547	219	305
TADA2A	246	284	128	163
TADA2B	170	221	79	105
TADA3	473	688	231	339
TAF1	510	647	239	335
TAF10	453	669	221	356
TAF11	530	565	230	332
TAF12	168	179	77	91
TAF13	366	410	154	190
TAF15	3776	4581	1969	2444
TAF1A	165	202	73	84
TAF1B	883	1024	419	534
TAF1C	137	216	73	91
TAF1D	243	286	133	202
TAF2	891	918	363	424
TAF3	308	415	151	238
TAF4	350	395	161	209
TAF4B	120	134	42	68
TAF5	495	645	266	265
TAF5L	242	324	103	150
TAF6	699	840	289	441
TAF6L	305	439	160	219
TAF7	1840	2086	878	1208
TAF8	379	463	166	214
TAF9	486	553	220	292
TAF9B	790	909	397	465
TAGLN2	3110	4097	1443	2034
TALDO1	3282	3947	1606	2027
TAMM41	466	522	223	271
TANC1	713	865	364	499
TANC2	382	415	185	215
TANGO2	100	122	45	75
TANGO6	335	408	150	207
TANK	191	209	99	118
TAOK1	742	848	337	437
TAOK2	443	671	246	354
TAOK3	241	293	104	117
TAP1	365	570	183	284
TAPBP	327	429	142	185
TAPT1	267	325	111	181
TARBP1	822	975	419	474
TARBP2	297	346	126	172
TARDBP	375	589	226	280
TARS	7470	8875	3616	4591
TARS2	1483	1725	674	879
TARSL2	390	447	199	247
TAS2R13	0	0	0	0
TAS2R14	0	3	0	0
TAS2R19	0	0	0	0
TAS2R20	0	0	0	0
TAS2R3	0	0	0	1
TAS2R30	1	0	0	0
TAS2R31	0	0	0	0
TAS2R4	0	0	0	0
TAS2R43	1	0	0	0
TAS2R46	0	0	0	0
TASOR	922	966	452	528
TASOR2	2371	2702	1278	1531
TASP1	64	67	41	47
TATDN1	338	367	160	186
TATDN2	118	160	54	89
TATDN3	242	256	104	146
TAX1BP1	2091	2059	917	1100
TAX1BP3	252	287	111	165
TAZ	147	221	99	110
TBC1D1	462	479	224	264
TBC1D10A	59	91	34	41
TBC1D10B	645	780	259	405
TBC1D12	144	208	70	75
TBC1D13	419	560	202	289
TBC1D14	237	284	108	141
TBC1D15	1792	2036	933	1118
TBC1D16	89	121	39	58
TBC1D17	159	220	71	98
TBC1D19	158	161	70	91
TBC1D20	223	283	109	154
TBC1D22A	289	330	125	180
TBC1D22B	165	195	77	89
TBC1D23	763	811	368	416
TBC1D24	110	153	61	95
TBC1D25	118	155	51	73
TBC1D2B	188	234	89	129
TBC1D30	374	385	149	218
TBC1D31	397	340	164	242
TBC1D32	311	352	154	179
TBC1D4	922	1052	439	523
TBC1D5	395	399	173	222
TBC1D7	397	456	175	248
TBC1D8	63	74	33	26
TBC1D8B	131	132	46	76
TBC1D9	212	245	109	126
TBC1D9B	781	968	329	484
TBCA	1683	2007	854	1086
TBCB	3092	4003	1464	2080
TBCC	367	514	174	244
TBCCD1	108	113	54	52
TBCD	1131	1332	540	691
TBCE	1	4	0	1
TBCEL	71	75	31	50
TBCK	114	162	74	90
TBK1	941	1072	439	524
TBKBP1	162	200	71	86
TBL1X	167	173	63	89
TBL1XR1	931	978	406	509
TBL2	391	513	197	271
TBL3	1085	1469	493	684
TBP	436	462	217	256
TBPL1	287	279	132	126
TBRG1	65	91	43	51
TBRG4	1176	1383	524	712
TBX1	268	318	139	190
TBX18	598	712	253	351
TBX2	192	208	72	108
TBX20	86	124	46	74
TBX3	381	563	199	310
TC2N	358	349	142	211
TCAF1	335	476	179	237
TCAIM	165	166	65	86
TCEA1	121	215	77	100
TCEA2	157	160	64	109
TCEAL1	216	293	120	152
TCEAL4	689	1013	389	462
TCEAL8	379	559	202	262
TCEAL9	353	390	163	244
TCEANC	32	20	17	10
TCEANC2	198	207	98	105
TCERG1	2567	2882	1301	1627
TCF12	735	720	294	399
TCF19	186	219	67	112
TCF20	949	1021	445	570
TCF25	662	894	299	437
TCF3	463	610	229	303
TCF4	545	699	273	387
TCF7	239	273	94	153
TCF7L2	600	729	333	417
TCFL5	41	57	30	22
TCHP	185	242	95	120
TCIRG1	45	51	24	32
TCOF1	4371	5772	2169	2831
TCP1	6934	8542	3438	4530
TCP11L1	223	196	107	114
TCP11L2	339	323	133	179
TCTA	80	140	45	66
TCTN1	220	276	91	128
TCTN2	216	234	94	99
TCTN3	644	765	337	406
TDG	998	1191	537	672
TDP1	526	559	255	340
TDP2	807	955	401	489
TDRD3	353	354	160	184
TDRD6	1	0	0	1
TDRD7	528	553	228	319
TDRKH	387	492	205	254
TEAD1	444	585	227	292
TEAD2	84	95	33	49
TEAD4	371	409	158	200
TEC	90	68	38	27
TECPR1	183	254	103	106
TECPR2	337	424	165	203
TECR	1672	2205	840	1192
TECTA	14	11	2	8
TEDC1	233	311	101	150
TEDC2	279	298	141	163
TEF	44	42	23	32
TEFM	270	353	136	177
TELO2	882	1304	461	663
TENM1	3	2	2	2
TENM3	714	921	357	515
TENT2	553	536	234	287
TENT4A	273	409	141	151
TENT4B	355	472	200	204
TENT5A	186	255	97	121
TENT5C	245	318	124	175
TEP1	140	151	43	81
TEPSIN	116	172	54	110
TERF1	257	370	162	179
TERF2	626	680	284	365
TERF2IP	942	1314	474	646
TERT	4	4	5	5
TES	1351	1819	713	1028
TESC	182	220	93	132
TESK1	30	54	16	17
TESK2	54	57	17	38
TET1	371	380	161	215
TET2	198	233	96	101
TET3	128	215	61	98
TEX10	1814	1969	800	1043
TEX14	6	11	1	6
TEX15	297	283	141	147
TEX2	277	331	122	179
TEX261	137	150	64	90
TEX264	429	608	178	312
TEX30	284	296	119	189
TEX9	143	174	70	103
TFAM	2045	2294	991	1281
TFAP2A	554	841	291	404
TFAP2C	143	149	46	65
TFAP4	286	428	157	212
TFB1M	228	227	99	120
TFB2M	367	424	183	231
TFCP2	717	903	373	466
TFDP1	802	959	378	500
TFDP2	498	470	200	281
TFE3	284	369	137	204
TFG	2025	2419	1066	1281
TFIP11	851	1154	480	613
TFPI2	437	473	211	260
TFPT	172	249	87	121
TFRC	1984	2490	1059	1351
TGDS	224	238	110	124
TGFBR1	348	382	175	190
TGFBR2	147	206	66	94
TGFBR3	263	335	143	194
TGFBRAP1	331	430	172	220
TGIF1	152	173	52	87
TGIF2	162	198	75	103
TGOLN2	677	846	354	444
TGS1	609	713	326	424
THADA	1193	1324	577	710
THAP1	222	271	108	140
THAP10	148	200	60	79
THAP11	395	483	199	239
THAP12	57	69	28	19
THAP2	32	31	15	10
THAP3	221	245	86	131
THAP4	682	925	331	486
THAP5	324	341	134	179
THAP6	134	133	49	78
THAP7	252	299	106	175
THAP9	126	134	51	48
THBS3	13	28	7	10
THBS4	165	191	68	98
THEM4	134	165	73	92
THEMIS2	27	31	12	13
THG1L	237	367	145	218
THNSL1	433	520	216	291
THOC1	621	854	348	427
THOC2	2725	3441	1487	1826
THOC3	212	255	105	144
THOC5	1078	1276	520	664
THOC6	348	501	200	247
THOC7	814	867	333	462
THOP1	1027	1344	507	731
THRA	93	97	29	42
THRAP3	2883	3574	1540	2028
THRB	100	143	58	78
THSD1	41	42	24	31
THSD4	37	63	27	34
THTPA	95	125	46	65
THUMPD1	319	351	158	211
THUMPD2	397	370	175	226
THUMPD3	1146	1167	490	660
THYN1	485	454	165	225
TIA1	626	769	268	348
TIAL1	1537	1832	711	905
TIAM1	386	488	204	252
TIAM2	119	124	65	85
TICRR	738	854	330	470
TIFA	173	141	86	78
TIGAR	693	816	326	473
TIGD1	104	78	31	32
TIGD2	128	164	57	74
TIGD5	210	284	119	146
TIGD6	130	152	58	74
TIGD7	7	9	4	5
TIMELESS	1766	2165	814	1123
TIMM10	440	698	278	362
TIMM13	1462	2125	810	1174
TIMM17A	947	1037	425	576
TIMM17B	898	1077	420	527
TIMM21	451	597	208	319
TIMM22	537	696	245	335
TIMM23	1142	1407	572	719
TIMM23B	39	46	11	18
TIMM29	427	580	191	276
TIMM44	1128	1472	517	746
TIMM50	3448	4489	1592	2195
TIMM8A	179	211	93	109
TIMM8B	722	883	335	482
TIMM9	156	176	79	89
TIMMDC1	908	944	432	498
TIMP1	2010	2548	994	1468
TIMP2	239	292	116	159
TIMP3	404	441	187	256
TINF2	158	159	47	74
TIPARP	578	652	353	461
TIPIN	1431	1421	686	776
TIPRL	1643	1939	883	1053
TIRAP	20	13	7	12
TJAP1	336	431	163	242
TJP1	2463	2953	1292	1591
TK1	1010	1383	498	763
TK2	36	57	23	25
TKFC	255	322	118	174
TKT	8464	10358	4080	5537
TLCD1	100	111	42	59
TLE1	519	645	230	321
TLE3	1350	1804	728	962
TLE4	562	753	252	387
TLK1	231	256	129	140
TLK2	175	238	87	121
TLL1	3	2	1	2
TLN1	4575	5879	2311	3043
TLN2	145	146	76	80
TLNRD1	29	38	7	16
TM2D1	355	385	168	210
TM2D2	225	369	129	181
TM2D3	480	608	225	307
TM6SF1	10	16	5	8
TM7SF2	139	172	63	82
TM7SF3	576	667	272	340
TM9SF2	3081	3857	1581	2002
TM9SF3	2693	3136	1289	1591
TM9SF4	716	894	386	495
TMA16	450	549	208	286
TMA7	156	190	76	111
TMBIM4	157	238	92	137
TMBIM6	9622	12269	4803	6249
TMC6	57	37	14	29
TMC7	59	51	38	28
TMCC1	55	63	29	25
TMCC2	5	7	10	5
TMCO1	2142	2237	978	1296
TMCO3	244	298	100	131
TMCO4	106	138	53	77
TMCO6	104	119	47	46
TMED1	164	237	90	140
TMED10	1134	1367	481	694
TMED2	2845	3741	1524	2033
TMED3	492	650	231	315
TMED4	1313	1620	600	859
TMED5	701	807	336	419
TMED7	159	230	114	118
TMED8	234	262	113	136
TMED9	1857	2592	998	1318
TMEM101	502	622	241	306
TMEM102	59	80	30	37
TMEM104	260	368	128	179
TMEM106B	629	613	315	376
TMEM106C	592	686	277	396
TMEM108	63	74	29	39
TMEM109	825	1285	441	617
TMEM11	305	344	128	212
TMEM115	365	529	180	251
TMEM116	32	30	17	13
TMEM117	102	120	74	50
TMEM120A	182	208	82	119
TMEM120B	319	358	164	207
TMEM123	1460	1432	672	929
TMEM126A	331	326	144	195
TMEM126B	527	658	238	340
TMEM127	123	228	64	110
TMEM128	114	110	58	82
TMEM129	129	196	75	88
TMEM131	589	646	304	339
TMEM131L	654	733	328	418
TMEM132A	180	257	101	135
TMEM134	31	51	11	15
TMEM135	386	409	185	231
TMEM136	99	90	36	63
TMEM138	137	163	49	82
TMEM140	3	3	0	2
TMEM141	319	325	135	184
TMEM143	29	48	21	25
TMEM144	88	73	40	44
TMEM147	2910	3624	1403	1932
TMEM14A	207	289	95	126
TMEM14B	295	400	160	206
TMEM14C	821	1172	424	563
TMEM150A	13	20	7	18
TMEM160	257	325	107	173
TMEM161A	653	1004	316	440
TMEM161B	357	419	150	251
TMEM164	271	337	119	151
TMEM165	740	899	335	439
TMEM167A	126	165	73	74
TMEM167B	125	144	45	80
TMEM168	265	318	130	205
TMEM170A	61	71	23	34
TMEM170B	42	45	21	37
TMEM175	115	140	48	67
TMEM177	300	307	97	175
TMEM179B	489	608	222	342
TMEM18	217	300	135	130
TMEM181	399	530	185	261
TMEM182	31	25	12	18
TMEM183A	23	14	7	8
TMEM184B	267	327	145	181
TMEM184C	253	295	119	132
TMEM185A	123	160	79	75
TMEM185B	471	737	277	381
TMEM186	88	109	35	53
TMEM19	386	502	218	264
TMEM192	273	292	125	143
TMEM198	34	66	17	20
TMEM199	262	383	112	182
TMEM201	765	1060	351	579
TMEM203	150	201	42	82
TMEM205	981	1137	452	605
TMEM206	188	253	87	129
TMEM208	273	476	144	238
TMEM209	1830	1829	815	1135
TMEM214	728	914	357	449
TMEM216	80	89	32	51
TMEM218	31	48	6	26
TMEM219	138	209	55	94
TMEM222	454	554	218	333
TMEM223	163	180	67	100
TMEM230	307	388	118	195
TMEM231	53	49	19	27
TMEM234	50	83	25	51
TMEM237	428	485	221	265
TMEM241	59	83	25	39
TMEM242	346	372	160	203
TMEM243	104	84	42	65
TMEM245	481	657	240	325
TMEM246	185	196	85	111
TMEM248	456	495	210	276
TMEM25	105	120	40	57
TMEM250	56	77	15	39
TMEM251	99	150	51	73
TMEM254	156	206	72	91
TMEM256	306	356	127	141
TMEM258	790	842	358	481
TMEM259	770	935	389	483
TMEM260	107	126	47	79
TMEM263	294	422	126	215
TMEM266	21	12	11	4
TMEM267	53	76	30	47
TMEM268	49	71	20	29
TMEM30A	1582	1686	731	964
TMEM33	1916	2090	967	1148
TMEM38B	748	938	396	486
TMEM39A	245	312	131	140
TMEM39B	215	297	109	160
TMEM41A	140	202	57	105
TMEM41B	490	629	271	260
TMEM42	27	25	11	10
TMEM43	685	876	389	471
TMEM44	43	53	20	19
TMEM45A	100	125	49	59
TMEM47	0	0	0	0
TMEM50A	1676	1993	859	1039
TMEM50B	168	239	98	100
TMEM51	59	102	29	41
TMEM54	104	123	42	76
TMEM56	68	76	45	42
TMEM59	2236	2708	1087	1409
TMEM60	89	99	38	34
TMEM62	138	138	54	58
TMEM63A	176	189	91	90
TMEM63B	313	349	130	188
TMEM64	132	177	54	71
TMEM65	400	435	166	217
TMEM67	233	235	94	105
TMEM68	149	148	70	86
TMEM69	659	699	284	384
TMEM70	1127	1351	535	777
TMEM80	57	57	28	29
TMEM81	0	0	0	0
TMEM87A	443	535	248	307
TMEM87B	164	201	75	107
TMEM8A	163	217	72	91
TMEM8B	83	77	30	35
TMEM9	647	857	324	457
TMEM94	281	296	103	168
TMEM97	504	593	264	349
TMEM98	169	207	53	101
TMEM99	52	70	30	45
TMEM9B	181	179	76	121
TMF1	894	1032	396	506
TMLHE	471	542	210	312
TMOD2	125	147	56	67
TMOD3	1423	1495	677	777
TMPO	6358	7297	3172	4030
TMPPE	76	110	33	54
TMPRSS9	0	0	0	0
TMSB10	1823	2173	873	1172
TMTC1	175	179	70	91
TMTC2	125	154	66	77
TMTC3	1476	1705	672	797
TMTC4	112	132	48	62
TMUB1	358	312	126	172
TMUB2	207	247	88	114
TMX1	1165	1365	527	764
TMX2	266	411	126	204
TMX2-CTNND1	14	22	9	26
TMX3	495	664	279	343
TMX4	266	412	127	207
TNFAIP1	172	211	73	100
TNFAIP3	58	64	25	44
TNFAIP8	172	191	71	92
TNFRSF10B	731	1028	389	559
TNFRSF10D	230	284	130	171
TNFRSF11A	142	194	64	94
TNFRSF19	113	147	33	56
TNFRSF1A	392	464	148	227
TNFRSF21	158	236	81	132
TNIK	573	726	271	424
TNIP1	410	604	212	257
TNIP2	140	177	60	81
TNK2	85	87	33	60
TNKS	760	918	402	490
TNKS1BP1	308	421	149	196
TNKS2	1739	1818	733	955
TNNI3	22	25	7	13
TNNT1	67	77	31	48
TNPO1	2969	3223	1441	1844
TNPO2	1620	2225	784	1115
TNPO3	1833	2092	908	1084
TNRC18	502	714	292	380
TNRC6A	617	682	293	393
TNRC6B	735	923	348	499
TNRC6C	255	322	127	162
TNS2	109	80	53	57
TNS3	79	108	47	65
TOB1	777	1038	440	505
TOB2	269	473	141	186
TOE1	531	662	274	371
TOGARAM1	157	179	87	87
TOLLIP	286	389	139	164
TOM1	342	411	155	216
TOM1L1	790	915	359	491
TOM1L2	278	305	107	185
TOMM20	615	775	294	438
TOMM22	959	1365	505	675
TOMM34	1364	1574	644	790
TOMM40L	162	228	68	112
TOMM5	668	832	328	351
TOMM6	1634	1714	736	1027
TOMM7	935	1258	513	663
TOMM70	2136	2278	1030	1331
TONSL	420	609	247	322
TOP1	4892	6124	2634	3259
TOP1MT	320	397	162	186
TOP2A	8049	10839	4622	5608
TOP2B	3519	3874	1612	1945
TOP3A	416	545	211	299
TOP3B	277	394	141	212
TOPBP1	1739	1865	761	1001
TOPORS	533	615	312	385
TOR1A	700	892	355	454
TOR1AIP1	791	799	317	437
TOR1AIP2	756	847	344	484
TOR1B	231	315	116	156
TOR2A	103	120	28	76
TOR3A	300	375	154	207
TOX4	699	827	345	480
TP53	1445	1803	704	899
TP53BP1	1925	2319	946	1199
TP53BP2	1141	1311	530	709
TP53I11	127	140	55	69
TP53I13	164	247	100	111
TP53I3	193	177	78	101
TP53INP1	146	193	64	84
TP53RK	333	425	162	225
TP73	304	325	132	159
TPBG	413	556	180	278
TPCN1	186	206	95	144
TPCN2	98	127	45	70
TPD52	174	186	67	106
TPD52L1	435	423	177	228
TPD52L2	1090	1377	550	736
TPGS1	138	251	102	118
TPGS2	680	806	338	425
TPI1	4385	5941	2003	2823
TPM1	618	797	354	429
TPM2	12	11	6	4
TPM3	1203	1562	577	815
TPM4	806	1061	400	550
TPMT	303	301	133	161
TPP1	353	489	163	247
TPP2	2034	2366	1010	1236
TPR	4977	5572	2550	2995
TPRA1	231	345	123	174
TPRG1L	251	388	127	188
TPRKB	883	907	471	532
TPRN	196	343	104	171
TPST1	82	95	25	65
TPST2	131	172	37	47
TPT1	2704	3512	1624	2305
TPX2	3183	3368	1470	1831
TRA2A	1852	2453	1021	1296
TRA2B	4232	4673	1965	2672
TRABD	657	841	268	393
TRADD	58	93	29	55
TRAF2	437	616	191	325
TRAF3	201	203	72	121
TRAF3IP1	328	464	171	207
TRAF3IP2	168	207	75	118
TRAF4	286	367	135	193
TRAF5	204	247	112	123
TRAF6	179	217	99	175
TRAF7	284	373	137	213
TRAFD1	1095	1430	580	761
TRAIP	209	293	115	155
TRAK1	108	148	43	74
TRAK2	114	98	38	52
TRAM1	1423	1636	660	905
TRAM1L1	14	18	6	11
TRAM2	187	224	101	137
TRAP1	4526	5222	1916	2792
TRAPPC1	950	1199	469	661
TRAPPC10	383	481	205	234
TRAPPC11	654	720	317	397
TRAPPC12	384	500	178	261
TRAPPC13	462	497	211	262
TRAPPC2	69	46	29	28
TRAPPC2L	565	655	256	379
TRAPPC3	992	1342	465	650
TRAPPC4	595	762	243	394
TRAPPC5	866	904	360	534
TRAPPC6A	58	90	31	36
TRAPPC6B	154	174	97	106
TRAPPC8	843	812	381	461
TRAPPC9	349	421	159	230
TRDMT1	210	187	97	112
TREX1	1	2	0	1
TREX2	1	1	0	0
TRIAP1	423	538	212	324
TRIB1	521	639	261	384
TRIB3	224	244	80	122
TRIM11	366	494	193	224
TRIM13	462	599	235	301
TRIM14	196	252	78	134
TRIM16	5	8	2	5
TRIM16L	1	6	0	5
TRIM2	397	427	152	193
TRIM21	113	167	64	96
TRIM23	475	561	230	275
TRIM24	1348	1551	678	837
TRIM25	1368	1795	702	879
TRIM26	475	601	252	346
TRIM27	1051	1411	525	677
TRIM28	10381	14589	5257	7543
TRIM3	67	87	47	60
TRIM32	280	372	129	177
TRIM33	1275	1425	601	781
TRIM35	229	349	126	177
TRIM36	177	163	68	93
TRIM37	564	559	245	292
TRIM38	168	172	52	85
TRIM39	23	15	8	13
TRIM4	397	520	186	254
TRIM41	149	237	85	102
TRIM44	466	694	240	356
TRIM45	72	84	31	32
TRIM5	137	126	60	85
TRIM52	54	73	36	37
TRIM59	85	84	36	70
TRIM62	57	67	31	36
TRIM65	417	496	208	291
TRIM66	22	19	10	20
TRIM68	87	118	48	57
TRIM71	11	16	5	11
TRIM8	279	382	128	182
TRIM9	295	309	137	157
TRIO	766	840	374	441
TRIOBP	303	394	174	223
TRIP10	349	422	125	185
TRIP11	791	912	420	477
TRIP12	4557	5065	2228	2782
TRIP13	2207	2481	917	1207
TRIP4	479	523	264	304
TRIP6	1864	2471	905	1157
TRIR	1140	1533	569	782
TRIT1	388	418	183	211
TRMO	196	213	72	112
TRMT1	766	1166	433	679
TRMT10A	239	303	115	167
TRMT10B	62	72	17	31
TRMT10C	1709	1882	844	1054
TRMT11	556	485	219	267
TRMT112	698	1144	380	564
TRMT12	170	158	81	92
TRMT13	507	594	273	333
TRMT1L	878	947	389	467
TRMT2A	865	1165	442	576
TRMT2B	180	201	88	123
TRMT44	160	221	95	108
TRMT5	657	643	298	350
TRMT6	821	969	414	490
TRMT61A	512	730	258	376
TRMT61B	220	251	107	134
TRMU	665	916	324	466
TRNAU1AP	330	377	153	204
TRNT1	295	310	120	136
TRO	411	484	201	288
TROAP	826	953	401	555
TRPC1	109	127	41	58
TRPC3	55	53	22	43
TRPC4AP	1344	1686	669	898
TRPM4	52	58	16	36
TRPM6	20	13	6	9
TRPM7	356	327	171	160
TRPS1	349	381	159	190
TRPT1	142	160	59	88
TRPV1	15	16	3	7
TRRAP	3523	3973	1592	2162
TRUB1	1057	1253	487	601
TRUB2	1000	1096	453	698
TSC1	330	326	148	188
TSC2	880	1187	433	622
TSC22D1	481	550	239	304
TSC22D2	343	440	152	213
TSC22D3	657	787	211	288
TSC22D4	148	199	71	107
TSEN15	130	176	73	84
TSEN2	294	376	151	172
TSEN34	755	856	326	464
TSEN54	292	360	115	166
TSFM	1171	1489	601	789
TSG101	1441	1605	665	859
TSGA10	16	22	7	6
TSHZ1	118	131	61	75
TSHZ2	7	13	5	4
TSHZ3	181	212	73	88
TSKU	44	57	22	37
TSN	1272	1558	627	809
TSNARE1	57	71	29	33
TSNAX	684	849	366	397
TSNAXIP1	9	7	3	4
TSPAN12	226	312	117	128
TSPAN13	529	713	262	353
TSPAN14	244	301	107	164
TSPAN15	139	131	49	48
TSPAN17	66	67	28	45
TSPAN3	2609	3225	1292	1648
TSPAN31	330	447	169	203
TSPAN33	167	225	91	125
TSPAN4	104	125	37	57
TSPAN5	87	96	39	48
TSPAN6	777	1011	442	538
TSPAN9	290	373	135	198
TSPO	298	362	136	174
TSPYL1	3791	5043	2043	2585
TSPYL2	463	589	242	310
TSPYL4	502	640	200	283
TSR1	3402	3921	1584	2051
TSR2	725	989	355	514
TSR3	421	592	176	290
TSSC4	228	324	115	209
TSSK2	0	1	0	0
TSSK3	3	0	1	1
TSSK4	0	0	0	0
TST	316	473	170	275
TSTA3	457	555	223	287
TSTD2	230	252	103	125
TTBK2	92	112	41	52
TTC1	1389	1696	704	903
TTC12	146	191	106	108
TTC13	455	608	196	298
TTC14	451	505	217	280
TTC17	416	540	211	276
TTC19	399	529	210	256
TTC21B	728	701	311	397
TTC23	57	58	21	24
TTC26	403	522	183	241
TTC27	726	827	352	424
TTC28	566	619	266	334
TTC3	444	459	169	244
TTC30A	142	210	73	96
TTC30B	120	175	73	89
TTC31	94	145	72	66
TTC32	188	216	89	102
TTC33	340	345	119	168
TTC37	2662	2771	1208	1546
TTC38	426	599	219	283
TTC39A	323	418	150	214
TTC39B	102	130	51	52
TTC39C	219	295	110	144
TTC4	429	650	241	329
TTC5	314	349	168	204
TTC7A	63	101	26	42
TTC7B	374	449	160	237
TTC8	492	510	216	285
TTC9C	190	239	84	102
TTF1	544	635	288	345
TTF2	1647	1957	772	1039
TTI1	783	870	347	476
TTI2	393	547	173	286
TTK	2481	2711	1251	1562
TTL	222	245	83	126
TTLL1	50	39	29	29
TTLL11	12	39	10	10
TTLL12	1611	2618	822	1212
TTLL3	12	10	6	7
TTLL4	802	1004	402	562
TTLL5	159	183	85	115
TTLL7	237	220	93	119
TTN	66	79	31	31
TTPAL	208	219	106	99
TTYH2	41	56	24	36
TTYH3	427	555	208	300
TUB	180	212	72	85
TUBA1A	555	737	279	391
TUBA1B	6371	7897	3079	4106
