	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
STX7	285	276	438	611
STX8	236	226	348	478
STXBP1	202	158	161	332
STXBP2	328	364	471	670
STXBP3	1239	1266	1891	2648
STXBP4	611	566	671	1114
STXBP5	1035	966	1560	2183
STXBP5L	191	229	252	413
STXBP6	20	21	32	42
STYX	165	177	258	385
STYXL1	318	312	530	772
SUB1	2814	2980	3876	5904
SUCLA2	1139	1151	1670	2459
SUCLG1	1232	1196	2128	3096
SUCLG2	541	556	828	1194
SUCO	1439	1297	2281	3280
SUDS3	497	422	646	945
SUFU	149	105	131	216
SUGCT	197	180	267	335
SUGP2	2640	2318	3324	5074
SUGT1	1153	1102	1785	2495
SULF1	132	125	186	261
SULF2	386	375	636	925
SULT1A1	42	35	67	88
SULT4A1	75	71	81	126
SUMF1	306	294	373	577
SUMF2	1065	983	1316	2099
SUMO1	290	296	508	653
SUMO2	599	628	1001	1340
SUMO3	639	639	1085	1408
SUN1	1395	1186	1850	2781
SUN2	713	603	860	1312
SUOX	264	238	314	527
SUPT16H	9321	9077	13520	18323
SUPT20H	1028	916	1493	2091
SUPT3H	191	177	231	388
SUPT4H1	444	439	694	888
SUPT5H	1696	1560	2477	3610
SUPT6H	2718	2433	3063	4591
SUPT7L	595	587	892	1313
SUPV3L1	1727	1590	2420	3576
SURF1	259	239	328	522
SURF2	458	455	649	905
SURF4	945	799	1738	2288
SURF6	522	640	666	835
SUSD1	238	178	301	433
SUSD4	18	17	30	55
SUSD5	447	346	529	812
SUSD6	40	31	39	77
SUV39H1	346	332	519	763
SUV39H2	953	890	1319	1826
SUZ12	1273	1078	1565	2327
SV2A	191	151	184	282
SVBP	89	97	171	255
SVEP1	64	68	82	134
SVIL	287	258	352	540
SVIP	214	182	294	451
SWAP70	434	417	565	721
SWI5	168	151	333	463
SWSAP1	56	54	107	124
SWT1	227	171	297	405
SYAP1	1900	1863	2807	4055
SYBU	293	252	382	580
SYCE2	43	35	38	79
SYCP2	104	115	166	224
SYCP2L	335	309	351	564
SYCP3	102	77	156	210
SYDE1	239	229	335	407
SYDE2	746	746	1021	1440
SYF2	595	635	816	1068
SYK	333	356	466	691
SYMPK	1765	1531	1834	3067
SYN2	97	84	107	211
SYN3	17	24	23	44
SYNC	219	163	283	415
SYNCRIP	4409	4308	5567	7866
SYNE1	859	746	1028	1607
SYNE2	5844	5570	7344	10782
SYNE3	50	53	45	96
SYNGAP1	101	74	61	142
SYNGR1	155	119	205	244
SYNGR2	313	233	519	720
SYNJ1	606	564	593	1098
SYNJ2	410	351	446	750
SYNJ2BP	31	35	57	70
SYNM	231	228	292	440
SYNRG	655	555	659	1113
SYP	92	90	160	214
SYPL1	479	365	659	884
SYPL2	39	21	47	75
SYS1	37	35	86	153
SYT1	95	97	150	204
SYT14	40	33	60	95
SYT16	23	18	35	52
SYT2	24	13	24	41
SYT3	29	24	33	74
SYT7	24	32	33	55
SYTL1	35	14	23	41
SYTL2	37	33	71	78
SYTL3	16	15	23	38
SYTL4	141	130	166	235
SYTL5	83	67	135	183
SYVN1	206	178	199	393
SZRD1	337	372	495	624
SZT2	897	715	738	1456
TAB1	462	395	555	815
TAB2	588	537	892	1292
TAB3	231	221	358	490
TACC1	564	458	713	1079
TACC2	92	96	97	140
TACC3	2536	2353	2569	4108
TACO1	594	582	818	1255
TACR1	32	26	26	46
TADA1	512	462	723	1043
TADA2A	332	255	526	742
TADA2B	305	286	337	535
TADA3	692	635	730	1158
TAF1	1765	1570	1750	2864
TAF10	508	477	622	919
TAF11	748	691	1026	1458
TAF12	340	282	541	790
TAF13	247	301	325	379
TAF15	1349	1177	1380	2277
TAF1A	433	470	505	780
TAF1B	1108	1056	1505	2186
TAF1C	446	352	440	721
TAF1D	1571	1524	1800	2543
TAF2	2770	2355	3898	5860
TAF3	389	364	426	664
TAF4	370	303	233	504
TAF4B	608	483	841	1374
TAF5	747	730	1110	1629
TAF5L	1149	879	1767	2368
TAF6	452	359	458	752
TAF6L	518	471	786	1082
TAF7	1181	1108	1924	2785
TAF7L	32	29	19	46
TAF8	274	210	436	588
TAF9	928	795	1887	2676
TAF9B	535	482	843	1308
TAGLN2	1003	1030	1472	1901
TALDO1	2159	2011	3266	4690
TAMM41	457	369	410	732
TANC1	1320	1080	1625	2345
TANC2	667	521	668	1135
TANGO2	138	122	165	254
TANGO6	975	821	1283	1928
TANK	416	349	680	1012
TAOK1	1611	1365	2029	2975
TAOK2	2025	1771	2551	3592
TAOK3	311	319	457	657
TAP1	176	148	268	339
TAP2	25	31	42	55
TAPBP	94	82	85	161
TAPT1	316	319	466	655
TARBP1	4298	3974	5425	8363
TARBP2	493	409	841	1201
TARDBP	462	429	939	1097
TARS	7976	7764	12306	16828
TARS2	1447	1211	2135	3049
TARSL2	956	928	1404	2085
TAS1R3	53	46	40	82
TAS2R10	16	25	34	57
TAS2R13	66	67	63	113
TAS2R14	108	81	139	205
TAS2R19	140	142	202	303
TAS2R20	99	82	133	208
TAS2R3	49	43	57	80
TAS2R30	214	202	179	333
TAS2R31	101	106	126	168
TAS2R4	48	31	33	73
TAS2R43	76	51	53	126
TAS2R46	123	124	109	192
TAS2R5	26	23	32	70
TAS2R50	67	81	65	130
TASOR	4516	4115	5861	8661
TASOR2	10110	9089	13932	20588
TASP1	469	419	511	761
TATDN1	421	430	687	868
TATDN2	254	265	260	430
TATDN3	378	319	525	772
TAX1BP1	2558	2415	3892	5343
TAX1BP3	136	147	242	392
TAZ	356	302	457	678
TBC1D1	457	422	630	933
TBC1D10A	58	51	74	98
TBC1D10B	1015	1013	1033	1597
TBC1D12	315	300	438	680
TBC1D13	312	267	371	512
TBC1D14	1139	987	1483	2251
TBC1D15	1067	1027	1397	2127
TBC1D16	467	467	668	1044
TBC1D17	143	120	145	270
TBC1D19	150	151	227	359
TBC1D2	36	40	60	66
TBC1D20	334	288	429	649
TBC1D22A	279	270	312	547
TBC1D22B	253	184	271	385
TBC1D23	1107	1004	1664	2304
TBC1D24	112	105	129	191
TBC1D25	162	123	151	252
TBC1D2B	739	675	915	1374
TBC1D30	213	176	210	331
TBC1D31	1073	977	1528	2215
TBC1D32	1128	1022	1474	2269
TBC1D4	1891	1755	2445	3533
TBC1D5	334	247	446	674
TBC1D7	563	541	727	1060
TBC1D8	428	362	533	816
TBC1D8B	144	127	157	271
TBC1D9	549	538	757	1186
TBC1D9B	3009	2676	4171	6100
TBCA	1099	1206	1520	2152
TBCB	676	613	1172	1526
TBCC	283	294	430	562
TBCCD1	272	207	441	646
TBCD	1453	1302	1667	2609
TBCE	184	193	242	408
TBCEL	104	83	123	207
TBCK	556	499	825	1152
TBK1	1053	1053	1567	2286
TBKBP1	127	97	135	172
TBL1X	556	478	581	928
TBL1XR1	972	911	1538	2233
TBL2	569	516	820	1230
TBL3	1016	870	1179	1840
TBP	285	244	476	639
TBPL1	290	256	477	699
TBRG1	437	413	607	820
TBRG4	1723	1463	2732	3806
TBX1	238	207	241	397
TBX18	243	205	380	550
TBX2	156	130	176	287
TBX20	107	84	144	173
TBX3	432	390	625	1029
TC2N	309	271	404	603
TCAF1	426	359	569	740
TCAIM	569	529	844	1309
TCEA1	354	381	522	724
TCEA2	131	126	145	225
TCEAL1	256	181	398	528
TCEAL4	1046	955	1788	2026
TCEAL8	1026	1022	1223	1693
TCEAL9	690	728	1011	1219
TCEANC	59	52	100	155
TCEANC2	192	206	229	364
TCERG1	3541	3235	4877	6782
TCF12	603	481	878	1353
TCF19	452	462	678	1004
TCF20	2071	1714	2591	4130
TCF25	1562	1342	2202	3240
TCF3	787	693	1035	1449
TCF4	306	276	460	635
TCF7	74	61	74	160
TCF7L1	14	16	12	33
TCF7L2	213	194	156	358
TCFL5	604	548	823	1177
TCHP	225	247	285	422
TCIRG1	106	77	152	186
TCOF1	6140	5668	6907	11112
TCP1	14663	14825	22242	31160
TCP11L1	531	518	566	899
TCP11L2	105	93	122	164
TCTA	46	28	72	95
TCTE3	17	16	15	24
TCTEX1D2	30	27	53	60
TCTN1	471	405	710	1117
TCTN2	403	312	508	750
TCTN3	1008	840	1520	2145
TDG	1000	869	1472	2242
TDP1	955	858	1385	2140
TDP2	860	773	994	1529
TDRD3	485	494	827	1107
TDRD6	100	85	70	140
TDRD7	505	399	709	995
TDRKH	313	293	447	617
TEAD1	395	329	497	755
TEAD2	236	207	325	490
TEAD3	41	34	52	62
TEAD4	335	316	561	887
TEC	73	53	70	109
TECPR1	326	316	366	548
TECPR2	508	406	496	820
TECR	367	342	681	779
TECTA	51	43	48	75
TEDC1	353	348	491	619
TEDC2	393	308	519	735
TEF	41	42	55	71
TEFM	317	272	446	610
TELO2	1006	937	1239	1756
TEN1	14	17	39	47
TENM1	291	214	328	534
TENM3	1225	1059	1397	2329
TENM4	38	43	31	67
TENT2	742	672	1044	1608
TENT4A	592	522	583	1007
TENT4B	539	531	831	1266
TENT5A	163	129	191	290
TENT5C	39	36	91	125
TEP1	465	417	446	777
TEPSIN	164	174	230	399
TERF1	395	432	530	693
TERF2	477	388	495	753
TERF2IP	809	804	1189	1653
TERT	90	64	109	150
TES	595	602	791	1111
TESC	58	54	87	144
TESK1	171	149	254	335
TESK2	127	111	177	271
TESMIN	40	46	62	70
TET1	1767	1500	1701	2850
TET2	981	805	1313	1970
TET3	475	349	353	715
TEX10	2577	2171	3885	5769
TEX14	48	46	92	206
TEX15	1187	1034	1646	2037
TEX2	897	831	1267	1767
TEX261	85	52	209	276
TEX264	537	455	999	1415
TEX30	238	224	377	537
TEX9	196	181	282	386
TFAM	2240	2225	3214	4466
TFAP2A	184	163	186	311
TFAP2C	58	36	44	100
TFAP4	253	232	382	504
TFB1M	691	624	876	1387
TFB2M	526	496	791	1034
TFCP2	766	544	778	1239
TFCP2L1	48	44	83	113
TFDP1	1564	1475	2108	3126
TFDP2	985	836	1386	2070
TFE3	209	168	232	364
TFEB	15	22	27	45
TFG	1586	1306	2421	3298
TFIP11	1689	1492	2823	3813
TFPI	40	21	57	70
TFPI2	44	56	72	97
TFPT	150	154	204	296
TFRC	4365	4122	6579	9130
TGDS	436	408	588	933
TGFB1I1	21	11	17	34
TGFB2	12	20	20	44
TGFB3	35	21	42	60
TGFBR1	656	618	905	1244
TGFBR2	130	98	120	189
TGFBR3	511	477	678	966
TGFBRAP1	687	590	1001	1496
TGIF1	94	86	147	198
TGIF2	208	165	315	474
TGM1	34	23	45	64
TGOLN2	817	733	747	1361
TGS1	2133	1937	2750	4272
THADA	2984	2744	3724	5410
THAP1	145	147	217	333
THAP10	56	45	58	104
THAP11	316	293	426	561
THAP12	607	616	810	1281
THAP2	33	33	63	89
THAP3	171	177	218	334
THAP4	992	863	1415	2126
THAP5	433	391	664	958
THAP6	201	188	221	317
THAP7	533	444	899	1229
THAP8	18	12	20	16
THAP9	310	300	499	720
THBS3	140	111	150	254
THBS4	46	49	68	98
THEM4	171	141	259	341
THEM6	44	32	49	90
THEMIS2	71	92	139	175
THG1L	362	353	502	750
THNSL1	455	444	701	999
THOC1	1209	1134	1741	2498
THOC2	7954	7538	11576	15261
THOC3	246	256	403	575
THOC5	2047	1918	2875	4229
THOC6	840	771	1249	1711
THOC7	1239	1201	1643	2409
THOP1	1860	1786	2911	4047
THRA	153	153	218	302
THRAP3	5391	4772	8418	11729
THRB	100	78	139	202
THSD1	71	43	75	128
THSD4	52	52	68	114
THSD7A	24	13	25	37
THTPA	113	112	173	235
THUMPD1	662	639	1133	1578
THUMPD2	839	740	1138	1636
THUMPD3	1639	1662	2346	3407
THYN1	548	444	844	1187
TIA1	1134	1003	1799	2523
TIAL1	1678	1589	1528	2658
TIAM1	1767	1484	2393	3675
TIAM2	271	234	299	484
TICRR	2930	2564	2731	4627
TIFA	93	88	119	155
TIGAR	355	393	507	769
TIGD1	256	266	351	514
TIGD2	222	244	317	469
TIGD3	23	21	35	55
TIGD4	26	23	26	38
TIGD5	231	199	248	397
TIGD6	100	93	171	249
TIGD7	115	109	148	216
TIMELESS	2492	2389	3079	4477
TIMM10	576	517	642	916
TIMM13	827	846	1059	1429
TIMM17A	1254	1243	2430	3254
TIMM17B	739	668	1047	1551
TIMM21	326	337	592	821
TIMM22	506	535	583	941
TIMM23	777	741	1273	1716
TIMM23B	160	161	211	313
TIMM29	168	155	199	329
TIMM44	1543	1357	2257	2957
TIMM50	1593	1675	2311	3368
TIMM8A	142	155	174	246
TIMM8B	464	471	489	635
TIMM9	135	100	223	315
TIMMDC1	1398	1375	1789	2531
TIMP1	444	449	734	1070
TIMP2	68	54	85	99
TIMP3	79	64	117	190
TINF2	400	330	573	877
TIPARP	564	476	1119	1648
TIPIN	1431	1384	2132	2766
TIPRL	1326	1230	2108	2881
TIRAP	38	45	69	102
TJAP1	338	325	448	599
TJP1	1969	1872	2423	3497
TK1	803	744	1224	1707
TK2	92	85	99	168
TKFC	321	266	463	662
TKT	5984	5127	10363	14007
TLCD1	143	127	215	295
TLE1	616	569	921	1287
TLE2	27	18	28	52
TLE3	1005	727	975	1997
TLE4	912	788	1153	1871
TLK1	918	792	910	1609
TLK2	625	516	812	1208
TLL1	65	38	69	88
TLL2	25	20	25	52
TLN1	5862	5090	5864	10249
TLN2	627	551	703	1096
TLNRD1	100	76	127	161
TLR5	17	20	18	34
TM2D1	534	501	788	1083
TM2D2	283	259	493	675
TM2D3	661	582	957	1280
TM6SF1	71	62	93	147
TM7SF2	190	159	280	462
TM7SF3	827	769	1314	1900
TM9SF2	3544	3097	5429	8009
TM9SF3	2867	3136	4304	5946
TM9SF4	1004	809	1213	1749
TMA16	759	769	1237	1747
TMA7	378	396	413	582
TMBIM1	37	27	28	69
TMBIM4	151	110	233	329
TMBIM6	2806	2437	4380	5856
TMC3	31	22	36	31
TMC4	38	22	32	54
TMC5	30	33	50	71
TMC6	79	67	110	201
TMC7	71	53	75	100
TMCC1	185	159	221	335
TMCC2	65	48	97	171
TMCC3	46	39	43	64
TMCO1	1330	1366	2065	2941
TMCO3	502	396	616	872
TMCO4	92	73	108	172
TMCO6	245	209	260	398
TMED1	244	187	352	470
TMED10	1415	1436	1901	2909
TMED2	1938	1817	3257	4267
TMED3	751	660	1311	1795
TMED4	720	647	1022	1302
TMED5	1052	1129	1556	2219
TMED6	36	33	29	54
TMED7	143	141	249	325
TMED8	450	400	526	732
TMED9	1309	1389	1626	2451
TMEM101	194	169	262	381
TMEM102	54	65	78	110
TMEM104	165	118	155	280
TMEM106B	559	501	855	1330
TMEM106C	1975	1719	3337	4869
TMEM107	27	30	54	62
TMEM108	49	41	54	87
TMEM109	529	484	719	1073
TMEM11	255	252	456	559
TMEM110-MUSTN1	37	45	41	61
TMEM115	637	584	837	1067
TMEM116	64	53	118	164
TMEM117	175	137	222	361
TMEM120A	105	97	207	318
TMEM120B	249	225	354	506
TMEM121	30	39	43	54
TMEM123	710	529	1666	2200
TMEM126A	385	270	596	887
TMEM126B	847	817	1450	2006
TMEM127	71	57	92	142
TMEM128	128	141	252	333
TMEM129	249	213	371	526
TMEM131	1507	1307	1757	2909
TMEM131L	923	819	1040	1657
TMEM132A	413	354	503	806
TMEM134	55	46	96	117
TMEM135	372	294	575	912
TMEM136	55	61	114	120
TMEM138	186	137	284	424
TMEM140	55	37	92	128
TMEM141	213	194	326	489
TMEM143	54	55	74	115
TMEM144	119	97	197	285
TMEM145	38	39	40	56
TMEM147	1059	938	1890	2598
TMEM14A	281	234	408	547
TMEM14B	368	279	655	856
TMEM14C	374	358	571	838
TMEM150A	46	27	55	101
TMEM150C	37	26	30	53
TMEM159	32	23	55	68
TMEM160	136	122	203	309
TMEM161A	753	643	1083	1498
TMEM161B	481	427	762	1074
TMEM164	185	151	230	434
TMEM165	864	775	1312	1927
TMEM167A	204	186	283	369
TMEM167B	103	88	136	192
TMEM168	521	501	757	1117
TMEM170A	73	55	118	158
TMEM170B	89	95	67	100
TMEM171	16	11	18	34
TMEM175	133	121	201	299
TMEM177	404	337	648	834
TMEM178B	35	35	59	72
TMEM179B	404	375	615	914
TMEM18	452	393	599	918
TMEM181	761	640	1033	1563
TMEM182	33	36	42	70
TMEM183A	531	464	772	1118
TMEM184B	445	317	512	951
TMEM184C	551	432	778	1133
TMEM185A	129	110	152	237
TMEM185B	171	134	219	367
TMEM186	140	143	158	218
TMEM187	27	16	52	54
TMEM189	37	30	75	91
TMEM19	386	316	642	936
TMEM192	368	375	613	878
TMEM198	47	34	74	90
TMEM199	198	182	250	369
TMEM201	268	224	284	487
TMEM203	174	149	242	287
TMEM205	343	304	595	759
TMEM206	503	423	755	991
TMEM208	328	333	528	641
TMEM209	823	647	1187	1758
TMEM214	543	472	649	1032
TMEM216	71	78	123	148
TMEM218	98	82	149	228
TMEM219	308	266	402	628
TMEM222	180	168	290	446
TMEM223	202	130	297	487
TMEM230	241	171	426	615
TMEM231	50	37	63	90
TMEM232	12	10	22	32
TMEM234	90	100	153	243
TMEM237	940	803	1428	2100
TMEM241	144	103	170	267
TMEM242	199	194	302	369
TMEM243	240	214	368	546
TMEM245	1139	1015	1461	2261
TMEM246	272	212	337	499
TMEM248	541	423	865	1268
TMEM25	114	94	142	233
TMEM250	94	72	161	239
TMEM251	89	81	146	187
TMEM254	51	42	60	79
TMEM255A	17	11	17	27
TMEM256	216	159	334	459
TMEM258	479	394	1008	1480
TMEM259	873	767	1455	2117
TMEM260	232	207	264	441
TMEM263	279	309	491	638
TMEM265	60	37	24	86
TMEM266	75	78	105	146
TMEM267	115	88	177	251
TMEM268	122	98	137	184
TMEM30A	883	776	1308	1697
TMEM33	1141	1004	1571	2368
TMEM35B	50	51	81	99
TMEM38A	35	31	59	80
TMEM38B	717	664	1140	1479
TMEM39A	444	306	812	1141
TMEM39B	387	336	528	725
TMEM41A	150	135	206	328
TMEM41B	369	318	587	842
TMEM42	70	59	99	99
TMEM43	861	741	1077	1635
TMEM44	50	51	57	105
TMEM45A	113	94	183	225
TMEM47	54	42	78	119
TMEM50A	563	532	934	1268
TMEM50B	244	214	350	535
TMEM51	31	38	47	73
TMEM53	38	29	48	51
TMEM54	55	36	74	145
TMEM56	64	63	104	147
TMEM59	1515	1288	2212	3214
TMEM60	127	120	201	279
TMEM62	233	207	336	510
TMEM63A	332	275	345	593
TMEM63B	328	255	479	659
TMEM63C	32	25	48	80
TMEM64	187	153	262	389
TMEM65	268	221	313	476
TMEM67	539	483	736	1081
TMEM68	183	173	275	404
TMEM69	306	261	514	775
TMEM70	629	604	1074	1457
TMEM74	26	21	68	69
TMEM74B	41	45	60	86
TMEM79	36	36	52	73
TMEM80	76	82	129	205
TMEM81	61	77	77	129
TMEM87A	815	808	1226	1685
TMEM87B	143	134	176	275
TMEM8A	358	330	665	917
TMEM8B	89	53	71	131
TMEM9	494	470	807	1159
TMEM94	603	472	542	996
TMEM97	345	254	552	866
TMEM98	219	219	350	493
TMEM99	193	160	278	379
TMEM9B	147	102	230	323
TMF1	2066	1899	2813	3770
TMLHE	437	340	567	840
TMOD1	38	32	41	62
TMOD2	138	104	182	250
TMOD3	520	485	692	1051
TMOD4	16	11	20	45
TMPO	6094	5591	8863	13010
TMPPE	157	109	116	254
TMPRSS9	93	76	89	141
TMSB10	1218	1160	1886	2826
TMSB15A	27	28	54	64
TMTC1	294	202	410	617
TMTC2	177	136	226	356
TMTC3	1922	1687	2767	4036
TMTC4	375	343	563	833
TMUB1	254	238	384	508
TMUB2	193	145	314	400
TMX1	1802	1725	2651	3538
TMX2	549	473	943	1422
TMX2-CTNND1	59	70	59	89
TMX3	546	588	761	1126
TMX4	552	570	846	1134
TNC	16	16	35	33
TNFAIP1	144	160	226	337
TNFAIP3	83	65	109	171
TNFAIP8	60	55	109	131
TNFRSF10B	628	598	837	1214
TNFRSF10D	149	145	231	371
TNFRSF11A	94	77	125	196
TNFRSF12A	27	30	48	67
TNFRSF19	34	36	54	80
TNFRSF1A	211	191	249	320
TNFRSF21	225	237	291	415
TNFRSF6B	23	25	36	69
TNIK	848	735	1166	1593
TNIP1	702	643	907	1303
TNIP2	286	292	399	522
TNK2	272	198	214	374
TNKS	974	861	1136	1783
TNKS1BP1	1010	974	940	1535
TNKS2	2020	1800	2530	3954
TNNI3	64	61	109	125
TNNT1	155	140	201	257
TNPO1	6096	5501	9339	13283
TNPO2	1955	1620	2472	3718
TNPO3	2754	2585	3784	5296
TNRC18	1539	1298	1165	2299
TNRC6A	2478	2038	2938	4541
TNRC6B	1942	1616	2406	3713
TNRC6C	591	505	547	1050
TNS2	40	25	59	69
TNS3	121	91	174	246
TOB1	252	220	299	509
TOB2	197	191	227	303
TOE1	706	636	1075	1442
TOGARAM1	494	453	713	996
TOLLIP	153	135	182	266
TOM1	300	274	471	665
TOM1L1	908	770	1334	1941
TOM1L2	521	449	505	868
TOMM20	1373	1247	2346	3220
TOMM20L	17	26	27	50
TOMM22	1813	1652	2698	3782
TOMM34	952	946	1315	1829
TOMM40L	247	274	375	518
TOMM5	578	642	786	1057
TOMM6	655	607	962	1238
TOMM7	1778	1519	2424	3348
TOMM70	3248	2965	4225	6462
TONSL	1174	976	1310	2111
TOP1	3262	2994	2968	4750
TOP1MT	580	516	784	1117
TOP2A	11514	10892	15872	22872
TOP2B	11854	11622	15282	21973
TOP3A	2328	1939	2545	4107
TOP3B	904	811	1199	1778
TOPBP1	4282	3903	6094	8975
TOPORS	1540	1418	2634	3570
TOR1A	556	454	774	1114
TOR1AIP1	876	800	1324	2035
TOR1AIP2	1802	1501	2309	3579
TOR1B	211	197	298	413
TOR2A	115	92	170	231
TOR3A	768	718	997	1473
TOX4	746	633	1364	1988
TP53	958	837	1252	1783
TP53BP1	3005	2749	3794	5713
TP53BP2	2369	2134	3163	4639
TP53I11	48	47	52	95
TP53I13	188	136	254	317
TP53I3	83	84	152	177
TP53INP1	74	45	82	147
TP53RK	353	368	524	753
TP53TG5	37	37	73	72
TP73	98	71	113	171
TPBG	113	79	175	245
TPCN1	182	160	195	358
TPCN2	237	244	278	498
TPD52	106	100	105	160
TPD52L1	126	130	192	301
TPD52L2	707	640	853	1245
TPGS1	91	88	122	172
TPGS2	808	698	1136	1678
TPH1	46	42	56	74
TPI1	5358	5227	7693	10953
TPM1	576	653	838	1110
TPM2	107	127	134	165
TPM3	2079	1909	2602	3752
TPM4	378	437	482	628
TPMT	483	484	690	1014
TPP1	434	378	341	688
TPP2	2391	2203	3504	5084
TPPP	45	26	22	49
TPR	19972	19155	29399	37879
TPRA1	286	210	423	666
TPRG1L	75	77	132	178
TPRKB	599	575	1117	1544
TPRN	266	245	441	571
TPST1	240	199	339	525
TPST2	177	141	291	397
TPT1	10157	9533	16172	21303
TPX2	4526	4110	5378	8396
TRA2A	1276	1105	1938	2989
TRA2B	2932	2692	5077	7063
TRABD	727	631	946	1285
TRADD	45	48	70	99
TRAF2	421	450	492	704
TRAF3	645	626	823	1211
TRAF3IP1	513	484	735	915
TRAF3IP2	148	123	163	286
TRAF3IP3	26	18	43	54
TRAF4	405	356	600	893
TRAF5	210	227	261	394
TRAF6	312	273	386	617
TRAF7	815	644	1168	1865
TRAFD1	958	844	1490	2101
TRAIP	511	515	778	1012
TRAK1	722	641	820	1369
TRAK2	637	557	924	1402
TRAM1	1911	1601	3803	5288
TRAM1L1	43	40	75	114
TRAM2	144	112	133	252
TRAP1	4805	4545	7209	10058
TRAPPC1	363	302	412	660
TRAPPC10	1354	1294	1659	2689
TRAPPC11	903	888	1352	1981
TRAPPC12	632	589	802	1258
TRAPPC13	680	657	1062	1573
TRAPPC2	121	110	168	275
TRAPPC2B	23	19	51	51
TRAPPC2L	657	658	1105	1616
TRAPPC3	597	600	947	1308
TRAPPC4	606	567	980	1423
TRAPPC5	341	283	689	933
TRAPPC6A	70	74	128	152
TRAPPC6B	138	174	258	369
TRAPPC8	1625	1490	2368	3402
TRAPPC9	350	273	338	626
TRDMT1	170	169	238	343
TRERF1	33	27	35	68
TREX1	39	31	50	108
TREX2	165	191	172	287
TRHDE	23	13	26	42
TRIAP1	128	147	209	236
TRIB1	179	128	250	446
TRIB2	21	22	26	51
TRIB3	180	175	226	329
TRIM11	563	555	716	1148
TRIM13	602	559	893	1237
TRIM14	96	114	96	185
TRIM16	56	70	97	148
TRIM16L	78	73	118	172
TRIM17	46	39	38	84
TRIM2	440	381	656	936
TRIM21	94	92	127	187
TRIM23	573	585	862	1140
TRIM24	1179	930	1674	2421
TRIM25	447	375	619	909
TRIM26	412	447	560	824
TRIM27	2108	1871	3070	4361
TRIM28	9983	8623	13621	20250
TRIM3	115	116	171	244
TRIM32	341	311	376	504
TRIM33	2173	1958	2877	4508
TRIM35	212	180	210	373
TRIM36	117	115	163	250
TRIM37	1932	1834	2641	3905
TRIM38	139	116	138	186
TRIM39	48	38	82	90
TRIM4	468	429	609	872
TRIM41	586	672	907	1150
TRIM44	323	340	431	567
TRIM45	176	181	221	306
TRIM5	57	67	84	138
TRIM52	218	231	276	359
TRIM56	35	40	32	64
TRIM59	230	229	286	409
TRIM62	66	42	67	122
TRIM65	501	422	731	1011
TRIM66	234	198	211	415
TRIM68	173	142	201	263
TRIM71	114	100	127	162
TRIM8	358	345	394	609
TRIM9	242	246	292	449
TRIO	3041	2598	3492	5738
TRIOBP	400	346	494	724
TRIP10	366	373	525	690
TRIP11	1835	1765	2716	3326
TRIP12	8218	7052	10938	16824
TRIP13	1150	1024	1997	2828
TRIP4	290	251	316	556
TRIP6	763	780	1092	1528
TRIQK	32	38	55	66
TRIR	741	821	1092	1363
TRIT1	571	566	787	1231
TRMO	370	286	625	865
TRMT1	1450	1347	2172	3180
TRMT10A	314	276	474	713
TRMT10B	180	183	227	328
TRMT10C	2391	2303	3844	5720
TRMT11	1544	1579	2011	2893
TRMT112	1032	958	1472	1982
TRMT12	485	432	631	812
TRMT13	615	623	758	1073
TRMT1L	1076	1029	1491	2313
TRMT2A	1418	1363	2180	2823
TRMT2B	524	471	685	1037
TRMT44	492	429	621	927
TRMT5	816	721	1146	1700
TRMT6	989	893	1413	1980
TRMT61A	261	203	372	493
TRMT61B	445	386	598	851
TRMU	952	934	1371	1989
TRNAU1AP	647	570	812	1252
TRNT1	586	604	716	1022
TRO	647	565	988	1457
TROAP	993	827	1228	1904
TRPC1	615	615	849	1220
TRPC3	76	74	92	156
TRPC4AP	1906	1768	2819	4008
TRPM4	90	91	89	152
TRPM6	40	32	44	67
TRPM7	2569	2290	3438	5074
TRPS1	758	646	928	1497
TRPT1	149	154	262	367
TRPV1	236	194	226	383
TRPV4	26	17	34	43
TRRAP	6669	5479	5520	10825
TRUB1	814	684	1185	1758
TRUB2	861	769	1312	1808
TSC1	754	703	985	1527
TSC2	1907	1672	2205	3674
TSC22D1	733	622	832	1316
TSC22D2	423	363	471	871
TSC22D3	622	671	779	1124
TSC22D4	123	116	156	272
TSEN15	268	249	427	603
TSEN2	704	633	954	1352
TSEN34	616	503	1054	1540
TSEN54	549	520	798	1113
TSFM	807	756	1229	1682
TSG101	740	603	1276	1854
TSGA10	101	111	111	215
TSHZ1	466	393	640	947
TSHZ2	63	48	61	124
TSHZ3	130	83	100	190
TSKU	45	29	67	77
TSN	1222	1135	1826	2571
TSNARE1	97	73	136	180
TSNAX	898	872	1264	1760
TSNAXIP1	54	51	92	123
TSPAN10	23	21	32	35
TSPAN12	173	158	232	379
TSPAN13	224	211	340	508
TSPAN14	68	60	85	126
TSPAN15	143	120	196	312
TSPAN17	239	232	437	577
TSPAN18	28	15	22	39
TSPAN2	30	14	36	48
TSPAN3	2591	2192	4325	6134
TSPAN31	144	127	237	323
TSPAN33	120	101	158	253
TSPAN4	157	110	200	241
TSPAN5	99	73	140	193
TSPAN6	930	873	1532	2165
TSPAN9	51	53	97	120
TSPEAR	21	23	21	28
TSPO	361	272	500	710
TSPYL1	2678	2548	4056	5383
