	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
ERCC6L2	206	216	192	162
ERCC8	147	142	93	110
ERF	349	434	199	208
ERFE	120	177	86	114
ERG28	339	482	284	282
ERGIC1	556	699	481	485
ERGIC2	630	621	525	575
ERGIC3	1869	2439	1736	1624
ERH	2992	3208	2442	2735
ERI1	536	506	411	391
ERI2	283	273	190	254
ERI3	1418	1627	1145	1209
ERICH1	330	344	216	234
ERICH5	101	153	111	100
ERLEC1	390	400	376	330
ERLIN1	396	443	300	298
ERLIN2	952	1177	838	925
ERMAP	25	23	14	22
ERMARD	234	223	182	157
ERMP1	712	765	610	538
ERN1	58	102	57	62
ERO1A	1106	1079	962	908
ERO1B	163	212	174	155
ERP29	974	1307	778	803
ERP44	1375	1679	1104	1232
ERRFI1	287	349	248	253
ERV3-1	2	8	5	4
ERVFRD-1	0	0	0	0
ERVK3-1	297	457	218	248
ESCO1	148	144	90	98
ESCO2	1159	1337	803	936
ESD	4196	4709	3150	3497
ESF1	808	937	592	621
ESPL1	1775	2374	1736	1679
ESPNL	0	0	0	3
ESR2	0	3	0	1
ESRP2	401	461	366	326
ESRRA	107	171	93	101
ESRRB	15	27	21	17
ESRRG	0	0	1	0
ESS2	446	612	402	361
ESYT1	2358	2857	2043	1913
ESYT2	857	1096	857	805
ETAA1	155	150	108	135
ETF1	2935	3276	2307	2426
ETFA	3695	3978	2964	2813
ETFB	1194	1412	994	884
ETFBKMT	18	23	11	11
ETFDH	411	574	405	437
ETFRF1	175	154	103	144
ETHE1	160	174	124	149
ETNK1	999	1362	719	811
ETNK2	65	81	41	48
ETNPPL	35	34	41	21
ETS2	464	582	386	447
ETV1	405	417	255	287
ETV3	359	511	327	287
ETV6	81	111	61	49
EVC	57	72	57	53
EVI2B	0	0	0	0
EVI5	398	447	326	360
EVI5L	131	148	116	116
EVL	131	169	114	114
EWSR1	3819	5184	3211	3766
EXD2	258	336	281	267
EXD3	33	24	28	25
EXO1	802	849	652	683
EXO5	136	181	141	151
EXOC1	719	727	592	555
EXOC2	1290	1493	1140	1135
EXOC3	654	765	519	529
EXOC4	1503	1611	1254	1217
EXOC5	431	466	322	334
EXOC6	1240	1251	997	1038
EXOC6B	531	610	466	456
EXOC7	1140	1449	881	1012
EXOC8	721	950	626	605
EXOG	165	250	128	156
EXOSC1	730	985	596	629
EXOSC10	2674	3545	2167	2427
EXOSC2	1434	1773	1282	1219
EXOSC3	657	875	505	531
EXOSC4	613	838	446	410
EXOSC5	1005	1326	826	788
EXOSC6	471	653	396	444
EXOSC7	564	700	434	422
EXOSC8	1762	1932	1481	1527
EXOSC9	1061	1352	883	912
EXPH5	186	218	167	158
EXT1	277	304	253	265
EXT2	901	1088	875	886
EXTL2	273	234	211	244
EXTL3	299	363	272	286
EYA1	71	70	55	58
EYA2	204	251	186	197
EYA3	658	737	490	557
EYA4	519	596	383	399
EYS	0	3	1	0
EZH1	173	142	140	143
EZH2	1078	1447	955	967
EZR	3428	4709	2995	3054
F11R	442	583	480	449
F12	74	94	64	51
F2R	370	441	305	342
F2RL1	412	467	340	288
F3	61	65	42	51
F8	61	56	47	61
FAAH	104	128	115	82
FAAH2	83	72	75	73
FAAP100	148	207	149	109
FAAP20	294	456	278	284
FAAP24	160	217	139	169
FABP3	9	10	8	2
FADD	382	470	245	263
FADS1	344	395	257	280
FADS2	1535	1839	1364	1303
FADS3	114	147	86	91
FAF1	1454	1653	1266	1281
FAF2	1192	1433	1014	1064
FAH	336	410	269	237
FAHD1	434	546	349	335
FAHD2A	90	92	57	70
FAHD2B	39	31	22	19
FAIM	659	935	560	590
FAM102A	17	23	19	28
FAM102B	200	200	178	147
FAM104A	231	334	142	155
FAM104B	194	218	107	179
FAM107B	317	280	220	262
FAM110B	51	56	27	26
FAM114A1	90	87	80	56
FAM114A2	428	580	413	380
FAM117A	137	198	112	122
FAM117B	383	432	315	334
FAM118A	222	255	177	200
FAM118B	249	278	174	184
FAM120A	1113	1459	989	905
FAM120AOS	100	98	60	76
FAM120B	815	991	711	809
FAM120C	276	398	243	245
FAM122A	178	218	118	119
FAM122B	336	389	265	289
FAM122C	34	27	34	36
FAM124A	51	57	39	41
FAM126A	525	621	402	432
FAM126B	149	176	113	125
FAM129A	328	317	232	254
FAM129B	838	963	645	638
FAM131A	64	81	53	40
FAM133B	14	13	16	16
FAM135A	352	331	236	280
FAM136A	580	814	517	491
FAM13A	257	294	215	222
FAM13B	85	103	87	84
FAM13C	54	69	40	42
FAM149A	49	71	40	40
FAM149B1	61	57	42	46
FAM151B	33	45	24	33
FAM155B	25	30	20	13
FAM160A1	64	87	56	53
FAM160A2	133	193	124	127
FAM160B1	364	458	365	383
FAM160B2	209	257	198	170
FAM161A	234	226	158	163
FAM161B	72	73	45	51
FAM162A	928	1010	775	739
FAM166A	0	0	0	0
FAM168A	376	423	290	321
FAM168B	770	862	643	590
FAM169A	405	541	318	357
FAM171A1	323	410	281	316
FAM171A2	152	191	114	107
FAM171B	129	128	105	122
FAM172A	252	270	224	205
FAM173A	90	130	97	73
FAM174A	101	115	80	83
FAM174B	29	32	18	18
FAM177A1	219	264	142	175
FAM184A	305	293	288	275
FAM184B	69	71	72	60
FAM185A	41	65	45	38
FAM186B	5	5	6	4
FAM189A1	13	13	12	16
FAM189B	337	400	253	239
FAM192A	305	467	229	273
FAM193A	353	437	271	301
FAM193B	165	201	128	150
FAM199X	982	1049	749	772
FAM200A	188	176	131	150
FAM200B	39	43	29	36
FAM204A	345	433	280	320
FAM206A	136	221	112	138
FAM207A	181	278	147	180
FAM20A	4	4	6	3
FAM20B	163	229	170	157
FAM20C	108	108	103	76
FAM210A	270	374	230	247
FAM210B	216	231	213	178
FAM214A	227	207	186	215
FAM214B	3	8	10	6
FAM216A	1259	1184	860	937
FAM217B	54	73	59	68
FAM219A	195	261	169	163
FAM219B	127	166	101	109
FAM221A	226	262	176	152
FAM222A	37	41	19	19
FAM222B	172	209	123	136
FAM227A	10	3	9	6
FAM227B	9	9	9	13
FAM228B	6	14	7	7
FAM229B	96	151	75	88
FAM234A	34	42	41	32
FAM234B	503	591	565	506
FAM241A	216	241	169	155
FAM241B	207	291	173	170
FAM32A	331	470	310	286
FAM3A	152	174	127	107
FAM3C	1	1	2	2
FAM45A	79	65	43	50
FAM49B	1127	1272	988	973
FAM50A	1809	2254	1537	1417
FAM50B	0	4	2	4
FAM53A	2	5	2	5
FAM53B	95	138	106	77
FAM53C	481	593	391	366
FAM57A	189	301	183	184
FAM71E1	43	51	24	29
FAM72A	2	10	5	1
FAM72B	13	12	9	9
FAM76A	141	171	111	130
FAM76B	112	142	106	108
FAM78A	6	5	4	4
FAM81A	23	17	13	11
FAM83B	243	294	182	246
FAM83D	1423	1796	1249	1294
FAM83G	237	290	161	165
FAM83H	265	441	298	320
FAM84B	21	18	7	10
FAM86C1	9	17	7	9
FAM89A	171	244	151	156
FAM89B	41	72	39	46
FAM8A1	408	516	382	340
FAM91A1	416	457	329	324
FAM92A	238	272	208	214
FAM95C	0	2	2	2
FAM98A	1235	1582	875	942
FAM98B	1438	1499	1059	1140
FAM98C	121	201	118	123
FAN1	330	378	281	325
FANCA	1039	1204	942	871
FANCB	309	378	242	284
FANCC	253	283	216	229
FANCD2	1321	1498	1172	1144
FANCE	290	310	219	198
FANCG	277	387	253	251
FANCI	2376	2690	1990	2064
FANCL	909	1052	768	762
FANCM	356	460	278	258
FAR1	1808	2206	1440	1660
FAR2	608	656	462	473
FARP1	513	598	442	416
FARP2	963	1166	841	806
FARS2	208	194	162	188
FARSA	3720	4873	3117	2982
FARSB	4650	4897	3754	3814
FAS	233	288	213	210
FASN	15996	23545	14141	13963
FASTK	176	318	164	144
FASTKD1	402	379	309	357
FASTKD2	1242	1369	1039	1177
FASTKD3	395	407	268	310
FASTKD5	1079	1307	892	942
FAT1	2154	2667	2577	2310
FAT2	0	2	3	2
FAT3	238	320	322	285
FAT4	399	496	430	408
FAU	4551	6148	3584	3914
FAXC	69	83	58	82
FAXDC2	17	19	21	17
FBF1	44	42	55	49
FBH1	967	1165	825	809
FBL	8629	12719	7267	7333
FBLIM1	178	229	152	130
FBLN1	623	838	660	668
FBLN2	0	0	1	2
FBLN5	160	166	163	142
FBN1	324	537	504	450
FBN2	3546	4956	5068	4651
FBRS	561	736	419	438
FBRSL1	527	718	355	393
FBXL12	138	231	105	133
FBXL13	17	11	13	14
FBXL14	267	361	172	178
FBXL15	150	188	118	117
FBXL17	251	324	222	241
FBXL18	257	340	198	209
FBXL19	156	177	112	129
FBXL2	50	64	45	53
FBXL20	194	197	141	164
FBXL3	432	556	375	410
FBXL4	266	285	205	227
FBXL5	438	438	348	337
FBXL6	81	119	99	77
FBXL8	11	8	10	16
FBXO10	130	161	130	105
FBXO11	908	1022	654	794
FBXO16	134	172	94	92
FBXO17	411	519	359	338
FBXO21	1143	1344	915	972
FBXO22	496	588	445	439
FBXO25	222	269	177	192
FBXO27	46	42	30	32
FBXO28	615	689	492	500
FBXO3	818	871	573	678
FBXO30	540	574	456	473
FBXO31	151	213	105	121
FBXO32	260	269	186	192
FBXO33	318	396	276	308
FBXO34	222	280	169	143
FBXO36	10	11	8	15
FBXO38	742	782	546	571
FBXO4	123	178	109	83
FBXO41	17	22	29	28
FBXO42	412	535	350	381
FBXO44	143	220	145	133
FBXO45	148	156	109	90
FBXO46	124	157	86	110
FBXO48	4	7	2	3
FBXO5	1004	1141	719	876
FBXO7	1542	1671	1219	1173
FBXO8	137	176	115	113
FBXO9	483	550	391	402
FBXW11	746	903	606	662
FBXW2	180	195	131	124
FBXW4	120	122	77	83
FBXW5	280	408	239	259
FBXW7	125	151	110	134
FBXW8	170	288	204	183
FBXW9	296	376	234	238
FCF1	327	411	252	276
FCGRT	315	352	292	277
FCHO1	19	35	21	19
FCHO2	450	513	357	382
FCHSD1	47	55	39	28
FCHSD2	208	265	201	201
FDFT1	3166	3711	2303	2412
FDPS	2427	2818	1798	2014
FDX1	501	625	386	368
FDX2	68	107	51	54
FDXACB1	13	31	18	19
FDXR	350	493	389	372
FECH	879	897	641	647
FEM1A	386	460	328	309
FEM1B	944	1045	801	802
FEM1C	506	476	383	412
FEN1	1725	2499	1372	1531
FER	278	335	239	255
FER1L5	1	1	0	1
FERMT1	200	267	152	164
FERMT2	1477	1634	1146	1251
FEZ1	83	91	64	57
FEZ2	475	510	411	398
FGD1	210	255	177	167
FGD4	146	161	111	114
FGD6	112	140	84	87
FGF2	93	94	69	44
FGF9	61	86	48	46
FGFR1	365	424	324	298
FGFR1OP	518	688	465	513
FGFR1OP2	320	384	251	280
FGFR2	212	260	204	192
FGFR3	176	181	205	185
FGFR4	70	80	56	50
FGFRL1	239	279	212	169
FGGY	20	26	27	34
FH	1906	2084	1464	1432
FHAD1	25	29	46	26
FHDC1	22	22	12	11
FHIT	58	59	33	36
FHL1	3189	4215	2588	2673
FHL2	502	603	356	379
FHL3	343	430	275	244
FHOD1	516	638	385	408
FHOD3	121	160	138	119
FIBP	478	571	405	377
FICD	59	65	34	41
FIG4	812	809	624	622
FIGN	95	107	51	69
FIGNL1	658	807	499	572
FILIP1L	23	27	13	30
FIP1L1	637	653	460	539
FIS1	627	801	547	579
FITM2	218	257	149	142
FIZ1	66	92	48	56
FJX1	117	122	85	88
FKBP10	745	932	834	747
FKBP11	318	404	253	255
FKBP14	157	204	130	179
FKBP15	421	523	359	359
FKBP1A	67	140	81	79
FKBP1B	59	66	49	39
FKBP2	69	115	61	75
FKBP3	3153	3597	2633	2703
FKBP4	6789	8286	5202	5080
FKBP5	968	1165	777	804
FKBP7	107	124	96	91
FKBP8	2171	2822	1647	1710
FKBP9	185	182	184	151
FKBPL	122	165	95	90
FKRP	60	131	90	76
FKTN	65	94	73	70
FLAD1	712	771	497	569
FLCN	151	206	120	128
FLII	1775	2312	1541	1394
FLNA	12504	17792	11180	11178
FLNB	1045	1903	1319	1202
FLNC	3	4	10	5
FLOT1	927	923	711	679
FLOT2	915	1242	783	780
FLRT3	50	67	47	65
FLT1	619	736	609	585
FLT4	381	502	319	309
FLVCR1	296	368	225	232
FLVCR2	16	23	17	20
FLYWCH1	219	276	160	147
FLYWCH2	92	172	73	110
FMC1	182	213	135	136
FMN2	183	240	216	178
FMNL1	19	26	27	19
FMNL2	436	504	400	423
FMNL3	141	198	133	117
FMO1	1	0	2	0
FMO3	0	0	0	0
FMO4	39	41	37	32
FMO5	14	9	6	2
FMR1	1444	1734	1181	1247
FN1	2142	2906	2578	2453
FN3KRP	339	437	282	305
FNBP1	833	893	640	656
FNBP1L	448	547	322	387
FNBP4	557	698	529	552
FNDC1	22	28	29	28
FNDC3A	1224	1459	979	1107
FNDC3B	656	731	492	560
FNDC4	4	3	6	3
FNDC8	0	0	0	0
FNIP1	452	556	379	412
FNIP2	238	277	192	218
FNTA	692	750	523	547
FNTB	25	52	19	28
FOCAD	918	977	818	756
FOPNL	493	523	401	420
FOSL2	56	91	59	49
FOXA1	282	390	176	236
FOXB1	49	81	42	35
FOXC1	1688	2559	1234	1489
FOXD1	93	130	62	76
FOXD3	87	117	53	79
FOXF2	225	352	152	198
FOXG1	139	220	132	134
FOXI3	60	94	43	67
FOXJ2	103	137	76	47
FOXJ3	880	1006	796	857
FOXK1	543	707	418	441
FOXK2	495	657	406	378
FOXM1	623	739	504	507
FOXN2	219	233	149	145
FOXN3	72	99	61	61
FOXN4	93	91	73	71
FOXO1	534	662	424	446
FOXO3	171	204	119	103
FOXO4	70	85	43	54
FOXP1	9	8	5	3
FOXP2	204	170	113	148
FOXP4	362	517	272	264
FOXRED1	516	649	390	441
FOXRED2	982	1166	801	800
FP565260.1	0	0	0	0
FPGS	492	660	424	442
FPGT	196	239	169	206
FRA10AC1	596	691	483	495
FRAS1	618	897	793	706
FRAT2	96	153	73	85
FREM2	863	1089	1053	965
FRG1	145	267	182	142
FRK	17	11	10	3
FRMD3	7	8	6	11
FRMD4A	209	210	131	130
FRMD4B	139	152	128	111
FRMD5	89	96	63	83
FRMD6	315	347	252	261
FRMD8	107	161	105	100
FRMPD1	13	16	8	12
FRMPD3	11	12	15	10
FRRS1	195	203	177	226
FRRS1L	1	0	0	0
FRS2	206	249	195	210
FRS3	5	12	3	9
FRY	69	65	78	59
FRYL	562	751	546	589
FSBP	18	18	33	26
FSCN1	1308	1497	975	1016
FSD1	283	348	269	232
FSD1L	41	38	40	46
FSD2	0	0	0	0
FSIP1	9	22	16	7
FSIP2	3	1	1	2
FSTL1	2215	3144	2306	2169
FTH1	156	208	104	123
FTL	385	485	260	317
FTO	787	910	698	674
FTSJ1	399	518	375	314
FTSJ3	2294	3069	1890	1958
FUBP1	3700	4966	2900	3363
FUBP3	1782	2400	1584	1696
FUCA1	302	392	286	289
FUCA2	1536	1725	1222	1222
FUK	100	138	71	79
FUNDC1	339	421	264	297
FUNDC2	163	228	138	146
FUOM	45	58	42	49
FURIN	280	323	226	194
FUS	12312	16523	9456	11030
FUT10	78	103	76	94
FUT11	197	269	150	148
FUT4	20	32	13	23
FUT8	157	163	139	132
FUZ	252	315	174	174
FXN	67	100	64	49
FXR1	2074	2247	1559	1667
FXR2	1066	1438	910	890
FXYD5	2234	2654	1417	1758
FYCO1	379	424	283	302
FYN	537	665	463	449
FYTTD1	730	796	478	616
FZD1	172	176	162	186
FZD2	212	213	173	153
FZD3	342	443	343	311
FZD4	65	84	61	75
FZD5	215	270	196	185
FZD6	373	458	375	383
FZD7	253	281	237	270
FZD8	438	609	355	350
FZD9	37	61	47	32
FZR1	524	658	402	401
G2E3	553	632	402	407
G3BP1	5456	8324	4496	5130
G3BP2	1553	1977	1252	1325
G6PC3	1109	1510	1076	937
G6PD	1903	2294	1316	1307
GAA	329	403	329	335
GAB1	221	287	155	187
GAB2	86	86	45	46
GABARAP	1677	1818	1356	1392
GABARAPL1	221	298	190	199
GABARAPL2	1170	1365	999	944
GABBR1	47	38	52	27
GABBR2	13	17	10	18
GABPA	295	365	192	229
GABPB1	375	456	326	359
GABPB2	141	152	130	112
GABRB3	229	327	258	197
GAD1	99	99	60	51
GADD45A	239	314	261	236
GADD45B	46	83	42	54
GADD45GIP1	2258	3084	1872	1821
GAK	799	980	698	649
GAL	8	3	3	0
GALC	75	121	102	106
GALE	538	657	408	409
GALK1	580	719	465	443
GALK2	307	336	217	208
GALM	348	436	280	275
GALNS	136	167	106	102
GALNT1	453	470	435	410
GALNT10	95	124	76	73
GALNT11	163	177	149	153
GALNT12	56	76	44	56
GALNT13	124	118	130	107
GALNT16	86	88	86	90
GALNT18	135	161	118	121
GALNT2	607	877	581	565
GALNT3	336	299	272	266
GALNT5	28	25	25	21
GALNT6	138	172	117	117
GALNT7	818	990	770	753
GALT	82	98	86	92
GAMT	309	500	267	281
GAN	218	280	239	215
GANAB	7325	9630	6896	6452
GANC	131	138	78	89
GAPDH	16738	20470	13583	13659
GAPDHS	27	17	14	40
GAPVD1	2311	2542	1825	1867
GAR1	778	963	592	665
GAREM1	37	45	43	35
GAREM2	82	70	51	50
GARNL3	13	11	16	23
GARS	3264	3589	2422	2585
GART	7023	8299	5698	5805
GAS1	184	261	143	132
GAS2L1	24	23	19	14
GAS2L3	354	362	238	315
GAS6	66	71	69	68
GAS7	18	20	13	15
GAS8	87	119	87	76
GASK1A	18	41	33	21
GATA2	399	472	348	369
GATA4	245	354	178	163
GATA6	644	969	506	526
GATAD1	234	245	147	172
GATAD2A	809	1092	604	623
GATAD2B	1649	1947	1329	1449
GATB	405	434	337	309
GATC	132	144	78	81
GATD1	528	705	437	396
GBA	416	543	383	381
GBA2	179	262	164	148
GBE1	408	567	349	359
GBF1	2407	3172	2219	2130
GBX2	74	112	55	58
GCA	397	478	363	337
GCAT	222	321	151	176
GCC1	297	389	224	251
GCC2	1152	1055	866	912
GCDH	673	873	485	536
GCFC2	663	750	512	591
GCH1	278	353	189	191
GCHFR	177	224	155	134
GCLC	832	1036	713	746
GCLM	911	1147	741	751
GCN1	5714	7482	5383	4941
GCNA	1	4	3	2
GCNT1	57	57	36	64
GCNT7	0	0	0	2
GCSAM	0	0	0	0
GDAP1	407	430	368	288
GDAP2	533	559	408	394
GDE1	267	385	238	295
GDF11	165	187	154	159
GDF7	50	59	22	28
GDI1	2155	2813	1803	1747
GDI2	6204	7913	5270	5649
GDPD1	194	218	179	172
GDPD3	6	2	2	7
GDPD5	15	25	17	17
GDPGP1	16	15	13	11
GEMIN2	421	506	335	348
GEMIN4	2390	2913	2011	2117
GEMIN5	2825	3172	2155	2261
GEMIN6	428	535	368	315
GEMIN7	229	278	184	194
GEMIN8	328	339	212	236
GEN1	234	312	206	236
GET4	587	800	459	466
GFER	173	284	133	142
GFI1	174	206	140	122
GFM1	919	1172	832	872
GFM2	632	708	603	527
GFOD1	50	81	34	39
GFOD2	76	101	56	43
GFPT1	1854	2103	1550	1541
GFPT2	230	223	205	177
GFRA1	134	130	123	119
GGA1	505	675	460	413
GGA2	1087	1441	1042	1029
GGA3	392	499	347	319
GGCT	542	775	476	492
GGCX	693	968	584	573
GGH	1495	1584	1288	1331
GGNBP2	890	1161	766	897
GGPS1	129	134	117	128
GGT7	161	218	158	140
GHDC	109	117	84	71
GHITM	7058	8098	5497	5894
GHR	10	9	6	7
GHRL	0	1	0	0
GID4	112	164	82	90
GID8	650	873	597	637
GIGYF1	250	299	328	198
GIGYF2	1804	2502	1539	1709
GIN1	290	294	180	199
GINM1	551	550	496	603
GINS1	751	906	677	652
GINS2	812	940	599	717
GINS3	356	442	292	293
GINS4	526	681	491	446
GIPC1	1146	1470	849	898
GIPC3	0	1	3	1
GIT1	470	621	438	409
GIT2	757	812	511	613
GJA1	863	1009	692	757
GJC1	359	423	266	258
GK	31	41	21	20
GK5	205	232	179	184
GKAP1	170	182	106	127
GLA	2998	3507	2849	2696
GLB1	548	771	633	530
GLB1L	51	56	38	34
GLB1L2	415	467	371	325
GLB1L3	28	29	29	21
GLCCI1	139	197	119	131
GLCE	235	239	215	209
GLDC	178	216	170	183
GLE1	849	965	671	683
GLG1	1751	2331	1887	1809
GLI2	87	106	89	91
GLI3	351	408	197	313
GLI4	57	69	30	50
GLIPR1	31	26	28	26
GLIPR2	81	63	65	57
GLIS2	18	39	23	26
GLMN	987	1110	786	934
GLMP	538	616	456	440
GLO1	9354	10762	7406	7437
GLOD4	1473	1986	1271	1281
GLRA1	0	0	0	2
GLRA2	0	0	0	0
GLRB	204	209	150	177
GLRX	333	350	209	276
GLRX2	269	335	234	236
GLRX3	2814	3369	2325	2317
GLRX5	493	791	444	400
GLS	826	1193	665	741
GLS2	89	86	63	66
GLT8D1	243	251	256	200
GLT8D2	109	97	80	114
GLTP	209	251	134	131
GLUD1	1271	1644	987	1099
GLUL	3608	4750	3324	3511
GLYCTK	77	84	37	37
GLYR1	1309	1686	1095	1122
GM2A	408	511	355	342
GMCL1	115	126	84	73
GMDS	571	690	477	491
GMEB1	273	338	226	236
GMEB2	298	368	204	220
GMFB	587	703	543	543
GMIP	89	97	77	89
GMNN	2638	2917	1969	2093
GMPPA	557	729	428	437
GMPPB	340	505	316	290
GMPR	306	327	271	262
GMPR2	555	633	456	423
GMPS	3321	3587	2814	2828
GNA11	516	716	364	390
GNA12	123	157	97	121
GNA13	406	509	311	293
GNAI1	880	1007	641	711
GNAI2	882	1160	748	706
GNAI3	2718	3106	2179	2307
GNAL	169	155	132	101
GNAQ	198	244	145	161
GNAS	17285	21303	14914	14487
GNAT2	7	9	7	17
GNAZ	71	85	59	45
GNB1	3977	5197	3101	3193
GNB1L	284	363	240	205
GNB2	2879	3527	2213	2069
GNB3	5	6	3	3
GNB4	1314	1495	1053	1081
GNB5	286	403	230	221
GNE	744	846	638	590
GNG11	262	277	166	197
GNG12	677	774	411	527
GNG4	48	63	39	42
GNG5	653	805	458	524
GNL1	612	1003	534	591
GNL2	2902	3305	2454	2511
GNL3	3316	3931	2832	2904
GNL3L	2029	2493	1635	1687
GNPAT	657	748	577	626
GNPDA1	1176	1409	920	853
GNPDA2	310	300	205	259
GNPNAT1	636	643	491	539
GNPTAB	308	304	299	289
GNPTG	97	123	113	97
GNRHR	1	0	0	0
GNS	1313	1494	1253	1363
GOLGA1	173	258	174	179
GOLGA2	441	506	364	331
GOLGA3	867	1036	788	740
GOLGA4	889	938	691	691
GOLGA5	654	675	492	558
GOLGA6L9	0	0	0	0
GOLGA7	688	775	550	593
GOLGB1	1994	2376	1853	1982
GOLIM4	702	762	655	705
GOLM1	1300	1737	1204	1197
GOLPH3	852	1055	752	731
GOLPH3L	431	558	312	380
GOLT1B	277	318	247	229
GON4L	453	498	460	361
GON7	168	198	112	128
GOPC	495	647	410	446
GORAB	94	139	77	72
GORASP1	252	345	199	191
GORASP2	1632	1830	1272	1295
GOSR1	410	470	333	363
GOSR2	79	95	56	67
GOT1	1644	1953	1258	1289
GOT2	3861	4790	3028	2975
GP1BA	3	1	3	0
GPAA1	796	1107	777	794
GPALPP1	673	725	463	572
GPAM	411	553	370	414
GPANK1	176	239	90	102
GPAT2	2	4	1	0
GPAT3	343	470	252	262
GPAT4	362	536	357	333
GPATCH1	486	617	357	375
GPATCH11	299	318	192	230
GPATCH2	334	355	248	267
GPATCH2L	354	422	283	331
GPATCH3	181	272	194	171
GPATCH4	925	1265	754	772
GPATCH8	1074	1350	881	985
GPBP1	401	397	336	318
GPBP1L1	186	236	183	168
GPC1	176	241	172	140
GPC2	18	16	30	20
GPC3	357	391	368	398
GPC4	1185	1404	1047	977
GPC5	11	14	7	9
GPC6	141	179	169	164
GPCPD1	451	535	429	469
GPD1L	420	495	378	333
GPD2	883	1159	836	870
GPER1	0	1	1	3
GPHN	466	698	498	486
GPI	25538	32752	19795	20615
GPKOW	633	849	529	532
GPLD1	22	26	25	25
GPM6A	233	251	229	186
GPM6B	397	486	362	322
GPN1	661	779	538	562
GPN2	611	752	451	460
GPN3	1397	1679	1216	1248
GPR107	809	898	784	713
GPR108	259	311	261	218
GPR135	0	0	2	1
GPR137	70	122	65	71
GPR137B	77	102	63	70
GPR137C	38	62	30	39
GPR153	27	21	25	16
GPR155	79	74	68	70
GPR156	3	1	1	2
GPR157	59	52	58	53
GPR160	18	5	17	15
GPR161	113	154	92	71
GPR162	4	9	5	4
GPR171	0	0	0	0
GPR176	17	29	21	27
GPR18	0	1	1	1
GPR180	253	274	214	222
GPR183	2	1	1	3
GPR22	0	0	2	0
GPR27	56	84	68	46
GPR34	0	0	0	0
GPR37	190	238	139	156
GPR39	3	11	4	2
GPR52	0	0	0	0
GPR63	53	50	38	28
GPR75	0	0	2	2
GPR75-ASB3	41	31	22	29
GPR82	0	0	0	0
GPR87	1	1	1	0
GPRASP1	2	4	6	2
GPRASP2	301	380	270	257
GPRC5B	82	108	82	68
GPRC5C	149	228	136	148
GPRIN1	284	317	266	242
GPRIN3	252	262	170	193
GPS1	2188	2860	1727	1697
GPS2	545	648	407	455
GPSM1	601	707	583	488
GPSM2	365	441	340	312
GPT	0	1	0	1
GPT2	450	480	326	314
GPX1	687	1069	684	680
GPX3	254	326	189	234
GPX4	1172	1265	790	846
GPX8	241	256	183	205
GRAMD1A	1887	2253	1486	1463
GRAMD1B	116	131	108	101
GRAMD1C	50	42	33	35
GRAMD4	147	176	134	91
GRB10	466	503	335	317
GRB14	89	79	70	60
GRB2	1469	1863	1266	1154
GREB1	24	29	26	23
GREB1L	336	395	301	288
GRHL1	96	116	62	67
GRHPR	828	983	668	650
GRIA1	0	0	0	0
GRID1	131	163	115	108
GRID2	1	4	2	10
GRIK1	0	0	1	0
GRIK4	6	5	5	8
GRIN2D	8	8	9	5
GRINA	1302	1682	969	993
GRIP1	247	267	200	220
GRIP2	4	6	15	2
GRIPAP1	513	672	462	497
GRK2	358	428	291	298
GRK3	92	97	69	47
GRK4	23	17	15	9
GRK5	35	46	38	41
GRK6	569	875	538	549
GRN	1955	2793	1986	1776
GRPEL1	1155	1388	831	935
GRPEL2	606	777	510	525
GRSF1	3039	3469	2411	2342
GRTP1	127	131	116	112
GRWD1	1197	1670	988	1020
GSC	84	111	47	43
GSDMB	5	5	4	7
GSDME	122	127	91	107
GSE1	1001	1332	860	900
GSK3A	814	1022	541	621
GSK3B	502	557	429	481
GSKIP	298	327	225	207
GSN	407	476	279	279
GSPT1	2218	2448	1754	1697
GSR	3092	3676	2514	2435
GSS	944	1148	744	741
GSTA4	661	703	509	495
GSTCD	327	348	263	288
GSTK1	566	650	475	452
GSTM2	69	102	53	75
GSTM3	852	1023	677	658
GSTM4	2	0	0	0
GSTO1	3144	4117	2584	2643
GSTO2	43	45	34	36
GSTP1	1327	1694	1094	971
GSTZ1	221	229	185	196
GTDC1	38	40	22	29
GTF2A1	952	1289	721	899
GTF2A2	977	1031	814	829
GTF2B	1185	1512	972	993
GTF2E1	200	279	159	175
GTF2E2	920	1011	668	741
GTF2F1	1833	2446	1370	1487
GTF2F2	1066	1114	840	937
GTF2H1	350	328	239	260
GTF2H2	38	34	34	24
GTF2H2C	41	46	41	33
GTF2H3	960	1063	898	931
GTF2H4	388	411	296	284
GTF2H5	410	524	292	379
GTF2I	1233	1409	998	1090
GTF2IRD1	227	269	170	165
GTF3A	412	530	348	368
GTF3C1	3800	4794	3316	3400
GTF3C2	920	1137	709	740
GTF3C3	1784	1941	1432	1484
GTF3C4	1430	1591	1171	1144
GTF3C5	1660	1911	1300	1242
GTF3C6	337	373	249	269
GTPBP1	889	1074	764	690
GTPBP10	602	709	496	544
GTPBP2	355	432	313	292
GTPBP3	898	1215	694	687
GTPBP4	3854	4347	3022	3256
GTPBP6	382	566	279	299
GTPBP8	364	415	295	325
GTSE1	1199	1672	965	976
GUCD1	305	427	218	266
GUCY1A1	131	166	87	92
GUCY1A2	84	102	93	70
