	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
FAM83G	237	290	150	84
FAM83H	265	441	199	149
FAM84B	21	18	4	5
FAM86C1	9	17	6	6
FAM89A	171	244	106	69
FAM89B	41	72	25	12
FAM8A1	408	516	275	139
FAM91A1	416	457	139	119
FAM92A	238	272	99	64
FAM95C	0	2	1	2
FAM98A	1235	1582	738	562
FAM98B	1438	1499	804	569
FAM98C	121	201	79	40
FAN1	330	378	238	169
FANCA	1039	1204	584	364
FANCB	309	378	202	145
FANCC	253	283	169	85
FANCD2	1321	1498	695	453
FANCE	290	310	125	71
FANCG	277	387	149	110
FANCI	2376	2690	1407	974
FANCL	909	1052	491	324
FANCM	356	460	237	143
FAR1	1808	2206	1033	706
FAR2	608	656	324	202
FARP1	513	598	191	134
FARP2	963	1166	611	385
FARS2	208	194	109	63
FARSA	3720	4873	2126	1286
FARSB	4650	4897	2255	1541
FAS	233	288	126	85
FASN	15996	23545	8714	5142
FASTK	176	318	88	55
FASTKD1	402	379	207	150
FASTKD2	1242	1369	824	549
FASTKD3	395	407	183	102
FASTKD5	1079	1307	677	444
FAT1	2154	2667	1540	794
FAT2	0	2	2	2
FAT3	238	320	175	88
FAT4	399	496	275	165
FAU	4551	6148	3303	1781
FAXC	69	83	42	26
FAXDC2	17	19	11	5
FBF1	44	42	28	10
FBH1	967	1165	514	303
FBL	8629	12719	5187	3222
FBLIM1	178	229	88	46
FBLN1	623	838	299	153
FBLN2	0	0	0	1
FBLN5	160	166	62	30
FBN1	324	537	272	128
FBN2	3546	4956	2556	1305
FBRS	561	736	300	203
FBRSL1	527	718	236	129
FBXL12	138	231	112	68
FBXL13	17	11	10	5
FBXL14	267	361	130	85
FBXL15	150	188	123	44
FBXL17	251	324	134	108
FBXL18	257	340	149	83
FBXL19	156	177	78	40
FBXL2	50	64	31	23
FBXL20	194	197	109	66
FBXL3	432	556	316	226
FBXL4	266	285	157	103
FBXL5	438	438	209	140
FBXL6	81	119	62	28
FBXL8	11	8	11	6
FBXO10	130	161	72	51
FBXO11	908	1022	460	313
FBXO16	134	172	84	50
FBXO17	411	519	264	127
FBXO21	1143	1344	641	379
FBXO22	496	588	268	186
FBXO25	222	269	74	62
FBXO27	46	42	30	16
FBXO28	615	689	339	229
FBXO3	818	871	412	296
FBXO30	540	574	339	214
FBXO31	151	213	73	50
FBXO32	260	269	111	97
FBXO33	318	396	211	139
FBXO34	222	280	121	81
FBXO36	10	11	4	3
FBXO38	742	782	383	240
FBXO4	123	178	78	47
FBXO41	17	22	22	3
FBXO42	412	535	223	113
FBXO44	143	220	66	42
FBXO45	148	156	88	41
FBXO46	124	157	106	45
FBXO48	4	7	5	3
FBXO5	1004	1141	736	441
FBXO7	1542	1671	721	440
FBXO8	137	176	90	62
FBXO9	483	550	179	118
FBXW11	746	903	378	215
FBXW2	180	195	110	47
FBXW4	120	122	55	25
FBXW5	280	408	205	127
FBXW7	125	151	97	53
FBXW8	170	288	142	67
FBXW9	296	376	166	89
FCF1	327	411	212	110
FCGRT	315	352	162	94
FCHO1	19	35	8	11
FCHO2	450	513	244	195
FCHSD1	47	55	35	9
FCHSD2	208	265	112	67
FDFT1	3166	3711	1633	1013
FDPS	2427	2818	1423	887
FDX1	501	625	242	147
FDX2	68	107	76	43
FDXACB1	13	31	8	12
FDXR	350	493	206	142
FECH	879	897	456	256
FEM1A	386	460	224	106
FEM1B	944	1045	449	267
FEM1C	506	476	289	180
FEN1	1725	2499	1155	693
FER	278	335	137	109
FER1L5	1	1	1	1
FERMT1	200	267	134	90
FERMT2	1477	1634	700	451
FEZ1	83	91	38	23
FEZ2	475	510	198	132
FGD1	210	255	98	56
FGD4	146	161	60	32
FGD6	112	140	54	18
FGF2	93	94	34	28
FGF9	61	86	24	22
FGFR1	365	424	159	81
FGFR1OP	518	688	283	192
FGFR1OP2	320	384	148	102
FGFR2	212	260	92	34
FGFR3	176	181	75	32
FGFR4	70	80	29	22
FGFRL1	239	279	78	46
FGGY	20	26	9	9
FH	1906	2084	885	559
FHAD1	25	29	20	13
FHDC1	22	22	4	6
FHIT	58	59	27	14
FHL1	3189	4215	1674	1029
FHL2	502	603	240	160
FHL3	343	430	190	122
FHOD1	516	638	308	197
FHOD3	121	160	68	48
FIBP	478	571	205	134
FICD	59	65	25	23
FIG4	812	809	337	210
FIGN	95	107	52	32
FIGNL1	658	807	472	288
FILIP1L	23	27	14	12
FIP1L1	637	653	268	205
FIS1	627	801	342	253
FITM2	218	257	106	55
FIZ1	66	92	50	23
FJX1	117	122	42	39
FKBP10	745	932	317	161
FKBP11	318	404	163	104
FKBP14	157	204	114	62
FKBP15	421	523	228	137
FKBP1A	67	140	62	19
FKBP1B	59	66	31	15
FKBP2	69	115	78	57
FKBP3	3153	3597	1458	1051
FKBP4	6789	8286	3241	1941
FKBP5	968	1165	513	315
FKBP7	107	124	53	41
FKBP8	2171	2822	1033	658
FKBP9	185	182	93	48
FKBPL	122	165	81	54
FKRP	60	131	52	23
FKTN	65	94	49	31
FLAD1	712	771	344	181
FLCN	151	206	86	52
FLII	1775	2312	927	539
FLNA	12504	17792	8081	4955
FLNB	1045	1903	864	539
FLNC	3	4	5	0
FLOT1	927	923	382	252
FLOT2	915	1242	535	325
FLRT3	50	67	35	25
FLT1	619	736	327	183
FLT4	381	502	241	149
FLVCR1	296	368	152	75
FLVCR2	16	23	9	3
FLYWCH1	219	276	88	50
FLYWCH2	92	172	73	58
FMC1	182	213	73	50
FMN2	183	240	83	56
FMNL1	19	26	10	10
FMNL2	436	504	239	154
FMNL3	141	198	76	38
FMO1	1	0	0	0
FMO3	0	0	0	0
FMO4	39	41	38	19
FMO5	14	9	7	3
FMR1	1444	1734	743	562
FN1	2142	2906	1114	573
FN3KRP	339	437	188	140
FNBP1	833	893	423	272
FNBP1L	448	547	217	158
FNBP4	557	698	314	226
FNDC1	22	28	10	5
FNDC3A	1224	1459	728	509
FNDC3B	656	731	367	247
FNDC4	4	3	3	1
FNDC8	0	0	0	0
FNIP1	452	556	264	165
FNIP2	238	277	101	61
FNTA	692	750	283	224
FNTB	25	52	21	22
FOCAD	918	977	421	300
FOPNL	493	523	225	146
FOSL2	56	91	39	31
FOXA1	282	390	180	112
FOXB1	49	81	36	18
FOXC1	1688	2559	942	592
FOXD1	93	130	66	45
FOXD3	87	117	52	25
FOXF2	225	352	121	66
FOXG1	139	220	83	69
FOXI3	60	94	44	25
FOXJ2	103	137	53	21
FOXJ3	880	1006	468	300
FOXK1	543	707	280	215
FOXK2	495	657	220	116
FOXM1	623	739	389	240
FOXN2	219	233	115	73
FOXN3	72	99	44	24
FOXN4	93	91	52	28
FOXO1	534	662	301	202
FOXO3	171	204	106	71
FOXO4	70	85	49	25
FOXP1	9	8	3	3
FOXP2	204	170	83	71
FOXP4	362	517	166	115
FOXRED1	516	649	279	172
FOXRED2	982	1166	599	369
FP565260.1	0	0	0	0
FPGS	492	660	310	169
FPGT	196	239	91	82
FRA10AC1	596	691	301	214
FRAS1	618	897	457	208
FRAT2	96	153	61	38
FREM2	863	1089	524	294
FRG1	145	267	106	85
FRK	17	11	2	5
FRMD3	7	8	7	2
FRMD4A	209	210	92	56
FRMD4B	139	152	78	41
FRMD5	89	96	44	26
FRMD6	315	347	141	88
FRMD8	107	161	61	45
FRMPD1	13	16	9	3
FRMPD3	11	12	3	1
FRRS1	195	203	113	37
FRRS1L	1	0	0	1
FRS2	206	249	106	52
FRS3	5	12	3	5
FRY	69	65	27	24
FRYL	562	751	352	244
FSBP	18	18	28	14
FSCN1	1308	1497	660	315
FSD1	283	348	144	84
FSD1L	41	38	20	13
FSD2	0	0	0	0
FSIP1	9	22	6	4
FSIP2	3	1	1	0
FSTL1	2215	3144	1168	629
FTH1	156	208	75	33
FTL	385	485	164	112
FTO	787	910	401	240
FTSJ1	399	518	182	125
FTSJ3	2294	3069	1449	970
FUBP1	3700	4966	2291	1587
FUBP3	1782	2400	1046	646
FUCA1	302	392	160	93
FUCA2	1536	1725	795	439
FUK	100	138	68	28
FUNDC1	339	421	178	138
FUNDC2	163	228	92	50
FUOM	45	58	27	13
FURIN	280	323	124	55
FUS	12312	16523	8171	5441
FUT10	78	103	88	42
FUT11	197	269	127	74
FUT4	20	32	22	6
FUT8	157	163	71	37
FUZ	252	315	142	114
FXN	67	100	27	13
FXR1	2074	2247	900	595
FXR2	1066	1438	572	387
FXYD5	2234	2654	1026	688
FYCO1	379	424	205	122
FYN	537	665	257	166
FYTTD1	730	796	330	218
FZD1	172	176	98	51
FZD2	212	213	94	48
FZD3	342	443	220	125
FZD4	65	84	31	23
FZD5	215	270	86	50
FZD6	373	458	216	120
FZD7	253	281	155	67
FZD8	438	609	188	88
FZD9	37	61	15	13
FZR1	524	658	240	172
G2E3	553	632	292	187
G3BP1	5456	8324	3927	2587
G3BP2	1553	1977	847	539
G6PC3	1109	1510	668	385
G6PD	1903	2294	1068	636
GAA	329	403	149	79
GAB1	221	287	120	89
GAB2	86	86	40	12
GABARAP	1677	1818	944	529
GABARAPL1	221	298	146	98
GABARAPL2	1170	1365	614	386
GABBR1	47	38	16	6
GABBR2	13	17	5	4
GABPA	295	365	138	95
GABPB1	375	456	200	111
GABPB2	141	152	58	45
GABRB3	229	327	149	97
GAD1	99	99	38	31
GADD45A	239	314	173	141
GADD45B	46	83	52	35
GADD45GIP1	2258	3084	1392	744
GAK	799	980	400	230
GAL	8	3	2	0
GALC	75	121	55	40
GALE	538	657	278	168
GALK1	580	719	298	148
GALK2	307	336	151	104
GALM	348	436	183	141
GALNS	136	167	42	33
GALNT1	453	470	147	124
GALNT10	95	124	46	31
GALNT11	163	177	69	39
GALNT12	56	76	23	15
GALNT13	124	118	40	22
GALNT16	86	88	35	20
GALNT18	135	161	66	31
GALNT2	607	877	354	183
GALNT3	336	299	138	104
GALNT5	28	25	11	7
GALNT6	138	172	60	33
GALNT7	818	990	405	263
GALT	82	98	41	22
GAMT	309	500	149	87
GAN	218	280	131	86
GANAB	7325	9630	3600	2043
GANC	131	138	43	40
GAPDH	16738	20470	8378	4899
GAPDHS	27	17	43	14
GAPVD1	2311	2542	1303	844
GAR1	778	963	531	332
GAREM1	37	45	20	10
GAREM2	82	70	34	25
GARNL3	13	11	14	3
GARS	3264	3589	1502	1094
GART	7023	8299	3586	2337
GAS1	184	261	111	51
GAS2L1	24	23	9	4
GAS2L3	354	362	198	132
GAS6	66	71	32	19
GAS7	18	20	4	2
GAS8	87	119	53	30
GASK1A	18	41	27	17
GATA2	399	472	234	149
GATA4	245	354	132	77
GATA6	644	969	494	301
GATAD1	234	245	115	100
GATAD2A	809	1092	354	237
GATAD2B	1649	1947	899	567
GATB	405	434	214	137
GATC	132	144	82	38
GATD1	528	705	315	156
GBA	416	543	249	128
GBA2	179	262	96	54
GBE1	408	567	233	140
GBF1	2407	3172	1466	914
GBX2	74	112	42	24
GCA	397	478	188	116
GCAT	222	321	127	74
GCC1	297	389	106	57
GCC2	1152	1055	515	347
GCDH	673	873	340	224
GCFC2	663	750	327	226
GCH1	278	353	129	84
GCHFR	177	224	111	56
GCLC	832	1036	532	340
GCLM	911	1147	547	382
GCN1	5714	7482	3361	1989
GCNA	1	4	6	2
GCNT1	57	57	38	22
GCNT7	0	0	1	0
GCSAM	0	0	1	1
GDAP1	407	430	174	121
GDAP2	533	559	201	133
GDE1	267	385	180	117
GDF11	165	187	71	38
GDF7	50	59	16	15
GDI1	2155	2813	1035	642
GDI2	6204	7913	3211	2240
GDPD1	194	218	80	58
GDPD3	6	2	1	4
GDPD5	15	25	12	5
GDPGP1	16	15	12	4
GEMIN2	421	506	232	119
GEMIN4	2390	2913	1514	959
GEMIN5	2825	3172	1376	861
GEMIN6	428	535	242	140
GEMIN7	229	278	132	62
GEMIN8	328	339	140	97
GEN1	234	312	169	96
GET4	587	800	307	210
GFER	173	284	106	67
GFI1	174	206	89	45
GFM1	919	1172	629	455
GFM2	632	708	414	238
GFOD1	50	81	23	12
GFOD2	76	101	35	25
GFPT1	1854	2103	900	609
GFPT2	230	223	106	60
GFRA1	134	130	59	24
GGA1	505	675	276	179
GGA2	1087	1441	665	442
GGA3	392	499	243	132
GGCT	542	775	368	243
GGCX	693	968	369	216
GGH	1495	1584	774	406
GGNBP2	890	1161	605	381
GGPS1	129	134	76	72
GGT7	161	218	88	47
GHDC	109	117	55	31
GHITM	7058	8098	3415	2312
GHR	10	9	4	3
GHRL	0	1	0	0
GID4	112	164	46	27
GID8	650	873	314	214
GIGYF1	250	299	172	70
GIGYF2	1804	2502	1144	831
GIN1	290	294	144	94
GINM1	551	550	217	159
GINS1	751	906	470	311
GINS2	812	940	446	229
GINS3	356	442	231	159
GINS4	526	681	369	240
GIPC1	1146	1470	562	379
GIPC3	0	1	0	1
GIT1	470	621	178	131
GIT2	757	812	323	230
GJA1	863	1009	501	270
GJC1	359	423	198	107
GK	31	41	19	13
GK5	205	232	95	76
GKAP1	170	182	84	34
GLA	2998	3507	1630	955
GLB1	548	771	382	212
GLB1L	51	56	21	16
GLB1L2	415	467	228	132
GLB1L3	28	29	16	13
GLCCI1	139	197	81	48
GLCE	235	239	108	75
GLDC	178	216	110	75
GLE1	849	965	465	305
GLG1	1751	2331	992	544
GLI2	87	106	64	33
GLI3	351	408	151	103
GLI4	57	69	28	19
GLIPR1	31	26	9	7
GLIPR2	81	63	24	15
GLIS2	18	39	9	7
GLMN	987	1110	531	368
GLMP	538	616	274	131
GLO1	9354	10762	4591	2923
GLOD4	1473	1986	934	554
GLRA1	0	0	0	0
GLRA2	0	0	0	0
GLRB	204	209	63	25
GLRX	333	350	163	95
GLRX2	269	335	169	92
GLRX3	2814	3369	1480	1028
GLRX5	493	791	281	176
GLS	826	1193	524	389
GLS2	89	86	32	24
GLT8D1	243	251	99	63
GLT8D2	109	97	42	25
GLTP	209	251	100	63
GLUD1	1271	1644	655	402
GLUL	3608	4750	2279	1460
GLYCTK	77	84	38	25
GLYR1	1309	1686	775	475
GM2A	408	511	229	84
GMCL1	115	126	68	35
GMDS	571	690	272	179
GMEB1	273	338	164	100
GMEB2	298	368	162	99
GMFB	587	703	336	195
GMIP	89	97	56	26
GMNN	2638	2917	1243	956
GMPPA	557	729	296	198
GMPPB	340	505	192	131
GMPR	306	327	140	78
GMPR2	555	633	317	179
GMPS	3321	3587	1512	941
GNA11	516	716	238	162
GNA12	123	157	73	37
GNA13	406	509	213	123
GNAI1	880	1007	424	290
GNAI2	882	1160	448	254
GNAI3	2718	3106	1355	877
GNAL	169	155	60	41
GNAQ	198	244	83	57
GNAS	17285	21303	7185	4357
GNAT2	7	9	9	1
GNAZ	71	85	19	11
GNB1	3977	5197	1830	1116
GNB1L	284	363	140	80
GNB2	2879	3527	1285	774
GNB3	5	6	0	1
GNB4	1314	1495	647	437
GNB5	286	403	147	106
GNE	744	846	359	244
GNG11	262	277	158	106
GNG12	677	774	455	321
GNG4	48	63	27	11
GNG5	653	805	549	264
GNL1	612	1003	361	241
GNL2	2902	3305	1547	1002
GNL3	3316	3931	1734	1242
GNL3L	2029	2493	1196	706
GNPAT	657	748	325	189
GNPDA1	1176	1409	616	365
GNPDA2	310	300	172	100
GNPNAT1	636	643	421	233
GNPTAB	308	304	113	77
GNPTG	97	123	47	28
GNRHR	1	0	0	1
GNS	1313	1494	733	408
GOLGA1	173	258	97	70
GOLGA2	441	506	241	156
GOLGA3	867	1036	526	304
GOLGA4	889	938	388	288
GOLGA5	654	675	287	185
GOLGA6L9	0	0	1	0
GOLGA7	688	775	388	258
GOLGB1	1994	2376	1036	711
GOLIM4	702	762	325	201
GOLM1	1300	1737	701	387
GOLPH3	852	1055	502	268
GOLPH3L	431	558	254	183
GOLT1B	277	318	153	106
GON4L	453	498	291	189
GON7	168	198	113	59
GOPC	495	647	312	188
GORAB	94	139	64	36
GORASP1	252	345	153	99
GORASP2	1632	1830	751	543
GOSR1	410	470	271	173
GOSR2	79	95	96	37
GOT1	1644	1953	964	629
GOT2	3861	4790	2180	1353
GP1BA	3	1	0	1
GPAA1	796	1107	417	209
GPALPP1	673	725	377	253
GPAM	411	553	252	145
GPANK1	176	239	97	49
GPAT2	2	4	2	1
GPAT3	343	470	146	81
GPAT4	362	536	238	148
GPATCH1	486	617	291	190
GPATCH11	299	318	149	105
GPATCH2	334	355	162	132
GPATCH2L	354	422	222	135
GPATCH3	181	272	152	82
GPATCH4	925	1265	666	411
GPATCH8	1074	1350	666	484
GPBP1	401	397	221	145
GPBP1L1	186	236	147	87
GPC1	176	241	95	70
GPC2	18	16	12	5
GPC3	357	391	168	86
GPC4	1185	1404	518	312
GPC5	11	14	4	4
GPC6	141	179	56	39
GPCPD1	451	535	260	199
GPD1L	420	495	179	112
GPD2	883	1159	455	337
GPER1	0	1	1	1
GPHN	466	698	318	194
GPI	25538	32752	12310	7905
GPKOW	633	849	423	237
GPLD1	22	26	11	11
GPM6A	233	251	109	73
GPM6B	397	486	200	97
GPN1	661	779	380	200
GPN2	611	752	440	210
GPN3	1397	1679	796	517
GPR107	809	898	454	257
GPR108	259	311	162	77
GPR135	0	0	2	0
GPR137	70	122	36	19
GPR137B	77	102	29	21
GPR137C	38	62	28	9
GPR153	27	21	8	3
GPR155	79	74	36	12
GPR156	3	1	0	0
GPR157	59	52	22	11
GPR160	18	5	4	4
GPR161	113	154	46	31
GPR162	4	9	5	3
GPR171	0	0	0	0
GPR176	17	29	19	10
GPR18	0	1	1	0
GPR180	253	274	149	73
GPR183	2	1	0	0
GPR22	0	0	0	0
GPR27	56	84	39	13
GPR34	0	0	0	0
GPR37	190	238	93	55
GPR39	3	11	2	2
GPR52	0	0	0	0
GPR63	53	50	45	19
GPR75	0	0	0	0
GPR75-ASB3	41	31	26	9
GPR82	0	0	0	0
GPR87	1	1	1	0
GPRASP1	2	4	4	0
GPRASP2	301	380	194	118
GPRC5B	82	108	60	28
GPRC5C	149	228	83	45
GPRIN1	284	317	142	77
GPRIN3	252	262	108	83
GPS1	2188	2860	1189	725
GPS2	545	648	308	180
GPSM1	601	707	309	169
GPSM2	365	441	186	116
GPT	0	1	1	0
GPT2	450	480	205	130
GPX1	687	1069	511	242
GPX3	254	326	135	77
GPX4	1172	1265	680	373
GPX8	241	256	110	56
GRAMD1A	1887	2253	778	481
GRAMD1B	116	131	44	51
GRAMD1C	50	42	23	16
GRAMD4	147	176	73	34
GRB10	466	503	212	147
GRB14	89	79	39	22
GRB2	1469	1863	870	475
GREB1	24	29	12	10
GREB1L	336	395	142	77
GRHL1	96	116	44	33
GRHPR	828	983	457	266
GRIA1	0	0	0	0
GRID1	131	163	60	42
GRID2	1	4	2	1
GRIK1	0	0	0	0
GRIK4	6	5	4	0
GRIN2D	8	8	3	3
GRINA	1302	1682	597	390
GRIP1	247	267	121	64
GRIP2	4	6	5	4
GRIPAP1	513	672	298	177
GRK2	358	428	127	72
GRK3	92	97	35	24
GRK4	23	17	10	4
GRK5	35	46	11	14
GRK6	569	875	332	163
GRN	1955	2793	1175	549
GRPEL1	1155	1388	663	462
GRPEL2	606	777	375	271
GRSF1	3039	3469	1493	1013
GRTP1	127	131	70	37
GRWD1	1197	1670	715	470
GSC	84	111	46	35
GSDMB	5	5	7	5
GSDME	122	127	55	34
GSE1	1001	1332	647	345
GSK3A	814	1022	426	266
GSK3B	502	557	262	206
GSKIP	298	327	173	114
GSN	407	476	196	120
GSPT1	2218	2448	1017	681
GSR	3092	3676	1498	1007
GSS	944	1148	471	309
GSTA4	661	703	301	187
GSTCD	327	348	220	126
GSTK1	566	650	236	145
GSTM2	69	102	34	22
GSTM3	852	1023	437	277
GSTM4	2	0	0	0
GSTO1	3144	4117	1601	1001
GSTO2	43	45	11	9
GSTP1	1327	1694	712	430
GSTZ1	221	229	114	56
GTDC1	38	40	17	11
GTF2A1	952	1289	553	385
GTF2A2	977	1031	581	373
GTF2B	1185	1512	773	525
GTF2E1	200	279	133	75
GTF2E2	920	1011	396	257
GTF2F1	1833	2446	1044	644
GTF2F2	1066	1114	488	333
GTF2H1	350	328	121	71
GTF2H2	38	34	15	10
GTF2H2C	41	46	15	22
GTF2H3	960	1063	504	367
GTF2H4	388	411	230	124
GTF2H5	410	524	213	167
GTF2I	1233	1409	680	438
GTF2IRD1	227	269	106	79
GTF3A	412	530	277	169
GTF3C1	3800	4794	2160	1380
GTF3C2	920	1137	500	344
GTF3C3	1784	1941	839	615
GTF3C4	1430	1591	813	520
GTF3C5	1660	1911	921	548
GTF3C6	337	373	162	120
GTPBP1	889	1074	470	293
GTPBP10	602	709	317	249
GTPBP2	355	432	211	109
GTPBP3	898	1215	611	363
GTPBP4	3854	4347	1919	1382
GTPBP6	382	566	248	146
GTPBP8	364	415	201	138
GTSE1	1199	1672	831	538
GUCD1	305	427	212	110
GUCY1A1	131	166	68	66
GUCY1A2	84	102	48	19
GUCY1B1	564	585	266	158
GUF1	680	735	330	237
GUK1	527	643	279	188
GULP1	199	176	67	55
GUSB	458	575	210	116
GVQW2	6	4	7	5
GVQW3	14	26	7	5
GXYLT1	475	630	315	171
GXYLT2	35	67	33	12
GYG1	727	819	317	210
GYG2	1	0	0	0
GYPC	0	1	0	0
GYS1	1098	1400	643	404
GZF1	197	228	115	72
H1F0	510	524	218	158
H1FX	2363	3312	1542	907
H2AFJ	139	155	51	34
H2AFV	1149	1341	607	389
H2AFX	3354	3922	1810	991
H2AFY	5660	7133	2996	1884
H2AFY2	793	926	337	258
H2AFZ	4196	5198	2647	1522
H3F3A	2	6	0	1
H3F3B	1606	2291	1327	706
H6PD	162	223	85	58
HAAO	31	26	13	6
HABP4	193	217	79	39
HACD1	196	258	119	70
HACD2	564	711	243	156
HACD3	4495	4954	2077	1331
HACD4	18	24	14	6
HACE1	226	221	80	61
HACL1	1315	1473	708	491
HADH	1009	1261	510	353
HADHA	1809	2219	930	623
HADHB	2054	2255	1065	661
HAGH	645	866	338	222
HAGHL	57	47	29	20
HAL	4	0	0	0
HAND1	29	37	17	13
HAP1	5	14	4	5
HAPLN3	83	110	52	34
HARBI1	49	80	19	16
HARS	2157	2909	1200	792
HARS2	548	680	305	216
HAS3	32	44	25	14
HASPIN	584	696	279	188
HAT1	3651	4057	1754	1351
HAUS1	688	798	281	227
HAUS2	453	395	201	128
HAUS3	602	581	290	231
HAUS4	182	206	70	62
HAUS5	1283	1699	677	446
HAUS6	389	392	203	143
HAUS7	722	958	426	248
HAUS8	321	452	217	125
HAX1	790	1087	435	252
HBEGF	41	72	26	20
HBP1	406	392	239	173
HBQ1	0	0	0	1
HBS1L	1751	1871	612	416
HCCS	238	267	118	73
HCFC1	3397	4553	1680	1063
HCFC1R1	207	267	121	52
HCFC2	172	205	78	41
HCLS1	53	153	44	18
HCN2	184	162	119	40
HCN3	25	25	22	5
HDAC1	4473	5394	2198	1433
HDAC10	52	82	32	25
HDAC11	82	107	53	28
HDAC2	6640	7840	3132	2203
HDAC3	1015	1202	516	337
HDAC4	169	214	104	72
HDAC5	175	168	83	45
HDAC6	359	416	197	141
HDAC7	240	330	110	70
HDAC8	3	3	1	4
HDAC9	29	28	12	7
HDDC2	1873	2088	1148	670
HDDC3	116	126	63	41
HDGF	2854	3761	1410	905
HDGFL2	1552	2171	855	532
HDGFL3	252	272	72	64
HDHD2	443	486	242	153
HDHD3	70	112	51	26
HDHD5	754	944	412	265
HDLBP	7462	8671	3081	1943
HDX	0	0	0	0
HEATR1	3724	4257	2006	1383
HEATR3	618	757	320	204
HEATR5A	595	695	345	217
HEATR5B	864	1048	449	272
HEATR6	731	850	383	275
HEBP1	480	601	302	153
HEBP2	959	1002	350	216
HECA	266	302	85	54
HECTD1	2301	2801	1315	888
HECTD2	157	191	67	39
HECTD3	595	670	301	189
HECTD4	1190	1260	735	370
HECW2	83	103	42	15
HEG1	223	260	127	69
HELB	396	445	234	148
HELLS	4571	5265	2541	1934
HELQ	135	163	74	53
HELZ	1656	1780	1198	746
HELZ2	98	150	63	37
HEMK1	71	94	39	23
HERC1	1164	1337	757	498
HERC2	1012	1231	636	370
HERC3	333	353	157	122
HERC4	729	731	361	225
HERC5	937	1095	549	310
HERC6	238	271	126	84
HERPUD1	437	515	262	165
HERPUD2	246	233	106	57
HES1	972	1427	832	533
HES4	669	873	401	234
HES6	138	194	92	43
HESX1	5	0	1	1
HEXA	458	457	173	106
HEXB	1010	1107	434	307
HEXD	51	71	41	16
HEXIM1	481	918	393	275
HEXIM2	51	79	45	27
HEY1	307	414	300	156
HEY2	190	274	127	59
HFM1	34	28	16	12
HGF	18	20	14	8
HGH1	226	378	127	83
HGS	1002	1323	585	366
HGSNAT	199	272	109	71
HHAT	52	58	33	20
HHEX	128	209	76	44
HHIP	57	59	28	19
HHIPL2	1	5	2	0
HHLA3	133	145	71	49
HIBADH	728	897	397	230
HIBCH	725	767	355	221
HIC2	161	251	102	54
HID1	243	287	129	95
HIF1A	4174	4609	2317	1587
HIF1AN	719	931	363	238
HIGD1A	207	204	123	59
HIGD2A	568	731	323	195
HIKESHI	224	256	105	79
HILPDA	111	103	65	16
HINFP	133	173	80	69
HINT1	4642	6838	2865	1450
HINT2	225	322	143	84
HINT3	330	387	153	119
HIP1	390	424	163	107
HIP1R	483	569	227	133
HIPK1	907	1104	384	263
HIPK2	268	354	112	75
HIPK3	407	445	202	121
HIRA	480	582	219	156
HIRIP3	424	631	271	186
HIST1H1C	25029	33667	12998	8301
HIST1H1D	4225	5369	2049	1369
HIST1H1E	24669	32292	12279	7735
HIST1H2AB	3451	4310	2240	1271
HIST1H2AC	4327	6217	3044	1667
HIST1H2AD	615	868	254	161
HIST1H2AE	1740	2120	870	638
HIST1H2AG	6762	8462	4560	2319
HIST1H2AH	6049	8047	3878	1954
HIST1H2AI	1454	1987	644	487
HIST1H2AK	529	710	328	176
HIST1H2AL	69	52	32	16
HIST1H2AM	1731	2176	1126	641
HIST1H2BC	4972	6183	2923	1720
HIST1H2BD	3601	4092	2079	1206
HIST1H2BF	1099	1461	866	512
HIST1H2BG	735	841	359	241
HIST1H2BJ	6939	8583	4874	2480
HIST1H2BK	1471	1828	1007	498
HIST1H2BL	999	1624	599	348
HIST1H2BN	498	699	373	198
HIST1H2BO	1430	1659	909	474
HIST1H3A	1945	2532	1347	747
HIST1H3B	18905	23209	11056	6456
HIST1H3D	3569	4335	2149	1168
HIST1H3E	101	102	59	34
HIST1H3F	1060	1232	695	365
HIST1H3H	4996	5853	2708	1704
HIST1H3J	38	29	22	7
HIST1H4A	2481	3234	1444	896
HIST1H4B	7264	9831	4512	2901
HIST1H4C	13148	15995	7885	4877
HIST1H4D	5883	7360	3286	1941
HIST1H4E	5629	7354	3921	1869
HIST1H4H	7784	11237	5282	3053
HIST1H4J	0	0	0	0
HIST2H2AB	1885	2734	1255	771
HIST2H2AC	2764	3432	1642	903
HIST2H2BE	2390	2249	1451	728
HIST2H2BF	236	497	225	107
HIST2H3D	919	1014	321	198
HIST3H2A	2018	2683	1297	704
HIST3H2BB	596	692	525	293
HIST4H4	1650	1994	987	588
HIVEP1	413	502	255	157
HIVEP2	261	271	114	88
HJURP	1229	1464	724	506
HK1	3346	4075	1603	1011
HK2	583	827	363	217
HKR1	409	439	299	211
HLA-A	1713	2509	1048	526
HLA-B	879	1275	557	277
HLA-C	2691	3616	1586	830
HLA-DPA1	281	438	198	132
HLA-DQB1	235	270	140	97
HLA-E	430	596	259	169
HLA-F	174	202	91	60
HLCS	563	690	340	190
HLTF	3248	3404	1553	1079
HLX	87	133	64	38
HM13	2116	2713	957	554
HMBOX1	182	174	69	45
HMBS	579	654	319	161
HMCES	1629	1906	814	582
HMCN1	97	107	62	18
HMG20A	414	512	207	175
HMG20B	206	315	104	68
HMGA1	874	1222	440	241
HMGA2	617	714	281	189
