	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
SNAP47	1497	1282	1455	1087
SNAP91	38	35	42	33
SNAPC1	294	311	334	224
SNAPC2	58	63	69	50
SNAPC3	455	402	360	315
SNAPC4	816	601	603	626
SNAPC5	116	105	150	81
SNAPIN	345	306	304	202
SNCA	146	132	182	102
SND1	4759	4387	4485	3663
SNED1	53	37	36	35
SNF8	1366	1330	1167	900
SNIP1	325	270	358	230
SNRK	623	631	625	488
SNRNP200	9961	8838	8399	8311
SNRNP25	537	505	491	326
SNRNP27	612	591	486	448
SNRNP35	198	208	216	136
SNRNP40	2784	2582	2670	1823
SNRNP48	815	754	713	612
SNRNP70	3410	3149	3704	2761
SNRPA	1040	868	1251	911
SNRPA1	518	554	486	407
SNRPB	6271	5650	6145	4202
SNRPB2	1318	1332	1307	914
SNRPC	1149	984	1247	785
SNRPD1	1484	1533	1291	827
SNRPD2	3583	3138	3471	2138
SNRPD3	401	387	399	249
SNRPE	308	294	297	124
SNRPF	1317	1367	1390	724
SNRPG	474	359	546	320
SNTA1	201	163	220	149
SNTB1	76	75	83	68
SNTB2	318	330	300	232
SNU13	1040	848	1090	713
SNUPN	559	509	481	400
SNW1	2109	1973	2063	1365
SNX1	885	838	784	743
SNX10	82	90	87	57
SNX11	207	173	194	145
SNX12	341	334	294	182
SNX13	1334	1170	1231	907
SNX14	1218	1170	1087	799
SNX15	148	152	181	122
SNX16	93	90	74	62
SNX17	1952	1722	1595	1298
SNX18	236	213	217	141
SNX2	2153	1857	2161	1460
SNX21	83	94	73	61
SNX24	86	82	48	61
SNX25	943	862	790	662
SNX27	797	656	655	669
SNX29	265	212	230	223
SNX3	658	676	667	426
SNX30	219	214	181	159
SNX33	66	46	61	48
SNX4	832	816	767	574
SNX5	4020	3815	3706	2995
SNX6	1613	1541	1460	1000
SNX7	529	487	446	324
SNX8	224	186	251	161
SNX9	1141	1029	983	793
SOAT1	1047	970	1233	878
SOBP	202	169	147	152
SOCS2	107	97	105	75
SOCS4	532	450	530	400
SOCS5	227	215	204	160
SOCS6	231	219	228	168
SOCS7	182	153	149	139
SOD1	5608	5394	5204	3411
SOD2	294	237	297	192
SOGA1	421	341	244	323
SON	18483	15166	13154	14531
SORBS1	67	68	51	68
SORBS3	90	65	55	80
SORCS1	51	46	36	44
SORD	306	303	268	221
SORL1	403	330	319	300
SORT1	1121	988	1048	882
SOS1	1132	1004	798	910
SOS2	757	666	621	542
SOX12	167	152	81	74
SOX13	70	53	47	72
SOX4	298	250	297	199
SOX6	56	55	50	55
SP1	1393	1088	1521	1158
SP2	83	63	58	121
SP3	1959	1684	2173	1500
SP4	359	317	432	312
SP9	70	49	43	52
SPA17	158	160	185	134
SPACA9	37	53	65	35
SPAG1	293	274	218	186
SPAG16	343	320	256	212
SPAG5	2688	2394	2500	1878
SPAG7	462	480	453	311
SPAG9	4121	3699	4041	2928
SPART	2269	2048	2141	1538
SPAST	669	636	574	424
SPATA17	66	43	55	42
SPATA18	62	67	55	44
SPATA2	62	61	59	67
SPATA20	270	240	275	199
SPATA24	81	81	72	63
SPATA2L	80	72	76	63
SPATA33	57	60	59	53
SPATA5	1262	1335	1118	928
SPATA5L1	421	352	356	287
SPATA6	95	90	80	82
SPATA7	218	142	169	139
SPATC1L	186	169	185	147
SPATS2	471	432	375	378
SPATS2L	481	437	484	345
SPC24	652	681	626	462
SPC25	639	633	540	413
SPCS1	884	781	1002	526
SPCS2	119	101	99	88
SPCS3	937	970	803	574
SPDL1	2495	2505	2153	1688
SPDYA	51	38	53	47
SPECC1	1370	1315	1254	1137
SPECC1L	556	477	542	411
SPEF2	108	88	93	95
SPEG	94	74	56	52
SPEN	23936	20241	14297	19913
SPG11	1732	1428	1523	1247
SPG21	739	656	597	509
SPG7	1223	1097	949	948
SPHK1	89	74	69	48
SPHK2	180	155	126	99
SPIDR	1131	1142	927	835
SPIN1	618	613	510	427
SPIN3	111	113	98	74
SPIN4	203	193	155	186
SPINDOC	447	454	423	352
SPINK5	42	62	37	29
SPINT2	252	239	222	155
SPIRE1	582	514	525	367
SPIRE2	111	113	115	79
SPNS1	589	451	611	509
SPON1	172	154	140	141
SPOP	958	1010	953	718
SPOPL	312	269	251	208
SPOUT1	433	463	450	373
SPPL2A	516	478	397	355
SPPL2B	231	203	191	186
SPPL3	254	201	267	219
SPR	259	199	170	120
SPRED1	168	143	150	114
SPRED2	84	61	65	80
SPRTN	1572	1389	1342	1056
SPRY1	154	122	100	109
SPRY2	56	61	47	54
SPRYD3	128	121	96	71
SPRYD4	149	134	151	132
SPRYD7	192	194	194	116
SPSB1	52	39	64	51
SPSB2	62	60	49	47
SPSB3	274	251	270	214
SPTAN1	8249	7599	6584	6488
SPTB	261	262	189	236
SPTBN1	7556	6915	7036	5936
SPTBN2	1794	1558	1333	1292
SPTLC1	898	758	858	651
SPTLC2	898	846	713	572
SPTSSA	44	51	60	37
SPTY2D1	731	601	680	649
SQLE	2005	1748	1923	1482
SQSTM1	1946	1815	1807	1359
SRA1	401	397	406	275
SRBD1	1728	1626	1616	1179
SRC	164	120	125	149
SRCAP	151	83	131	175
SRD5A1	80	86	60	60
SRD5A3	374	308	357	259
SREBF1	993	744	688	717
SREBF2	1254	964	950	991
SREK1	2160	2287	2537	1552
SREK1IP1	492	384	460	396
SRF	342	301	500	376
SRFBP1	797	780	759	562
SRGAP1	132	139	118	126
SRGAP2	445	395	372	447
SRGAP2B	53	53	31	36
SRGAP2C	68	58	60	48
SRGAP3	55	68	53	68
SRI	1246	1037	1176	874
SRM	1358	1128	1093	1183
SRP14	708	735	789	511
SRP19	546	509	581	340
SRP54	1450	1447	1535	1079
SRP68	1631	1622	1397	1448
SRP72	2772	2565	2679	2311
SRP9	154	159	158	135
SRPK1	4046	3649	3842	2887
SRPK2	909	858	807	722
SRPK3	82	69	44	52
SRPRA	1596	1331	1252	1264
SRPRB	1371	1265	1329	968
SRR	516	434	536	455
SRRD	642	558	601	456
SRRM1	1942	1794	1433	1748
SRRM2	15942	11721	8380	16370
SRRT	3285	3161	3333	2698
SRSF1	3720	3858	3346	2441
SRSF10	2205	2012	2287	1579
SRSF11	5413	4910	5737	4099
SRSF12	139	109	141	85
SRSF2	3264	3137	3188	2334
SRSF3	6211	6460	5323	3813
SRSF4	2961	3037	3202	2217
SRSF5	4537	4639	4262	2993
SRSF6	1466	1514	1692	1274
SRSF7	5542	5643	5306	3766
SRSF8	192	159	193	144
SRSF9	3775	3858	3290	2537
SRXN1	46	65	42	36
SS18	593	471	756	509
SS18L1	113	91	93	84
SS18L2	114	126	144	65
SSB	5607	5540	5873	4010
SSBP1	2836	2742	2729	1850
SSBP2	90	67	95	73
SSBP3	105	78	99	90
SSBP4	240	203	257	159
SSH1	275	240	233	236
SSH2	428	356	319	363
SSH3	101	73	62	60
SSNA1	455	377	348	259
SSR1	1570	1503	1422	1264
SSR2	1254	1114	1408	924
SSR3	1742	1461	1635	1115
SSR4	1932	1819	1967	1351
SSRP1	10607	9905	9998	8193
SSU72	1208	1263	1083	878
SSX2IP	1138	1119	1024	821
ST13	866	835	807	579
ST3GAL1	48	42	25	27
ST3GAL2	157	157	148	110
ST3GAL3	170	145	133	142
ST3GAL4	194	186	190	140
ST3GAL5	99	86	61	50
ST3GAL6	157	165	147	96
ST5	177	128	128	133
ST6GAL1	73	62	63	46
ST6GALNAC3	67	73	78	57
ST6GALNAC4	113	101	96	71
ST7	474	420	456	354
ST7L	355	306	375	318
STAG1	2948	2842	2604	2236
STAG2	9507	9240	8822	6273
STAG3	61	47	44	42
STAM	517	509	508	422
STAM2	432	406	461	301
STAMBP	870	781	800	650
STAMBPL1	165	169	147	99
STARD10	154	110	147	117
STARD13	165	136	145	117
STARD3	258	257	298	205
STARD3NL	583	457	598	432
STARD4	197	184	151	108
STARD5	42	43	57	36
STARD7	3497	3158	3267	2428
STARD9	1106	937	797	861
STAT1	1003	1028	927	742
STAT2	511	407	397	384
STAT3	757	659	720	577
STAT5B	488	432	455	415
STAT6	132	90	127	105
STAU1	1484	1339	1157	1208
STAU2	653	627	583	456
STBD1	66	54	70	36
STC2	398	323	281	230
STEAP1	76	67	86	58
STEAP2	107	94	94	64
STEAP3	287	221	273	217
STIL	1636	1323	1492	1353
STIM1	462	375	371	348
STIM2	328	286	340	266
STIP1	7631	6915	8377	5969
STK10	539	406	422	368
STK11	1002	1030	988	750
STK11IP	292	230	258	245
STK16	268	258	280	176
STK17A	515	478	476	385
STK17B	408	383	488	347
STK19	115	124	110	71
STK24	1150	1002	880	763
STK25	1793	1462	1988	1489
STK26	1143	1136	1229	868
STK3	578	486	464	404
STK32C	198	183	177	135
STK33	362	344	303	270
STK35	420	400	319	304
STK36	670	534	573	514
STK38	460	454	404	354
STK38L	601	596	535	415
STK39	601	638	534	441
STK4	947	864	830	703
STK40	387	368	367	325
STKLD1	32	31	35	36
STMN1	3088	3078	2910	2138
STMN3	71	65	89	49
STMP1	54	56	40	27
STN1	199	181	177	132
STOM	215	216	223	140
STOML1	99	78	73	43
STOML2	3217	2936	3577	2354
STON2	324	270	310	300
STOX1	231	178	208	185
STOX2	285	240	229	207
STPG1	103	83	109	90
STRADA	236	205	221	185
STRADB	387	353	376	247
STRAP	3069	2917	2582	2060
STRBP	1545	1512	1540	1161
STRIP1	1351	1136	1222	1064
STRIP2	385	328	330	264
STRN	895	833	769	622
STRN3	1244	1080	1092	792
STRN4	1306	1247	1119	982
STS	39	42	55	37
STT3A	3484	2811	4290	2748
STT3B	4413	4039	4241	3010
STUB1	1941	1826	1992	1363
STX10	548	452	468	346
STX12	683	609	597	463
STX16	94	95	72	89
STX17	338	303	249	229
STX18	400	422	336	291
STX1A	84	69	70	62
STX2	314	308	238	234
STX3	265	248	235	170
STX4	440	401	340	332
STX5	334	299	410	251
STX6	354	343	336	266
STX7	285	276	268	238
STX8	236	226	208	158
STXBP1	203	158	154	192
STXBP2	328	363	311	304
STXBP3	1239	1266	1195	841
STXBP4	611	566	495	451
STXBP5	1036	966	1043	722
STXBP5L	191	229	188	157
STYX	165	176	174	139
STYXL1	318	312	368	266
SUB1	2814	2978	2439	1615
SUCLA2	1138	1151	1069	762
SUCLG1	1230	1196	1314	873
SUCLG2	541	556	496	381
SUCO	1438	1296	1461	1178
SUDS3	497	422	437	297
SUFU	149	105	87	134
SUGCT	198	180	154	137
SUGP1	544	483	507	425
SUGP2	2640	2318	2255	2099
SUGT1	1147	1102	1092	826
SULF1	132	125	154	114
SULF2	385	375	431	402
SULT4A1	75	71	46	65
SUMF1	306	294	249	186
SUMF2	1065	983	959	746
SUMO1	286	294	362	242
SUMO2	599	629	562	322
SUMO3	639	640	695	491
SUN1	1394	1182	1304	1065
SUN2	712	603	633	516
SUOX	264	238	228	195
SUPT16H	9320	9068	8959	6887
SUPT20H	1028	916	917	771
SUPT3H	191	177	133	168
SUPT4H1	444	438	418	262
SUPT5H	1695	1559	1800	1443
SUPT6H	2718	2431	2328	2269
SUPT7L	595	587	707	465
SUPV3L1	1727	1590	1623	1148
SURF1	259	239	228	188
SURF2	458	455	386	293
SURF4	945	799	1053	709
SURF6	522	639	515	409
SUSD1	238	178	209	164
SUSD5	447	346	402	312
SUV39H1	346	332	329	271
SUV39H2	953	890	847	692
SUZ12	1272	1077	1003	937
SV2A	191	151	121	121
SVBP	89	97	103	66
SVEP1	64	68	60	48
SVIL	287	259	235	246
SVIP	214	184	237	128
SWAP70	434	417	354	319
SWI5	168	151	184	133
SWSAP1	56	54	63	41
SWT1	227	172	179	152
SYAP1	1900	1863	1868	1360
SYBU	294	253	278	204
SYCP2	104	115	87	88
SYCP2L	335	309	275	225
SYCP3	102	77	84	82
SYDE1	238	229	216	149
SYDE2	746	747	660	593
SYF2	595	635	542	343
SYK	333	356	299	263
SYMPK	1766	1531	1309	1450
SYN2	97	84	95	103
SYNC	219	163	192	145
SYNCRIP	4406	4307	3732	3287
SYNE1	862	746	729	659
SYNE2	5844	5570	5178	4391
SYNE3	50	53	37	36
SYNGAP1	101	74	62	68
SYNGR1	155	119	119	103
SYNGR2	313	231	337	234
SYNJ1	606	564	456	440
SYNJ2	410	351	328	261
SYNJ2BP	63	65	61	49
SYNM	231	228	209	182
SYNRG	655	554	540	578
SYP	92	90	120	78
SYPL1	479	365	389	332
SYS1	37	35	54	33
SYT1	95	97	113	106
SYT14	40	33	37	25
SYTL4	141	130	139	117
SYTL5	83	67	72	49
SYVN1	206	178	186	194
SZRD1	337	372	346	277
SZT2	897	715	677	764
TAB1	462	395	389	371
TAB2	588	537	587	642
TAB3	231	221	239	231
TACC1	564	458	509	466
TACC2	92	96	58	82
TACC3	2539	2356	1993	2168
TACO1	594	582	573	429
TADA1	512	462	504	325
TADA2A	332	256	355	251
TADA2B	305	286	236	206
TADA3	692	635	530	502
TAF1	1765	1569	1271	1308
TAF10	508	477	384	270
TAF11	748	691	640	448
TAF12	340	282	314	231
TAF13	247	301	240	120
TAF15	1350	1181	1175	1222
TAF1A	433	470	397	306
TAF1B	1107	1055	989	773
TAF1C	446	351	357	324
TAF1D	1570	1524	1323	1089
TAF2	2770	2354	2537	1941
TAF3	389	364	341	303
TAF4	370	303	195	292
TAF4B	608	484	586	478
TAF5	747	730	703	550
TAF5L	1149	879	1187	834
TAF6	452	359	333	348
TAF6L	518	471	553	393
TAF7	1181	1108	1259	914
TAF8	274	211	298	228
TAF9	929	795	1146	711
TAF9B	535	482	576	353
TAGLN2	1003	1031	879	608
TALDO1	2158	2011	2035	1467
TAMM41	457	369	294	326
TANC1	1320	1080	1148	1024
TANC2	667	521	471	529
TANGO2	138	122	107	107
TANGO6	977	834	827	705
TANK	416	349	477	312
TAOK1	1608	1360	1474	1205
TAOK2	2025	1771	1771	1567
TAOK3	311	319	319	245
TAP1	176	148	176	130
TAPBP	95	83	82	67
TAPT1	316	319	300	258
TARBP1	4298	3974	3516	3091
TARBP2	493	409	540	344
TARDBP	462	429	657	383
TARS	7976	7763	7605	5498
TARS2	1447	1211	1410	1011
TARSL2	956	928	961	698
TAS2R13	66	67	74	54
TAS2R14	108	81	107	96
TAS2R19	140	142	137	128
TAS2R20	98	82	114	76
TAS2R3	49	43	52	40
TAS2R30	206	197	145	118
TAS2R31	97	105	90	80
TAS2R4	48	31	34	48
TAS2R43	79	49	49	46
TAS2R46	122	123	105	68
TAS2R50	67	81	65	63
TASOR	4515	4115	3973	2979
TASOR2	10112	9090	9245	7453
TASP1	469	418	341	292
TATDN1	421	431	386	253
TATDN2	254	265	240	202
TATDN3	378	319	313	231
TAX1BP1	2558	2416	2348	1738
TAX1BP3	137	147	162	130
TAZ	356	302	296	212
TBC1D1	456	422	443	316
TBC1D10A	58	51	49	43
TBC1D10B	1015	1013	802	798
TBC1D12	315	301	310	230
TBC1D13	312	267	264	247
TBC1D14	1138	987	1035	699
TBC1D15	1068	1028	968	891
TBC1D16	467	467	474	406
TBC1D17	143	120	111	106
TBC1D19	150	150	144	122
TBC1D20	334	288	317	274
TBC1D22A	279	270	250	196
TBC1D22B	253	184	199	161
TBC1D23	1107	1004	1069	758
TBC1D24	112	105	102	101
TBC1D25	162	123	120	119
TBC1D2B	737	675	581	491
TBC1D30	213	176	166	136
TBC1D31	1073	977	994	712
TBC1D32	1128	1023	971	828
TBC1D4	1891	1755	1680	1312
TBC1D5	334	247	307	273
TBC1D7	563	541	476	400
TBC1D8	429	362	368	367
TBC1D8B	144	127	113	122
TBC1D9	549	538	507	457
TBC1D9B	3009	2676	2709	2262
TBCA	1097	1206	1015	698
TBCB	676	613	697	470
TBCC	283	294	266	192
TBCCD1	271	203	284	207
TBCD	1452	1303	1181	1140
TBCE	184	193	144	121
TBCEL	104	83	92	82
TBCK	556	498	496	421
TBK1	1053	1053	1041	734
TBKBP1	127	97	103	72
TBL1X	556	478	417	475
TBL1XR1	971	911	1017	694
TBL2	569	516	576	448
TBL3	1016	870	851	823
TBP	286	244	342	258
TBPL1	290	256	258	201
TBRG1	437	413	411	338
TBRG4	1723	1463	1843	1291
TBX1	238	207	158	189
TBX18	243	205	257	185
TBX2	156	130	131	99
TBX20	107	84	106	75
TBX3	432	390	427	388
TC2N	309	271	287	198
TCAF1	427	360	373	293
TCAIM	568	529	568	450
TCEA1	353	381	329	267
TCEA2	131	126	98	80
TCEAL1	256	181	219	141
TCEAL4	1045	955	1253	725
TCEAL8	1026	1022	820	559
TCEAL9	690	728	677	426
TCEANC	59	52	54	55
TCEANC2	192	206	174	123
TCERG1	3541	3233	3450	2594
TCF12	603	481	612	502
TCF19	452	462	508	347
TCF20	2071	1714	1937	1696
TCF25	1562	1342	1528	1232
TCF3	787	693	682	565
TCF4	306	275	274	255
TCF7	74	61	71	65
TCF7L2	213	194	157	189
TCFL5	604	548	558	450
TCHP	225	247	251	169
TCIRG1	106	77	82	61
TCOF1	6140	5667	5339	5170
TCP1	14660	14828	13715	9324
TCP11L1	531	518	380	387
TCP11L2	105	93	88	65
TCTA	46	28	49	44
TCTN1	469	403	451	329
TCTN2	403	312	357	282
TCTN3	1008	840	969	699
TDG	1003	871	978	790
TDP1	955	858	856	707
TDP2	860	773	727	508
TDRD3	485	494	532	353
TDRD6	100	85	69	58
TDRD7	505	399	464	359
TDRKH	313	293	305	235
TEAD1	395	329	373	319
TEAD2	237	207	215	167
TEAD4	335	316	346	279
TEC	73	53	44	34
TECPR1	326	316	251	237
TECPR2	508	406	374	406
TECR	366	342	482	314
TECTA	51	43	36	48
TEDC1	353	348	259	211
TEDC2	393	308	369	293
TEF	41	42	37	52
TEFM	317	272	304	230
TELO2	1006	937	883	716
TENM1	291	214	240	198
TENM3	1225	1060	1017	967
TENT2	742	672	670	548
TENT4A	592	522	481	423
TENT4B	539	531	548	448
TENT5A	163	129	130	100
TENT5C	39	36	51	51
TEP1	465	417	348	354
TEPSIN	164	174	163	156
TERF1	395	434	327	329
TERF2	478	388	341	339
TERF2IP	808	805	722	523
TERT	90	66	63	61
TES	595	603	529	363
TESC	58	54	41	33
TESK1	171	149	185	137
TESK2	90	79	89	72
TET1	1767	1500	1283	1308
TET2	981	805	864	846
TET3	475	349	295	346
TEX10	2577	2171	2586	1828
TEX14	48	46	60	70
TEX15	1187	1034	1080	853
TEX2	897	831	857	638
TEX261	85	52	138	111
TEX264	537	455	605	421
TEX30	238	224	249	150
TEX9	196	181	200	140
TFAM	2241	2222	1992	1386
TFAP2A	184	163	135	172
TFAP2C	58	36	42	37
TFAP4	253	232	277	211
TFB1M	691	624	584	449
TFB2M	526	496	445	335
TFCP2	766	544	536	593
TFDP1	1563	1476	1552	1334
TFDP2	985	837	826	685
TFE3	209	168	179	172
TFG	1586	1305	1625	1148
TFIP11	1689	1492	1722	1296
TFPI2	44	56	36	37
TFPT	150	154	154	106
TFRC	4365	4122	4166	3062
TGDS	436	408	402	275
TGFB1	68	54	38	54
TGFBR1	656	618	557	475
TGFBR2	130	98	81	84
TGFBR3	511	477	475	385
TGFBRAP1	688	589	657	546
TGIF1	94	86	116	74
TGIF2	208	165	231	164
TGOLN2	817	732	608	652
TGS1	2132	1937	1796	1488
THADA	2982	2743	2505	2171
THAP1	145	147	137	100
THAP10	56	45	49	33
THAP11	315	293	273	160
THAP12	606	616	586	374
THAP2	33	33	43	27
THAP3	171	177	165	119
THAP4	992	863	926	720
THAP5	433	391	386	293
THAP6	201	188	132	119
THAP7	533	444	548	380
THAP9	310	300	300	224
THBS3	140	111	129	114
THBS4	46	49	39	40
THEM4	171	141	166	146
THEMIS2	71	91	84	76
THG1L	362	352	351	243
THNSL1	455	444	409	356
THOC1	1209	1134	1098	793
THOC2	7953	7536	7854	6090
THOC3	246	256	236	155
THOC5	2047	1918	1952	1679
THOC6	840	771	751	642
THOC7	1239	1201	1037	693
THOP1	1860	1786	1892	1390
THRA	153	153	132	130
THRAP3	5390	4773	5657	4680
THRB	100	78	84	76
THSD1	71	43	72	55
THSD4	52	52	49	46
THTPA	113	112	134	105
THUMPD1	663	638	694	526
THUMPD2	839	740	679	578
THUMPD3	1639	1662	1570	1136
THYN1	547	444	533	350
TIA1	1135	1006	1109	826
TIAL1	1678	1589	1190	1382
TIAM1	1767	1485	1676	1417
TIAM2	271	234	193	235
TICRR	2930	2564	2233	2414
TIFA	93	88	72	44
TIGAR	355	393	346	304
TIGD1	246	260	214	178
TIGD2	222	244	168	158
TIGD5	231	199	157	128
TIGD6	100	93	104	91
TIGD7	115	109	96	81
TIMELESS	2492	2388	2326	2175
TIMM10	576	517	467	294
TIMM13	827	846	662	419
TIMM17A	1253	1243	1423	885
TIMM17B	738	668	691	481
TIMM21	326	337	394	253
TIMM22	506	535	359	340
TIMM23	774	741	804	551
TIMM23B	159	160	143	122
TIMM29	168	155	126	80
TIMM44	1543	1358	1440	1080
TIMM50	1586	1674	1535	1110
TIMM8A	142	155	112	103
TIMM8B	464	471	289	186
TIMM9	135	100	115	99
TIMMDC1	1397	1375	1081	878
TIMP1	444	449	495	351
TIMP2	68	54	43	59
TIMP3	79	64	98	73
TINF2	400	330	403	303
TIPARP	564	476	705	542
TIPIN	1430	1384	1266	919
TIPRL	1326	1230	1237	824
TIRAP	38	45	43	50
TJAP1	338	325	312	287
TJP1	1968	1872	1720	1596
TK1	803	744	812	599
TK2	92	85	87	60
TKFC	321	266	304	263
TKT	5981	5127	6522	4956
TLCD1	143	127	134	100
TLCD3A	232	215	207	161
TLCD4	64	63	51	42
TLCD5	55	61	71	46
TLE1	616	569	653	548
TLE3	986	708	859	862
TLE4	912	789	810	791
TLE5	221	190	245	194
TLK1	918	793	691	717
TLK2	626	516	544	429
TLL1	65	38	50	33
TLN1	5860	5089	4293	4847
TLN2	627	551	510	470
TLNRD1	100	76	52	43
TM2D1	534	501	436	353
TM2D2	283	259	288	191
TM2D3	661	582	570	423
TM6SF1	71	62	74	55
TM7SF2	189	159	197	145
TM7SF3	827	770	863	625
TM9SF2	3543	3097	3360	2333
TM9SF3	2867	3135	2724	2109
TM9SF4	1004	809	766	755
TMA16	759	768	835	574
TMA7	378	397	317	171
TMBIM4	152	111	146	106
TMBIM6	2806	2436	2777	1777
TMC6	79	67	84	63
TMC7	71	53	57	56
TMCC1	185	159	135	163
TMCC2	65	48	64	60
TMCO1	1330	1366	1237	900
TMCO3	502	396	437	277
TMCO4	92	73	73	67
TMCO6	245	209	214	187
TMED1	244	187	220	183
TMED10	1414	1436	1246	909
TMED2	1938	1817	1938	1466
TMED3	751	661	803	523
TMED4	720	647	652	470
TMED5	1052	1128	996	817
TMED7	143	141	185	98
TMED8	450	400	327	312
TMED9	1309	1389	1141	956
TMEM101	194	169	177	109
TMEM102	54	65	57	41
TMEM104	165	118	142	134
TMEM106B	559	501	583	378
TMEM106C	1975	1718	2105	1290
TMEM108	49	41	42	35
TMEM109	529	484	556	423
TMEM11	255	252	291	203
TMEM115	637	584	528	436
TMEM116	65	53	66	47
TMEM117	175	137	156	115
TMEM120A	105	97	119	105
TMEM120B	249	225	251	187
TMEM123	710	529	985	661
TMEM126A	385	270	350	232
TMEM126B	847	817	816	543
TMEM127	71	57	64	52
TMEM128	128	141	132	100
TMEM129	249	213	252	174
TMEM131	1507	1307	1268	1255
TMEM131L	923	819	734	671
TMEM132A	413	354	357	313
TMEM134	55	46	39	30
TMEM135	372	294	405	274
TMEM138	186	137	186	162
TMEM140	55	37	68	40
TMEM141	214	195	189	137
TMEM143	54	56	30	59
TMEM144	119	97	92	76
TMEM147	1059	938	1161	733
TMEM14A	281	234	256	159
TMEM14B	367	280	374	245
TMEM14C	374	358	349	205
TMEM150A	46	27	54	40
TMEM160	136	122	99	68
TMEM161A	752	643	707	499
TMEM161B	481	427	505	386
TMEM164	185	151	184	133
TMEM165	864	775	846	557
TMEM167A	207	191	161	95
TMEM167B	104	88	83	60
TMEM168	521	501	504	379
TMEM170A	73	55	63	65
TMEM170B	89	95	56	47
TMEM175	133	121	136	123
TMEM177	404	337	377	294
TMEM179B	404	375	421	312
TMEM18	452	393	401	237
TMEM181	761	640	713	554
TMEM182	33	36	28	27
TMEM183A	531	468	503	322
TMEM184B	445	317	401	387
TMEM184C	551	432	474	367
TMEM185A	129	110	106	75
TMEM185B	171	134	170	133
TMEM186	140	143	103	80
TMEM19	385	316	421	272
TMEM192	368	375	412	269
TMEM198	47	34	36	25
TMEM199	198	182	148	124
TMEM201	268	224	201	227
TMEM203	174	149	126	111
TMEM205	343	304	337	238
TMEM208	328	333	354	234
TMEM209	823	647	792	619
TMEM214	543	472	471	458
TMEM216	71	78	81	54
TMEM218	98	82	96	61
TMEM219	308	266	283	198
TMEM222	180	168	194	146
TMEM223	202	130	171	129
TMEM230	241	171	270	135
TMEM231	50	37	49	29
TMEM234	90	100	100	80
TMEM237	940	803	859	626
TMEM241	144	103	139	114
TMEM242	199	194	172	112
TMEM243	240	214	235	150
TMEM245	1141	1015	1036	826
TMEM246	272	212	213	174
TMEM248	541	423	592	411
TMEM25	114	94	137	88
TMEM250	94	72	91	57
TMEM251	89	81	94	63
TMEM254	51	42	39	36
TMEM256	214	159	205	136
TMEM258	481	394	606	295
TMEM259	873	767	1014	763
TMEM260	232	207	230	150
TMEM263	279	309	306	224
TMEM266	75	78	59	42
TMEM267	115	88	127	79
TMEM268	122	98	99	97
TMEM30A	883	776	788	557
TMEM33	1141	1004	1059	768
TMEM38B	717	663	747	509
TMEM39A	444	306	561	398
TMEM39B	386	336	347	313
TMEM41A	150	135	144	91
TMEM41B	369	318	363	252
TMEM42	70	59	64	33
TMEM43	858	740	729	586
TMEM44	50	51	61	38
TMEM45A	112	94	101	76
TMEM47	54	42	54	44
TMEM50A	563	532	627	342
TMEM50B	244	214	218	167
TMEM51	31	37	45	27
TMEM54	55	36	75	40
TMEM59	1515	1288	1335	1012
TMEM60	127	120	99	81
TMEM62	233	207	237	155
TMEM63A	332	275	259	255
TMEM63B	328	255	325	260
TMEM64	187	153	171	111
TMEM65	268	221	205	156
TMEM67	540	483	498	382
TMEM68	182	173	153	135
TMEM69	306	261	336	222
TMEM70	629	604	641	403
TMEM80	76	82	85	60
TMEM81	61	77	57	62
TMEM87A	814	808	765	540
TMEM87B	143	134	133	80
TMEM8A	358	330	409	284
TMEM8B	89	53	59	72
TMEM9	494	470	511	369
TMEM94	603	472	456	497
TMEM97	346	252	409	270
TMEM98	219	219	235	160
TMEM9B	147	102	136	107
TMF1	2066	1899	1900	1480
TMLHE	437	341	410	319
TMOD2	138	104	129	116
TMOD3	520	484	461	377
TMPO	6092	5582	5536	4071
TMPPE	157	109	105	107
TMPRSS9	93	76	68	65
TMSB10	1218	1160	1180	669
TMTC1	294	202	296	202
TMTC2	177	136	155	164
TMTC3	1922	1687	1819	1282
TMTC4	375	345	396	280
TMUB1	308	288	302	207
TMUB2	193	145	200	114
TMX1	1801	1723	1694	1101
TMX2	549	473	613	430
TMX2-CTNND1	59	71	50	47
TMX3	546	588	524	419
TMX4	552	570	569	423
TNFAIP1	144	160	163	127
TNFAIP3	83	65	81	69
TNFAIP8	60	55	66	43
TNFRSF10B	628	599	585	499
TNFRSF10D	149	145	146	117
TNFRSF11A	94	77	75	69
TNFRSF19	34	36	30	34
TNFRSF1A	211	191	163	169
TNFRSF21	225	237	208	185
TNIK	848	735	836	697
TNIP1	702	642	616	507
TNIP2	286	292	265	188
TNK2	281	202	175	163
TNKS	974	861	844	737
TNKS1BP1	1010	974	757	770
TNKS2	2019	1800	1762	1491
TNNI3	64	61	63	43
TNNT1	155	140	137	82
TNPO1	6095	5500	5941	4238
TNPO2	1955	1619	1832	1596
TNPO3	2753	2585	2457	1913
TNRC18	1539	1298	937	1080
TNRC6A	2477	2038	2268	2009
TNRC6B	1942	1616	1700	1636
TNRC6C	592	505	493	600
TNS2	40	25	34	34
TNS3	121	91	109	85
