	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
SRSF5	4537	4639	6775	8987
SRSF6	1466	1514	2652	3473
SRSF7	5542	5643	8429	11411
SRSF8	192	159	338	435
SRSF9	3775	3858	5252	6828
SRXN1	46	65	76	107
SS18	593	471	1172	1606
SS18L1	113	91	153	218
SS18L2	114	126	196	245
SSB	5607	5540	8886	11267
SSBP1	2836	2742	4437	6094
SSBP2	90	67	168	210
SSBP3	105	78	142	200
SSBP4	240	203	334	540
SSH1	275	240	286	503
SSH2	428	356	438	715
SSH3	101	73	72	121
SSNA1	455	377	565	766
SSR1	1570	1503	2059	2953
SSR2	1254	1114	2292	3116
SSR3	1742	1461	2593	3692
SSR4	1932	1819	3262	4461
SSRP1	10607	9905	15368	21323
SSU72	1208	1263	1609	2386
SSX2IP	1138	1119	1690	2260
ST13	866	835	1248	1600
ST3GAL1	48	42	46	71
ST3GAL2	157	157	190	294
ST3GAL3	170	145	170	276
ST3GAL4	194	186	309	429
ST3GAL5	99	86	118	141
ST3GAL6	157	165	246	336
ST5	177	128	158	300
ST6GAL1	73	62	85	109
ST6GALNAC3	67	73	111	169
ST6GALNAC4	113	101	147	213
ST7	474	420	723	1109
ST7L	355	306	534	892
STAG1	2948	2842	4141	5982
STAG2	9507	9240	13919	19263
STAG3	61	47	58	105
STAM	517	509	805	1203
STAM2	432	406	684	930
STAMBP	870	781	1232	1833
STAMBPL1	165	169	219	271
STARD10	154	110	255	361
STARD13	165	136	202	301
STARD3	258	257	439	653
STARD3NL	583	457	1001	1424
STARD4	197	184	245	335
STARD5	42	43	85	108
STARD7	3497	3158	4912	7365
STARD9	1106	937	1058	1800
STAT1	1003	1028	1593	2085
STAT2	511	407	578	876
STAT3	757	659	1067	1628
STAT5B	488	432	698	989
STAT6	132	90	190	259
STAU1	1484	1339	1665	2595
STAU2	653	627	907	1351
STBD1	66	54	110	137
STC2	398	323	402	500
STEAP1	76	67	114	182
STEAP2	107	94	125	217
STEAP3	287	221	370	572
STIL	1636	1323	2122	3396
STIM1	462	375	478	716
STIM2	328	286	487	715
STIP1	7631	6915	12823	17882
STK10	539	406	615	926
STK11	1002	1030	1580	2212
STK11IP	292	230	410	578
STK16	268	258	441	545
STK17A	515	478	788	1218
STK17B	408	383	827	1148
STK19	115	124	132	253
STK24	1150	1002	1311	2102
STK25	1793	1462	2896	4136
STK26	1143	1136	2184	2963
STK3	578	486	843	1186
STK32C	198	183	230	345
STK33	362	344	443	685
STK35	420	400	451	772
STK36	670	534	934	1261
STK38	460	454	636	904
STK38L	601	596	856	1175
STK39	601	638	801	1092
STK4	947	864	1135	1657
STK40	387	368	491	649
STKLD1	32	31	48	87
STMN1	3088	3078	4613	6814
STMN3	71	65	129	170
STMP1	54	56	50	84
STN1	199	181	292	444
STOM	215	216	353	568
STOML1	99	78	87	176
STOML2	3217	2936	5675	7816
STON2	324	270	468	775
STOX1	231	178	299	492
STOX2	285	240	324	465
STPG1	103	83	158	237
STRADA	236	205	293	488
STRADB	387	353	543	773
STRAP	3069	2917	4013	6208
STRBP	1545	1512	2403	3365
STRIP1	1351	1136	1857	2695
STRIP2	385	328	508	728
STRN	895	833	1010	1602
STRN3	1244	1080	1617	2290
STRN4	1306	1247	1727	2616
STS	39	42	65	102
STT3A	3484	2811	6404	8864
STT3B	4413	4039	6511	9500
STUB1	1941	1826	2991	3865
STX10	548	452	808	1161
STX12	683	609	872	1344
STX16	94	95	88	139
STX17	338	303	378	511
STX18	400	422	566	852
STX1A	84	69	95	161
STX2	314	308	415	573
STX3	265	248	338	532
STX4	440	401	506	665
STX5	334	299	579	791
STX6	354	343	522	722
STX7	285	276	438	611
STX8	236	226	348	478
STXBP1	203	158	161	333
STXBP2	328	363	472	670
STXBP3	1239	1266	1891	2647
STXBP4	611	566	671	1114
STXBP5	1036	966	1559	2183
STXBP5L	191	229	252	413
STYX	165	176	258	384
STYXL1	318	312	530	772
SUB1	2814	2978	3877	5905
SUCLA2	1138	1151	1670	2457
SUCLG1	1230	1196	2127	3094
SUCLG2	541	556	828	1194
SUCO	1438	1296	2282	3281
SUDS3	497	422	649	950
SUFU	149	105	131	216
SUGCT	198	180	267	335
SUGP1	544	483	782	1105
SUGP2	2640	2318	3324	5075
SUGT1	1147	1102	1782	2492
SULF1	132	125	186	261
SULF2	385	375	636	925
SULT4A1	75	71	81	126
SUMF1	306	294	373	577
SUMF2	1065	983	1316	2098
SUMO1	286	294	507	648
SUMO2	599	629	999	1339
SUMO3	639	640	1084	1408
SUN1	1394	1182	1846	2775
SUN2	712	603	859	1312
SUOX	264	238	314	527
SUPT16H	9320	9068	13511	18317
SUPT20H	1028	916	1492	2090
SUPT3H	191	177	231	388
SUPT4H1	444	438	694	887
SUPT5H	1695	1559	2476	3608
SUPT6H	2718	2431	3063	4591
SUPT7L	595	587	892	1313
SUPV3L1	1727	1590	2420	3575
SURF1	259	239	328	522
SURF2	458	455	649	904
SURF4	945	799	1738	2288
SURF6	522	639	666	835
SUSD1	238	178	301	433
SUSD5	447	346	529	811
SUV39H1	346	332	519	763
SUV39H2	953	890	1320	1825
SUZ12	1272	1077	1564	2325
SV2A	191	151	184	282
SVBP	89	97	171	255
SVEP1	64	68	82	134
SVIL	287	259	352	540
SVIP	214	184	295	451
SWAP70	434	417	565	722
SWI5	168	151	333	463
SWSAP1	56	54	107	124
SWT1	227	172	297	406
SYAP1	1900	1863	2806	4055
SYBU	294	253	382	580
SYCP2	104	115	166	224
SYCP2L	335	309	351	564
SYCP3	102	77	156	210
SYDE1	238	229	335	407
SYDE2	746	747	1021	1441
SYF2	595	635	816	1068
SYK	333	356	466	692
SYMPK	1766	1531	1834	3065
SYN2	97	84	107	211
SYNC	219	163	283	415
SYNCRIP	4406	4307	5564	7866
SYNE1	862	746	1028	1607
SYNE2	5844	5570	7344	10782
SYNE3	50	53	45	96
SYNGAP1	101	74	61	142
SYNGR1	155	119	205	244
SYNGR2	313	231	519	720
SYNJ1	606	564	593	1097
SYNJ2	410	351	446	750
SYNJ2BP	63	65	113	133
SYNM	231	228	292	440
SYNRG	655	554	659	1113
SYP	92	90	160	214
SYPL1	479	365	659	884
SYS1	37	35	86	153
SYT1	95	97	150	204
SYT14	40	33	60	95
SYTL4	141	130	166	235
SYTL5	83	67	135	183
SYVN1	206	178	199	393
SZRD1	337	372	495	624
SZT2	897	715	738	1457
TAB1	462	395	555	815
TAB2	588	537	892	1292
TAB3	231	221	358	490
TACC1	564	458	713	1079
TACC2	92	96	97	139
TACC3	2539	2356	2573	4112
TACO1	594	582	818	1255
TADA1	512	462	723	1043
TADA2A	332	256	526	742
TADA2B	305	286	337	535
TADA3	692	635	731	1158
TAF1	1765	1569	1750	2866
TAF10	508	477	622	919
TAF11	748	691	1026	1458
TAF12	340	282	541	790
TAF13	247	301	325	379
TAF15	1350	1181	1384	2284
TAF1A	433	470	505	780
TAF1B	1107	1055	1504	2184
TAF1C	446	351	440	721
TAF1D	1570	1524	1801	2542
TAF2	2770	2354	3898	5858
TAF3	389	364	426	664
TAF4	370	303	233	504
TAF4B	608	484	841	1374
TAF5	747	730	1110	1628
TAF5L	1149	879	1767	2368
TAF6	452	359	457	752
TAF6L	518	471	786	1082
TAF7	1181	1108	1924	2785
TAF8	274	211	436	587
TAF9	929	795	1885	2675
TAF9B	535	482	843	1309
TAGLN2	1003	1031	1474	1901
TALDO1	2158	2011	3265	4690
TAMM41	457	369	410	732
TANC1	1320	1080	1624	2345
TANC2	667	521	668	1135
TANGO2	138	122	165	253
TANGO6	977	834	1290	1938
TANK	416	349	680	1012
TAOK1	1608	1360	2027	2970
TAOK2	2025	1771	2552	3592
TAOK3	311	319	457	657
TAP1	176	148	268	339
TAPBP	95	83	85	161
TAPT1	316	319	465	655
TARBP1	4298	3974	5425	8363
TARBP2	493	409	841	1201
TARDBP	462	429	939	1096
TARS	7976	7763	12306	16827
TARS2	1447	1211	2135	3049
TARSL2	956	928	1404	2084
TAS2R13	66	67	63	113
TAS2R14	108	81	139	205
TAS2R19	140	142	198	302
TAS2R20	98	82	133	208
TAS2R3	49	43	57	80
TAS2R30	206	197	172	333
TAS2R31	97	105	125	169
TAS2R4	48	31	33	73
TAS2R43	79	49	55	123
TAS2R46	122	123	111	191
TAS2R50	67	81	66	130
TASOR	4515	4115	5861	8661
TASOR2	10112	9090	13936	20590
TASP1	469	418	512	761
TATDN1	421	431	687	867
TATDN2	254	265	260	430
TATDN3	378	319	526	771
TAX1BP1	2558	2416	3890	5342
TAX1BP3	137	147	242	392
TAZ	356	302	457	679
TBC1D1	456	422	630	933
TBC1D10A	58	51	74	98
TBC1D10B	1015	1013	1033	1597
TBC1D12	315	301	438	680
TBC1D13	312	267	371	512
TBC1D14	1138	987	1483	2251
TBC1D15	1068	1028	1397	2126
TBC1D16	467	467	668	1044
TBC1D17	143	120	145	270
TBC1D19	150	150	227	359
TBC1D20	334	288	429	649
TBC1D22A	279	270	312	548
TBC1D22B	253	184	271	385
TBC1D23	1107	1004	1664	2303
TBC1D24	112	105	129	191
TBC1D25	162	123	151	252
TBC1D2B	737	675	915	1374
TBC1D30	213	176	210	330
TBC1D31	1073	977	1528	2215
TBC1D32	1128	1023	1475	2268
TBC1D4	1891	1755	2445	3533
TBC1D5	334	247	446	674
TBC1D7	563	541	727	1060
TBC1D8	429	362	533	816
TBC1D8B	144	127	157	271
TBC1D9	549	538	757	1185
TBC1D9B	3009	2676	4171	6099
TBCA	1097	1206	1516	2141
TBCB	676	613	1172	1526
TBCC	283	294	430	562
TBCCD1	271	203	433	640
TBCD	1452	1303	1666	2608
TBCE	184	193	242	408
TBCEL	104	83	123	207
TBCK	556	498	825	1152
TBK1	1053	1053	1566	2286
TBKBP1	127	97	135	172
TBL1X	556	478	581	928
TBL1XR1	971	911	1538	2232
TBL2	569	516	820	1230
TBL3	1016	870	1179	1840
TBP	286	244	477	636
TBPL1	290	256	477	699
TBRG1	437	413	607	820
TBRG4	1723	1463	2733	3806
TBX1	238	207	240	397
TBX18	243	205	380	550
TBX2	156	130	176	287
TBX20	107	84	144	172
TBX3	432	390	625	1029
TC2N	309	271	405	604
TCAF1	427	360	569	743
TCAIM	568	529	844	1309
TCEA1	353	381	522	725
TCEA2	131	126	145	226
TCEAL1	256	181	398	528
TCEAL4	1045	955	1789	2027
TCEAL8	1026	1022	1223	1693
TCEAL9	690	728	1011	1219
TCEANC	59	52	100	155
TCEANC2	192	206	229	364
TCERG1	3541	3233	4877	6782
TCF12	603	481	879	1353
TCF19	452	462	678	1004
TCF20	2071	1714	2591	4130
TCF25	1562	1342	2203	3240
TCF3	787	693	1034	1449
TCF4	306	275	460	634
TCF7	74	61	74	160
TCF7L2	213	194	155	358
TCFL5	604	548	825	1179
TCHP	225	247	285	422
TCIRG1	106	77	152	186
TCOF1	6140	5667	6905	11110
TCP1	14660	14828	22232	31148
TCP11L1	531	518	565	899
TCP11L2	105	93	122	164
TCTA	46	28	72	95
TCTN1	469	403	710	1115
TCTN2	403	312	508	750
TCTN3	1008	840	1521	2145
TDG	1003	871	1478	2245
TDP1	955	858	1385	2140
TDP2	860	773	994	1529
TDRD3	485	494	827	1107
TDRD6	100	85	70	140
TDRD7	505	399	710	995
TDRKH	313	293	447	617
TEAD1	395	329	497	755
TEAD2	237	207	326	491
TEAD4	335	316	561	887
TEC	73	53	70	109
TECPR1	326	316	366	548
TECPR2	508	406	496	820
TECR	366	342	680	778
TECTA	51	43	48	75
TEDC1	353	348	491	619
TEDC2	393	308	518	735
TEF	41	42	55	72
TEFM	317	272	449	610
TELO2	1006	937	1239	1755
TENM1	291	214	328	534
TENM3	1225	1060	1397	2329
TENT2	742	672	1044	1607
TENT4A	592	522	583	1007
TENT4B	539	531	831	1266
TENT5A	163	129	191	290
TENT5C	39	36	91	125
TEP1	465	417	446	777
TEPSIN	164	174	230	399
TERF1	395	434	530	694
TERF2	478	388	495	753
TERF2IP	808	805	1187	1648
TERT	90	66	111	151
TES	595	603	792	1113
TESC	58	54	87	144
TESK1	171	149	254	335
TESK2	90	79	131	194
TET1	1767	1500	1700	2850
TET2	981	805	1313	1969
TET3	475	349	353	714
TEX10	2577	2171	3885	5769
TEX14	48	46	92	206
TEX15	1187	1034	1646	2037
TEX2	897	831	1267	1767
TEX261	85	52	209	276
TEX264	537	455	999	1415
TEX30	238	224	377	538
TEX9	196	181	282	385
TFAM	2241	2222	3212	4464
TFAP2A	184	163	186	311
TFAP2C	58	36	44	100
TFAP4	253	232	382	505
TFB1M	691	624	876	1386
TFB2M	526	496	791	1034
TFCP2	766	544	778	1238
TFDP1	1563	1476	2108	3127
TFDP2	985	837	1386	2072
TFE3	209	168	232	364
TFG	1586	1305	2421	3298
TFIP11	1689	1492	2823	3813
TFPI2	44	56	72	97
TFPT	150	154	204	296
TFRC	4365	4122	6579	9131
TGDS	436	408	588	932
TGFB1	68	54	70	125
TGFBR1	656	618	905	1244
TGFBR2	130	98	120	189
TGFBR3	511	477	679	966
TGFBRAP1	688	589	1001	1495
TGIF1	94	86	147	198
TGIF2	208	165	315	474
TGOLN2	817	732	747	1361
TGS1	2132	1937	2751	4271
THADA	2982	2743	3724	5409
THAP1	145	147	217	333
THAP10	56	45	58	104
THAP11	315	293	425	561
THAP12	606	616	810	1278
THAP2	33	33	63	89
THAP3	171	177	218	334
THAP4	992	863	1415	2126
THAP5	433	391	663	959
THAP6	201	188	221	317
THAP7	533	444	899	1229
THAP9	310	300	499	720
THBS3	140	111	150	254
THBS4	46	49	68	98
THEM4	171	141	259	341
THEMIS2	71	91	139	175
THG1L	362	352	502	750
THNSL1	455	444	701	999
THOC1	1209	1134	1741	2497
THOC2	7953	7536	11575	15256
THOC3	246	256	403	575
THOC5	2047	1918	2875	4228
THOC6	840	771	1249	1711
THOC7	1239	1201	1643	2409
THOP1	1860	1786	2912	4046
THRA	153	153	218	302
THRAP3	5390	4773	8417	11728
THRB	100	78	139	202
THSD1	71	43	75	128
THSD4	52	52	68	114
THTPA	113	112	173	235
THUMPD1	663	638	1133	1579
THUMPD2	839	740	1138	1636
THUMPD3	1639	1662	2346	3407
THYN1	547	444	844	1187
TIA1	1135	1006	1802	2534
TIAL1	1678	1589	1529	2659
TIAM1	1767	1485	2393	3676
TIAM2	271	234	299	484
TICRR	2930	2564	2731	4628
TIFA	93	88	119	155
TIGAR	355	393	507	768
TIGD1	246	260	344	502
TIGD2	222	244	317	469
TIGD5	231	199	248	397
TIGD6	100	93	171	249
TIGD7	115	109	148	216
TIMELESS	2492	2388	3079	4477
TIMM10	576	517	642	916
TIMM13	827	846	1060	1429
TIMM17A	1253	1243	2430	3255
TIMM17B	738	668	1047	1551
TIMM21	326	337	592	821
TIMM22	506	535	583	941
TIMM23	774	741	1268	1714
TIMM23B	159	160	209	311
TIMM29	168	155	199	329
TIMM44	1543	1358	2260	2957
TIMM50	1586	1674	2309	3360
TIMM8A	142	155	174	246
TIMM8B	464	471	489	636
TIMM9	135	100	223	315
TIMMDC1	1397	1375	1789	2531
TIMP1	444	449	734	1069
TIMP2	68	54	85	99
TIMP3	79	64	117	190
TINF2	400	330	573	878
TIPARP	564	476	1119	1648
TIPIN	1430	1384	2133	2764
TIPRL	1326	1230	2108	2881
TIRAP	38	45	69	102
TJAP1	338	325	448	599
TJP1	1968	1872	2423	3498
TK1	803	744	1224	1707
TK2	92	85	99	168
TKFC	321	266	463	662
TKT	5981	5127	10363	14006
TLCD1	143	127	215	295
TLCD3A	232	215	315	449
TLCD4	64	63	104	147
TLCD5	55	61	114	120
TLE1	616	569	920	1288
TLE3	986	708	962	1978
TLE4	912	789	1153	1871
TLE5	221	190	396	549
TLK1	918	793	910	1609
TLK2	626	516	812	1207
TLL1	65	38	69	88
TLN1	5860	5089	5862	10246
TLN2	627	551	703	1096
TLNRD1	100	76	127	161
TM2D1	534	501	788	1083
TM2D2	283	259	493	675
TM2D3	661	582	957	1281
TM6SF1	71	62	93	146
TM7SF2	189	159	280	462
TM7SF3	827	770	1314	1900
TM9SF2	3543	3097	5429	8009
TM9SF3	2867	3135	4304	5945
TM9SF4	1004	809	1213	1750
TMA16	759	768	1237	1748
TMA7	378	397	414	583
TMBIM4	152	111	234	329
TMBIM6	2806	2436	4380	5856
TMC6	79	67	110	201
TMC7	71	53	75	100
TMCC1	185	159	221	335
TMCC2	65	48	97	171
TMCO1	1330	1366	2065	2941
TMCO3	502	396	617	873
TMCO4	92	73	108	172
TMCO6	245	209	260	398
TMED1	244	187	350	469
TMED10	1414	1436	1900	2909
TMED2	1938	1817	3257	4266
TMED3	751	661	1311	1796
TMED4	720	647	1022	1302
TMED5	1052	1128	1556	2219
TMED7	143	141	249	325
TMED8	450	400	526	731
TMED9	1309	1389	1625	2451
TMEM101	194	169	262	381
TMEM102	54	65	78	110
TMEM104	165	118	155	280
TMEM106B	559	501	855	1330
TMEM106C	1975	1718	3337	4868
TMEM108	49	41	54	87
TMEM109	529	484	719	1073
TMEM11	255	252	456	559
TMEM115	637	584	837	1067
TMEM116	65	53	118	164
TMEM117	175	137	222	361
TMEM120A	105	97	207	318
TMEM120B	249	225	354	506
TMEM123	710	529	1666	2200
TMEM126A	385	270	596	887
TMEM126B	847	817	1449	2005
TMEM127	71	57	92	142
TMEM128	128	141	252	333
TMEM129	249	213	371	526
TMEM131	1507	1307	1757	2910
TMEM131L	923	819	1039	1657
TMEM132A	413	354	503	806
TMEM134	55	46	96	117
TMEM135	372	294	575	912
TMEM138	186	137	284	424
TMEM140	55	37	92	128
TMEM141	214	195	329	494
TMEM143	54	56	74	115
TMEM144	119	97	197	284
TMEM147	1059	938	1890	2598
TMEM14A	281	234	408	547
TMEM14B	367	280	651	856
TMEM14C	374	358	572	838
TMEM150A	46	27	55	101
TMEM160	136	122	203	309
TMEM161A	752	643	1083	1498
TMEM161B	481	427	762	1073
TMEM164	185	151	230	434
TMEM165	864	775	1312	1926
TMEM167A	207	191	285	372
TMEM167B	104	88	136	192
TMEM168	521	501	757	1118
TMEM170A	73	55	118	158
TMEM170B	89	95	67	100
TMEM175	133	121	201	299
TMEM177	404	337	648	833
TMEM179B	404	375	615	914
TMEM18	452	393	599	918
TMEM181	761	640	1033	1563
TMEM182	33	36	42	69
TMEM183A	531	468	775	1122
TMEM184B	445	317	512	951
TMEM184C	551	432	778	1133
TMEM185A	129	110	152	237
TMEM185B	171	134	219	367
TMEM186	140	143	158	218
TMEM19	385	316	643	936
TMEM192	368	375	614	879
TMEM198	47	34	74	89
TMEM199	198	182	250	369
TMEM201	268	224	284	487
TMEM203	174	149	242	287
TMEM205	343	304	595	759
TMEM208	328	333	528	641
TMEM209	823	647	1188	1758
TMEM214	543	472	649	1032
TMEM216	71	78	123	148
TMEM218	98	82	149	228
TMEM219	308	266	401	628
TMEM222	180	168	290	446
TMEM223	202	130	297	487
TMEM230	241	171	424	613
TMEM231	50	37	63	90
TMEM234	90	100	153	243
TMEM237	940	803	1428	2100
TMEM241	144	103	170	268
TMEM242	199	194	302	369
TMEM243	240	214	368	546
TMEM245	1141	1015	1462	2261
TMEM246	272	212	337	499
TMEM248	541	423	865	1268
TMEM25	114	94	142	233
TMEM250	94	72	161	239
TMEM251	89	81	146	187
TMEM254	51	42	60	78
TMEM256	214	159	333	455
TMEM258	481	394	1008	1483
TMEM259	873	767	1455	2117
TMEM260	232	207	264	441
TMEM263	279	309	491	638
TMEM266	75	78	105	147
TMEM267	115	88	177	251
TMEM268	122	98	137	184
TMEM30A	883	776	1308	1697
TMEM33	1141	1004	1573	2370
TMEM38B	717	663	1139	1479
TMEM39A	444	306	812	1141
TMEM39B	386	336	529	724
TMEM41A	150	135	206	328
TMEM41B	369	318	587	842
TMEM42	70	59	99	99
TMEM43	858	740	1076	1634
TMEM44	50	51	57	105
TMEM45A	112	94	183	225
TMEM47	54	42	78	119
TMEM50A	563	532	934	1268
TMEM50B	244	214	350	535
TMEM51	31	37	47	73
TMEM54	55	36	74	145
TMEM59	1515	1288	2212	3215
TMEM60	127	120	201	279
TMEM62	233	207	336	510
TMEM63A	332	275	345	593
TMEM63B	328	255	479	659
TMEM64	187	153	262	389
TMEM65	268	221	313	476
TMEM67	540	483	736	1080
TMEM68	182	173	275	404
TMEM69	306	261	514	776
TMEM70	629	604	1074	1458
TMEM80	76	82	129	205
TMEM81	61	77	77	129
TMEM87A	814	808	1226	1684
TMEM87B	143	134	176	275
TMEM8A	358	330	665	916
TMEM8B	89	53	71	131
TMEM9	494	470	807	1158
TMEM94	603	472	542	996
TMEM97	346	252	553	862
TMEM98	219	219	350	494
TMEM9B	147	102	230	323
TMF1	2066	1899	2813	3770
TMLHE	437	341	567	840
TMOD2	138	104	182	250
TMOD3	520	484	692	1051
TMPO	6092	5582	8851	13000
TMPPE	157	109	116	254
TMPRSS9	93	76	89	141
TMSB10	1218	1160	1887	2827
TMTC1	294	202	411	617
TMTC2	177	136	226	356
TMTC3	1922	1687	2767	4036
TMTC4	375	345	564	835
TMUB1	308	288	431	609
TMUB2	193	145	314	400
TMX1	1801	1723	2651	3538
TMX2	549	473	944	1421
TMX2-CTNND1	59	71	59	90
TMX3	546	588	761	1126
TMX4	552	570	846	1134
TNFAIP1	144	160	226	337
TNFAIP3	83	65	109	171
TNFAIP8	60	55	109	131
TNFRSF10B	628	599	837	1214
TNFRSF10D	149	145	231	371
TNFRSF11A	94	77	125	196
TNFRSF19	34	36	54	80
TNFRSF1A	211	191	249	320
TNFRSF21	225	237	291	415
TNIK	848	735	1166	1592
TNIP1	702	642	907	1303
TNIP2	286	292	399	523
TNK2	281	202	217	382
TNKS	974	861	1136	1783
TNKS1BP1	1010	974	940	1535
TNKS2	2019	1800	2529	3953
TNNI3	64	61	109	125
TNNT1	155	140	202	257
TNPO1	6095	5500	9335	13280
TNPO2	1955	1619	2472	3718
TNPO3	2753	2585	3784	5296
TNRC18	1539	1298	1165	2300
TNRC6A	2477	2038	2939	4541
TNRC6B	1942	1616	2407	3713
TNRC6C	592	505	547	1051
TNS2	40	25	59	69
TNS3	121	91	174	246
TOB1	252	220	299	509
TOB2	197	191	227	303
TOE1	706	636	1075	1442
TOGARAM1	494	454	714	996
TOLLIP	153	135	182	266
TOM1	299	274	471	665
TOM1L1	908	770	1334	1941
TOM1L2	520	449	505	868
TOMM20	1372	1247	2346	3221
TOMM22	1812	1653	2697	3781
TOMM34	952	946	1315	1829
TOMM40	1387	1321	2263	3254
TOMM40L	247	274	375	518
TOMM5	578	642	785	1057
TOMM6	655	607	962	1238
TOMM7	1776	1520	2424	3349
TOMM70	3248	2965	4224	6462
TONSL	1174	976	1310	2111
TOP1	3263	2995	2966	4750
TOP1MT	580	516	784	1117
TOP2A	11513	10891	15872	22872
TOP2B	11853	11621	15279	21970
TOP3A	2328	1939	2545	4107
TOP3B	904	811	1200	1779
TOPBP1	4282	3903	6094	8974
TOPORS	1540	1419	2635	3571
TOR1A	556	454	774	1114
TOR1AIP1	877	800	1324	2035
TOR1AIP2	1801	1502	2308	3579
TOR1B	211	197	298	414
TOR2A	115	92	170	231
TOR3A	768	718	997	1473
TOX4	746	632	1361	1987
TP53	958	836	1252	1783
TP53BP1	3002	2749	3792	5712
TP53BP2	2369	2134	3161	4639
TP53I11	48	47	52	95
TP53I13	188	136	254	317
TP53I3	83	84	152	177
TP53INP1	74	45	82	147
TP53RK	353	368	524	753
TP73	98	71	113	171
TPBG	113	79	175	245
TPCN1	182	160	195	358
TPCN2	113	122	133	265
TPD52	106	100	105	160
TPD52L1	126	131	192	301
TPD52L2	707	640	854	1245
TPGS1	91	88	122	172
TPGS2	808	698	1136	1678
TPI1	5354	5229	7691	10951
TPM1	576	653	838	1109
TPM2	107	127	134	165
TPM3	2082	1908	2602	3753
TPM4	378	437	481	627
TPMT	483	484	690	1014
TPP1	434	377	341	688
TPP2	2391	2203	3504	5084
TPR	19971	19155	29397	37877
TPRA1	286	210	424	666
TPRG1L	75	77	132	178
TPRKB	596	573	1116	1542
TPRN	266	245	441	571
TPST1	240	199	339	525
TPST2	177	141	291	397
TPT1	10155	9531	16161	21296
TPX2	4526	4109	5378	8396
TRA2A	1276	1105	1940	2989
TRA2B	2933	2693	5083	7067
TRABD	727	631	946	1285
TRADD	45	48	70	99
TRAF2	419	450	490	703
TRAF3	645	626	823	1211
TRAF3IP1	512	484	731	915
TRAF3IP2	149	123	162	287
TRAF4	405	356	600	893
TRAF5	210	227	261	394
TRAF6	312	273	386	618
TRAF7	816	645	1169	1864
TRAFD1	958	843	1489	2100
TRAIP	511	515	778	1013
TRAK1	740	655	874	1440
TRAK2	637	557	924	1403
TRAM1	1910	1601	3803	5286
TRAM1L1	43	40	75	114
TRAM2	144	112	133	252
TRAP1	4804	4544	7209	10056
TRAPPC1	363	302	412	660
TRAPPC10	1354	1293	1658	2690
TRAPPC11	903	888	1352	1981
TRAPPC12	632	589	802	1256
TRAPPC13	688	667	1071	1578
TRAPPC2	122	110	168	275
TRAPPC2L	657	658	1105	1616
TRAPPC3	596	601	947	1308
TRAPPC4	607	567	980	1423
TRAPPC5	341	283	688	933
TRAPPC6A	70	74	128	152
TRAPPC6B	138	174	258	369
TRAPPC8	1625	1490	2368	3402
TRAPPC9	350	273	336	625
TRDMT1	171	169	238	343
TREX1	39	31	50	108
TREX2	165	191	172	287
TRIAP1	128	147	209	236
TRIB1	179	128	250	446
TRIB3	180	175	226	329
TRIM11	563	555	716	1148
TRIM13	602	559	893	1237
TRIM14	96	114	96	185
TRIM16	56	70	97	148
TRIM16L	78	73	118	172
TRIM2	440	381	656	937
TRIM21	94	92	127	187
TRIM23	573	586	863	1140
TRIM24	1179	930	1674	2421
TRIM25	447	375	619	908
TRIM26	412	447	560	824
TRIM27	2108	1871	3070	4361
TRIM28	9982	8623	13623	20255
TRIM3	115	116	171	244
TRIM32	341	311	376	504
TRIM33	2173	1958	2877	4508
TRIM35	212	180	210	373
TRIM36	117	115	163	250
TRIM37	1932	1834	2641	3904
TRIM38	139	116	138	186
TRIM39	48	38	82	90
TRIM4	468	429	609	872
TRIM41	585	672	907	1149
TRIM44	323	340	431	567
TRIM45	176	181	221	306
TRIM47	53	53	70	89
TRIM5	55	66	84	138
TRIM52	218	231	276	359
TRIM59	230	229	286	409
TRIM62	66	42	67	122
TRIM65	501	422	731	1011
TRIM66	234	198	212	416
TRIM68	173	142	201	263
TRIM71	114	100	127	162
TRIM8	358	345	394	609
TRIM9	242	246	292	449
TRIO	3041	2598	3492	5739
TRIOBP	400	346	494	724
TRIP10	366	373	525	690
TRIP11	1834	1765	2715	3326
TRIP12	8218	7053	10937	16819
TRIP13	1150	1023	1997	2826
TRIP4	290	251	316	556
TRIP6	761	780	1092	1528
TRIR	741	821	1092	1363
TRIT1	571	566	787	1233
TRMO	370	286	625	865
TRMT1	1449	1347	2172	3179
TRMT10A	314	276	474	713
TRMT10B	180	183	227	328
TRMT10C	2391	2302	3844	5720
TRMT11	1544	1579	2011	2893
TRMT112	1029	957	1470	1981
TRMT12	485	432	631	812
TRMT13	614	623	758	1072
TRMT1L	1076	1029	1491	2312
TRMT2A	1420	1364	2180	2824
TRMT2B	524	471	685	1037
TRMT44	492	429	621	927
TRMT5	816	720	1146	1700
TRMT6	989	894	1414	1980
TRMT61A	261	203	372	493
TRMT61B	445	386	598	851
TRMU	952	934	1370	1988
TRNAU1AP	647	570	812	1252
TRNT1	587	603	716	1024
TRO	647	565	988	1457
TROAP	992	827	1228	1904
TRPC1	616	615	849	1220
TRPC3	76	74	92	156
TRPC4AP	1905	1769	2820	4006
TRPM4	90	91	89	152
TRPM6	40	32	44	67
TRPM7	2568	2289	3438	5077
TRPS1	758	646	928	1498
TRPT1	149	154	262	367
TRPV1	236	196	226	384
TRRAP	6670	5476	5520	10824
