	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
PIGS	594	785	309	162
PIGT	998	1084	462	223
PIGU	289	369	156	87
PIGV	38	57	22	21
PIGW	306	405	192	116
PIGX	218	276	93	76
PIGY	85	82	37	21
PIH1D1	583	665	348	182
PIH1D2	30	51	25	16
PIK3AP1	75	98	36	29
PIK3C2A	1342	1306	449	337
PIK3C2B	88	94	36	14
PIK3C3	854	932	460	318
PIK3CA	204	267	93	55
PIK3CB	269	243	110	66
PIK3R1	247	296	134	92
PIK3R4	1223	1564	750	507
PIKFYVE	786	872	399	240
PILRB	6	7	8	2
PIM1	253	328	135	88
PIM2	258	332	168	89
PIM3	874	1210	497	294
PIMREG	446	758	321	202
PIN1	1267	1614	671	464
PIN4	829	1179	523	319
PINK1	1389	1692	653	372
PINX1	220	323	138	105
PIP4K2A	462	553	226	146
PIP4K2B	280	348	124	75
PIP4K2C	546	703	293	192
PIP4P1	261	295	161	84
PIP4P2	138	133	70	37
PIP5K1A	1021	1061	497	339
PIP5K1B	63	65	44	32
PIP5K1C	156	250	94	52
PIR	202	272	125	82
PISD	303	452	217	123
PITHD1	903	1066	531	295
PITPNA	898	1162	522	359
PITPNB	1321	1459	715	591
PITPNC1	79	106	31	18
PITPNM1	60	95	34	13
PITPNM2	29	29	19	10
PITPNM3	12	12	6	8
PITRM1	2501	2949	1361	874
PITX1	332	453	152	89
PITX2	205	239	113	73
PJA1	674	850	369	252
PJA2	2110	2446	1108	726
PKD1	167	103	109	35
PKD2	101	143	62	27
PKD2L2	0	0	0	0
PKDCC	22	31	10	3
PKIA	33	25	16	12
PKIG	65	64	16	11
PKM	21163	30174	13218	8104
PKMYT1	656	906	354	214
PKN1	1394	1774	541	327
PKN2	2039	2217	958	648
PKN3	524	555	269	168
PKNOX1	390	403	177	141
PKNOX2	37	38	24	11
PKP2	680	821	318	198
PKP4	302	349	135	78
PLA2G15	117	182	63	34
PLA2G4A	104	97	44	30
PLA2G6	53	62	26	10
PLAA	1295	1449	652	502
PLAAT1	49	47	39	20
PLAAT3	314	258	109	65
PLAC1	246	216	97	62
PLAG1	57	82	24	19
PLAGL1	6	9	4	2
PLAGL2	142	161	74	43
PLAT	403	484	232	108
PLAUR	128	165	79	44
PLBD2	629	772	335	176
PLCB1	193	193	83	49
PLCB3	288	344	145	83
PLCB4	177	200	80	53
PLCD1	20	28	16	14
PLCD3	130	163	70	34
PLCD4	3	1	6	0
PLCE1	180	170	69	49
PLCG1	1623	1860	784	505
PLCG2	163	180	75	50
PLCH1	215	209	110	72
PLCL1	36	35	16	9
PLCL2	351	400	164	120
PLCXD1	250	302	137	67
PLCXD2	13	20	9	6
PLD1	223	287	118	89
PLD2	130	155	65	34
PLD3	2596	3004	1336	761
PLD6	169	202	123	58
PLEC	298	456	253	117
PLEKHA1	304	311	98	85
PLEKHA2	147	168	81	65
PLEKHA3	80	125	42	15
PLEKHA5	449	542	261	147
PLEKHA7	230	316	164	93
PLEKHA8	54	59	13	19
PLEKHB2	756	974	419	242
PLEKHF2	126	140	71	47
PLEKHG1	233	241	115	57
PLEKHG2	531	606	281	175
PLEKHG3	276	335	155	109
PLEKHG4	145	179	82	61
PLEKHG5	57	77	51	24
PLEKHH1	110	171	66	57
PLEKHH2	135	145	65	26
PLEKHH3	95	139	48	24
PLEKHJ1	376	439	209	107
PLEKHM1	68	66	29	24
PLEKHM2	431	555	193	131
PLEKHM3	168	183	91	63
PLEKHO1	126	155	70	32
PLGRKT	208	247	100	89
PLIN2	1	2	1	0
PLIN3	567	648	338	165
PLK1	3067	3895	1815	1050
PLK2	172	184	123	81
PLK4	248	205	159	135
PLOD1	1286	1545	613	309
PLOD2	925	947	378	249
PLOD3	591	765	310	193
PLPBP	539	677	272	181
PLPP1	164	168	81	56
PLPP3	84	110	32	20
PLPP5	82	117	59	47
PLPP6	157	169	59	26
PLPPR2	53	84	31	9
PLRG1	1994	2271	1144	722
PLS1	1002	989	443	300
PLS3	9245	9650	4716	3070
PLSCR1	579	665	312	193
PLTP	13	10	10	2
PLXDC2	57	84	41	17
PLXNA1	521	614	269	159
PLXNA2	83	92	57	25
PLXNA3	276	344	154	89
PLXNB1	82	110	49	26
PLXNB2	1174	1613	776	384
PLXNC1	13	17	18	7
PLXND1	174	232	78	54
PM20D2	1489	1695	689	474
PMAIP1	1526	1455	905	589
PMCH	1	0	1	0
PMF1	106	113	41	19
PMFBP1	5	1	2	3
PML	524	726	287	186
PMM1	268	380	135	89
PMM2	156	181	90	51
PMP22	139	226	69	53
PMPCA	2541	3236	1507	912
PMPCB	4076	4313	1865	1256
PMS1	581	557	250	165
PMS2	221	210	90	63
PMVK	416	498	228	141
PNISR	1197	1359	758	604
PNKD	537	708	259	186
PNKP	182	203	81	47
PNMA1	767	1073	307	230
PNMA2	664	810	325	173
PNMA8A	3	3	0	1
PNN	1955	2528	1217	839
PNO1	549	652	224	183
PNP	2054	2268	1178	693
PNPLA2	1202	1483	681	431
PNPLA3	100	107	44	28
PNPLA4	0	1	0	0
PNPLA6	256	360	123	72
PNPLA8	374	431	230	163
PNPO	704	835	409	226
PNPT1	1125	1392	708	434
PNRC1	499	722	445	292
PNRC2	29	37	59	29
POC1A	315	393	131	105
POC1B	299	294	90	87
POC5	339	401	212	142
PODXL	524	646	230	168
PODXL2	939	1205	460	237
POFUT1	484	578	245	166
POFUT2	193	296	104	53
POGK	441	566	249	158
POGLUT1	139	176	68	40
POGLUT2	247	337	134	75
POGLUT3	655	887	386	226
POGZ	1439	1549	678	433
POLA1	1900	2427	1086	705
POLA2	64	70	39	24
POLB	413	495	167	131
POLD1	942	1258	511	305
POLD2	1700	2265	1027	715
POLD3	509	538	241	174
POLDIP2	1327	1551	650	423
POLDIP3	1323	1679	651	416
POLE	2621	3364	1412	899
POLE2	594	585	211	175
POLE3	494	653	289	175
POLE4	255	410	191	121
POLG	472	618	317	188
POLG2	126	173	73	51
POLH	323	427	234	194
POLI	165	114	73	61
POLK	473	455	235	180
POLL	233	268	113	86
POLM	142	187	64	43
POLN	11	8	11	5
POLQ	551	671	333	191
POLR1A	1336	1843	917	634
POLR1B	1146	1427	627	374
POLR1C	1190	1489	628	438
POLR1D	811	878	363	239
POLR1E	661	805	350	277
POLR2A	4852	6799	3327	2090
POLR2B	4868	5358	2848	1895
POLR2C	1301	1586	655	412
POLR2D	578	584	352	180
POLR2E	2146	2398	1175	739
POLR2F	855	1244	516	272
POLR2G	1509	1697	729	511
POLR2H	1021	1391	556	352
POLR2I	1363	1452	565	354
POLR2J	70	91	22	15
POLR2K	604	626	304	206
POLR2L	1534	2198	998	702
POLR3A	1598	2023	1061	609
POLR3B	929	1194	580	399
POLR3C	999	1260	567	418
POLR3D	469	603	198	141
POLR3E	477	563	235	140
POLR3F	633	779	324	226
POLR3G	151	114	53	33
POLR3GL	85	98	42	37
POLR3H	495	626	262	157
POLR3K	876	1248	603	333
POLRMT	307	393	195	121
POM121	169	254	125	68
POM121C	98	143	89	45
POMGNT1	335	381	101	50
POMGNT2	144	228	98	42
POMK	635	712	421	288
POMP	4467	4713	2357	1502
POMT1	608	822	348	186
POMT2	95	201	69	43
PON2	556	616	221	169
POP1	589	818	391	280
POP4	2332	2721	1434	927
POP5	524	656	262	190
POP7	781	985	439	269
POPDC3	27	42	11	10
POR	716	939	427	244
PORCN	39	61	30	8
POT1	429	365	197	151
POU2F1	510	581	312	193
POU3F2	277	389	165	112
POU3F3	53	67	50	13
POU4F1	37	68	23	15
PP2D1	1	0	1	0
PPA1	4651	5111	1894	1379
PPA2	1093	1284	490	274
PPAN	75	95	46	31
PPARA	34	21	5	3
PPARD	58	82	60	37
PPARG	237	256	105	72
PPARGC1B	192	277	121	94
PPAT	1064	1240	573	404
PPCDC	212	264	128	76
PPCS	368	426	210	112
PPDPF	747	937	311	190
PPFIA1	777	878	321	218
PPFIA2	39	39	21	9
PPFIA3	83	96	58	33
PPFIA4	5	4	1	3
PPFIBP1	505	588	237	166
PPFIBP2	17	21	8	5
PPHLN1	1892	1950	1052	756
PPIA	1351	2051	784	450
PPIB	4093	5780	2116	1188
PPIC	765	1062	397	244
PPID	1174	1273	459	307
PPIE	1415	1580	679	470
PPIF	2938	3949	1520	1032
PPIG	1080	1355	722	556
PPIH	811	1054	527	293
PPIL1	1073	1234	583	450
PPIL2	751	896	388	253
PPIL3	258	305	147	93
PPIL4	1416	1759	726	560
PPIP5K1	49	40	22	17
PPIP5K2	775	863	400	294
PPM1A	392	445	169	117
PPM1B	67	83	35	39
PPM1D	619	841	392	245
PPM1E	535	631	287	206
PPM1F	707	839	370	239
PPM1G	3070	3727	1457	961
PPM1H	142	179	86	47
PPM1K	183	288	122	69
PPM1L	261	290	133	80
PPM1M	33	42	17	10
PPME1	991	1285	532	322
PPOX	204	240	98	65
PPP1CA	2366	3099	1119	726
PPP1CB	2158	2716	1097	775
PPP1CC	4338	5060	1808	1281
PPP1R10	1237	1858	989	607
PPP1R11	180	235	138	78
PPP1R12A	2124	2268	1076	765
PPP1R12B	53	41	22	15
PPP1R12C	123	125	46	40
PPP1R13B	343	420	213	141
PPP1R14B	75	122	44	28
PPP1R14C	230	334	114	73
PPP1R15A	74	86	83	71
PPP1R15B	660	806	562	328
PPP1R16A	57	55	27	10
PPP1R18	64	131	44	21
PPP1R2	254	342	124	75
PPP1R21	174	176	74	63
PPP1R26	123	193	74	38
PPP1R35	317	546	197	118
PPP1R37	99	140	67	35
PPP1R3B	87	106	61	45
PPP1R3F	51	70	27	12
PPP1R7	1640	1852	767	581
PPP1R8	932	1006	531	332
PPP1R9A	192	222	115	78
PPP1R9B	338	476	169	104
PPP2CA	5905	6318	3004	1943
PPP2CB	789	827	364	241
PPP2R1A	5731	7345	2921	1868
PPP2R1B	1220	1396	609	411
PPP2R2A	2561	2922	1468	1004
PPP2R2D	254	275	118	76
PPP2R3A	206	198	90	64
PPP2R3B	193	249	75	57
PPP2R3C	271	290	128	71
PPP2R5A	227	236	100	55
PPP2R5B	37	40	20	13
PPP2R5C	1094	1090	550	395
PPP2R5D	1319	1648	670	438
PPP2R5E	546	568	263	175
PPP3CA	807	909	322	210
PPP3CB	873	1119	298	221
PPP3CC	206	210	94	67
PPP3R1	247	361	250	159
PPP4C	2248	2524	1184	667
PPP4R1	786	966	392	260
PPP4R2	447	503	216	136
PPP4R3A	1532	1749	684	411
PPP4R3B	456	519	175	131
PPP4R4	114	100	47	45
PPP5C	2164	2554	1114	667
PPP6C	1585	1679	732	451
PPP6R1	1042	1392	648	390
PPP6R2	272	345	129	81
PPP6R3	1668	1986	819	552
PPRC1	1079	1428	803	486
PPT1	1746	2256	933	548
PPT2	84	84	47	28
PPTC7	343	310	130	74
PPWD1	681	794	436	293
PQBP1	1153	1604	650	459
PRADC1	39	37	27	12
PRAG1	93	95	41	18
PRAME	392	503	228	141
PRC1	2637	3120	1453	942
PRCC	1087	1566	688	446
PRCP	1053	1204	552	293
PRDM10	198	204	119	58
PRDM11	35	65	21	17
PRDM15	165	206	112	75
PRDM16	142	160	93	60
PRDM2	496	656	392	244
PRDM4	362	395	173	96
PRDM5	54	60	27	11
PRDM6	147	198	91	70
PRDX1	13695	19853	9084	5712
PRDX2	5650	7415	2810	1711
PRDX3	6667	6888	3021	1859
PRDX4	3696	4199	1717	1005
PRDX5	1018	1233	581	333
PRDX6	3381	4596	1889	1136
PREB	519	681	266	164
PRELID1	537	664	240	136
PRELID2	95	92	35	39
PRELID3B	1515	1778	585	450
PREP	1743	1936	913	546
PREPL	1468	1585	778	534
PREX1	121	122	38	20
PREX2	127	102	36	34
PRG4	0	0	2	0
PRICKLE1	305	359	169	102
PRICKLE3	135	165	49	40
PRIM1	1101	1037	463	326
PRIM2	730	687	329	298
PRIMPOL	229	222	93	45
PRKAA1	1088	1342	692	408
PRKAA2	656	796	285	202
PRKAB1	497	570	284	189
PRKAB2	120	135	62	34
PRKACA	1478	1819	623	455
PRKACB	267	301	143	109
PRKAG1	1129	1498	584	396
PRKAG2	113	158	58	41
PRKAR1A	3514	4387	2034	1271
PRKAR1B	481	626	219	146
PRKAR2A	712	828	357	222
PRKAR2B	767	779	297	214
PRKCA	620	649	280	192
PRKCD	521	579	200	160
PRKCE	56	80	35	13
PRKCH	208	242	73	59
PRKCI	513	588	241	156
PRKCQ	176	185	115	66
PRKCSH	6817	9265	3057	1786
PRKCZ	262	314	120	80
PRKD1	282	337	168	107
PRKD2	333	398	185	125
PRKD3	511	571	262	169
PRKDC	23973	26905	13459	9036
PRKG1	333	397	171	123
PRKRA	535	551	223	155
PRKRIP1	270	342	180	101
PRKX	0	1	0	0
PRMT1	3681	4857	2053	1269
PRMT2	255	343	122	63
PRMT3	764	784	364	255
PRMT5	2912	3760	1649	1088
PRMT6	288	421	216	116
PRMT7	567	751	364	228
PRMT9	366	396	186	133
PRNP	682	954	430	306
PROCR	415	460	208	125
PROS1	190	164	75	42
PROSER1	802	880	334	192
PROSER2	215	309	113	59
PROSER3	486	676	308	184
PRPF18	327	337	148	125
PRPF19	4166	4991	2225	1471
PRPF3	822	1160	504	355
PRPF31	1037	1361	578	357
PRPF38A	1033	1317	573	348
PRPF38B	1041	1341	619	408
PRPF39	458	508	234	136
PRPF4	938	1108	530	336
PRPF40A	4024	4407	2198	1562
PRPF40B	80	64	40	23
PRPF4B	1728	1990	1044	761
PRPF6	2452	3280	1509	986
PRPF8	20696	25643	12064	7717
PRPS1	2255	2530	1140	812
PRPS2	1008	1121	401	272
PRPSAP1	400	497	238	138
PRPSAP2	719	899	379	230
PRR11	693	806	351	257
PRR12	399	515	227	124
PRR13	157	182	77	40
PRR14	163	215	84	58
PRR14L	1603	1846	838	602
PRR22	7	8	6	0
PRR3	367	447	193	137
PRR5	38	56	20	14
PRRC1	1422	1527	782	503
PRRC2A	4355	5844	2988	1891
PRRC2B	2580	3427	1893	1025
PRRC2C	8206	9271	4297	2930
PRRG1	30	43	11	12
PRSS12	106	160	67	44
PRSS23	313	450	158	80
PRSS53	2	1	1	1
PRTFDC1	4	3	0	0
PRTG	101	133	57	31
PRUNE1	323	358	169	83
PRUNE2	143	124	99	68
PRX	18	18	9	4
PRXL2A	270	309	140	73
PRXL2C	225	217	79	59
PSAP	8276	9936	3854	2129
PSAT1	1643	1642	833	551
PSD3	222	194	101	71
PSEN1	401	537	246	140
PSEN2	232	322	133	73
PSENEN	727	957	362	251
PSIP1	2348	2702	1155	883
PSKH1	35	38	13	19
PSMA1	1844	2635	1296	691
PSMA3	4585	5350	2275	1530
PSMA4	5917	6633	2900	2117
PSMA5	3455	4263	1886	1228
PSMA6	1834	2057	776	631
PSMA7	4329	5374	2097	1392
PSMB1	7874	9086	4160	2599
PSMB10	96	116	76	43
PSMB2	5920	6606	2907	1845
PSMB3	2707	3470	1657	968
PSMB4	6341	8148	3374	2004
PSMB5	3345	4149	1697	1076
PSMB6	3966	4764	2171	1378
PSMB7	4102	4545	2115	1292
PSMC1	2	5	2	2
PSMC2	4035	4695	2179	1418
PSMC3	2501	3621	1434	944
PSMC3IP	102	158	72	34
PSMC4	5950	7627	3278	1922
PSMC5	3809	4853	1964	1328
PSMC6	907	1036	461	325
PSMD1	6530	8289	3938	2613
PSMD10	966	1257	525	363
PSMD11	3379	4173	1637	1176
PSMD12	4142	4911	2319	1552
PSMD13	2229	2686	1079	683
PSMD14	2912	3399	1549	1079
PSMD2	3514	4263	1819	1114
PSMD3	2850	3770	1670	1090
PSMD4	2166	2933	1244	734
PSMD6	3413	3766	1719	1210
PSMD7	1764	2157	998	673
PSMD8	7952	9850	4331	2547
PSMD9	447	603	246	149
PSME1	907	1221	451	282
PSME2	279	396	182	121
PSME3	1963	2415	1030	710
PSME4	1714	1819	945	599
PSMF1	2401	2934	1327	870
PSMG1	1971	1999	905	592
PSMG2	1051	1101	428	361
PSMG3	150	216	115	58
PSMG4	356	357	141	89
PSPC1	995	1232	592	403
PSPH	219	233	102	77
PSRC1	323	440	171	104
PSTK	142	162	79	55
PSTPIP2	346	429	178	107
PTAR1	247	334	109	77
PTBP1	7969	9998	4639	2874
PTBP2	887	805	422	294
PTBP3	1070	1040	468	298
PTCD2	164	171	87	48
PTCD3	1482	1637	794	545
PTCH1	178	201	134	84
PTDSS1	1133	1510	520	319
PTDSS2	440	562	200	114
PTEN	91	94	47	41
PTER	540	510	316	202
PTGES2	405	549	243	150
PTGES3	1820	2406	1321	648
PTGFR	10	7	5	1
PTGFRN	970	1324	642	395
PTK2	756	812	306	201
PTK7	938	1161	459	252
PTMA	1035	1711	412	303
PTMS	500	1033	268	169
PTOV1	1849	2299	859	542
PTP4A1	202	243	363	272
PTP4A2	187	221	80	63
PTPA	1472	1612	824	496
PTPDC1	73	63	31	24
PTPMT1	357	408	209	111
PTPN1	1147	1433	752	422
PTPN11	648	830	271	164
PTPN12	362	395	159	100
PTPN13	1493	1741	874	578
PTPN14	676	735	285	188
PTPN18	77	83	48	23
PTPN2	210	224	105	53
PTPN21	43	56	18	10
PTPN23	513	753	386	228
PTPN3	304	297	111	99
PTPN4	73	66	25	24
PTPN9	467	603	181	127
PTPRA	415	476	150	91
PTPRD	241	256	127	76
PTPRF	1462	1659	672	344
PTPRG	958	1149	586	355
PTPRJ	156	190	83	42
PTPRK	821	937	398	249
PTPRM	128	139	67	37
PTPRS	659	826	360	205
PTPRU	290	284	138	79
PTRH1	76	83	40	18
PTRH2	551	715	362	251
PTRHD1	372	510	226	137
PTS	587	649	268	174
PTTG1	2433	2539	1210	712
PTTG1IP	653	939	403	237
PUDP	13	12	9	4
PUF60	2752	3426	1608	968
PUM1	2488	2947	1779	1082
PUM2	928	1037	466	312
PUM3	1176	1331	577	401
PURA	432	565	206	146
PURB	368	577	221	144
PUS1	592	872	367	244
PUS10	62	57	28	15
PUS3	211	274	156	97
PUS7	1435	1460	727	512
PUS7L	685	811	410	254
PUSL1	550	742	374	204
PVR	406	521	214	98
PWP1	2474	2698	1241	885
PWP2	156	197	82	71
PWWP2A	307	383	165	110
PWWP2B	33	47	18	15
PWWP3A	216	209	125	72
PWWP3B	4	1	0	0
PXDN	622	653	253	130
PXK	297	357	166	113
PXMP2	267	361	104	64
PXN	496	564	229	135
PXYLP1	71	87	43	31
PYCR1	304	382	174	109
PYCR2	738	925	410	250
PYCR3	282	310	159	69
PYGB	785	1046	435	276
PYGL	3090	3422	1542	979
PYGO1	177	174	104	66
PYGO2	254	326	152	89
PYM1	255	374	155	118
PYROXD1	203	164	101	63
PYURF	418	490	194	162
QARS	2368	3040	1101	714
QDPR	335	417	160	101
QKI	1532	1998	768	510
QPCT	783	851	319	205
QPCTL	187	206	88	41
QPRT	637	672	233	155
QRFPR	84	96	35	25
QRICH1	1757	2002	1003	670
QRICH2	6	13	11	7
QRSL1	536	569	219	148
QSER1	1097	1294	681	473
QSOX1	706	844	353	198
QSOX2	670	830	328	193
QTRT1	506	773	259	201
QTRT2	542	691	393	233
R3HCC1	300	437	212	149
R3HCC1L	337	415	181	117
R3HDM1	259	246	97	73
R3HDM2	193	207	80	46
R3HDM4	133	195	74	65
RAB10	946	1346	512	360
RAB11A	2427	3061	1277	810
RAB11B	1007	1162	459	273
RAB11FIP1	878	1038	386	239
RAB11FIP2	249	270	109	56
RAB11FIP3	105	148	78	52
RAB11FIP4	99	115	38	31
RAB11FIP5	234	315	95	52
RAB12	415	494	208	149
RAB14	984	1202	515	396
RAB15	28	35	7	3
RAB18	1148	1480	552	407
RAB1A	1344	1502	677	482
RAB1B	945	1111	416	309
RAB21	1316	1473	659	436
RAB22A	177	220	70	35
RAB23	269	330	124	86
RAB24	303	383	177	101
RAB26	27	14	4	2
RAB27A	100	148	40	41
RAB28	121	135	57	26
RAB29	194	187	103	45
RAB2A	1323	1345	662	495
RAB2B	175	192	87	66
RAB31	246	315	136	90
RAB32	164	155	72	45
RAB33B	122	134	63	50
RAB34	728	791	403	240
RAB35	757	849	325	243
RAB36	209	239	129	88
RAB39A	129	145	61	42
RAB39B	59	62	31	19
RAB3D	192	193	66	48
RAB3GAP1	1152	1363	604	456
RAB3GAP2	1086	1275	596	408
RAB3IP	345	362	159	124
RAB40B	34	54	18	7
RAB40C	95	111	70	44
RAB4A	424	506	159	136
RAB5A	528	616	300	188
RAB5B	943	1059	505	328
RAB5C	1011	1210	674	379
RAB5IF	195	339	190	115
RAB6A	671	643	260	189
RAB7A	3021	3578	1586	1074
RAB8A	1207	1382	614	435
RAB8B	218	268	100	89
RAB9A	467	468	212	139
RAB9B	41	49	15	10
RABAC1	1065	1548	508	305
RABEP1	1104	1129	525	406
RABEP2	98	174	68	44
RABEPK	453	582	332	188
RABGAP1	881	1046	405	286
RABGAP1L	324	358	152	115
RABGEF1	233	284	129	97
RABGGTA	361	523	209	101
RABGGTB	1305	1565	628	412
RABIF	209	230	116	80
RABL3	286	312	144	98
RABL6	1064	1211	392	244
RAC1	388	585	167	119
RAC3	888	1145	493	291
RACGAP1	2558	3356	1633	1019
RACK1	34232	43826	13439	8902
RAD1	442	449	257	152
RAD17	176	179	62	38
RAD18	1150	1215	566	404
RAD21	2631	3240	1469	960
RAD23A	2182	2796	899	606
RAD23B	2935	3233	1062	828
RAD50	243	269	125	130
RAD51	489	559	252	146
RAD51AP1	1083	1154	514	314
RAD51B	99	85	41	29
RAD51C	1507	1655	768	519
RAD51D	55	88	35	23
RAD52	84	77	58	31
RAD54B	216	242	99	74
RAD54L	415	512	306	161
RAD54L2	391	498	159	136
RAD9A	85	106	41	28
RADIL	87	103	48	20
RADX	1455	1746	863	586
RAE1	2909	3558	1793	1169
RAF1	791	972	344	255
RAI1	440	517	209	111
RAI14	1894	2065	730	465
RALA	375	540	189	129
RALB	266	369	152	94
RALBP1	277	315	110	96
RALGAPA1	146	158	77	65
RALGAPA2	307	365	162	76
RALGAPB	1034	1144	531	362
RALGPS1	38	46	12	9
RALGPS2	285	325	122	91
RALY	1119	1315	596	342
RAMP1	282	289	112	82
RAN	5678	8048	3290	2202
RANBP1	2561	3074	1441	797
RANBP10	221	271	144	84
RANBP17	241	310	134	95
RANBP2	2818	3539	1791	1171
RANBP3	1439	1796	791	482
RANBP6	636	700	364	288
RANBP9	1461	1545	621	390
RANGAP1	4200	5899	2386	1627
RANGRF	213	265	117	71
RAP1A	901	887	346	242
RAP1B	237	221	108	86
RAP1GAP	124	154	64	37
RAP1GAP2	285	377	161	93
RAP1GDS1	641	698	255	169
RAP2A	69	83	28	16
RAP2B	140	188	83	52
RAP2C	447	455	214	155
RAPGEF1	409	460	154	99
RAPGEF2	495	533	256	160
RAPGEF4	197	207	83	50
RAPGEF5	186	215	90	58
RAPGEF6	14	13	12	8
RAPH1	395	420	203	168
RARA	124	150	59	35
RARB	128	142	72	41
RARG	54	64	23	18
RARS	4918	5644	2713	1931
RARS2	519	551	253	204
RASA1	599	623	314	236
RASA2	164	138	59	48
RASA3	106	111	36	31
RASAL2	274	292	161	119
RASEF	430	492	213	150
RASGEF1A	14	14	8	3
RASGEF1B	158	176	148	74
RASGRF2	150	166	51	26
RASGRP1	68	70	29	29
RASL11A	278	395	190	102
RASSF1	158	208	136	60
RASSF2	112	104	58	34
RASSF3	343	391	201	113
RASSF5	106	115	44	21
RASSF7	92	148	55	43
RASSF8	204	270	82	49
RAVER1	1785	2353	1172	645
RAVER2	607	649	247	151
RB1	2887	3134	1397	966
RB1CC1	740	741	267	197
RBAK	217	263	125	99
RBBP4	2569	3095	1371	824
RBBP5	691	768	377	248
RBBP6	1097	1272	669	452
RBBP7	10209	11486	4940	3243
RBBP8	542	602	189	135
RBBP9	494	537	223	150
RBCK1	140	194	97	43
RBFA	227	261	106	68
RBFOX2	786	998	472	270
RBIS	919	1030	436	298
RBKS	15	11	7	6
RBL1	952	975	468	328
RBL2	552	548	236	176
RBM10	1529	1931	839	562
RBM11	87	100	50	50
RBM12	2390	3104	1884	1303
RBM12B	585	760	378	268
RBM14	1630	2439	1029	648
RBM14-RBM4	33	69	62	25
RBM15	841	1066	546	321
RBM15B	294	351	178	118
RBM17	907	1144	459	310
RBM18	229	269	106	63
RBM19	705	936	319	212
RBM20	289	346	185	117
RBM22	1083	1509	774	490
RBM23	1051	1351	656	411
RBM25	2125	2859	1325	981
RBM26	1072	1334	614	427
RBM27	139	167	49	46
RBM28	1578	2185	935	632
RBM3	4717	5990	2724	1941
RBM33	580	676	306	189
RBM34	966	1065	512	362
RBM38	297	451	149	100
RBM39	2422	3210	1508	1012
RBM4	360	440	179	134
RBM41	354	391	166	114
RBM42	5214	6934	3293	1961
RBM45	361	393	165	114
RBM48	169	177	108	69
RBM4B	161	206	73	57
RBM5	946	1181	610	452
RBM6	477	485	286	218
RBM7	113	102	70	34
RBM8A	606	814	354	238
RBMS1	290	375	159	71
RBMX	722	1035	449	280
RBMX2	228	293	141	108
RBMXL1	149	216	76	87
RBP1	35	42	14	5
RBPJ	824	912	495	306
RBSN	207	256	134	84
RBX1	1945	2534	1065	654
RC3H1	290	262	152	104
RC3H2	348	413	130	94
RCAN1	133	181	72	46
RCAN3	282	337	120	73
RCBTB1	265	269	112	62
RCBTB2	98	115	51	23
RCC1	1593	2404	1069	595
RCC1L	644	818	284	203
RCC2	2894	4144	1871	1246
RCCD1	121	184	86	60
RCE1	158	250	90	43
RCHY1	477	468	249	144
RCL1	587	670	281	209
RCN1	45	75	29	15
RCN2	1658	1826	738	392
RCOR1	592	710	296	255
RCOR3	168	253	107	73
RDH10	224	326	93	74
RDH11	552	775	303	184
RDH13	174	193	86	82
RDH14	158	181	96	69
RDH5	3	3	1	1
RDM1	141	89	54	25
RDX	1759	1951	967	646
REC8	1	0	2	1
RECK	71	83	32	12
RECQL	2067	2438	1180	819
RECQL4	457	477	278	129
RECQL5	288	375	187	114
REEP1	117	90	43	26
REEP2	758	815	289	199
REEP3	500	577	211	158
REEP4	472	691	290	183
REEP5	2476	2997	1287	866
REL	163	195	82	58
RELA	715	905	371	222
RELCH	581	672	389	235
RELL1	201	263	108	74
RELL2	7	5	4	0
RELT	89	163	68	34
REPIN1	465	612	326	183
REPS1	1380	1428	591	397
RER1	1338	1546	594	403
RERE	1195	1563	681	405
RESF1	296	323	169	128
REST	978	1217	532	379
RETREG1	175	187	88	51
RETREG2	225	332	119	68
RETREG3	412	464	236	146
RETSAT	316	360	154	76
REV1	235	276	109	86
REV3L	401	465	254	184
REX1BD	289	379	241	109
REXO1	165	243	83	45
REXO2	902	1081	452	328
REXO4	527	776	305	214
REXO5	298	323	171	120
RFC1	1466	1510	578	411
RFC2	1572	1702	761	467
RFC3	4091	5050	2290	1459
RFC4	1207	1437	479	387
RFC5	1978	2202	973	655
RFESD	51	48	31	17
RFK	248	300	136	80
RFLNB	197	232	77	49
RFNG	178	222	107	56
RFT1	400	522	223	128
RFTN1	306	368	145	94
RFWD3	1344	1654	847	480
RFX1	393	511	186	141
RFX2	24	35	14	4
RFX3	86	92	46	35
RFX5	344	422	235	145
RFX7	311	348	148	122
RFXANK	255	292	137	68
RFXAP	440	437	176	113
RGL1	56	50	20	11
RGL2	91	116	52	28
RGL4	2	0	0	0
RGMA	39	37	19	9
RGMB	78	114	52	36
RGP1	245	301	114	82
RGPD8	5	9	3	0
RGS10	548	583	202	127
RGS12	142	109	57	41
RGS14	38	57	32	16
RGS16	190	214	105	65
RGS17	5	6	0	0
RGS19	136	210	98	53
RGS2	99	93	67	48
RHBDD1	130	172	86	63
RHBDD2	444	598	280	142
RHBDD3	151	202	80	48
RHBDF1	86	75	35	19
RHBDF2	131	174	57	32
RHBDL1	0	3	2	2
RHEB	383	378	139	125
RHNO1	230	258	124	88
RHOA	3786	5281	2137	1457
RHOB	269	304	164	80
RHOBTB1	147	179	49	32
RHOBTB2	60	86	38	29
RHOBTB3	1296	1304	447	335
