	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
EXOSC10	2639	3431	2143	2395
EXOSC2	1434	1777	1284	1223
EXOSC3	626	811	466	515
EXOSC4	613	840	447	413
EXOSC5	942	1201	771	718
EXOSC6	471	651	393	447
EXOSC7	564	702	434	424
EXOSC8	1770	1943	1483	1538
EXOSC9	1062	1352	884	912
EXPH5	184	219	166	156
EXT1	256	292	237	252
EXT2	901	1087	877	891
EXTL2	272	235	212	240
EXTL3	299	363	272	287
EYA1	72	71	55	59
EYA2	204	251	187	197
EYA3	623	692	460	528
EYA4	519	595	383	401
EYS	0	3	1	2
EZH1	172	137	135	142
EZH2	1065	1398	925	957
EZR	3260	4523	2903	2929
F11R	429	554	471	450
F12	74	94	64	50
F2R	370	442	306	344
F2RL1	413	468	343	287
F8	60	55	46	59
FAAP100	139	201	143	108
FAAP20	294	434	277	280
FAAP24	160	217	139	169
FADD	382	471	248	264
FADS1	340	396	254	278
FADS2	1536	1840	1366	1311
FADS3	111	137	83	90
FAF1	1446	1626	1275	1276
FAF2	1195	1433	1014	1068
FAH	336	411	269	239
FAHD1	435	547	353	338
FAHD2A	88	91	57	70
FAHD2B	35	23	18	18
FAIM	658	936	560	592
FAM102A	16	27	19	29
FAM102B	200	200	178	147
FAM104A	234	339	143	164
FAM104B	175	187	95	166
FAM107B	324	287	226	267
FAM114A1	89	87	80	56
FAM114A2	434	540	391	354
FAM117A	142	202	117	121
FAM117B	383	431	317	335
FAM118A	222	255	178	199
FAM118B	248	277	174	185
FAM120A	1109	1450	989	910
FAM120AOS	84	79	54	70
FAM120B	818	990	711	808
FAM120C	272	385	234	238
FAM122B	315	363	253	277
FAM126A	525	610	401	422
FAM126B	142	171	112	124
FAM133B	14	12	15	16
FAM135A	352	333	237	281
FAM136A	522	673	460	413
FAM13A	254	291	213	219
FAM13B	82	98	84	83
FAM13C	54	64	36	41
FAM149A	51	71	41	40
FAM149B1	61	57	42	46
FAM151B	33	45	24	33
FAM155B	25	29	20	13
FAM160A1	64	87	56	54
FAM160A2	130	186	123	123
FAM160B1	364	459	366	384
FAM160B2	211	258	201	174
FAM161A	236	221	157	163
FAM161B	72	72	45	54
FAM162A	931	1011	775	742
FAM168A	367	406	279	312
FAM168B	742	844	604	563
FAM169A	395	526	310	346
FAM171A1	317	403	278	314
FAM171A2	150	186	114	112
FAM171B	129	126	105	122
FAM172A	240	264	211	204
FAM174A	102	115	80	83
FAM174C	250	380	201	224
FAM177A1	217	263	143	178
FAM184A	301	280	283	273
FAM184B	68	69	71	57
FAM185A	41	65	45	38
FAM186B	4	5	7	5
FAM189B	296	351	231	208
FAM192A	319	447	225	259
FAM193A	353	438	271	304
FAM193B	165	190	118	142
FAM199X	983	1049	750	773
FAM200A	189	176	131	150
FAM200B	39	43	29	36
FAM204A	335	400	262	304
FAM207A	181	278	147	179
FAM20B	163	228	171	157
FAM210A	260	355	220	238
FAM210B	215	230	212	179
FAM214A	225	207	186	213
FAM216A	1257	1184	862	938
FAM217B	54	73	59	68
FAM219A	190	244	162	156
FAM219B	103	141	80	80
FAM221A	228	265	176	153
FAM222B	166	208	123	140
FAM227A	10	3	9	6
FAM229B	96	151	75	89
FAM234A	318	396	294	286
FAM234B	506	591	567	509
FAM241A	216	241	170	156
FAM32A	331	469	309	287
FAM3A	156	171	126	108
FAM3C	2	1	2	2
FAM49B	1068	1229	966	948
FAM50A	1828	2275	1543	1430
FAM53B	97	141	106	77
FAM53C	481	594	391	368
FAM71E1	41	51	24	30
FAM72B	15	15	11	11
FAM76A	141	174	111	130
FAM76B	107	135	100	103
FAM81A	23	17	13	11
FAM83B	243	294	182	246
FAM83D	1422	1802	1250	1304
FAM83G	224	280	155	155
FAM83H	264	442	302	320
FAM89A	188	248	152	152
FAM89B	41	72	38	45
FAM8A1	410	516	381	342
FAM91A1	416	458	329	323
FAM92A	239	270	206	216
FAM98A	1114	1458	760	823
FAM98B	1439	1505	1060	1147
FAM98C	121	201	118	122
FAN1	308	366	263	284
FANCA	999	1154	923	842
FANCB	310	378	241	283
FANCC	240	271	209	224
FANCD2	1321	1504	1174	1146
FANCE	291	310	218	198
FANCG	264	360	250	246
FANCI	2377	2690	1992	2070
FANCL	914	1040	769	756
FANCM	356	460	277	259
FAR1	1806	2204	1440	1663
FAR2	609	658	463	473
FARP1	513	603	442	418
FARP2	964	1167	842	808
FARS2	207	194	162	190
FARSA	3690	4810	3076	2972
FARSB	4285	4594	3445	3502
FAS	234	288	214	209
FASN	15869	23297	14038	13851
FASTK	165	270	154	133
FASTKD1	405	382	305	359
FASTKD2	1243	1369	1041	1180
FASTKD3	381	393	258	292
FASTKD5	1080	1309	892	942
FAT1	2148	2660	2578	2320
FAT2	0	2	3	3
FAT3	238	320	321	286
FAT4	400	495	428	409
FAU	3571	4878	2917	2883
FAXC	63	71	56	76
FAXDC2	14	16	18	16
FBF1	44	43	55	49
FBH1	972	1166	826	809
FBL	7678	11081	6680	6501
FBLIM1	180	230	151	131
FBLN1	623	838	659	672
FBN1	322	531	499	444
FBN2	3532	4949	5081	4652
FBRS	562	735	419	437
FBRSL1	526	719	356	397
FBXL12	118	210	96	121
FBXL13	16	9	12	10
FBXL14	256	343	164	169
FBXL15	150	188	118	117
FBXL17	249	321	213	240
FBXL18	250	324	195	207
FBXL19	156	178	112	130
FBXL2	50	64	45	53
FBXL20	178	194	136	157
FBXL3	433	551	370	404
FBXL4	253	279	201	223
FBXL5	413	412	343	332
FBXL6	92	115	97	78
FBXL8	11	8	10	16
FBXO10	130	159	128	104
FBXO11	882	994	646	773
FBXO16	143	200	105	108
FBXO17	364	452	300	275
FBXO21	1134	1330	910	977
FBXO22	495	587	445	439
FBXO25	222	272	177	189
FBXO28	615	689	492	500
FBXO3	792	838	557	660
FBXO30	529	552	454	471
FBXO31	153	211	102	123
FBXO32	247	246	170	175
FBXO33	312	388	276	301
FBXO34	222	281	169	144
FBXO38	741	784	547	573
FBXO4	123	178	109	84
FBXO42	404	522	340	371
FBXO44	143	219	145	133
FBXO45	148	156	109	90
FBXO46	124	157	87	110
FBXO5	961	1101	705	846
FBXO7	1540	1676	1221	1178
FBXO8	141	173	118	112
FBXO9	483	553	392	402
FBXW11	731	839	592	636
FBXW2	175	194	128	121
FBXW4	135	158	88	95
FBXW5	248	335	205	218
FBXW7	121	148	109	134
FBXW8	171	289	208	184
FBXW9	281	363	230	224
FCF1	321	412	251	275
FCGRT	316	351	294	277
FCHO2	450	512	357	383
FCHSD1	47	54	39	28
FCHSD2	200	242	197	189
FCSK	100	138	70	79
FDFT1	3168	3716	2308	2419
FDPS	2424	2821	1806	2014
FDX1	501	620	386	370
FDX2	42	56	23	31
FDXACB1	12	30	18	19
FDXR	333	479	380	363
FECH	841	849	620	624
FEM1A	384	459	329	311
FEM1B	945	1047	803	802
FEM1C	489	473	375	392
FEN1	1727	2496	1370	1533
FER	278	335	241	255
FERMT1	195	259	145	156
FERMT2	1446	1583	1122	1223
FEZ1	79	83	60	53
FEZ2	470	498	408	397
FGD1	208	250	175	168
FGD4	147	160	111	113
FGD6	113	140	82	87
FGF2	93	95	68	44
FGFR1	370	420	323	301
FGFR1OP	518	689	465	516
FGFR1OP2	320	385	251	281
FGFR2	208	251	199	186
FGFR3	176	181	205	187
FGFR4	71	81	56	50
FGFRL1	239	279	212	170
FGGY	21	25	27	34
FH	1831	2016	1423	1409
FHAD1	26	28	45	26
FHIT	48	51	27	30
FHL1	3194	4223	2593	2692
FHL2	458	576	336	360
FHOD1	508	630	379	400
FHOD3	121	158	138	121
FIBP	469	545	392	356
FICD	59	65	34	41
FIG4	813	809	624	624
FIGN	93	106	51	69
FIGNL1	639	791	486	564
FILIP1L	23	26	13	30
FIP1L1	637	654	459	542
FIS1	608	772	527	557
FITM2	209	261	143	145
FJX1	117	122	85	88
FKBP10	747	933	834	746
FKBP11	315	397	258	258
FKBP14	147	185	118	168
FKBP15	408	516	356	355
FKBP1A	61	133	77	76
FKBP3	3087	3336	2519	2567
FKBP4	6780	8284	5199	5090
FKBP5	950	1127	769	795
FKBP7	99	109	93	85
FKBP8	1819	2181	1447	1404
FKBP9	183	181	184	151
FKBPL	122	166	95	90
FKRP	60	132	90	77
FKTN	65	94	73	70
FLAD1	712	772	499	569
FLCN	149	198	117	130
FLII	1763	2278	1527	1378
FLNA	12461	17738	11158	11163
FLNB	1045	1907	1323	1213
FLNC	4	3	10	5
FLOT1	946	939	725	685
FLOT2	872	1158	751	759
FLRT3	50	67	47	65
FLT1	619	726	591	582
FLT4	384	500	319	316
FLVCR1	297	368	225	232
FLYWCH1	220	278	159	147
FLYWCH2	90	173	73	111
FMC1	182	214	135	136
FMN2	183	240	216	179
FMNL2	436	504	399	425
FMNL3	145	197	132	115
FMO4	39	41	37	32
FMR1	1447	1737	1183	1251
FN1	2141	2894	2576	2449
FN3KRP	339	437	282	306
FNBP1	791	843	612	619
FNBP1L	448	548	322	386
FNBP4	539	679	525	544
FNDC3A	1223	1461	980	1118
FNDC3B	658	732	491	561
FNIP1	452	557	378	418
FNIP2	238	280	193	221
FNTA	691	748	520	548
FOCAD	918	978	822	759
FOPNL	453	467	367	381
FOXA1	283	351	166	224
FOXC1	1690	2559	1236	1496
FOXD1	93	130	62	78
FOXF2	225	352	152	199
FOXG1	139	218	132	135
FOXJ2	103	137	76	49
FOXJ3	860	966	775	831
FOXK1	542	712	419	442
FOXK2	494	657	405	380
FOXM1	598	687	480	458
FOXN2	219	234	149	146
FOXN3	59	83	55	56
FOXO1	535	651	420	444
FOXO3	177	210	121	105
FOXO3B	21	36	9	13
FOXO4	70	85	44	54
FOXP2	198	157	113	143
FOXP4	363	517	272	263
FOXRED1	515	649	391	442
FOXRED2	968	1131	785	787
FP565260.1	0	0	0	0
FPGS	491	662	423	442
FPGT	196	240	169	206
FRA10AC1	567	635	465	485
FRAS1	618	898	793	710
FRAT2	95	153	74	87
FREM2	863	1089	1053	968
FRG1	144	263	181	142
FRMD4A	208	210	131	130
FRMD4B	140	155	128	110
FRMD5	87	96	62	82
FRMD6	315	347	251	264
FRMD8	107	162	105	100
FRRS1	193	197	177	220
FRS2	206	249	195	210
FRY	69	65	78	59
FRYL	566	751	546	591
FSBP	31	31	52	45
FSCN1	1308	1496	975	1017
FSD1	283	350	272	235
FSD1L	41	38	40	46
FSIP2	3	1	1	2
FSTL1	2177	3090	2290	2106
FTH1	120	141	73	83
FTL	382	487	261	317
FTO	787	911	697	677
FTSJ1	399	519	375	316
FTSJ3	2276	3043	1864	1922
FUBP1	3566	4763	2832	3260
FUBP3	1792	2406	1591	1704
FUCA1	294	389	290	295
FUCA2	1500	1660	1217	1188
FUNDC1	369	417	277	307
FUNDC2	162	225	139	147
FUOM	41	51	40	43
FURIN	278	323	226	195
FUS	12371	16569	9516	11111
FUT10	76	99	75	93
FUT11	197	266	150	149
FUT8	157	163	138	132
FUZ	253	313	172	175
FXN	67	100	64	50
FXR1	2076	2250	1562	1671
FXR2	1066	1434	904	889
FXYD5	2235	2659	1421	1768
FYCO1	373	417	283	303
FYN	530	658	460	437
FYTTD1	732	797	476	616
FZD1	172	176	162	186
FZD2	212	213	173	154
FZD3	342	444	345	314
FZD4	65	82	60	78
FZD5	214	270	196	185
FZD6	374	459	374	384
FZD7	253	278	236	271
FZD8	438	609	356	354
FZD9	37	61	47	32
FZR1	524	660	403	402
G2E3	552	634	404	408
G3BP1	5456	8322	4495	5147
G3BP2	1487	1829	1206	1241
G6PC3	1111	1514	1077	939
G6PD	1858	2218	1259	1265
GAA	329	403	331	336
GAB1	221	287	155	188
GAB2	84	87	45	45
GABARAP	1489	1603	1206	1249
GABARAPL1	221	298	192	199
GABARAPL2	1170	1371	1000	948
GABBR1	47	36	52	25
GABBR2	11	16	9	18
GABPA	292	364	192	227
GABPB1	360	436	311	342
GABPB2	141	152	130	112
GABRB3	217	311	254	193
GAD1	99	100	60	53
GADD45A	241	314	262	238
GADD45B	46	83	42	54
GADD45GIP1	2225	3039	1768	1747
GAK	795	972	688	637
GAL	8	3	3	0
GALC	74	119	96	101
GALE	546	659	411	418
GALK1	547	671	449	407
GALK2	307	338	218	209
GALM	347	436	280	276
GALNS	135	165	107	102
GALNT1	454	468	436	413
GALNT10	94	124	76	73
GALNT11	163	177	149	153
GALNT12	56	75	44	57
GALNT13	123	117	129	107
GALNT16	86	87	86	91
GALNT18	130	141	108	109
GALNT2	608	877	580	567
GALNT6	136	166	114	116
GALNT7	819	991	771	756
GALT	82	98	86	94
GAMT	298	451	259	279
GAN	219	281	239	218
GANAB	7295	9555	6848	6410
GANC	131	140	78	90
GAPDH	16723	20439	13603	13657
GAPDHS	27	18	17	40
GAPVD1	2313	2544	1829	1873
GAR1	787	967	596	675
GAREM1	37	43	43	35
GAREM2	82	71	51	50
GARNL3	13	11	16	23
GARS	3271	3589	2423	2595
GART	6853	8142	5613	5653
GAS1	184	263	144	132
GAS2L3	355	360	238	317
GAS6	65	72	69	68
GAS8	88	119	87	78
GASK1A	19	41	33	21
GATA2	402	461	346	375
GATA4	245	354	178	162
GATA6	653	982	512	540
GATAD1	234	244	147	172
GATAD2A	809	1095	603	626
GATAD2B	1545	1816	1270	1364
GATB	387	419	313	287
GATD1	464	656	401	368
GBA	392	515	355	357
GBA2	170	251	161	148
GBE1	404	544	340	353
GBF1	2407	3178	2219	2138
GCA	396	478	362	336
GCAT	222	323	151	177
GCC1	300	382	221	249
GCC2	1153	1056	865	912
GCDH	672	875	485	539
GCFC2	622	712	491	560
GCH1	270	331	185	187
GCHFR	181	227	158	136
GCLC	824	1025	698	729
GCLM	861	1063	709	706
GCN1	5657	7438	5343	4904
GCNA	1	4	3	2
GCNT1	57	57	36	64
GCNT7	0	0	0	2
GDAP1	408	430	368	288
GDAP2	539	551	402	391
GDE1	244	340	230	273
GDF11	165	189	155	161
GDI1	2157	2813	1806	1749
GDI2	6208	7788	5228	5607
GDPD1	195	218	178	172
GDPGP1	16	15	13	11
GEMIN2	423	504	336	349
GEMIN4	2360	2861	1992	2105
GEMIN5	2783	3139	2119	2230
GEMIN6	428	534	369	317
GEMIN7	229	279	184	195
GEMIN8	307	317	206	214
GEN1	234	311	206	236
GET1	40	45	52	40
GET3	1303	1539	955	976
GET4	587	800	459	468
GFER	173	284	133	144
GFI1	169	196	134	117
GFM1	908	1165	824	868
GFM2	606	679	571	502
GFOD1	53	79	36	34
GFOD2	76	100	58	40
GFPT1	1867	2077	1541	1548
GFPT2	233	228	206	180
GGA1	504	676	460	411
GGA2	1081	1398	1029	1039
GGA3	388	486	341	319
GGCT	476	640	422	421
GGCX	686	936	583	558
GGH	1476	1529	1243	1296
GGNBP2	891	1160	768	898
GGPS1	129	135	117	129
GGT7	157	208	158	141
GHDC	104	104	79	69
GHITM	7064	8103	5505	5915
GHRL	0	1	0	0
GID4	112	164	83	90
GID8	651	873	598	637
GIGYF1	246	293	324	192
GIGYF2	1803	2504	1538	1715
GIN1	284	286	176	189
GINM1	552	552	496	604
GINS1	751	907	680	655
GINS2	760	899	569	687
GINS3	356	442	293	294
GINS4	526	683	491	449
GIPC1	1093	1384	807	842
GIT1	465	592	431	409
GIT2	750	795	500	601
GJA1	862	1009	693	758
GJC1	360	424	266	260
GK	30	41	21	20
GK5	201	225	174	184
GKAP1	172	182	105	131
GLA	2845	3357	2697	2544
GLB1	542	766	627	528
GLB1L	50	55	38	32
GLB1L2	415	470	371	327
GLCCI1	138	197	119	132
GLCE	235	240	216	209
GLDC	171	204	172	176
GLE1	850	965	670	685
GLG1	1747	2302	1863	1789
GLI2	87	106	90	92
GLI3	341	398	193	309
GLI4	58	69	30	50
GLIPR1	31	26	28	26
GLIPR2	82	65	65	59
GLMN	946	1042	756	883
GLMP	527	589	449	432
GLO1	8475	9279	6971	6756
GLOD4	1474	1987	1290	1276
GLRB	204	209	150	178
GLRX2	259	309	222	219
GLRX3	2810	3380	2327	2320
GLRX5	494	790	444	402
GLS	826	1193	667	742
GLS2	85	82	61	65
GLT8D1	240	248	255	204
GLT8D2	103	95	80	112
GLTP	204	216	121	110
GLUD1	1214	1591	971	1078
GLUL	3660	4830	3346	3547
GLYCTK	77	84	36	38
GLYR1	1304	1633	1059	1108
GM2A	409	511	356	343
GMCL1	116	126	85	71
GMDS	529	641	455	464
GMEB1	273	339	226	236
GMEB2	290	357	195	216
GMFB	609	728	568	563
GMIP	87	92	74	87
GMNN	2638	2917	1970	2097
GMPPA	559	731	430	439
GMPPB	334	489	315	287
GMPR2	556	633	455	424
GMPS	3324	3593	2815	2839
GNA11	517	715	365	389
GNA12	125	158	94	119
GNA13	393	481	308	289
GNAI1	882	1010	640	711
GNAI2	882	1159	750	716
GNAI3	2721	3108	2180	2321
GNAL	169	155	132	101
GNAQ	180	228	140	152
GNAS	17494	21494	15000	14629
GNAT2	8	9	7	16
GNAZ	71	84	59	46
GNB1	3836	4816	2999	2945
GNB1L	283	338	236	199
GNB2	2882	3530	2215	2080
GNB3	3	5	5	3
GNB4	1177	1342	978	934
GNB5	286	403	233	221
GNE	742	844	638	594
GNG12	594	669	363	434
GNG5	869	1064	482	691
GNL1	566	923	513	548
GNL2	2808	3240	2431	2443
GNL3	3318	3938	2843	2909
GNL3L	2027	2499	1636	1694
GNPAT	657	747	577	628
GNPDA1	1071	1311	850	794
GNPDA2	288	276	182	242
GNPNAT1	486	473	378	391
GNPTAB	302	299	294	294
GNPTG	97	122	113	97
GNS	1304	1458	1256	1341
GOLGA1	171	248	170	179
GOLGA2	443	506	363	331
GOLGA3	861	1030	785	739
GOLGA4	888	938	694	694
GOLGA5	654	674	494	561
GOLGA7	689	775	550	595
GOLGB1	1978	2379	1847	1972
GOLIM4	695	772	659	703
GOLM1	1286	1692	1186	1162
GOLPH3	846	1012	741	730
GOLPH3L	418	544	299	364
GOLT1B	278	318	247	229
GON4L	441	477	453	348
GON7	168	209	118	124
GOPC	531	631	420	461
GORAB	94	139	77	72
GORASP1	243	330	200	185
GORASP2	1630	1832	1275	1301
GOSR1	410	470	333	364
GOSR2	78	93	54	67
GOT1	1502	1837	1147	1181
GOT2	3693	4510	2939	2849
GPAA1	796	1110	778	797
GPALPP1	675	727	465	574
GPAM	410	550	364	404
GPANK1	170	230	90	101
GPAT2	3	4	1	0
GPAT3	343	470	252	262
GPAT4	363	534	358	334
GPATCH1	485	619	357	377
GPATCH11	298	318	192	231
GPATCH2	336	358	251	270
GPATCH2L	355	424	282	332
GPATCH3	185	271	193	171
GPATCH4	843	1173	673	689
GPATCH8	1069	1334	872	963
GPBP1	400	398	336	321
GPBP1L1	185	230	186	165
GPC1	177	241	171	141
GPC3	346	384	375	398
GPC4	1178	1384	1041	966
GPC6	142	179	170	166
GPCPD1	422	496	415	443
GPD1L	421	497	378	336
GPD2	887	1162	833	874
GPHN	465	700	496	487
GPI	25564	32789	19823	20714
GPKOW	619	803	499	509
GPLD1	22	24	23	25
GPM6A	229	251	230	186
GPM6B	401	491	360	319
GPN1	662	778	541	564
GPN2	601	737	449	454
GPN3	1370	1605	1214	1210
GPR107	812	897	784	710
GPR108	258	309	266	219
GPR137	71	121	65	71
GPR137B	77	102	63	70
GPR137C	38	62	30	40
GPR155	76	74	69	66
GPR160	18	5	17	15
GPR161	114	150	92	68
GPR176	18	32	21	29
GPR18	0	1	1	1
GPR180	253	272	215	222
GPR183	2	1	1	3
GPR22	0	0	2	0
GPR27	56	84	68	46
GPR39	3	11	4	2
GPR63	53	49	38	28
GPR75	0	0	2	2
GPRASP1	2	3	5	2
GPRASP2	301	381	271	259
GPRC5B	85	111	89	79
GPRIN1	285	318	266	242
GPRIN3	252	260	169	193
GPS1	2188	2863	1728	1704
GPS2	533	638	397	450
GPSM1	601	709	583	488
GPSM2	363	441	341	313
GPT	0	1	0	1
GPT2	451	481	326	314
GPX1	401	552	411	356
GPX3	254	327	189	234
GPX4	1172	1265	792	851
GPX8	241	257	184	204
GRAMD1A	1889	2252	1488	1468
GRAMD1B	115	131	108	101
GRAMD1C	50	42	33	37
GRAMD4	148	176	134	94
GRB10	460	499	329	311
GRB14	88	76	67	58
GRB2	1378	1773	1221	1061
GREB1	24	30	26	23
GREB1L	338	396	302	290
GRHL1	97	116	62	67
GRHPR	829	986	668	654
GRID1	132	155	111	108
GRINA	1303	1682	970	997
GRIP1	240	263	195	219
GRIPAP1	512	662	452	491
GRK2	358	428	293	300
GRK3	92	97	69	47
GRK4	23	17	15	9
GRK5	35	46	38	41
GRK6	571	877	540	551
GRN	1952	2798	1987	1779
GRPEL1	1143	1384	836	928
GRPEL2	605	778	509	526
GRSF1	3028	3354	2406	2309
GRTP1	124	127	114	108
GRWD1	1198	1669	986	1023
GSDME	105	116	86	103
GSE1	999	1334	860	900
GSK3A	766	967	524	574
GSK3B	511	565	439	495
GSKIP	299	327	224	209
GSN	407	476	279	280
GSPT1	2199	2420	1740	1687
GSR	3077	3621	2514	2437
GSS	925	1090	718	726
GSTA4	620	667	504	489
GSTCD	327	350	264	291
GSTK1	567	650	477	453
GSTM2	69	101	53	75
GSTM3	840	997	672	653
GSTO1	3144	4122	2586	2645
GSTP1	1328	1702	1097	975
GSTZ1	221	231	184	197
GTDC1	36	37	21	28
GTF2A1	941	1233	710	879
GTF2A2	916	1035	784	810
GTF2B	1151	1414	935	942
GTF2E1	200	279	159	174
GTF2E2	875	910	630	688
GTF2F1	1752	2381	1322	1424
GTF2F2	1076	1111	843	937
GTF2H1	351	328	239	261
GTF2H2	38	33	34	24
GTF2H2C	41	46	41	33
GTF2H3	961	1068	899	931
GTF2H4	388	411	296	284
GTF2H5	411	526	294	381
GTF2I	1232	1406	999	1093
GTF2IRD1	228	269	170	165
GTF3A	413	529	351	367
GTF3C1	3740	4692	3238	3319
GTF3C2	896	1101	704	732
GTF3C3	1773	1927	1423	1484
GTF3C4	1431	1591	1173	1152
GTF3C5	1662	1909	1299	1245
GTF3C6	337	374	250	271
GTPBP1	889	1077	766	692
GTPBP10	604	712	495	546
GTPBP2	350	417	308	289
GTPBP3	899	1216	694	693
GTPBP4	3859	4350	3019	3263
GTPBP6	374	545	278	296
GTPBP8	365	416	294	326
GTSE1	1199	1671	966	980
GUCD1	292	392	208	252
GUCY1A1	130	164	87	93
GUCY1A2	82	96	91	69
GUCY1B1	564	588	386	376
GUF1	679	737	541	575
GUK1	527	643	491	416
GULP1	199	176	102	135
GUSB	448	567	504	430
GVQW3	14	26	9	6
GXYLT1	467	599	400	479
GXYLT2	34	67	62	67
GYG1	728	819	624	607
GYG2	1	0	0	1
GYPC	0	0	0	0
GYS1	1049	1348	881	854
GZF1	196	229	165	166
H1F0	511	523	309	312
H1FX	2364	3318	1825	2015
H2AFJ	138	154	86	102
H2AFV	1039	1174	790	817
H2AFX	3354	3919	2511	2719
H2AFY	5294	6615	4071	4239
H2AFY2	796	927	632	627
H2AFZ	2904	3472	2291	2588
H3F3A	4	9	6	2
H3F3B	1415	2021	1147	1223
H6PD	162	223	156	169
HABP4	193	218	189	162
HACD1	192	244	152	158
HACD2	543	670	500	467
HACD3	4503	4957	3773	3701
HACE1	224	218	207	210
HACL1	1223	1361	956	1096
HADH	1009	1263	822	891
HADHA	1772	2156	1454	1556
HADHB	2052	2256	1532	1497
HAGH	616	856	585	509
HAPLN3	83	112	79	63
HARBI1	42	73	24	37
HARS	2137	2820	1822	1892
HARS2	549	679	483	488
HAS3	32	40	28	26
HASPIN	585	696	360	412
HAT1	3653	4056	2899	3098
HAUS1	689	798	527	627
HAUS2	453	395	349	379
HAUS3	586	568	456	515
HAUS4	162	187	153	153
HAUS5	1282	1701	1109	1017
HAUS6	385	388	305	322
HAUS7	738	974	621	655
HAUS8	320	446	303	321
HAX1	790	1087	628	605
HBP1	406	392	313	275
HBS1L	1737	1859	1278	1431
HCCS	238	267	195	185
HCFC1	3377	4547	2896	2886
HCFC1R1	195	240	122	130
HCFC2	172	207	120	125
HCLS1	60	154	34	42
HCN2	183	161	405	203
HCN3	25	25	31	32
HDAC1	4474	5390	3889	3811
HDAC10	47	80	63	47
HDAC11	82	107	57	67
HDAC2	6551	7660	5494	6014
HDAC3	993	1143	896	872
HDAC4	164	212	146	164
HDAC5	173	168	118	120
HDAC6	359	418	321	310
HDAC7	242	335	229	213
HDAC8	11	10	10	9
HDDC2	1848	1984	1568	1672
HDDC3	114	119	77	72
HDGF	2692	3458	2112	2161
HDGFL2	1556	2175	1225	1285
HDGFL3	232	252	170	187
HDHD2	423	432	293	283
HDHD3	71	113	61	48
HDHD5	750	926	622	629
HDLBP	7525	8756	6133	6240
HDX	0	0	1	0
HEATR1	3707	4194	3077	3204
HEATR3	617	758	568	539
HEATR5A	568	659	480	490
HEATR5B	851	1025	752	765
HEATR6	721	824	578	589
HEBP1	500	615	409	445
HEBP2	960	1002	811	776
HECA	265	302	208	216
HECTD1	2280	2759	2074	2102
HECTD2	158	193	141	144
HECTD3	591	666	458	420
HECTD4	1188	1265	1458	1043
HECW2	82	99	86	79
HEG1	225	255	225	202
HELB	395	445	294	314
HELLS	4571	5276	3862	4119
HELQ	128	160	92	109
HELZ	1645	1780	1301	1343
HELZ2	97	150	136	113
HEMK1	71	94	81	66
HERC1	1150	1318	1113	1019
HERC2	1016	1228	1105	962
HERC4	723	722	555	546
HERC5	939	1094	852	915
HERC6	241	271	215	217
HERPUD1	439	517	380	314
HERPUD2	238	216	179	158
HES1	973	1428	925	928
HES4	382	507	341	322
HES6	118	156	105	103
HEXA	472	461	463	417
HEXB	1010	1110	949	944
HEXD	51	71	54	52
HEXIM1	483	919	393	494
HEXIM2	51	80	30	52
HEY1	300	409	449	494
HEY2	189	274	174	162
HFM1	31	27	26	28
HGH1	226	376	168	163
HGS	1004	1325	793	858
HGSNAT	199	272	198	200
HHAT	52	57	49	44
HHEX	128	210	102	111
HHIP	57	59	42	45
HHLA3	131	147	82	82
HIBADH	715	855	623	632
HIBCH	730	766	522	590
HIC2	163	251	148	195
HID1	227	280	197	220
HIF1A	4175	4610	3356	3789
HIF1AN	721	932	605	601
HIGD1A	27	24	23	22
HIGD2A	568	730	440	435
HIKESHI	225	257	166	183
HILPDA	112	103	49	49
HINFP	133	173	130	98
HINT1	3825	4552	3406	3152
HINT2	223	291	253	204
HINT3	332	387	268	286
HIP1	389	426	302	355
HIP1R	484	570	365	363
HIPK1	907	1105	727	762
HIPK2	267	357	217	198
HIPK3	409	445	315	352
HIRA	463	560	432	338
HIRIP3	412	621	303	352
HIST1H1C	25056	33709	21306	20997
HIST1H1D	4230	5380	3265	3500
HIST1H1E	24691	32323	18411	19498
HIST1H2AB	3451	4311	2684	2848
HIST1H2AC	4322	6214	3485	3567
HIST1H2AE	1744	2119	1152	1423
HIST1H2AG	6753	8463	4719	5115
HIST1H2AH	6049	8040	4933	4798
HIST1H2AI	1453	1990	1137	1138
HIST1H2AK	525	710	340	415
HIST1H2AL	68	52	38	36
HIST1H2AM	1733	2178	1259	1330
HIST1H2BC	4966	6176	3682	3857
HIST1H2BD	3596	4088	2332	2374
HIST1H2BF	1098	1458	722	768
HIST1H2BJ	6943	8592	5024	5212
HIST1H2BK	1458	1822	1265	1110
HIST1H2BL	994	1624	755	756
HIST1H2BN	493	696	349	367
HIST1H2BO	1425	1659	912	1033
HIST1H3A	1945	2533	1424	1554
HIST1H3B	18917	23215	13853	14840
HIST1H3E	102	101	70	91
HIST1H3F	1059	1232	842	802
HIST1H3H	4993	5854	4228	3865
HIST1H3J	37	28	11	19
HIST1H4A	2480	3231	1891	1914
HIST1H4B	7271	9836	5579	5679
HIST1H4C	13184	16053	10447	10934
HIST1H4D	5884	7366	4517	4723
HIST1H4E	5631	7355	4972	4910
HIST1H4H	7788	11242	6335	6440
HIST1H4J	0	1	0	0
