	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
SLC25A27	30	22	13	23	166	168	214	286
SLC25A28	169	197	93	137	303	246	411	570
SLC25A29	155	187	89	135	70	61	90	151
SLC25A3	7723	10717	3861	6983	8987	8350	13168	19094
SLC25A30	182	225	87	150	204	224	315	430
SLC25A32	71	107	47	85	142	138	144	234
SLC25A33	87	66	46	69	176	145	272	367
SLC25A35	37	30	22	26	109	96	151	214
SLC25A36	231	273	114	213	766	685	907	1317
SLC25A37	88	105	33	58	158	168	273	392
SLC25A38	170	220	103	154	807	663	1078	1523
SLC25A39	727	969	374	547	1571	1288	2411	3225
SLC25A4	891	1160	448	729	613	521	977	1289
SLC25A40	105	99	37	79	193	219	281	446
SLC25A42	41	54	16	27	34	29	57	90
SLC25A43	2	0	0	0	65	50	86	122
SLC25A44	197	207	66	142	242	201	322	562
SLC25A46	1230	1268	532	1006	943	862	1521	2086
SLC25A5	7536	9021	3368	5712	8667	7998	15273	20210
SLC25A51	20	35	12	22	185	143	338	467
SLC25A6	2425	3601	1354	2357	2926	2628	4432	5777
SLC26A10	3	1	2	2	58	61	59	112
SLC26A11	126	166	74	108	115	92	140	232
SLC26A2	641	675	310	556	545	442	757	1207
SLC26A6	187	207	83	143	562	426	829	1133
SLC27A2	644	770	301	581	260	243	359	501
SLC27A3	137	153	80	109	90	110	135	235
SLC27A4	392	494	181	314	869	779	1215	1896
SLC27A5	25	36	10	23	77	79	96	173
SLC27A6	58	46	20	57	56	40	63	77
SLC29A1	1294	1687	703	1128	518	403	990	1405
SLC29A2	247	256	125	170	223	171	237	434
SLC2A1	1557	2154	857	1391	449	349	670	1016
SLC2A11	10	14	9	7	56	52	52	109
SLC2A12	123	101	56	103	94	50	112	139
SLC2A13	251	262	126	205	253	227	400	576
SLC2A4RG	251	364	126	211	165	141	207	309
SLC2A6	165	233	78	120	85	70	120	148
SLC2A8	114	120	70	86	177	129	322	481
SLC30A1	228	343	118	228	332	285	625	942
SLC30A4	67	89	29	77	85	80	90	121
SLC30A5	348	438	188	324	1468	1319	2341	3372
SLC30A6	492	532	229	440	544	471	806	1225
SLC30A7	838	996	392	746	677	585	1026	1530
SLC30A9	687	729	317	540	2246	1993	3543	5344
SLC31A1	327	412	159	301	302	269	430	611
SLC31A2	35	45	15	29	41	27	80	113
SLC33A1	209	234	106	189	341	303	542	787
SLC35A1	349	366	141	254	248	199	303	441
SLC35A2	377	543	182	299	172	155	299	416
SLC35A3	72	99	27	48	130	144	138	215
SLC35A4	303	465	146	273	510	388	499	849
SLC35A5	160	134	58	117	527	474	880	1237
SLC35B1	685	1032	404	718	1013	898	1762	2363
SLC35B2	382	576	195	327	433	358	738	959
SLC35B3	157	183	65	142	336	340	496	701
SLC35B4	347	417	177	275	455	375	657	1065
SLC35C2	222	276	115	177	387	316	638	992
SLC35D1	98	140	65	94	371	371	540	781
SLC35E1	227	317	106	196	233	186	416	647
SLC35E2B	65	79	28	49	107	105	162	243
SLC35E3	259	311	135	259	228	181	278	390
SLC35F1	259	316	141	257	247	218	341	558
SLC35F2	453	592	246	394	611	514	941	1346
SLC35F5	506	604	257	431	964	916	1360	1999
SLC35F6	431	575	178	366	315	221	430	581
SLC35G1	272	261	136	206	178	162	290	391
SLC35G2	388	456	168	344	228	187	254	365
SLC36A1	123	173	48	73	172	144	182	404
SLC36A4	123	167	58	127	518	541	700	990
SLC37A1	74	93	28	65	64	43	79	109
SLC37A3	455	595	245	448	675	636	923	1399
SLC37A4	335	382	149	274	543	435	833	1095
SLC38A1	1882	2111	931	1573	1883	1619	2959	4207
SLC38A10	272	447	203	300	812	763	1011	1481
SLC38A2	3158	3713	1615	2989	2440	2108	3846	5295
SLC38A6	65	88	41	73	193	189	285	459
SLC38A7	70	84	31	48	159	109	207	266
SLC38A9	332	396	166	314	467	451	828	1222
SLC39A1	903	1260	406	714	820	691	1210	1655
SLC39A10	1493	1129	674	1272	1303	1145	1981	2737
SLC39A11	100	119	48	89	107	106	153	220
SLC39A13	127	162	59	74	103	106	195	233
SLC39A14	1229	1474	546	952	630	578	951	1289
SLC39A3	184	209	84	141	244	242	391	492
SLC39A4	129	126	64	107	113	90	123	169
SLC39A6	911	953	403	751	867	691	1401	2010
SLC39A7	1484	1772	691	1214	1174	1113	1787	2575
SLC39A8	467	566	287	417	630	534	907	1395
SLC39A9	287	355	168	282	450	367	687	1004
SLC3A1	1	4	0	3	298	247	404	566
SLC3A2	1805	2515	1045	1828	2902	2644	5027	7032
SLC41A1	118	188	78	101	359	276	380	573
SLC41A2	331	442	179	290	224	208	310	513
SLC41A3	306	403	179	281	331	325	533	782
SLC43A1	154	136	64	109	174	123	206	346
SLC43A2	248	280	146	217	81	86	128	180
SLC44A1	495	509	228	452	780	625	1244	1790
SLC44A2	606	619	324	517	279	209	357	499
SLC44A5	121	132	60	132	720	655	979	1503
SLC45A3	41	59	27	40	67	50	73	95
SLC45A4	46	69	12	31	129	109	151	222
SLC46A1	222	289	85	184	157	123	256	347
SLC46A3	188	202	91	133	70	64	97	149
SLC47A1	132	156	80	85	402	303	492	698
SLC49A4	279	313	129	213	214	214	343	523
SLC4A11	90	115	48	73	122	80	140	228
SLC4A1AP	684	875	337	635	1091	1119	1715	2250
SLC4A2	885	1196	379	685	1211	1077	1718	2442
SLC4A4	91	113	52	84	148	114	200	296
SLC4A7	793	804	347	605	1745	1646	2250	3375
SLC4A8	28	49	15	17	56	60	63	91
SLC50A1	318	347	145	283	264	191	470	636
SLC52A2	354	569	146	294	343	281	517	732
SLC5A10	3	3	2	0	76	76	85	131
SLC5A2	0	1	1	0	70	55	109	168
SLC5A3	555	811	256	430	906	745	1182	1759
SLC5A4	0	1	0	0	68	63	64	119
SLC5A6	499	769	299	437	1085	917	1818	2436
SLC66A1	240	343	102	176	101	103	148	214
SLC66A2	81	101	45	84	113	121	210	282
SLC6A11	5	7	1	5	131	106	154	236
SLC6A15	1498	1616	709	1282	1994	1730	3214	4524
SLC6A4	1	1	1	1	167	147	165	255
SLC6A6	367	405	176	337	352	282	380	615
SLC6A8	237	339	187	240	1106	927	1359	2152
SLC6A9	96	90	44	76	78	59	102	174
SLC7A1	1796	2409	921	1609	1444	1138	1457	2547
SLC7A11	415	442	240	429	638	516	942	1246
SLC7A2	703	875	364	612	580	493	791	1178
SLC7A3	3	0	0	1	68	57	77	123
SLC7A5	367	401	165	282	655	539	819	1424
SLC7A6	351	427	158	277	584	483	871	1267
SLC7A6OS	97	148	35	91	320	296	402	617
SLC8A1	4	0	0	2	192	197	255	389
SLC8B1	76	102	51	70	83	85	116	176
SLC9A1	339	518	185	323	161	106	116	244
SLC9A2	28	31	16	13	51	43	51	76
SLC9A3	48	77	25	42	80	74	98	134
SLC9A3R1	548	815	276	431	240	224	262	421
SLC9A3R2	177	245	76	163	121	107	143	228
SLC9A5	19	30	11	26	88	70	105	146
SLC9A6	216	328	144	240	520	437	759	1078
SLC9A7	273	316	160	221	312	250	477	656
SLC9A8	147	166	64	115	174	139	175	307
SLC9B2	148	202	70	138	304	265	396	646
SLCO4A1	369	493	153	248	168	186	277	360
SLCO5A1	42	34	21	25	102	101	117	182
SLCO6A1	0	0	0	0	85	94	95	158
SLF1	538	624	207	381	1086	910	1468	2156
SLF2	646	732	225	443	2207	1896	2734	4206
SLFNL1	0	1	0	1	83	89	107	189
SLIRP	2531	2761	1132	1948	1939	1824	2985	4150
SLIT2	2086	2581	1087	2032	5790	5104	6185	10516
SLITRK3	52	39	16	39	78	80	86	121
SLITRK5	127	162	71	112	374	331	372	525
SLK	2689	3165	1284	2531	4111	3909	5838	7911
SLMAP	334	369	148	264	1920	1699	2300	3635
SLTM	1231	1515	603	1032	2209	2161	3232	4004
SLU7	1194	1480	595	1050	1267	1303	2044	2713
SLX4	141	152	57	120	456	437	439	807
SLX4IP	94	92	44	52	128	132	204	267
SMAD1	269	342	146	220	197	179	304	422
SMAD2	745	811	324	568	889	804	1253	1800
SMAD3	353	404	160	256	111	96	149	229
SMAD4	715	852	341	615	668	593	951	1527
SMAD5	1362	1574	591	1097	1110	945	1647	2377
SMAD6	69	68	52	231	167	163	245	407
SMAD7	92	109	55	90	159	148	313	472
SMAD9	556	551	254	417	145	149	216	367
SMAP1	900	1138	420	828	580	509	762	1131
SMAP2	804	1052	425	674	512	494	644	985
SMARCA1	2583	2883	1225	2271	1786	1929	2433	3279
SMARCA2	860	1031	431	783	812	817	986	1369
SMARCA4	4412	5450	2042	3640	4026	3500	3487	6630
SMARCA5	4812	5437	2245	4274	7555	7098	9954	14172
SMARCAD1	1257	1462	595	1207	2033	1971	2736	3964
SMARCAL1	453	518	196	340	653	622	921	1360
SMARCB1	2183	3031	1016	1884	2044	2034	2917	4338
SMARCC1	3499	3953	1579	2817	7420	6660	8399	12210
SMARCC2	1843	2091	860	1502	1385	1194	1394	2317
SMARCD1	1436	1674	636	1290	1580	1424	1705	2859
SMARCD2	1735	1982	751	1328	1285	1110	2232	3350
SMARCD3	90	99	52	69	221	244	382	541
SMARCE1	411	516	213	333	1179	1297	2213	2717
SMC1A	7769	10447	3963	7040	7638	7170	9638	12861
SMC2	3042	3397	1472	2658	4491	4415	6307	8711
SMC3	4786	5392	2256	4507	5933	5764	8277	10535
SMC4	6273	7348	2971	5843	10412	10010	14066	19409
SMC5	678	744	319	581	2346	2186	3469	4709
SMC6	792	882	353	717	2342	2310	3475	4537
SMCHD1	2608	2821	1160	2303	3631	3437	5140	7438
SMCR8	238	358	137	207	1595	1349	1949	3197
SMDT1	450	550	183	350	123	121	136	201
SMG1	927	1014	556	847	6981	6103	6658	11230
SMG5	940	1091	466	699	3856	3244	5675	8396
SMG6	640	889	322	625	1023	901	937	1660
SMG7	663	715	280	554	1617	1162	1572	2785
SMG8	997	1334	487	946	1330	1132	2219	3078
SMG9	984	1545	464	847	390	349	516	792
SMIM10L1	182	200	87	117	99	72	111	163
SMIM12	219	329	103	199	185	164	260	320
SMIM13	163	177	68	121	107	129	146	209
SMIM15	146	203	69	121	291	271	403	600
SMIM19	95	105	34	78	140	119	254	350
SMIM26	865	1001	374	746	340	367	471	733
SMIM27	23	27	9	17	62	54	94	122
SMIM29	33	40	13	28	60	45	60	117
SMIM30	154	215	78	117	173	155	328	421
SMIM4	344	434	114	276	298	259	503	689
SMIM7	50	69	26	32	62	60	94	153
SMIM8	219	185	57	137	110	110	152	230
SMNDC1	1071	1179	420	808	596	573	545	919
SMO	146	251	84	150	636	529	854	1220
SMOC1	484	670	253	436	403	407	397	736
SMOX	74	93	37	64	105	93	166	264
SMPD1	157	207	65	141	88	73	150	181
SMPD2	204	239	85	156	181	170	327	437
SMPD4	647	839	311	538	1098	942	1559	2280
SMPDL3A	208	223	94	200	84	77	116	217
SMPDL3B	165	203	77	150	179	176	228	303
SMS	658	718	272	490	1006	1069	1706	2185
SMTN	174	266	107	133	301	214	310	520
SMU1	1767	1870	735	1417	2013	1835	3148	4408
SMUG1	138	167	70	87	278	279	407	572
SMURF1	232	254	122	245	613	528	648	971
SMURF2	191	215	76	152	1054	913	1501	2191
SMYD2	386	390	173	316	891	825	1202	1761
SMYD3	174	183	98	134	341	319	459	669
SMYD4	266	330	150	234	531	461	654	1089
SMYD5	420	488	210	375	546	498	740	1078
SNAI2	7	7	9	4	164	143	393	514
SNAP23	918	1027	385	779	371	327	686	1034
SNAP29	543	622	237	427	299	272	462	667
SNAP47	572	694	265	408	1497	1282	2364	3548
SNAP91	146	158	70	102	38	35	56	78
SNAPC1	410	415	153	343	294	311	535	665
SNAPC2	131	194	51	92	58	63	94	110
SNAPC3	598	737	320	579	455	402	549	816
SNAPC4	521	590	286	433	816	601	768	1285
SNAPC5	169	160	65	122	116	105	218	300
SNAPIN	401	476	163	337	345	306	500	705
SNCA	331	385	167	269	146	132	295	342
SND1	5102	6551	2449	4511	4759	4387	6797	10018
SNED1	18	28	22	24	53	37	52	73
SNF8	1125	1453	548	960	1366	1330	1728	2458
SNIP1	326	410	130	270	325	270	468	713
SNRK	215	216	106	200	623	631	919	1230
SNRNP200	8444	10469	4287	7269	9961	8838	11268	18191
SNRNP25	203	288	110	167	537	505	728	1098
SNRNP27	413	566	183	313	612	591	731	1102
SNRNP35	126	238	66	116	198	208	309	414
SNRNP40	1862	2317	842	1621	2784	2582	4197	5976
SNRNP48	303	306	112	222	815	754	1236	1561
SNRNP70	3200	4719	1345	2544	3410	3149	5651	7733
SNRPA	2146	2575	828	1544	1040	868	1856	2760
SNRPA1	723	703	295	622	518	554	666	977
SNRPB	8914	11520	3919	7125	6271	5650	10187	13912
SNRPB2	1103	1307	420	911	1318	1332	2133	2994
SNRPC	2641	3395	1003	2292	1149	984	2054	2824
SNRPD1	1274	1280	540	1131	1484	1533	2091	2584
SNRPD2	3207	3563	1370	2502	3583	3138	5990	8259
SNRPD3	1	0	0	1	401	387	610	828
SNRPE	35	47	14	25	308	294	489	663
SNRPF	1583	2623	901	1515	1317	1367	1998	2653
SNRPG	96	98	21	103	474	359	869	1192
SNTA1	73	63	28	43	201	163	325	419
SNTB1	91	126	47	89	76	75	98	169
SNTB2	443	483	194	335	318	330	398	593
SNU13	3352	3674	1381	2595	1040	848	1798	2489
SNUPN	510	712	234	378	559	509	749	1094
SNW1	1314	1687	613	1214	2109	1973	3179	4361
SNX1	1199	1444	512	957	885	838	1233	1613
SNX10	308	297	121	226	82	90	140	202
SNX11	147	196	94	110	207	173	299	439
SNX12	522	675	241	426	341	334	498	653
SNX13	221	203	80	190	1334	1170	2013	2865
SNX14	1267	1224	584	1053	1218	1170	1749	2505
SNX15	156	209	69	125	148	152	221	305
SNX16	34	37	15	42	93	90	80	126
SNX17	1311	1782	659	1237	1952	1722	2661	3508
SNX18	255	300	111	220	236	213	342	505
SNX2	3065	3259	1292	2439	2153	1857	3509	4651
SNX21	67	94	22	64	83	94	104	182
SNX24	111	101	46	77	86	82	97	161
SNX25	149	145	68	122	943	862	1268	1829
SNX27	1102	1286	492	867	797	656	892	1409
SNX29	32	39	17	34	265	212	286	519
SNX3	1646	1914	748	1304	658	676	1087	1517
SNX30	184	213	62	138	219	214	270	368
SNX33	77	77	34	51	66	46	68	107
SNX4	753	840	350	658	832	816	1284	1721
SNX5	491	580	268	418	4020	3815	5947	8480
SNX6	1407	1488	630	1202	1613	1541	2482	3466
SNX7	293	339	149	250	529	487	785	1106
SNX8	191	214	88	131	224	186	319	434
SNX9	851	914	362	688	1141	1029	1485	2218
SOAT1	973	1144	490	859	1047	970	1823	2601
SOBP	91	118	54	76	202	169	203	345
SOCS2	31	17	6	13	107	97	193	212
SOCS4	187	181	74	131	532	450	770	1131
SOCS5	84	73	35	59	227	215	297	409
SOCS6	90	141	53	88	231	219	354	477
SOCS7	54	106	31	72	182	153	192	340
SOD1	6826	9297	3585	5722	5608	5394	8385	11830
SOD2	502	634	203	419	294	237	479	681
SOGA1	191	257	96	135	421	341	251	589
SON	8229	9995	4058	7756	18483	15166	17814	32359
SORBS1	92	132	40	83	67	68	80	118
SORBS3	463	545	189	385	90	65	80	116
SORCS1	1	13	22	31	51	46	71	118
SORD	261	315	107	179	306	303	434	542
SORL1	220	233	126	232	403	330	438	767
SORT1	1189	1384	614	1073	1121	988	1467	2282
SOS1	458	483	167	370	1132	1004	1009	1749
SOS2	190	183	71	134	757	666	952	1324
SOX12	324	344	100	168	167	152	105	198
SOX13	129	158	39	88	70	53	77	99
SOX4	1168	1664	478	928	298	250	445	664
SOX6	39	47	12	15	56	55	71	136
SP1	1934	2103	846	1596	1393	1088	1966	3109
SP2	382	488	158	339	83	63	75	132
SP3	922	1014	406	790	1959	1684	3193	4703
SP4	291	305	105	222	359	317	627	884
SP9	142	215	64	124	70	49	75	116
SPA17	198	180	58	133	158	160	266	392
SPACA9	63	93	25	46	37	53	67	117
SPAG1	335	379	174	297	293	274	365	534
SPAG16	471	539	215	440	343	320	434	597
SPAG5	1362	1686	707	1288	2688	2394	3822	5784
SPAG7	478	640	248	387	462	480	667	948
SPAG9	2579	2952	1183	2250	4121	3699	5916	8480
SPART	3164	3812	1402	2659	2269	2048	3396	4849
SPAST	361	399	134	297	669	636	915	1313
SPATA17	16	30	7	17	66	43	81	143
SPATA18	48	69	39	53	62	67	85	122
SPATA2	124	150	60	82	62	61	87	134
SPATA20	150	174	63	116	270	240	381	596
SPATA24	90	130	59	98	81	81	109	146
SPATA2L	117	195	58	107	80	72	111	163
SPATA33	48	60	27	29	57	60	113	137
SPATA5	481	603	217	437	1262	1335	1683	2385
SPATA5L1	532	645	223	438	421	352	509	792
SPATA6	117	126	54	84	95	90	94	173
SPATA7	84	74	30	81	218	142	277	429
SPATC1L	4	2	1	0	186	169	266	368
SPATS2	460	463	191	309	471	432	593	916
SPATS2L	563	666	225	443	481	437	769	1188
SPC24	768	945	354	622	652	681	981	1485
SPC25	1041	1219	443	869	639	633	784	1135
SPCS1	1163	1337	444	934	884	781	1630	2233
SPCS2	93	84	34	66	119	101	137	174
SPCS3	1150	1252	636	1094	937	970	1421	1814
SPDL1	1694	1839	714	1441	2495	2505	3345	4631
SPDYA	0	1	0	0	51	38	90	134
SPECC1	332	344	168	299	1370	1315	1757	2635
SPECC1L	156	207	77	111	556	477	768	1082
SPEF2	60	71	30	51	108	88	106	206
SPEG	98	84	38	65	94	74	78	130
SPEN	3522	3861	2204	3320	23936	20241	18051	36510
SPG11	853	900	408	774	1732	1428	2262	3373
SPG21	560	588	238	410	739	656	1062	1497
SPG7	317	366	169	262	1223	1097	1301	2086
SPHK1	53	48	22	33	89	74	96	147
SPHK2	105	142	50	67	180	155	190	274
SPIDR	383	480	202	387	1131	1142	1399	2032
SPIN1	353	399	167	351	618	613	712	1047
SPIN3	21	36	11	16	111	113	168	228
SPIN4	276	382	136	201	203	193	228	375
SPINDOC	295	419	149	234	447	454	725	922
SPINK5	2	2	2	2	42	62	41	70
SPINT2	1583	1789	703	1296	252	239	369	469
SPIRE1	272	332	152	215	582	514	812	1202
SPIRE2	75	58	26	49	111	113	125	218
SPNS1	427	560	216	376	589	451	881	1286
SPON1	419	577	215	379	172	154	223	343
SPOP	581	666	236	398	958	1010	1411	1932
SPOPL	147	163	54	125	312	269	382	556
SPOUT1	479	609	184	348	433	463	649	850
SPPL2A	485	654	300	530	516	478	689	998
SPPL2B	106	171	69	105	231	203	231	419
SPPL3	431	521	259	402	254	201	376	556
SPR	260	338	127	218	259	199	263	407
SPRED1	114	129	49	105	168	143	240	348
SPRED2	110	124	71	85	84	61	90	130
SPRTN	650	815	300	578	1572	1389	2152	2902
SPRY1	96	117	60	67	154	122	138	179
SPRY2	221	320	103	210	56	61	96	139
SPRYD3	234	341	120	198	128	121	179	246
SPRYD4	375	487	170	280	149	134	202	316
SPRYD7	583	637	271	464	192	194	303	389
SPSB1	80	97	41	67	52	39	86	115
SPSB2	17	23	7	19	62	60	106	147
SPSB3	132	217	64	135	274	251	344	533
SPTAN1	3218	4394	1685	2983	8249	7599	8969	14721
SPTB	114	146	80	100	261	262	261	471
SPTBN1	1315	2082	952	1561	7556	6915	10181	15171
SPTBN2	581	744	388	578	1794	1558	1871	2878
SPTLC1	832	1037	484	726	898	758	1459	1976
SPTLC2	678	863	322	567	898	846	1073	1752
SPTSSA	265	313	117	204	44	51	100	107
SPTY2D1	386	503	191	367	731	601	1147	1677
SQLE	2141	2499	1048	1866	2005	1748	3205	4398
SQSTM1	1999	3377	935	1753	1946	1815	2887	4057
SRA1	589	758	314	561	401	397	639	910
SRBD1	589	673	266	519	1728	1626	2440	3500
SRC	449	561	228	362	164	120	153	320
SRCAP	84	113	51	68	151	83	122	299
SRD5A1	59	68	24	39	80	86	108	163
SRD5A3	236	335	130	195	374	308	632	904
SREBF1	528	632	269	442	993	744	966	1523
SREBF2	1196	1387	606	1038	1254	964	1162	2033
SREK1	741	857	321	577	2160	2287	3584	4512
SREK1IP1	143	143	76	114	492	384	628	1008
SRF	375	503	182	290	342	301	709	947
SRFBP1	690	817	276	617	797	780	1111	1541
SRGAP1	178	230	110	159	132	139	127	264
SRGAP2	225	297	107	207	445	395	437	794
SRGAP2B	15	12	5	14	53	53	53	63
SRGAP2C	40	45	16	26	68	58	86	121
SRGAP3	42	38	30	31	55	68	96	133
SRI	1538	1414	652	1149	1246	1037	1951	2865
SRM	2381	3092	1131	1862	1358	1128	1432	2283
SRP14	2593	2888	1205	2061	708	735	1218	1481
SRP19	744	831	321	607	546	509	886	1190
SRP54	2037	2263	935	1705	1450	1447	2400	3395
SRP68	1573	1928	756	1290	1631	1622	2059	3130
SRP72	1528	1812	685	1279	2772	2565	3963	5925
SRP9	110	132	70	92	154	159	270	342
SRPK1	3651	3898	1609	3017	4046	3649	5714	7814
SRPK2	1003	1302	461	965	909	858	1164	1714
SRPK3	2	0	1	1	82	69	66	105
SRPRA	1637	2024	759	1363	1596	1331	1724	2681
SRPRB	1533	1850	709	1365	1371	1265	2213	3255
SRR	177	221	104	178	516	434	808	1221
SRRD	329	348	136	276	642	558	991	1446
SRRM1	2521	2815	1081	2164	1942	1794	1904	3282
SRRM2	12021	14519	5787	10874	15942	11721	9971	23275
SRRT	2190	3421	1124	2031	3285	3161	4451	6328
SRSF1	1374	1884	609	1121	3720	3858	4787	6690
SRSF10	1464	1648	611	1154	2205	2012	3708	4870
SRSF11	1926	2415	807	1534	5413	4910	7934	10879
SRSF12	226	192	75	151	139	109	187	294
SRSF2	3844	5914	1623	3227	3264	3137	5239	7424
SRSF3	3371	5020	1649	2939	6211	6460	8387	11206
SRSF4	1787	2480	832	1522	2961	3037	4223	5768
SRSF5	2527	3001	1461	2850	4537	4639	6775	8987
SRSF6	604	877	256	611	1466	1514	2652	3473
SRSF7	4806	6067	1982	3823	5542	5643	8429	11411
SRSF8	345	455	168	285	192	159	338	435
SRSF9	3429	4331	1823	2796	3775	3858	5252	6828
SRXN1	203	271	129	191	46	65	76	107
SS18	783	971	333	719	593	471	1172	1606
SS18L1	70	109	36	57	113	91	153	218
SS18L2	138	118	38	101	114	126	196	245
SSB	3085	3636	1331	2517	5607	5540	8886	11267
SSBP1	5046	5594	1964	4163	2836	2742	4437	6094
SSBP2	179	219	102	147	90	67	168	210
SSBP3	150	216	69	128	105	78	142	200
SSBP4	205	225	85	163	240	203	334	540
SSH1	76	92	40	66	275	240	286	503
SSH2	216	253	81	174	428	356	438	715
SSH3	45	62	29	53	101	73	72	121
SSNA1	295	381	119	241	455	377	565	766
SSR1	2285	2669	1101	2142	1570	1503	2059	2953
SSR2	1706	2414	965	1693	1254	1114	2292	3116
SSR3	1315	1448	548	1008	1742	1461	2593	3692
SSR4	3677	4341	1803	3159	1932	1819	3262	4461
SSRP1	6390	8217	3230	5223	10607	9905	15368	21323
SSU72	1348	1473	614	981	1208	1263	1609	2386
SSX2IP	1237	1213	526	998	1138	1119	1690	2260
ST13	281	364	151	215	866	835	1248	1600
ST3GAL1	22	33	15	28	48	42	46	71
ST3GAL2	28	41	15	17	157	157	190	294
ST3GAL3	15	12	9	10	170	145	170	276
ST3GAL4	89	112	44	78	194	186	309	429
ST3GAL5	77	61	37	61	99	86	118	141
ST3GAL6	64	85	34	63	157	165	246	336
ST5	65	59	28	54	177	128	158	300
ST6GAL1	62	60	31	47	73	62	85	109
ST6GALNAC3	65	64	41	58	67	73	111	169
ST6GALNAC4	76	82	43	71	113	101	147	213
ST7	403	415	164	327	474	420	723	1109
ST7L	326	434	151	334	355	306	534	892
STAG1	453	483	243	421	2948	2842	4141	5982
STAG2	5744	6233	2775	5153	9507	9240	13919	19263
STAG3	4	6	5	11	61	47	58	105
STAM	807	994	394	738	517	509	805	1203
STAM2	472	501	192	342	432	406	684	930
STAMBP	598	584	265	439	870	781	1232	1833
STAMBPL1	167	186	55	101	165	169	219	271
STARD10	36	36	17	34	154	110	255	361
STARD13	142	162	70	108	165	136	202	301
STARD3	183	239	64	155	258	257	439	653
STARD3NL	198	246	113	150	583	457	1001	1424
STARD4	389	380	187	305	197	184	245	335
STARD5	14	19	10	12	42	43	85	108
STARD7	995	1274	462	837	3497	3158	4912	7365
STARD9	85	33	107	96	1106	937	1058	1800
STAT1	1379	1616	604	1210	1003	1028	1593	2085
STAT2	327	369	140	281	511	407	578	876
STAT3	1273	1576	610	1144	757	659	1067	1628
STAT5B	435	426	188	312	488	432	698	989
STAT6	25	32	17	18	132	90	190	259
STAU1	3309	3817	1408	2649	1484	1339	1665	2595
STAU2	448	468	156	331	653	627	907	1351
STBD1	72	89	42	71	66	54	110	137
STC2	596	674	230	389	398	323	402	500
STEAP1	101	119	51	94	76	67	114	182
STEAP2	316	348	140	253	107	94	125	217
STEAP3	508	636	272	461	287	221	370	572
STIL	916	1022	376	734	1636	1323	2122	3396
STIM1	428	534	252	425	462	375	478	716
STIM2	317	335	162	307	328	286	487	715
STIP1	4601	6319	2214	3847	7631	6915	12823	17882
STK10	259	336	94	199	539	406	615	926
STK11	105	135	61	84	1002	1030	1580	2212
STK11IP	444	596	207	383	292	230	410	578
STK16	80	105	50	71	268	258	441	545
STK17A	572	695	320	542	515	478	788	1218
STK17B	438	427	210	394	408	383	827	1148
STK19	220	290	77	203	115	124	132	253
STK24	882	998	354	697	1150	1002	1311	2102
STK25	862	917	407	657	1793	1462	2896	4136
STK26	2330	2764	1131	2197	1143	1136	2184	2963
STK3	434	519	188	379	578	486	843	1186
STK32C	92	108	53	99	198	183	230	345
STK33	164	192	80	173	362	344	443	685
STK35	366	444	168	260	420	400	451	772
STK36	229	310	125	197	670	534	934	1261
STK38	456	518	175	338	460	454	636	904
STK38L	585	628	234	450	601	596	856	1175
STK39	524	650	263	495	601	638	801	1092
STK4	925	1104	417	790	947	864	1135	1657
STK40	148	186	74	133	387	368	491	649
STKLD1	2	3	1	2	32	31	48	87
STMN1	6737	8556	3051	5730	3088	3078	4613	6814
STMN3	410	627	263	446	71	65	129	170
STMP1	215	290	96	176	54	56	50	84
STN1	124	150	69	134	199	181	292	444
STOM	471	576	268	474	215	216	353	568
STOML1	120	164	52	101	99	78	87	176
STOML2	2690	3563	1347	2284	3217	2936	5675	7816
STON2	157	208	89	148	324	270	468	775
STOX1	131	140	57	90	231	178	299	492
STOX2	160	151	74	139	285	240	324	465
STPG1	150	179	56	110	103	83	158	237
STRADA	350	420	185	289	236	205	293	488
STRADB	55	63	23	48	387	353	543	773
STRAP	4272	5260	2036	3670	3069	2917	4013	6208
STRBP	742	870	338	649	1545	1512	2403	3365
STRIP1	756	935	356	586	1351	1136	1857	2695
STRIP2	156	210	81	159	385	328	508	728
STRN	616	666	317	482	895	833	1010	1602
STRN3	871	975	410	684	1244	1080	1617	2290
STRN4	817	1001	424	709	1306	1247	1727	2616
STS	0	2	1	3	39	42	65	102
STT3A	3082	3852	1571	2836	3484	2811	6404	8864
STT3B	1932	2186	978	1795	4413	4039	6511	9500
STUB1	1773	2443	944	1505	1941	1826	2991	3865
STX10	250	313	126	220	548	452	808	1161
STX12	752	901	333	648	683	609	872	1344
STX16	42	39	22	48	94	95	88	139
STX17	238	285	92	227	338	303	378	511
STX18	233	270	81	164	400	422	566	852
STX1A	30	26	15	21	84	69	95	161
STX2	138	157	83	141	314	308	415	573
STX3	183	213	78	122	265	248	338	532
STX4	219	259	90	175	440	401	506	665
STX5	359	493	186	263	334	299	579	791
STX6	241	303	86	166	354	343	522	722
STX7	1144	1165	455	860	285	276	438	611
STX8	222	224	95	176	236	226	348	478
STXBP1	438	469	184	381	203	158	161	333
STXBP2	638	776	353	510	328	363	472	670
STXBP3	1146	1337	534	1046	1239	1266	1891	2647
STXBP4	345	415	176	328	611	566	671	1114
STXBP5	288	333	147	230	1036	966	1559	2183
